"Time","69 L mark","68 R mark","67 sinus","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 rFLswoff","57 rFLswon","56 lFLswoff","55 lFLswon","54 rHLswoff","53 rHLswon","52 lHLswoff","51 lHLswon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v1 xCoM","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","36 CoMx (cm)","70 RDS cle","35 FRy (cm)","34 FRx (cm)","29 HRx (cm)","30 HRy (cm)","v3 L COP","71 LDS cle","33 FLy (cm)","31 Keyboard","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.046,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.659912,54.751423,88.746582,42.460155,6.123085,-5.276651,0.000000,6.355815,12.941789,0,5.500372,16.170343,11.556994,4.915024,0.000000,0,7.124828,0,14.075954,6.591805,9.470082,8.616032,16.412256,8.043341,11.924938,8.100221,11.330857,8.599372,10.646025,9.077413,12.042980,10.396647,11.568254,9.956820,12.377456,0,-0.01866,0.00338,-0.02180,-0.01401,0.00832,-0.01413,0.00487,0.00240,-1.41576,0.09899,3.27740
0.047,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.468521,54.563004,88.573181,42.861473,6.116217,-5.295164,0.000000,6.351508,12.944475,0,5.490772,16.195349,11.549695,4.914184,0.000000,0,7.124002,0,14.066441,6.598634,9.503126,8.606701,16.463587,8.045115,11.906850,8.097628,11.314516,8.605200,10.632860,9.072470,12.031905,10.392718,11.562881,9.952692,12.376074,0,-0.01709,0.00104,-0.01999,-0.01430,0.00952,-0.01284,0.00555,0.00251,-1.42188,0.09882,3.27709
0.048,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.277130,54.374584,88.399773,43.262791,6.109542,-5.313676,0.000000,6.347201,12.947162,0,5.481172,16.220356,11.542396,4.913344,0.000000,0,7.123178,0,14.056927,6.605463,9.536170,8.597371,16.514917,8.046888,11.888761,8.095034,11.298175,8.611029,10.619696,9.067526,12.020831,10.388789,11.557509,9.948564,12.374691,0,-0.01668,0.00244,-0.01911,-0.01235,0.01008,-0.01223,0.00560,0.00260,-1.43286,0.09908,3.27648
0.049,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.245667,54.257729,88.168449,43.531288,6.103686,-5.298507,0.000000,6.341388,12.950508,0,5.473065,16.247385,11.532991,4.912456,0.000000,0,7.122480,0,14.048516,6.612360,9.575043,8.588073,16.565130,8.047555,11.874689,8.097548,11.283381,8.618454,10.604443,9.063419,12.010498,10.386937,11.554494,9.946050,12.376250,0,-0.01759,0.00335,-0.01939,-0.01307,0.00694,-0.01031,0.00466,0.00269,-1.43840,0.09914,3.27643
0.050,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.332886,54.193981,87.894142,43.701214,6.098260,-5.258341,0.000000,6.334458,12.954346,0,5.466066,16.275915,11.522026,4.911532,0.000000,0,7.121877,0,14.040925,6.619308,9.618240,8.578798,16.614513,8.047400,11.863598,8.103854,11.269738,8.627066,10.587638,9.059935,12.000716,10.386626,11.553227,9.944735,12.379992,0,-0.01588,0.00301,-0.02001,-0.01353,0.00721,-0.01247,0.00663,0.00229,-1.44252,0.09889,3.27681
0.051,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.420090,54.130234,87.619835,43.871140,6.093765,-5.218175,0.000000,6.327528,12.958182,0,5.459068,16.304447,11.511061,4.910609,0.000000,0,7.121274,0,14.033333,6.626256,9.661438,8.569524,16.663897,8.047244,11.852508,8.110160,11.256094,8.635677,10.570833,9.056450,11.990934,10.386315,11.551961,9.943419,12.383733,0,-0.01659,0.00310,-0.02102,-0.01241,0.00961,-0.01413,0.00544,0.00334,-1.44955,0.09890,3.27719
0.052,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.507309,54.066486,87.345528,44.041065,6.089759,-5.178009,0.000000,6.320597,12.962020,0,5.452069,16.332977,11.500094,4.909686,0.000000,0,7.120672,0,14.025742,6.633205,9.704636,8.560249,16.713280,8.047089,11.841416,8.116465,11.242451,8.644288,10.554029,9.052965,11.981153,10.386004,11.550694,9.942104,12.387474,0,-0.02115,0.00294,-0.02056,-0.01199,0.00745,-0.01156,0.00480,0.00227,-1.45590,0.09913,3.27758
0.053,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.270493,54.354740,87.109459,44.147041,6.086231,-5.123097,0.000000,6.313366,12.964645,0,5.444960,16.349062,11.488256,4.909151,0.000000,0,7.119740,0,14.012790,6.640259,9.740264,8.545467,16.740618,8.045591,11.828971,8.119402,11.225510,8.650043,10.542107,9.051482,11.976906,10.384812,11.547808,9.939960,12.388869,0,-0.01864,0.00399,-0.02160,-0.01393,0.00859,-0.01388,0.00575,0.00276,-1.46319,0.09915,3.27752
0.054,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.793182,54.904232,86.901772,44.205563,6.082953,-5.057241,0.000000,6.305912,12.966372,0,5.437769,16.355907,11.475772,4.908905,0.000000,0,7.118563,0,13.995860,6.647391,9.770274,8.526599,16.751598,8.043098,11.815521,8.119840,11.206122,8.653676,10.533808,9.051484,11.976768,10.382967,11.543717,9.937201,12.388525,0,-0.01908,0.00397,-0.01986,-0.01387,0.00858,-0.01243,0.00629,0.00242,-1.46512,0.09902,3.27714
0.055,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.315872,55.453724,86.694092,44.264080,6.079730,-4.991385,0.000000,6.298458,12.968100,0,5.430578,16.362755,11.463286,4.908658,0.000000,0,7.117386,0,13.978930,6.654524,9.800284,8.507730,16.762577,8.040606,11.802071,8.120276,11.186735,8.657310,10.525508,9.051487,11.976629,10.381122,11.539628,9.934443,12.388180,0,-0.01809,0.00425,-0.02093,-0.01425,0.00755,-0.01332,0.00527,0.00195,-1.47050,0.09909,3.27680
0.056,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.838577,56.003216,86.486404,44.322601,6.076535,-4.925530,0.000000,6.291004,12.969827,0,5.423387,16.369602,11.450802,4.908412,0.000000,0,7.116209,0,13.962000,6.661656,9.830296,8.488861,16.773558,8.038113,11.788620,8.120714,11.167347,8.660943,10.517209,9.051490,11.976491,10.379276,11.535539,9.931684,12.387836,0,-0.01940,0.00351,-0.02045,-0.01288,0.00783,-0.01316,0.00560,0.00234,-1.47435,0.09939,3.27650
0.057,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.441025,56.432465,86.517296,44.543678,6.073361,-4.863778,0.000000,6.287313,12.973371,0,5.416572,16.380692,11.439775,4.908236,0.000000,0,7.114803,0,13.952106,6.668446,9.864838,8.477292,16.778549,8.036823,11.775707,8.122567,11.153201,8.665477,10.516924,9.050545,11.974477,10.378739,11.533525,9.930831,12.389327,0,-0.01648,0.00309,-0.01824,-0.01097,0.00862,-0.01201,0.00527,0.00197,-1.47632,0.09944,3.27641
0.058,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.102692,56.772476,86.725250,44.885399,6.070199,-4.805073,0.000000,6.286416,12.978263,0,5.410037,16.394930,11.429829,4.908112,0.000000,0,7.113226,0,13.947435,6.674980,9.902743,8.471140,16.779095,8.036428,11.763193,8.125471,11.142946,8.670678,10.522585,9.048897,11.971069,10.379174,11.533051,9.931391,12.392180,0,-0.02037,0.00314,-0.02073,-0.01355,0.00806,-0.01317,0.00522,0.00195,-1.47746,0.09951,3.27649
0.059,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.764343,57.112484,86.933197,45.227119,6.066975,-4.746367,0.000000,6.285518,12.983155,0,5.403501,16.409168,11.419883,4.907989,0.000000,0,7.111650,0,13.942764,6.681514,9.940649,8.464989,16.779642,8.036033,11.750679,8.128375,11.132690,8.675879,10.528247,9.047248,11.967663,10.379608,11.532578,9.931952,12.395035,0,-0.01553,0.00279,-0.02148,-0.01375,0.00948,-0.01209,0.00587,0.00270,-1.47846,0.09980,3.27656
0.060,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.425995,57.452492,87.141151,45.568840,6.063717,-4.687662,0.000000,6.284620,12.988049,0,5.396966,16.423407,11.409938,4.907865,0.000000,0,7.110074,0,13.938093,6.688048,9.978556,8.458838,16.780190,8.035638,11.738165,8.131279,11.122436,8.681081,10.533908,9.045600,11.964256,10.380043,11.532105,9.932511,12.397888,0,-0.01842,0.00305,-0.02114,-0.01282,0.00982,-0.01105,0.00505,0.00177,-1.48174,0.10000,3.27664
0.061,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.468323,57.332214,87.403191,45.994125,6.060078,-4.650376,0.000000,6.281102,12.993358,0,5.378591,16.429901,11.398902,4.907544,0.000000,0,7.108091,0,13.930944,6.695288,10.011016,8.454558,16.782801,8.036090,11.723170,8.132543,11.107312,8.680506,10.528621,9.041438,11.954699,10.378754,11.530278,9.930466,12.398281,0,-0.01664,0.00370,-0.02047,-0.01277,0.00711,-0.01297,0.00580,0.00331,-1.47906,0.09997,3.27689
0.062,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.793152,56.870331,87.705376,46.481430,6.056238,-4.628988,0.000000,6.275640,12.998977,0,5.351429,16.430647,11.387057,4.907076,0.000000,0,7.105807,0,13.921958,6.703052,10.039434,8.451670,16.786945,8.037171,11.706335,8.132590,11.088576,8.675643,10.515207,9.035411,11.940578,10.376184,11.527447,9.926487,12.396847,0,-0.03171,0.00331,-0.02046,-0.01280,0.00813,-0.01050,0.00516,0.00237,-1.48083,0.10008,3.27727
0.063,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.117996,56.408447,88.007568,46.968739,6.051786,-4.607600,1.671802,6.270178,13.004595,0,5.324267,16.431395,11.375214,4.906609,0.000000,0,7.103523,0,13.912971,6.710815,10.067853,8.448781,16.791090,8.038252,11.689500,8.132637,11.069840,8.670780,10.501794,9.029383,11.926455,10.373614,11.524614,9.922508,12.395413,0,-0.01420,0.00358,-0.02088,-0.01404,0.00883,-0.01252,0.00656,0.00236,-1.47986,0.10037,3.27718
0.064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.442825,55.946564,88.309753,47.456043,6.047013,-4.586212,4.220280,6.264716,13.010214,1,5.297105,16.432140,11.363369,4.906141,0.000000,0,7.101239,0,13.903984,6.718578,10.096272,8.445891,16.795235,8.039333,11.672664,8.132685,11.051104,8.665917,10.488381,9.023355,11.912333,10.371045,11.521782,9.918529,12.393979,0,-0.01745,0.00349,-0.02089,-0.01302,0.00901,-0.01482,0.00457,0.00287,-1.47402,0.10026,3.27672
0.065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.520477,55.579357,88.394127,47.924065,6.041393,-4.608958,5.087916,6.261106,13.017510,1,5.270102,16.427349,11.349464,4.905664,0.000000,0,7.098097,0,13.892924,6.726104,10.126403,8.439281,16.798462,8.040300,11.657243,8.134356,11.039008,8.665709,10.472669,9.017472,11.899987,10.369302,11.521677,9.915228,12.395633,0,-0.01802,0.00417,-0.02076,-0.01182,0.00863,-0.01123,0.00437,0.00261,-1.47379,0.10008,3.27678
0.066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.414688,55.282417,88.316849,48.377777,6.035328,-4.664460,5.074136,6.258873,13.026052,1,5.243217,16.418446,11.334032,4.905180,0.000000,0,7.094319,0,13.880325,6.733454,10.157807,8.429906,16.801006,8.041183,11.642872,8.137235,11.031841,8.668957,10.455251,9.011696,11.888959,10.368172,11.523597,9.912430,12.399578,0,-0.01625,0.00351,-0.02090,-0.01434,0.00742,-0.01213,0.00325,0.00264,-1.47120,0.10025,3.27724
0.067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.308884,54.985477,88.239571,48.831486,6.028131,-4.719962,5.060475,6.256639,13.034594,1,5.216331,16.409542,11.318600,4.904695,0.000000,0,7.090541,0,13.867726,6.740805,10.189211,8.420531,16.803551,8.042066,11.628500,8.140113,11.024673,8.672204,10.437833,9.005920,11.877931,10.367042,11.525516,9.909633,12.403523,0,-0.01951,0.00307,-0.01942,-0.01339,0.00729,-0.01225,0.00708,0.00248,-1.46733,0.10038,3.27739
0.068,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.203094,54.688538,88.162292,49.285198,6.020342,-4.775464,5.046875,6.254405,13.043136,1,5.189445,16.400639,11.303167,4.904211,0.000000,0,7.086763,0,13.855127,6.748155,10.220614,8.411157,16.806097,8.042948,11.614129,8.142990,11.017507,8.675451,10.420415,9.000144,11.866901,10.365912,11.527435,9.906835,12.407469,0,-0.01779,0.00219,-0.01946,-0.01334,0.00849,-0.01180,0.00424,0.00224,-1.46295,0.10011,3.27732
0.069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.809219,54.663349,87.952766,49.611622,6.011545,-4.874156,5.031921,6.249583,13.051411,1,5.160095,16.392786,11.291074,4.903838,0.000000,0,7.082514,0,13.844018,6.754575,10.253229,8.385963,16.806616,8.042790,11.600677,8.143577,11.005324,8.683351,10.407007,8.995200,11.859644,10.363564,11.530210,9.904331,12.411316,0,-0.01808,0.00382,-0.02134,-0.01416,0.00760,-0.01215,0.00485,0.00292,-1.45858,0.10008,3.27707
0.070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.201569,54.839840,87.645088,49.843578,6.002218,-5.004900,5.016257,6.242838,13.059489,1,5.128916,16.385717,11.281459,4.903549,0.000000,0,7.077916,0,13.834015,6.760305,10.286742,8.349030,16.805634,8.041862,11.587906,8.142462,10.989420,8.694703,10.396576,8.990872,11.855186,10.360314,11.533623,9.902047,12.415090,0,-0.01943,0.00296,-0.02120,-0.01309,0.00817,-0.01196,0.00527,0.00312,-1.44821,0.10035,3.27669
0.071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.593918,55.016331,87.337410,50.075539,5.992249,-5.135646,5.000505,6.236093,13.067567,1,5.097738,16.378647,11.271843,4.903260,0.000000,0,7.073317,0,13.824012,6.766036,10.320254,8.312095,16.804651,8.040934,11.575135,8.141348,10.973516,8.706056,10.386145,8.986546,11.850727,10.357063,11.537034,9.899763,12.418864,0,-0.01879,0.00255,-0.02015,-0.01387,0.00861,-0.01377,0.00431,0.00298,-1.44374,0.10016,3.27661
0.072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.986267,55.192825,87.029739,50.307495,5.981944,-5.266391,4.984707,6.229348,13.075645,1,5.066559,16.371576,11.262228,4.902970,0.000000,0,7.068718,0,13.814009,6.771766,10.353767,8.275161,16.803667,8.040005,11.562365,8.140233,10.957611,8.717408,10.375713,8.982219,11.846269,10.353812,11.540445,9.897478,12.422638,0,-0.01816,0.00362,-0.02167,-0.01201,0.00885,-0.01292,0.00515,0.00229,-1.43694,0.09983,3.27676
0.073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.573624,55.367455,86.776649,50.515640,5.970979,-5.424531,4.970561,6.222949,13.081542,1,5.039505,16.358881,11.250158,4.903281,0.000000,0,7.064178,0,13.802569,6.775774,10.387416,8.230949,16.764254,8.039762,11.549829,8.141380,10.945453,8.726825,10.369197,8.978636,11.845146,10.351535,11.544543,9.894903,12.426958,0,-0.01791,0.00340,-0.01968,-0.01478,0.00900,-0.01265,0.00477,0.00240,-1.43016,0.09992,3.27691
0.074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.305695,55.540703,86.564072,50.706112,5.959670,-5.603003,4.957281,6.216807,13.085819,1,5.015513,16.342009,11.236266,4.904036,0.000000,0,7.059682,0,13.790065,6.778502,10.421165,8.181335,16.696316,8.040027,11.537467,8.144207,10.936074,8.734806,10.365585,8.975604,11.846499,10.349979,11.549150,9.892111,12.431684,0,-0.02036,0.00293,-0.02075,-0.01413,0.00970,-0.01464,0.00472,0.00181,-1.42263,0.10004,3.27706
0.075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.037781,55.713951,86.351494,50.896580,5.947341,-5.781474,4.946015,6.210664,13.090097,1,4.991522,16.325138,11.222374,4.904791,0.000000,0,7.055187,0,13.777559,6.781231,10.454914,8.131722,16.628378,8.040292,11.525105,8.147034,10.926696,8.742786,10.361975,8.972573,11.847853,10.348424,11.553757,9.889319,12.436409,0,-0.01753,0.00355,-0.02000,-0.01436,0.00872,-0.01306,0.00516,0.00319,-1.41456,0.09978,3.27700
0.076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.769867,55.887203,86.138916,51.087051,5.934479,-5.959945,4.935807,6.204522,13.094375,1,4.967530,16.308266,11.208482,4.905546,0.000000,0,7.050691,0,13.765055,6.783960,10.488663,8.082109,16.560440,8.040557,11.512742,8.149859,10.917317,8.750767,10.358363,8.969543,11.849206,10.346869,11.558363,9.886527,12.441133,0,-0.01767,0.00436,-0.02025,-0.01381,0.00923,-0.01248,0.00473,0.00207,-1.40330,0.09965,3.27677
0.077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.404205,56.032192,85.958580,51.327343,5.920481,-6.159132,4.927486,6.200567,13.101257,1,4.950018,16.296297,11.201745,4.905962,0.000000,0,7.046029,0,13.756555,6.785881,10.526268,8.060998,16.526928,8.040313,11.501055,8.151377,10.911674,8.757141,10.358792,8.966707,11.851493,10.344705,11.564472,9.884613,12.448594,0,-0.01788,0.00606,-0.01929,-0.01343,0.00856,-0.01312,0.00526,0.00236,-1.39113,0.09978,3.27697
0.078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.966019,56.156208,85.802170,51.604614,5.905887,-6.373694,4.920155,6.198236,13.110072,1,4.937314,16.287964,11.200318,4.906125,0.000000,0,7.041245,0,13.751027,6.787201,10.566734,8.061039,16.518965,8.039692,11.489867,8.151923,10.908805,8.762324,10.362220,8.964016,11.854472,10.342089,11.571696,9.883351,12.458085,0,-0.01618,0.00307,-0.02039,-0.01380,0.00910,-0.01237,0.00421,0.00207,-1.38519,0.09976,3.27751
0.079,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.527832,56.280224,85.645767,51.881886,5.890626,-6.588256,4.914112,6.195905,13.118887,1,4.924611,16.279633,11.198893,4.906288,0.000000,0,7.036460,0,13.745499,6.788522,10.607200,8.061081,16.511003,8.039070,11.478680,8.152469,10.905934,8.767507,10.365648,8.961326,11.857452,10.339473,11.578921,9.882090,12.467575,0,-0.01859,0.00393,-0.02210,-0.01320,0.00895,-0.01258,0.00515,0.00176,-1.37172,0.09958,3.27770
0.080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.089645,56.404243,85.489357,52.159157,5.875015,-6.802817,4.908743,6.193574,13.127702,1,4.911907,16.271301,11.197466,4.906451,0.000000,0,7.031675,0,13.739971,6.789843,10.647666,8.061122,16.503040,8.038449,11.467492,8.153014,10.903064,8.772690,10.369076,8.958635,11.860433,10.336857,11.586145,9.880828,12.477066,0,-0.01801,0.00294,-0.02096,-0.01418,0.00778,-0.01107,0.00595,0.00278,-1.36286,0.09945,3.27762
0.081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.327499,56.630608,85.322235,52.489784,5.859400,-7.005674,4.904104,6.188265,13.134920,1,4.902250,16.259483,11.191246,4.906784,0.000000,0,7.026982,0,13.732341,6.790454,10.689355,8.060533,16.491150,8.041377,11.459473,8.155936,10.898652,8.780396,10.370564,8.955081,11.861844,10.335186,11.593827,9.879259,12.484887,0,-0.01726,0.00401,-0.02048,-0.01346,0.00859,-0.01114,0.00368,0.00275,-1.35321,0.09959,3.27716
0.082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.324936,56.932934,85.147148,52.860012,5.843781,-7.199844,4.899848,6.180748,13.140954,1,4.894855,16.245077,11.181470,4.907243,0.000000,0,7.022355,0,13.723148,6.790540,10.731951,8.059475,16.476343,8.046939,11.453804,8.160623,10.893095,8.789973,10.370611,8.950885,11.862092,10.334216,11.601849,9.877464,12.491468,0,-0.01513,0.00262,-0.01931,-0.01403,0.00809,-0.01308,0.00494,0.00216,-1.34293,0.09966,3.27639
0.083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.322388,57.235260,84.972069,53.230240,5.828611,-7.394013,4.896547,6.173230,13.146987,1,4.887461,16.230671,11.171693,4.907702,0.000000,0,7.017729,0,13.713957,6.790626,10.774548,8.058416,16.461535,8.052502,11.448135,8.165308,10.887539,8.799551,10.370660,8.946690,11.862340,10.333246,11.609869,9.875669,12.498051,0,-0.01877,0.00298,-0.02093,-0.01321,0.00783,-0.01253,0.00610,0.00263,-1.32136,0.09943,3.27658
0.084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.319824,57.537586,84.796982,53.600468,5.813676,-7.588183,4.893747,6.165711,13.153021,1,4.880066,16.216265,11.161916,4.908161,0.000000,0,7.013102,0,13.704765,6.790712,10.817143,8.057359,16.446728,8.058064,11.442467,8.169994,10.881982,8.809129,10.370708,8.942493,11.862587,10.332276,11.617890,9.873873,12.504633,0,-0.01558,0.00294,-0.01875,-0.01482,0.00889,-0.01284,0.00614,0.00270,-1.30691,0.09937,3.27750
0.085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.502258,57.845139,84.715050,54.125156,5.799398,-7.758120,4.892240,6.154747,13.163680,1,4.876240,16.213850,11.149933,4.909153,0.000000,0,7.008397,0,13.699986,6.790056,10.863773,8.057682,16.432625,8.061981,11.429135,8.171525,10.870893,8.818007,10.369597,8.937759,11.862017,10.329132,11.625727,9.871511,12.512456,0,-0.01730,0.00246,-0.01973,-0.01292,0.00743,-0.01277,0.00536,0.00203,-1.29438,0.09969,3.27742
0.086,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.822006,58.156570,84.702248,54.764473,5.785466,-7.910072,4.891412,6.141225,13.177772,1,4.875063,16.220333,11.136312,4.910541,0.000000,0,7.003634,0,13.698479,6.788850,10.913395,8.059031,16.419044,8.064678,11.410118,8.170714,10.855698,8.826369,10.367628,8.932627,11.860840,10.324374,11.633425,9.868728,12.521199,0,-0.01781,0.00301,-0.01850,-0.01457,0.00738,-0.00935,0.00546,0.00160,-1.28226,0.09967,3.27658
0.087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.141739,58.467999,84.689445,55.403790,5.772005,-8.062024,4.891716,6.127704,13.191863,1,4.873887,16.226818,11.122690,4.911930,0.000000,0,6.998870,0,13.696973,6.787643,10.963017,8.060380,16.405464,8.067375,11.391100,8.169905,10.840503,8.834730,10.365658,8.927493,11.859662,10.319615,11.641124,9.865945,12.529943,0,-0.02555,0.00471,-0.01967,-0.01387,0.00843,-0.01187,0.00309,0.00163,-1.26962,0.09935,3.27665
0.088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.461487,58.779430,84.676643,56.043106,5.758790,-8.213976,4.892615,6.114182,13.205955,1,4.872710,16.233301,11.109069,4.913318,0.000000,0,6.994107,0,13.695467,6.786437,11.012639,8.061728,16.391884,8.070072,11.372082,8.169094,10.825308,8.843091,10.363688,8.922360,11.858484,10.314857,11.648822,9.863162,12.538687,0,-0.01344,0.00230,-0.01953,-0.01318,0.00864,-0.01301,0.00678,0.00327,-1.25339,0.09935,3.27741
0.089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.145737,58.769005,84.637611,56.723686,5.745725,-8.321910,4.894187,6.103893,13.218031,1,4.872854,16.235126,11.098565,4.914994,0.000000,0,6.989458,0,13.687984,6.785013,11.059811,8.061837,16.381447,8.072313,11.357650,8.173334,10.812250,8.851108,10.361773,8.916331,11.853151,10.311216,11.656631,9.860057,12.550072,0,-0.01900,0.00397,-0.02101,-0.01299,0.00784,-0.01259,0.00336,0.00283,-1.23344,0.09956,3.27740
0.090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.100540,58.519711,84.579117,57.434887,5.732737,-8.397176,4.896113,6.096004,13.228611,1,4.873978,16.233494,11.090376,4.916885,0.000000,0,6.984892,0,13.676068,6.783427,11.105165,8.061025,16.373344,8.074216,11.346622,8.181321,10.800779,8.858869,10.359902,8.909637,11.844733,10.308405,11.664521,9.856713,12.563416,0,-0.01873,0.00377,-0.02043,-0.01310,0.00992,-0.01083,0.00302,0.00219,-1.20517,0.09939,3.27678
0.091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.055328,58.270416,84.520615,58.146088,5.720100,-8.472442,4.897534,6.088116,13.239192,1,4.875103,16.231863,11.082188,4.918776,0.000000,0,6.980328,0,13.664151,6.781841,11.150517,8.060213,16.365240,8.076118,11.335594,8.189309,10.789310,8.866630,10.358030,8.902943,11.836316,10.305593,11.672412,9.853370,12.576760,0,-0.01664,0.00415,-0.02089,-0.01263,0.00662,-0.01257,0.00546,0.00221,-1.19592,0.09913,3.27682
