"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","30 HRy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform","2 Trdml"
2.165,1,0,6.826513,4.915704,3.809680,3.472276,5.230414,0.000000,3.640307,1.41130,0.09868
2.166,1,0,6.788292,4.922453,3.810093,3.463067,5.233911,0.000000,3.636273,1.39507,0.09875
2.167,1,0,6.750573,4.929187,3.810352,3.453916,5.237376,0.000000,3.632090,1.38754,0.09861
2.168,1,0,6.722827,4.935608,3.807555,3.445906,5.240217,0.000000,3.626912,1.37845,0.09840
2.169,1,0,6.695081,4.942029,3.804758,3.437896,5.243058,0.000000,3.621680,1.36629,0.09842
2.170,1,0,6.667336,4.948451,3.801961,3.429885,5.245899,0.000000,3.616082,1.35796,0.09862
2.171,1,0,6.638479,4.954890,3.799327,3.421913,5.248702,0.390369,3.610619,1.34508,0.09855
2.172,1,0,6.587606,4.961688,3.799935,3.414690,5.250745,3.393211,3.606048,1.33624,0.09811
2.173,1,1,6.536734,4.968485,3.800542,3.407467,5.252788,6.005753,3.601780,1.31316,0.09826
2.174,1,1,6.485862,4.975282,3.801149,3.400244,5.254830,6.006287,3.599542,1.30092,0.09855
2.175,1,1,6.433359,4.982078,3.801885,3.393302,5.256819,6.007586,3.597685,1.28972,0.09840
2.176,1,1,6.348537,4.988847,3.805176,3.391915,5.257726,6.014014,3.598375,1.27261,0.09804
2.177,1,1,6.263714,4.995615,3.808467,3.390527,5.258633,6.020418,3.599128,1.25905,0.09845
2.178,1,1,6.178892,5.002384,3.811758,3.389140,5.259540,6.026667,3.600307,1.24745,0.09865
2.179,1,1,6.092488,5.009117,3.814700,3.387901,5.260376,6.031980,3.601230,1.23315,0.09838
2.180,1,1,5.974714,5.015142,3.810741,3.389585,5.259813,6.031038,3.600439,1.21443,0.09839
2.181,1,1,5.856941,5.021166,3.806782,3.391269,5.259250,6.029501,3.599564,1.18840,0.09879
2.182,1,1,5.739167,5.027191,3.802824,3.392952,5.258687,6.023981,3.598129,1.17131,0.09876
2.183,1,1,5.620218,5.033162,3.798923,3.394730,5.258043,6.018459,3.596861,1.15591,0.09841
2.184,1,1,5.477977,5.038073,3.796167,3.398360,5.255805,6.012936,3.596711,1.14093,0.09833
2.185,1,1,5.335735,5.042983,3.793412,3.401990,5.253567,6.007565,3.596702,1.12041,0.09847
2.186,1,1,5.193494,5.047893,3.790656,3.405621,5.251329,6.003212,3.597640,1.10481,0.09848
2.187,1,1,5.050015,5.052805,3.787975,3.409256,5.248995,5.999037,3.598623,1.07018,0.09822
2.188,1,1,4.881999,5.057766,3.786765,3.412988,5.244757,5.996056,3.599918,1.05232,0.09812
2.189,1,1,4.713984,5.062728,3.785555,3.416720,5.240520,5.993274,3.601205,1.03589,0.09831
2.190,1,1,4.545969,5.067689,3.784344,3.420452,5.236282,5.991828,3.602438,1.01297,0.09844
2.191,1,1,4.376881,5.072627,3.783053,3.424265,5.231947,5.990569,3.603642,0.99605,0.09819
2.192,1,1,4.186528,5.077090,3.780160,3.429676,5.225691,5.990561,3.604659,0.97499,0.09818
2.193,1,1,3.996176,5.081553,3.777266,3.435088,5.219434,5.990578,3.605735,0.95743,0.09846
2.194,1,1,3.805824,5.086015,3.774373,3.440500,5.213177,5.990769,3.607197,0.93120,0.09845
2.195,1,1,3.613029,5.090424,3.771630,3.445848,5.206828,5.990806,3.608781,0.89709,0.09796
2.196,1,1,3.371789,5.093762,3.771878,3.449934,5.198635,5.989807,3.611175,0.87447,0.09799
2.197,1,1,3.130549,5.097102,3.772126,3.454020,5.190443,5.988574,3.613515,0.85072,0.09819
2.198,1,1,2.889309,5.100441,3.772373,3.458106,5.182250,5.985766,3.615493,0.83606,0.09800
2.199,1,1,2.645733,5.103707,3.772603,3.461904,5.173981,5.982722,3.617216,0.81180,0.09762
2.200,1,1,2.355829,5.105545,3.772464,3.459968,5.164193,5.978095,3.617245,0.78104,0.09745
2.201,1,1,2.065924,5.107382,3.772326,3.458032,5.154405,5.973461,3.617017,0.74231,0.09753
2.202,1,1,1.776020,5.109219,3.772187,3.456097,5.144617,5.968780,3.615075,0.72244,0.09753
2.203,1,1,1.484242,5.111044,3.771944,3.453922,5.134768,5.964315,3.612916,0.69641,0.09730
2.204,1,1,1.155308,5.112627,3.769618,3.447010,5.123713,5.961298,3.609304,0.67464,0.09695
2.205,1,1,0.826375,5.114210,3.767292,3.440098,5.112656,5.958396,3.605449,0.65297,0.09712
2.206,1,1,0.497442,5.115793,3.764966,3.433186,5.101600,5.956272,3.599977,0.63089,0.09737
2.207,1,1,0.167477,5.117269,3.762394,3.426263,5.090492,5.954114,3.594270,0.59810,0.09721
2.208,1,1,-0.182959,5.116603,3.754940,3.419126,5.078360,5.951742,3.586992,0.55838,0.09697
2.209,1,1,-0.533395,5.115937,3.747485,3.411988,5.066227,5.949385,3.579709,0.53532,0.09730
2.210,1,1,-0.883830,5.115272,3.740031,3.404851,5.054095,5.947127,3.572394,0.51073,0.09755
2.211,1,1,-1.232876,5.114539,3.732776,3.397734,5.041917,5.944933,3.565302,0.48473,0.09736
2.212,1,1,-1.554359,5.112469,3.729467,3.391040,5.028841,5.943161,3.559693,0.45996,0.09721
2.213,1,1,-1.875841,5.110399,3.726158,3.384346,5.015764,5.941252,3.554231,0.43471,0.09766
2.214,1,1,-2.197324,5.108329,3.722848,3.377652,5.002687,5.938439,3.549746,0.40222,0.09789
2.215,1,1,-2.517205,5.106194,3.719609,3.370945,4.989569,5.935337,3.545273,0.36089,0.09770
2.216,1,1,-2.805313,5.102780,3.717763,3.363984,4.975625,5.930292,3.540878,0.33662,0.09772
2.217,1,1,-3.093422,5.099366,3.715917,3.357023,4.961680,5.925313,3.536481,0.30963,0.09789
2.218,1,1,-3.381531,5.095951,3.714071,3.350062,4.947735,5.920774,3.532070,0.28653,0.09810
2.219,1,1,-3.666260,5.092481,3.712262,3.343058,4.933767,5.916639,3.527667,0.26062,0.09791
2.220,1,1,-3.883941,5.087903,3.711182,3.335203,4.919328,5.915195,3.523318,0.22934,0.09796
2.221,1,1,-4.101622,5.083326,3.710103,3.327348,4.904890,5.913747,3.518940,0.18103,0.09836
2.222,1,1,-4.319303,5.078749,3.709023,3.319493,4.890451,5.912271,3.514374,0.16010,0.09856
2.223,1,1,-4.535519,5.074166,3.707997,3.311529,4.876003,5.910365,3.509747,0.13095,0.09826
2.224,1,1,-4.722678,5.069482,3.708034,3.301388,4.861379,5.905574,3.504724,0.10570,0.09864
2.225,1,1,-4.909836,5.064797,3.708071,3.291248,4.846755,5.900781,3.499693,0.07790,0.09909
2.226,1,1,-5.096995,5.060112,3.708107,3.281107,4.832131,5.895974,3.494616,0.05356,0.09886
2.227,1,1,-5.283239,5.055378,3.708176,3.270901,4.817519,5.891654,3.489567,0.02036,0.09893
2.228,1,1,-5.451346,5.049658,3.708875,3.259397,4.803147,5.890596,3.484699,-0.02170,0.09937
2.229,1,1,-5.619454,5.043939,3.709574,3.247893,4.788775,5.889693,3.479703,-0.04932,0.09948
2.230,1,1,-5.787561,5.038219,3.710273,3.236389,4.774404,5.889835,3.473849,-0.07278,0.09903
2.231,1,1,-5.954875,5.032476,3.710837,3.224697,4.760071,5.889671,3.467715,-0.10165,0.09943
2.232,1,1,-6.106453,5.026282,3.708719,3.209291,4.746512,5.887464,3.459700,-0.12714,0.09966
2.233,1,1,-6.258030,5.020088,3.706602,3.193885,4.732953,5.884951,3.451505,-0.15910,0.09947
2.234,1,1,-6.409607,5.013894,3.704484,3.178479,4.719394,5.880387,3.442107,-0.20547,0.09943
2.235,1,1,-6.560939,5.007654,3.702271,3.163059,4.705887,5.875657,3.432670,-0.22841,0.09980
2.236,1,1,-6.707415,5.000523,3.698154,3.147360,4.693417,5.869812,3.422966,-0.25540,0.09979
2.237,1,1,-6.853891,4.993392,3.694037,3.131661,4.680947,5.863991,3.413213,-0.27682,0.09945
2.238,1,1,-7.000367,4.986260,3.689920,3.115963,4.668478,5.858325,3.403133,-0.30627,0.09974
2.239,1,1,-7.145923,4.979115,3.685679,3.100388,4.656065,5.852811,3.392998,-0.33678,0.09985
2.240,1,1,-7.273231,4.971695,3.678973,3.087257,4.644801,5.848330,3.382492,-0.38226,0.09974
2.241,1,1,-7.400539,4.964275,3.672267,3.074127,4.633537,5.843804,3.372127,-0.40601,0.09967
2.242,1,1,-7.527847,4.956855,3.665561,3.060997,4.622273,5.838989,3.362705,-0.43117,0.09990
2.243,1,1,-7.655247,4.949421,3.659028,3.048055,4.611039,5.833943,3.353606,-0.45723,0.10003
2.244,1,1,-7.784480,4.941716,3.655909,3.038844,4.600398,5.827357,3.346671,-0.47957,0.09975
2.245,1,1,-7.913713,4.934010,3.652791,3.029633,4.589757,5.820820,3.339921,-0.50635,0.09962
2.246,1,1,-8.042946,4.926303,3.649672,3.020422,4.579116,5.814612,3.334413,-0.55539,0.09984
2.247,1,1,-8.168546,4.918559,3.646536,3.011270,4.568489,5.808750,3.328897,-0.57687,0.09980
2.248,1,1,-8.222080,4.910056,3.643056,3.003285,4.558125,5.805201,3.323330,-0.60182,0.09945
2.249,1,1,-8.275616,4.901552,3.639575,2.995300,4.547762,5.801774,3.317724,-0.62489,0.09957
2.250,1,1,-8.329150,4.893049,3.636094,2.987315,4.537399,5.799168,3.311850,-0.64906,0.09981
2.251,1,1,-8.379239,4.884524,3.632356,2.979585,4.527038,5.796425,3.305959,-0.66969,0.09971
2.252,1,1,-8.360977,4.875577,3.623513,2.976915,4.516726,5.792769,3.299961,-0.70102,0.09953
2.253,1,1,-8.342716,4.866631,3.614671,2.974244,4.506414,5.789218,3.294021,-0.73866,0.10003
2.254,1,1,-8.324454,4.857685,3.605828,2.971573,4.496102,5.786371,3.288468,-0.76006,0.10004
2.255,1,1,-8.302553,4.848711,3.597009,2.969029,4.485818,5.783862,3.283040,-0.78162,0.09964
2.256,1,1,-8.208460,4.839212,3.588661,2.968999,4.476087,5.783615,3.278447,-0.80695,0.10004
2.257,1,1,-8.114367,4.829714,3.580314,2.968968,4.466355,5.783257,3.273952,-0.82721,0.10027
2.258,1,1,-8.020273,4.820215,3.571966,2.968938,4.456623,5.782166,3.270106,-0.85518,0.09997
2.259,1,1,-7.927846,4.810866,3.563582,2.968948,4.446938,5.780506,3.266286,-0.89017,0.09995
2.260,1,1,-7.868470,4.804484,3.554466,2.969748,4.438175,5.775049,3.262637,-0.91158,0.10038
2.261,1,1,-7.809094,4.798102,3.545350,2.970547,4.429412,5.769391,3.258866,-0.93240,0.10026
2.262,1,1,-7.749718,4.791721,3.536234,2.971347,4.420649,5.762392,3.254278,-0.95177,0.10002
2.263,1,1,-7.694233,4.785316,3.526943,2.972203,4.411941,5.755686,3.249495,-0.97154,0.10044
2.264,1,1,-7.715929,4.778443,3.514166,2.974174,4.404319,5.750943,3.243402,-0.99677,0.10052
2.265,1,1,-7.737625,4.771571,3.501390,2.976145,4.396697,5.746505,3.237474,-1.02722,0.10024
2.266,1,1,-7.759321,4.764698,3.488614,2.978116,4.389075,5.744107,3.232651,-1.04662,0.10036
2.267,1,1,-7.783049,4.757801,3.476429,2.980162,4.381518,5.741900,3.228380,-1.06447,0.10057
2.268,1,1,-7.847061,4.750415,3.475962,2.983703,4.375255,5.740979,3.227808,-1.08226,0.10059
2.269,1,1,-7.911074,4.743030,3.475495,2.987245,4.368991,5.740192,3.227742,-1.10057,0.10044
2.270,1,1,-7.975087,4.735645,3.475029,2.990786,4.362728,5.740304,3.231072,-1.12386,0.10063
2.271,1,1,-8.039278,4.728141,3.474735,2.994349,4.356512,5.740492,3.234653,-1.15071,0.10076
2.272,1,1,-8.107019,4.718301,3.477870,2.998345,4.351233,5.741190,3.239913,-1.16621,0.10060
2.273,1,1,-8.174760,4.708460,3.481005,3.002341,4.345953,5.741837,3.244767,-1.18082,0.10064
2.274,1,1,-8.242500,4.698619,3.484141,3.006337,4.340674,5.742134,3.246904,-1.19873,0.10096
2.275,1,1,-8.305193,4.688836,3.486381,3.010209,4.335432,5.742264,3.248093,-1.21027,0.10090
2.276,1,1,-8.267761,4.680193,3.470879,3.011631,4.330918,5.741284,3.242941,-1.23232,0.10069
2.277,1,1,-8.230330,4.671551,3.455376,3.013054,4.326405,5.740180,3.237334,-1.25537,0.10102
2.278,1,1,-8.192898,4.662909,3.439873,3.014477,4.321891,5.738250,3.228683,-1.26910,0.10107
2.279,1,1,-8.153124,4.654329,3.424635,3.015894,4.317382,5.736288,3.220279,-1.28223,0.10067
2.280,1,1,-8.066898,4.646986,3.414646,3.017207,4.312958,5.734107,3.213536,-1.29572,0.10079
2.281,1,1,-7.980673,4.639644,3.404657,3.018520,4.308534,5.731999,3.207369,-1.30620,0.10106
2.282,1,1,-7.894447,4.632301,3.394668,3.019834,4.304110,5.730384,3.205070,-1.31952,0.10076
2.283,1,1,-7.805072,4.624932,3.385517,3.021058,4.299673,5.728927,3.203439,-1.34306,0.10065
2.284,1,1,-7.653216,4.617025,3.392988,3.020519,4.294985,5.728529,3.206280,-1.35481,0.10102
2.285,1,1,-7.501361,4.609119,3.400458,3.019980,4.290297,5.728253,3.209271,-1.36186,0.10102
2.286,1,1,-7.349506,4.601213,3.407929,3.019442,4.285608,5.728796,3.213276,-1.37222,0.10064
2.287,1,1,-7.196456,4.593348,3.415252,3.018855,4.280941,5.729414,3.216935,-1.38376,0.10096
2.288,1,1,-7.019711,4.586295,3.419652,3.017319,4.276701,5.730529,3.218278,-1.39026,0.10113
2.289,1,1,-6.842966,4.579241,3.424052,3.015783,4.272462,5.731768,3.219641,-1.40877,0.10070
2.290,1,1,-6.666221,4.572188,3.428452,3.014246,4.268222,5.733841,3.221141,-1.41437,0.10088
2.291,1,1,-6.491184,4.565148,3.433357,3.012608,4.264020,5.736069,3.223104,-1.42223,0.10118
2.292,1,1,-6.350038,4.558378,3.448288,3.008935,4.260581,5.739335,3.228158,-1.43207,0.10091
2.293,1,1,-6.208892,4.551608,3.463218,3.005263,4.257143,5.742572,3.233351,-1.43678,0.10075
2.294,1,1,-6.067746,4.544838,3.478148,3.001591,4.253704,5.745623,3.239474,-1.44406,0.10111
2.295,1,1,-5.928194,4.538167,3.492698,2.997988,4.250327,5.748452,3.245290,-1.45148,0.10099
2.296,1,1,-5.820275,4.533453,3.499703,2.995777,4.248186,5.749803,3.249054,-1.45607,0.10064
2.297,1,1,-5.712356,4.528740,3.506707,2.993566,4.246044,5.750966,3.252489,-1.46242,0.10087
2.298,1,1,-5.604436,4.524027,3.513711,2.991354,4.243903,5.750882,3.253724,-1.46689,0.10101
2.299,1,1,-5.501897,4.519351,3.520391,2.989141,4.241774,5.750731,3.254731,-1.47011,0.10084
2.300,1,1,-5.506062,4.515428,3.520648,2.986884,4.239887,5.750134,3.254212,-1.47328,0.10080
2.301,1,1,-5.510227,4.511504,3.520905,2.984627,4.238000,5.749683,3.253577,-1.47662,0.10106
2.302,1,1,-5.514392,4.507580,3.521162,2.982370,4.236114,5.750219,3.252168,-1.47729,0.10105
2.303,1,1,-5.517971,4.503513,3.521388,2.980106,4.234209,5.751064,3.250745,-1.47728,0.10079
2.304,1,1,-5.509929,4.496624,3.521012,2.977698,4.231952,5.753978,3.249234,-1.47867,0.10091
2.305,1,1,-5.501888,4.489734,3.520636,2.975289,4.229694,5.757006,3.247751,-1.48062,0.10104
2.306,1,1,-5.493846,4.482844,3.520260,2.972880,4.227437,5.760797,3.246459,-1.47926,0.10076
2.307,1,1,-5.483333,4.476010,3.519860,2.970518,4.225150,5.764433,3.245204,-1.47604,0.10068
2.308,1,1,-5.423810,4.470274,3.518997,2.969081,4.222293,5.767035,3.244192,-1.47736,0.10091
2.309,1,0,-5.364288,4.464538,3.518134,2.967643,4.219437,5.394295,3.243146,-1.47510,0.10086
2.310,1,0,-5.304765,4.458802,3.517271,2.966205,4.216580,2.509645,3.241880,-1.47198,0.10049
2.311,1,0,-5.243426,4.453049,3.516382,2.964765,4.213702,0.000000,3.240537,-1.46971,0.10069
2.312,1,0,-5.146064,4.446938,3.514999,2.963276,4.210414,0.000000,3.238686,-1.46649,0.10094
2.313,1,0,-5.048703,4.440827,3.513615,2.961788,4.207127,0.000000,3.236934,-1.45837,0.10072
2.314,1,0,-4.951341,4.434716,3.512231,2.960299,4.203839,0.000000,3.235847,-1.45161,0.10059
2.315,1,0,-4.854086,4.428746,3.511073,2.958791,4.200549,0.000000,3.235006,-1.44894,0.10084
2.316,1,0,-4.758950,4.425571,3.514395,2.956914,4.197196,0.000000,3.235809,-1.44341,0.10077
2.317,1,0,-4.663813,4.422397,3.517717,2.955036,4.193844,0.000000,3.236593,-1.43475,0.10014
2.318,1,0,-4.568677,4.419222,3.521039,2.953158,4.190491,0.000000,3.237251,-1.43178,0.10027
2.319,1,0,-4.478835,4.416037,3.524088,2.951288,4.187133,0.000000,3.237613,-1.42438,0.10042
2.320,1,0,-4.493999,4.412653,3.521742,2.949570,4.183651,0.000000,3.235999,-1.40863,0.10012
2.321,1,0,-4.509163,4.409268,3.519395,2.947853,4.180170,0.000000,3.234284,-1.39931,0.09967
2.322,1,0,-4.524328,4.405884,3.517049,2.946135,4.176688,0.000000,3.231894,-1.39120,0.09996
2.323,1,0,-4.540899,4.402407,3.514740,2.944435,4.173227,0.000000,3.229640,-1.38490,0.09989
2.324,1,0,-4.585367,4.397090,3.513183,2.943095,4.170177,0.000000,3.228305,-1.37178,0.09965
2.325,1,0,-4.629834,4.391773,3.511625,2.941755,4.167127,0.000000,3.226944,-1.36256,0.09964
2.326,1,0,-4.674302,4.386456,3.510068,2.940414,4.164077,0.000000,3.225401,-1.34253,0.09981
2.327,1,0,-4.718627,4.381132,3.508350,2.939014,4.161065,0.000000,3.223627,-1.33067,0.09979
2.328,1,0,-4.760134,4.375663,3.503454,2.936424,4.158797,0.000000,3.220304,-1.31866,0.09942
2.329,1,0,-4.801641,4.370194,3.498558,2.933835,4.156529,0.000000,3.216881,-1.30533,0.09948
2.330,1,0,-4.843149,4.364726,3.493661,2.931245,4.154261,0.000000,3.212778,-1.29440,0.09966
2.331,1,0,-4.881198,4.359282,3.488700,2.928737,4.152022,0.000000,3.208746,-1.28308,0.09961
2.332,1,0,-4.850660,4.354318,3.482445,2.927851,4.150349,0.000000,3.205180,-1.26515,0.09941
2.333,1,0,-4.820123,4.349354,3.476189,2.926965,4.148675,0.000000,3.201613,-1.24217,0.09977
2.334,1,0,-4.789586,4.344391,3.469934,2.926079,4.147001,0.000000,3.198040,-1.22520,0.09999
2.335,1,0,-4.756934,4.339456,3.463580,2.925250,4.145360,0.000000,3.194379,-1.21129,0.09975
2.336,1,0,-4.682353,4.335083,3.455267,2.925550,4.144353,0.000000,3.190128,-1.19759,0.09985
2.337,1,0,-4.607773,4.330711,3.446953,2.925849,4.143346,0.000000,3.185935,-1.17850,0.10011
2.338,1,0,-4.533193,4.326339,3.438640,2.926148,4.142340,0.000000,3.182132,-1.16554,0.10010
2.339,1,0,-4.458658,4.321959,3.430553,2.926436,4.141358,0.000000,3.178542,-1.13525,0.09975
2.340,1,0,-4.385024,4.317426,3.426963,2.926504,4.140880,0.000000,3.176370,-1.11703,0.10016
2.341,1,0,-4.311390,4.312894,3.423373,2.926571,4.140401,0.000000,3.174297,-1.09933,0.10030
2.342,1,0,-4.237756,4.308361,3.419783,2.926639,4.139922,0.000000,3.172887,-1.08276,0.09988
2.343,1,0,-4.163107,4.303864,3.415968,2.926768,4.139491,0.000000,3.171381,-1.06508,0.10003
2.344,1,0,-4.068344,4.300065,3.407684,2.928110,4.140012,0.000000,3.169235,-1.04665,0.10032
2.345,1,0,-3.973580,4.296265,3.399400,2.929452,4.140533,0.000000,3.166772,-1.02370,0.10014
2.346,1,0,-3.878816,4.292466,3.391116,2.930794,4.141054,0.000000,3.162179,-0.99069,0.09967
2.347,1,0,-3.782507,4.288665,3.382441,2.932175,4.141644,0.000000,3.157178,-0.97179,0.09987
2.348,1,0,-3.655556,4.284827,3.366010,2.934337,4.143609,0.000000,3.149451,-0.94989,0.09980
2.349,1,0,-3.528606,4.280990,3.349579,2.936498,4.145574,0.000000,2.938450,-0.93216,0.09956
2.350,1,0,-3.401655,4.277152,3.333149,2.938659,4.147539,0.000000,1.367086,-0.91200,0.09926
2.351,0,0,-3.273386,4.273324,3.317522,2.940754,4.149581,0.000000,0.000000,-0.88939,0.09936
2.352,0,0,-3.118960,4.269691,3.317838,2.941545,4.153161,0.000000,0.000000,-0.86302,0.09937
2.353,0,0,-2.964535,4.266058,3.318154,2.942336,4.156741,0.000000,0.000000,-0.82507,0.09916
2.354,0,0,-2.810109,4.262425,3.318470,2.943127,4.160321,0.000000,0.000000,-0.80698,0.09884
2.355,0,0,-2.655262,4.258878,3.318900,2.944018,4.163955,0.000000,0.000000,-0.78287,0.09916
2.356,0,0,-2.492070,4.257029,3.321577,2.946902,4.168663,0.000000,0.000000,-0.76164,0.09933
2.357,0,0,-2.328877,4.255179,3.324253,2.949786,4.173370,0.000000,0.000000,-0.73657,0.09905
2.358,0,0,-2.165685,4.253330,3.326930,2.952670,4.178079,0.000000,0.000000,-0.71492,0.09909
2.359,0,0,-2.001893,4.251515,3.329642,2.955620,4.182825,0.000000,0.000000,-0.68752,0.09952
2.360,0,0,-1.826218,4.250387,3.333059,2.959877,4.188324,0.000000,0.000000,-0.64723,0.09952
2.361,0,0,-1.650544,4.249259,3.336475,2.964134,4.193825,0.000000,0.000000,-0.62573,0.09935
2.362,0,0,-1.474869,4.248131,3.339891,2.968391,4.199325,0.000000,0.000000,-0.60155,0.09979
2.363,0,0,-1.298704,4.246972,3.343282,2.972558,4.204864,0.000000,0.000000,-0.57623,0.09988
2.364,0,0,-1.112825,4.245192,3.346165,2.974951,4.211169,0.000000,0.000000,-0.55327,0.09943
2.365,0,0,-0.926945,4.243412,3.349047,2.977343,4.217474,0.000000,0.000000,-0.52936,0.09925
2.366,0,0,-0.741066,4.241633,3.351930,2.979736,4.223779,0.000000,0.000000,-0.50136,0.09950
2.367,0,0,-0.554838,4.239913,3.354754,2.982173,4.230119,0.000000,0.000000,-0.45596,0.09940
2.368,0,0,-0.361712,4.239385,3.356421,2.985505,4.237164,0.000000,0.000000,-0.43062,0.09905
2.369,0,0,-0.168585,4.238855,3.358088,2.988837,4.244210,0.000000,0.000000,-0.40526,0.09894
2.370,0,0,0.024541,4.238327,3.359756,2.992168,4.251256,0.000000,0.000000,-0.37965,0.09911
2.371,0,0,0.217581,4.237891,3.361535,2.995474,4.258338,0.000000,0.000000,-0.35733,0.09909
2.372,0,0,0.408905,4.239312,3.365527,2.998264,4.266156,0.000000,0.000000,-0.32974,0.09880
2.373,0,0,0.600228,4.240734,3.369519,3.001053,4.273974,0.000000,0.000000,-0.29553,0.09887
2.374,0,0,0.791552,4.242155,3.373511,3.003843,4.281793,0.000000,0.000000,-0.25378,0.09916
2.375,0,0,0.981349,4.243576,3.377313,3.006467,4.289646,0.000000,0.000000,-0.22853,0.09912
2.376,0,0,1.140886,4.244995,3.377349,3.005813,4.298198,0.000000,0.000000,-0.20422,0.09881
2.377,0,0,1.300423,4.246415,3.377385,3.005159,4.306749,0.000000,0.000000,-0.17786,0.09910
2.378,0,0,1.459960,4.247834,3.377422,3.004506,4.315300,0.000000,0.000000,-0.15359,0.09941
2.379,0,0,1.618163,4.249266,3.377561,3.003766,4.323885,0.000000,0.000000,-0.12540,0.09923
2.380,0,0,1.749922,4.250938,3.379750,3.001314,4.333132,0.000000,0.000000,-0.09369,0.09913
2.381,0,0,1.881680,4.252611,3.381940,2.998863,4.342378,0.000000,0.000000,-0.04897,0.09947
2.382,0,0,2.013439,4.254283,3.384129,2.996412,4.351624,0.000000,0.000000,-0.02173,0.09957
2.383,0,0,2.144120,4.256003,3.386435,2.994023,4.360895,0.000000,0.000000,0.00447,0.09912
2.384,0,0,2.253422,4.258658,3.391050,2.992876,4.370649,0.000000,0.000000,0.02647,0.09929
2.385,0,0,2.362725,4.261312,3.395664,2.991728,4.380402,0.000000,0.000000,0.05283,0.09956
2.386,0,0,2.472027,4.263968,3.400279,2.990581,4.390156,0.000000,0.000000,0.07628,0.09932
2.387,0,0,2.582586,4.266612,3.404712,2.989491,4.399944,0.000000,0.000000,0.11343,0.09902
2.388,0,0,2.718057,4.269055,3.405536,2.989558,4.410429,0.000000,0.000000,0.15829,0.09931
2.389,0,0,2.853528,4.271498,3.406360,2.989624,4.420914,0.000000,0.000000,0.18202,0.09931
2.390,0,0,2.989000,4.273941,3.407184,2.989690,4.431399,0.000000,0.000000,0.21016,0.09905
2.391,0,0,3.125218,4.276437,3.407880,2.989847,4.441911,0.000000,0.000000,0.23503,0.09886
2.392,0,0,3.276246,4.279975,3.406028,2.991808,4.452949,0.000000,0.000000,0.25856,0.09893
2.393,0,0,3.427274,4.283514,3.404176,2.993769,4.463986,0.000000,0.000000,0.28188,0.09897
2.394,0,0,3.578303,4.287052,3.402325,2.995731,4.475024,0.000000,0.000000,0.31706,0.09883
2.395,0,0,3.730168,4.290601,3.401002,2.997776,4.486085,0.000000,0.000000,0.36113,0.09853
2.396,0,0,3.898633,4.294380,3.410163,3.001494,4.497596,0.000000,0.000000,0.38557,0.09891
2.397,0,0,4.067098,4.298158,3.419324,3.005211,4.509107,0.000000,0.000000,0.41196,0.09905
2.398,0,0,4.235563,4.301937,3.428486,3.008929,4.520617,0.000000,0.000000,0.43674,0.09877
2.399,0,0,4.404660,4.305770,3.437381,3.012633,4.532169,0.000000,0.000000,0.46129,0.09875
2.400,0,0,4.586298,4.310703,3.441004,3.016065,4.544521,0.000000,0.000000,0.48698,0.09907
2.401,0,0,4.767936,4.315636,3.444627,3.019497,4.556872,0.000000,0.000000,0.51773,0.09912
2.402,0,0,4.949574,4.320569,3.448251,3.022929,4.569224,0.000000,0.000000,0.55727,0.09863
2.403,0,0,5.130044,4.325520,3.451937,3.026442,4.581607,0.000000,0.000000,0.58051,0.09900
2.404,0,0,5.287355,4.330828,3.456881,3.031560,4.594607,0.000000,0.000000,0.60664,0.09920
2.405,0,0,5.444667,4.336137,3.461826,3.036679,4.607606,0.000000,0.000000,0.63037,0.09898
2.406,0,0,5.601978,4.341445,3.466770,3.041798,4.620606,0.000000,0.000000,0.65161,0.09877
2.407,0,0,5.760440,4.346810,3.471758,3.046809,4.633629,0.000000,0.000000,0.67410,0.09924
2.408,0,0,5.941705,4.353291,3.477623,3.049688,4.647115,0.000000,0.000000,0.69882,0.09933
2.409,0,0,6.122970,4.359772,3.483487,3.052567,4.660601,0.000000,0.000000,0.74193,0.09908
2.410,0,0,6.304235,4.366253,3.489351,3.055446,4.674087,0.000000,0.000000,0.76819,0.09932
2.411,0,0,6.484903,4.372744,3.494934,3.058252,4.687573,0.000000,0.000000,0.78900,0.09959
2.412,0,0,6.653731,4.379433,3.494941,3.059614,4.701084,0.000000,0.000000,0.81119,0.09964
2.413,0,0,6.822558,4.386122,3.494949,3.060976,4.714594,0.000000,0.000000,0.83238,0.09947
2.414,0,0,6.991386,4.392810,3.494957,3.062337,4.728104,0.000000,0.000000,0.84871,0.09986
2.415,0,0,7.161287,4.399496,3.495282,3.063723,4.741591,0.000000,0.000000,0.87263,0.10006
2.416,0,0,7.352482,4.406127,3.501906,3.065584,4.754615,0.000000,0.000000,0.90099,0.09981
2.417,0,0,7.543676,4.412757,3.508530,3.067445,4.767640,0.000000,0.000000,0.93466,0.10005
2.418,0,0,7.734871,4.419388,3.515154,3.069306,4.780664,0.000000,0.000000,0.95554,0.10038
2.419,0,0,7.925848,4.426152,3.521591,3.071125,4.793654,0.000000,0.000000,0.97560,0.10026
2.420,0,0,8.112522,4.435553,3.524329,3.072107,4.805959,0.000000,0.000000,0.99567,0.10022
