"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","30 HRy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform","2 Trdml"
0.964,0,0,-2.339287,5.382715,3.800599,3.623548,5.274595,0.000000,0.000000,0.23312,0.09993
0.965,0,0,-2.490794,5.380215,3.798335,3.620954,5.264972,0.000000,0.000000,0.21182,0.09940
0.966,0,0,-2.642302,5.377715,3.796071,3.618360,5.255350,0.000000,0.000000,0.18301,0.09954
0.967,0,0,-2.792425,5.375180,3.793798,3.616409,5.245678,0.000000,0.000000,0.14848,0.09963
0.968,0,0,-2.915097,5.371950,3.791345,3.627217,5.235046,0.000000,0.000000,0.10605,0.09938
0.969,0,0,-3.037768,5.368720,3.788893,3.638025,5.224415,0.000000,0.000000,0.07822,0.09896
0.970,0,0,-3.160439,5.365489,3.786441,3.648833,5.213783,0.000000,0.000000,0.05498,0.09928
0.971,0,0,-3.282235,5.362250,3.784281,3.658385,5.203109,0.000000,0.000000,0.02800,0.09933
0.972,0,0,-3.386665,5.358834,3.787935,3.643040,5.191607,0.000000,0.000000,0.00360,0.09896
0.973,0,0,-3.491095,5.355418,3.791589,3.627696,5.180106,0.000000,0.000000,-0.02209,0.09900
0.974,0,0,-3.595524,5.352002,3.795243,3.612351,5.168604,0.000000,0.000000,-0.07471,0.09934
0.975,0,0,-3.701288,5.348573,3.798367,3.596935,5.157076,0.000000,0.000000,-0.09990,0.09925
0.976,0,0,-3.833511,5.344904,3.790993,3.580111,5.145017,0.000000,0.000000,-0.12541,0.09904
0.977,0,0,-3.965734,5.341236,3.783618,3.563287,5.132958,0.000000,0.000000,-0.15425,0.09937
0.978,0,0,-4.097957,5.337567,3.776244,3.546463,5.120899,0.000000,0.000000,-0.17815,0.09942
0.979,0,0,-4.231978,5.333859,3.768947,3.528591,5.108826,0.000000,0.000000,-0.20512,0.09923
0.980,0,0,-4.401663,5.329378,3.763193,3.489926,5.096474,0.000000,0.000000,-0.23706,0.09893
0.981,0,0,-4.571348,5.324896,3.757438,3.451261,5.084123,0.000000,0.000000,-0.28223,0.09899
0.982,0,0,-4.741032,5.320415,3.751684,3.412595,5.071771,0.000000,0.000000,-0.30666,0.09911
0.983,0,0,-4.912211,5.315900,3.746001,3.373713,5.059415,0.000000,0.000000,-0.33116,0.09886
0.984,0,0,-5.113039,5.310740,3.741736,3.330517,5.046964,0.000000,0.000000,-0.35434,0.09844
0.985,0,0,-5.313867,5.305579,3.737471,3.287321,5.034514,0.000000,0.000000,-0.38080,0.09859
0.986,0,0,-5.514695,5.300418,3.733207,3.244126,5.022064,0.000000,0.000000,-0.41251,0.09877
0.987,0,0,-5.716185,5.295224,3.729035,3.200931,5.009596,0.000000,0.000000,-0.45671,0.09856
0.988,0,0,-5.930799,5.289373,3.726720,3.157765,4.996782,0.000000,0.000000,-0.48462,0.09823
0.989,0,0,-6.145412,5.283522,3.724404,3.114598,4.983968,0.000000,0.000000,-0.50890,0.09858
0.990,0,0,-6.360027,5.277671,3.722089,3.071431,4.971154,0.000000,0.000000,-0.53098,0.09877
0.991,0,0,-6.573429,5.271744,3.719740,3.029660,4.958318,0.000000,0.000000,-0.55205,0.09844
0.992,0,0,-6.762805,5.264296,3.716736,3.015547,4.945050,0.000000,0.000000,-0.58530,0.09845
0.993,0,0,-6.952182,5.256847,3.713733,3.001435,4.931783,0.000000,0.000000,-0.62584,0.09879
0.994,0,0,-7.141558,5.249399,3.710729,2.987323,4.918515,0.000000,0.000000,-0.64992,0.09873
0.995,0,0,-7.329088,5.241929,3.707774,2.973403,4.905223,0.000000,0.000000,-0.67073,0.09849
0.996,0,0,-7.479990,5.234022,3.705790,2.963293,4.891445,0.000000,0.000000,-0.69435,0.09871
0.997,0,0,-7.630891,5.226115,3.703805,2.953184,4.877666,0.000000,0.000000,-0.71651,0.09890
0.998,0,0,-7.781793,5.218207,3.701820,2.943074,4.863888,0.000000,0.000000,-0.74681,0.09888
0.999,0,0,-7.930815,5.210283,3.699752,2.933193,4.850101,0.000000,0.000000,-0.78293,0.09870
1.000,0,0,-8.042559,5.202026,3.696037,2.927860,4.836152,0.000000,0.000000,-0.80539,0.09892
1.001,0,0,-8.154303,5.193769,3.692322,2.922526,4.822202,0.000000,0.000000,-0.82463,0.09911
1.002,0,0,-8.266046,5.185512,3.688607,2.917192,4.808252,0.000000,0.000000,-0.84737,0.09906
1.003,0,0,-8.376860,5.177247,3.685031,2.912053,4.794320,0.000000,0.000000,-0.86913,0.09880
1.004,0,0,-8.469224,5.168828,3.684223,2.910776,4.780715,0.000000,0.000000,-0.88905,0.09904
1.005,0,0,-8.561589,5.160409,3.683415,2.909498,4.767111,0.000000,0.000000,-0.92950,0.09915
1.006,0,0,-8.653954,5.151990,3.682607,2.908221,4.753507,0.000000,0.000000,-0.94774,0.09892
1.007,0,0,-8.746562,5.143542,3.681586,2.907012,4.739947,0.000000,0.000000,-0.97061,0.09891
1.008,0,0,-8.843993,5.134515,3.676341,2.907164,4.727284,0.000000,0.000000,-0.98969,0.09931
1.009,0,0,-8.941424,5.125488,3.671097,2.907316,4.714620,0.000000,0.000000,-1.00966,0.09933
1.010,0,0,-9.038857,5.116461,3.665852,2.907468,4.701957,0.000000,0.000000,-1.02608,0.09896
1.011,0,0,-9.136569,5.107429,3.660817,2.907577,4.689356,0.000000,0.000000,-1.05124,0.09937
1.012,0,0,-9.239861,5.098305,3.659941,2.906828,4.678004,0.000000,0.000000,-1.08302,0.09957
1.013,0,0,-9.343153,5.089181,3.659064,2.906079,4.666652,0.000000,0.000000,-1.10303,0.09932
1.014,0,0,-9.446445,5.080057,3.658188,2.905330,4.655300,0.000000,0.000000,-1.11763,0.09930
1.015,0,0,-9.548907,5.070896,3.657414,2.904576,4.644019,0.000000,0.000000,-1.13533,0.09973
1.016,0,0,-9.634897,5.061001,3.658692,2.903727,4.634147,0.000000,0.000000,-1.15309,0.09962
1.017,0,0,-9.720887,5.051106,3.659970,2.902877,4.624276,0.000000,0.000000,-1.17125,0.09932
1.018,0,0,-9.806876,5.041211,3.661247,2.902028,4.614404,0.000000,0.000000,-1.19627,0.09968
1.019,0,0,-9.890268,5.031299,3.662430,2.901186,4.604599,0.000000,0.000000,-1.21111,0.09984
1.020,0,0,-9.922127,5.021058,3.661728,2.900490,4.596114,0.000000,0.000000,-1.22337,0.09962
1.021,0,0,-9.953985,5.010817,3.661026,2.899794,4.587629,0.000000,0.000000,-1.24210,0.09964
1.022,0,0,-9.985844,5.000576,3.660324,2.899098,4.579144,0.000000,0.000000,-1.25462,0.09987
1.023,0,0,-10.014202,4.990322,3.659626,2.898486,4.570711,0.000000,0.000000,-1.27185,0.09988
1.024,0,0,-9.973145,4.979796,3.658987,2.899532,4.563314,0.000000,0.000000,-1.29514,0.09965
1.025,0,0,-9.932087,4.969271,3.658348,2.900578,4.555918,0.000000,0.000000,-1.30550,0.09967
1.026,0,0,-9.891029,4.958746,3.657709,2.901623,4.548521,0.000000,0.000000,-1.31812,0.09993
1.027,0,0,-9.846045,4.948249,3.657080,2.902582,4.541172,0.000000,0.000000,-1.33035,0.09983
1.028,0,0,-9.723198,4.938318,3.656650,2.901816,4.534751,0.000000,0.000000,-1.34138,0.09939
1.029,0,0,-9.600350,4.928387,3.656219,2.901050,4.528331,0.000000,0.000000,-1.35498,0.09948
1.030,0,0,-9.477503,4.918456,3.655789,2.900285,4.521911,0.000000,0.000000,-1.37486,0.09969
1.031,0,0,-9.352667,4.908563,3.655381,2.899546,4.515539,0.000000,0.000000,-1.38387,0.09947
1.032,0,0,-9.188404,4.899444,3.655415,2.899348,4.510101,0.000000,0.000000,-1.39445,0.09897
1.033,0,0,-9.024141,4.890326,3.655450,2.899150,4.504663,0.000000,0.000000,-1.40073,0.09922
1.034,0,0,-8.859879,4.881207,3.655484,2.898953,4.499225,0.000000,0.000000,-1.40793,0.09936
1.035,0,0,-8.695043,4.872130,3.655662,2.898785,4.493832,0.000000,0.000000,-1.41649,0.09893
1.036,0,0,-8.518847,4.863891,3.658685,2.899217,4.489311,0.000000,0.000000,-1.43163,0.09868
1.037,0,0,-8.342650,4.855652,3.661709,2.899648,4.484790,0.000000,0.000000,-1.43758,0.09881
1.038,0,0,-8.166453,4.847413,3.664732,2.900079,4.480269,0.000000,0.000000,-1.44307,0.09873
1.039,0,0,-7.990798,4.839213,3.667410,2.900566,4.475800,0.000000,0.000000,-1.44783,0.09841
1.040,0,0,-7.825864,4.831807,3.663235,2.902138,4.472353,0.000000,0.000000,-1.45160,0.09807
1.041,0,0,-7.660931,4.824400,3.659059,2.903711,4.468905,0.000000,0.000000,-1.45944,0.09805
1.042,0,0,-7.495997,4.816994,3.654883,2.905284,4.465458,0.000000,0.000000,-1.46660,0.09817
1.043,0,0,-7.333158,4.809599,3.650963,2.906775,4.462055,0.000000,0.000000,-1.46927,0.09806
1.044,0,0,-7.211855,4.802432,3.652109,2.906645,4.459522,0.000000,0.000000,-1.47174,0.09765
1.045,0,0,-7.090552,4.795264,3.653255,2.906515,4.456989,0.000000,0.000000,-1.47487,0.09786
1.046,0,0,-6.969250,4.788097,3.654401,2.906385,4.454456,0.000000,0.000000,-1.47658,0.09810
1.047,0,0,-6.849091,4.780960,3.655116,2.906322,4.451963,0.000000,0.000000,-1.47925,0.09800
1.048,0,0,-6.751630,4.774415,3.647273,2.907582,4.450262,0.000000,0.000000,-1.48013,0.09759
1.049,0,0,-6.654169,4.767871,3.639431,2.908841,4.448561,0.000000,0.000000,-1.47981,0.09797
1.050,0,0,-6.556708,4.761327,3.631589,2.910101,4.446860,0.000000,0.000000,-1.48006,0.09825
1.051,0,0,-6.460956,4.754826,3.624184,2.911322,4.445184,0.000000,0.000000,-1.48010,0.09804
1.052,0,0,-6.399094,4.749165,3.625466,2.911793,4.443995,0.000000,0.000000,-1.47874,0.09794
1.053,0,0,-6.337231,4.743504,3.626747,2.912263,4.442807,0.000000,0.000000,-1.47722,0.09822
1.054,0,0,-6.275369,4.737842,3.628028,2.912733,4.441618,0.000000,0.000000,-1.47224,0.09835
1.055,0,0,-6.213523,4.732130,3.629402,2.913199,4.440444,0.000000,0.000000,-1.46867,0.09807
1.056,0,0,-6.152001,4.725393,3.632609,2.913584,4.439559,0.000000,0.000000,-1.46696,0.09805
1.057,0,0,-6.090479,4.718656,3.635815,2.913970,4.438674,0.000000,0.000000,-1.46234,0.09834
1.058,0,0,-6.028957,4.711919,3.639022,2.914355,4.437789,0.000000,0.000000,-1.45804,0.09847
1.059,0,0,-5.966650,4.705231,3.642172,2.914753,4.436920,0.000000,0.000000,-1.45328,0.09822
1.060,0,0,-5.888764,4.699494,3.644200,2.915396,4.436359,0.000000,0.000000,-1.44418,0.09826
1.061,0,0,-5.810878,4.693757,3.646227,2.916039,4.435798,0.000000,0.000000,-1.43752,0.09864
1.062,0,0,-5.732992,4.688020,3.648255,2.916682,4.435237,0.000000,0.000000,-1.43066,0.09866
1.063,0,0,-5.654734,4.682286,3.650308,2.917363,4.434692,0.000000,0.000000,-1.42787,0.09835
1.064,0,0,-5.569077,4.676611,3.652869,2.918787,4.434467,0.000000,0.000000,-1.41592,0.09853
1.065,0,0,-5.483420,4.670936,3.655429,2.920211,4.434242,0.000000,0.000000,-1.40771,0.09880
1.066,0,0,-5.397763,4.665261,3.657989,2.921634,4.434017,0.000000,0.000000,-1.39658,0.09879
1.067,0,0,-5.310511,4.659618,3.660403,2.923064,4.433820,0.000000,0.000000,-1.38289,0.09856
1.068,0,0,-5.191617,4.654611,3.659904,2.924615,4.434193,0.000000,0.000000,-1.37067,0.09903
1.069,0,0,-5.072723,4.649603,3.659405,2.926165,4.434565,0.000000,0.000000,-1.35947,0.09929
1.070,0,0,-4.953829,4.644596,3.658906,2.927715,4.434937,0.000000,0.000000,-1.35434,0.09896
1.071,0,0,-4.834514,4.639611,3.658466,2.929288,4.435353,0.000000,0.000000,-1.34346,0.09900
1.072,0,0,-4.706843,4.635090,3.659187,2.931309,4.436623,0.000000,0.000000,-1.33266,0.09940
1.073,0,0,-4.579173,4.630569,3.659907,2.933331,4.437892,0.000000,0.000000,-1.31006,0.09923
1.074,0,0,-4.451502,4.626049,3.660628,2.935352,4.439161,0.000000,0.000000,-1.29671,0.09884
1.075,0,0,-4.323395,4.621529,3.661347,2.937349,4.440489,0.356525,0.000000,-1.28300,0.09916
1.076,0,0,-4.186632,4.617034,3.662026,2.938866,4.442972,3.099024,0.000000,-1.26906,0.09933
1.077,0,1,-4.049869,4.612540,3.662705,2.940383,4.445454,5.483265,0.000000,-1.25485,0.09928
1.078,0,1,-3.913106,4.608045,3.663384,2.941900,4.447937,5.469928,0.000000,-1.24345,0.09933
1.079,0,1,-3.775733,4.603601,3.663958,2.943365,4.450501,5.456980,0.000000,-1.22446,0.09956
1.080,0,1,-3.626257,4.600175,3.662446,2.943789,4.454681,5.446637,0.000000,-1.19560,0.09975
1.081,0,1,-3.476781,4.596749,3.660936,2.944213,4.458861,5.436659,0.000000,-1.18237,0.09953
1.082,0,1,-3.327305,4.593323,3.659425,2.944637,4.463042,5.429130,0.000000,-1.16180,0.09969
1.083,0,1,-3.178468,4.589948,3.658047,2.945070,4.467291,5.421851,0.000000,-1.15039,0.10002
1.084,0,1,-3.042306,4.587577,3.659312,2.945666,4.472915,5.416248,0.000000,-1.13278,0.09989
1.085,0,1,-2.906144,4.585207,3.660576,2.946263,4.478539,5.410959,0.000000,-1.11644,0.09977
1.086,0,1,-2.769983,4.582837,3.661841,2.946859,4.484163,5.407770,0.000000,-1.08327,0.10008
1.087,0,1,-2.632222,4.580443,3.663289,2.947452,4.489852,5.404949,0.215256,-1.06503,0.10016
1.088,0,1,-2.462756,4.577601,3.668369,2.947984,4.496846,5.404593,1.871071,-1.04616,0.09970
1.089,1,1,-2.293290,4.574759,3.673449,2.948515,4.503840,5.404390,3.311940,-1.02847,0.09973
1.090,1,1,-2.123824,4.571917,3.678528,2.949047,4.510834,5.405214,3.314325,-1.00465,0.09987
1.091,1,1,-1.952720,4.569132,3.683280,2.949582,4.517870,5.405971,3.316310,-0.98914,0.09968
1.092,1,1,-1.749110,4.567496,3.681530,2.950189,4.525748,5.406277,3.315625,-0.96292,0.09915
1.093,1,1,-1.545501,4.565861,3.679780,2.950797,4.533625,5.406613,3.314966,-0.93074,0.09924
1.094,1,1,-1.341891,4.564225,3.678030,2.951404,4.541502,5.407154,3.314484,-0.91020,0.09933
1.095,1,1,-1.135720,4.562600,3.676647,2.952050,4.549403,5.407877,3.314476,-0.89134,0.09908
1.096,1,1,-0.878734,4.561172,3.682544,2.953452,4.557753,5.409822,3.317637,-0.87222,0.09874
1.097,1,1,-0.621749,4.559744,3.688440,2.954854,4.566104,5.411941,3.320917,-0.84952,0.09893
1.098,1,1,-0.364763,4.558316,3.694337,2.956255,4.574455,5.415223,3.324987,-0.82707,0.09900
1.099,1,1,-0.105828,4.557000,3.699727,2.957983,4.582819,5.418612,3.328754,-0.79845,0.09880
1.100,1,1,0.191780,4.557907,3.695056,2.966176,4.591465,5.422723,3.330491,-0.76213,0.09841
1.101,1,1,0.489389,4.558813,3.690385,2.974368,4.600109,5.426823,3.332233,-0.73819,0.09845
1.102,1,1,0.786997,4.559720,3.685715,2.982561,4.608754,5.430853,3.334008,-0.71631,0.09859
1.103,1,1,1.082786,4.560663,3.681204,2.991050,4.617394,5.434784,3.336200,-0.69470,0.09849
1.104,1,1,1.342473,4.562318,3.679853,3.005409,4.625946,5.438049,3.341182,-0.67198,0.09796
1.105,1,1,1.602161,4.563974,3.678503,3.019770,4.634497,5.441326,3.346530,-0.64763,0.09802
1.106,1,1,1.861848,4.565629,3.677152,3.034130,4.643048,5.444674,3.354329,-0.61838,0.09828
1.107,1,1,2.119831,4.567346,3.676036,3.048615,4.651591,5.448151,3.362342,-0.57765,0.09807
1.108,1,1,2.344004,4.570271,3.679571,3.065600,4.659988,5.452481,3.371788,-0.55327,0.09768
1.109,1,1,2.568177,4.573195,3.683107,3.082584,4.668384,5.456828,3.381429,-0.52864,0.09768
1.110,1,1,2.792350,4.576120,3.686643,3.099568,4.676781,5.461293,3.392380,-0.50664,0.09786
1.111,1,1,3.012407,4.579086,3.690319,3.116598,4.685170,5.465652,3.403506,-0.48065,0.09776
1.112,1,1,3.150824,4.582886,3.696784,3.134544,4.693410,5.469311,3.415806,-0.45540,0.09740
1.113,1,1,3.289241,4.586685,3.703250,3.152489,4.701651,5.472976,3.428083,-0.42317,0.09735
1.114,1,1,3.427658,4.590484,3.709716,3.170434,4.709891,5.476688,3.440211,-0.38139,0.09747
1.115,1,1,3.562578,4.594273,3.716032,3.188310,4.718111,5.480502,3.452127,-0.35515,0.09756
1.116,1,1,3.628161,4.597857,3.719379,3.204794,4.725917,5.484992,3.462621,-0.33060,0.09734
1.117,1,1,3.693743,4.601441,3.722726,3.221278,4.733724,5.489299,3.472977,-0.30563,0.09729
1.118,1,1,3.759326,4.605026,3.726073,3.237762,4.741531,5.492381,3.482400,-0.27864,0.09761
1.119,1,1,3.822396,4.608655,3.729580,3.253907,4.749307,5.495048,3.491771,-0.25653,0.09788
1.120,1,1,3.835630,4.613166,3.736256,3.263333,4.756463,5.494942,3.500797,-0.22258,0.09767
1.121,1,1,3.848865,4.617677,3.742933,3.272758,4.763619,5.494914,3.509589,-0.17702,0.09809
1.122,1,1,3.862100,4.622189,3.749609,3.282183,4.770776,5.495414,3.516815,-0.15273,0.09849
1.123,1,1,3.873146,4.626677,3.756083,3.291266,4.777876,5.496502,3.523608,-0.12639,0.09854
1.124,1,1,3.840793,4.630712,3.758553,3.293556,4.783877,5.501524,3.527502,-0.10257,0.09851
1.125,1,1,3.808440,4.634748,3.761024,3.295847,4.789878,5.506788,3.531032,-0.07491,0.09897
1.126,1,1,3.776088,4.638783,3.763495,3.298137,4.795879,5.513675,3.532127,-0.04816,0.09911
1.127,1,1,3.744575,4.642767,3.765797,3.300259,4.801834,5.520316,3.532997,-0.01364,0.09878
1.128,1,1,3.729723,4.645748,3.764765,3.299032,4.806863,5.525308,3.532358,0.02771,0.09910
1.129,1,1,3.714872,4.648729,3.763733,3.297806,4.811892,5.530010,3.531602,0.05344,0.09947
1.130,1,1,3.700020,4.651710,3.762701,3.296579,4.816921,5.532768,3.530055,0.07907,0.09934
1.131,1,1,3.685297,4.654736,3.761722,3.295227,4.821909,5.535330,3.528473,0.10545,0.09916
1.132,1,1,3.673105,4.658663,3.761776,3.291404,4.826077,5.536584,3.526660,0.13023,0.09955
1.133,1,1,3.660913,4.662591,3.761830,3.287581,4.830245,5.537801,3.524830,0.15857,0.09955
1.134,1,1,3.648722,4.666518,3.761884,3.283758,4.834413,5.538761,3.522885,0.19058,0.09923
1.135,1,1,3.636778,4.670422,3.762040,3.279883,4.838562,5.539845,3.520944,0.23344,0.09916
1.136,1,1,3.629747,4.673855,3.764212,3.274967,4.842350,5.541760,3.519032,0.26231,0.09924
1.137,1,1,3.622716,4.677289,3.766384,3.270050,4.846138,5.543904,3.517250,0.28461,0.09921
1.138,1,1,3.615685,4.680723,3.768556,3.265134,4.849926,5.547587,3.516334,0.31000,0.09890
1.139,1,1,3.608334,4.684186,3.770928,3.260267,4.853718,5.551522,3.515648,0.33592,0.09876
1.140,1,1,3.594622,4.688243,3.777252,3.256373,4.857580,5.557148,3.516502,0.36104,0.09904
1.141,1,1,3.580910,4.692300,3.783576,3.252480,4.861442,5.562748,3.517443,0.39359,0.09912
1.142,1,1,3.567199,4.696358,3.789901,3.248586,4.865303,5.568169,3.518968,0.43352,0.09872
1.143,1,1,3.552756,4.700386,3.796191,3.244700,4.869176,5.573271,3.520419,0.46066,0.09881
1.144,1,1,3.523798,4.703837,3.801802,3.240957,4.873274,5.576244,3.521375,0.48808,0.09896
1.145,1,1,3.494840,4.707288,3.807414,3.237215,4.877372,5.578938,3.522326,0.51068,0.09888
1.146,1,1,3.465882,4.710740,3.813026,3.233473,4.881470,5.579774,3.523241,0.53409,0.09833
1.147,1,1,3.438312,4.714174,3.818649,3.229784,4.885590,5.580491,3.524243,0.55957,0.09844
1.148,1,1,3.438275,4.717271,3.824491,3.227165,4.890138,5.580405,3.525838,0.58871,0.09874
1.149,1,1,3.438237,4.720369,3.830333,3.224546,4.894686,5.580463,3.527437,0.62860,0.09850
1.150,1,1,3.438200,4.723466,3.836174,3.221928,4.899235,5.581490,3.529064,0.64743,0.09819
1.151,1,1,3.438971,4.726566,3.841791,3.219395,4.903804,5.582850,3.530580,0.67633,0.09855
1.152,1,1,3.455767,4.729701,3.842940,3.218580,4.908782,5.586443,3.531349,0.69353,0.09863
1.153,1,1,3.472563,4.732835,3.844089,3.217765,4.913761,5.590086,3.531973,0.72247,0.09852
1.154,1,1,3.489359,4.735970,3.845238,3.216949,4.918739,5.594048,3.531629,0.74434,0.09845
1.155,1,1,3.507704,4.739137,3.845945,3.216305,4.923724,5.597749,3.531119,0.76924,0.09868
1.156,1,1,3.556771,4.742932,3.837886,3.219048,4.928844,5.599699,3.529492,0.79401,0.09887
1.157,1,1,3.605838,4.746728,3.829827,3.221790,4.933964,5.601582,3.527617,0.83356,0.09876
1.158,1,1,3.654905,4.750524,3.821767,3.224532,4.939085,5.603004,3.524085,0.85236,0.09904
1.159,1,1,3.705159,4.754330,3.813480,3.227257,4.944198,5.604616,3.520288,0.87279,0.09946
1.160,1,1,3.778952,4.758340,3.800670,3.229620,4.949176,5.607498,3.514721,0.89391,0.09949
1.161,1,1,3.852746,4.762350,3.787861,3.231984,4.954154,5.610480,3.509235,0.91612,0.09926
1.162,1,1,3.926538,4.766359,3.775051,3.234348,4.959133,5.614142,3.504299,0.93585,0.09959
1.163,1,1,4.001024,4.770350,3.762584,3.236817,4.964101,5.617753,3.499786,0.96211,0.09987
1.164,1,1,4.089254,4.773956,3.756916,3.241362,4.968863,5.621013,3.498100,0.99321,0.09957
1.165,1,1,4.177484,4.777563,3.751247,3.245908,4.973624,5.624213,3.496685,1.01633,0.09984
1.166,1,1,4.265714,4.781169,3.745579,3.250454,4.978386,5.627014,3.497081,1.03246,0.10008
1.167,1,1,4.352852,4.784815,3.740089,3.255001,4.983137,5.629779,3.497525,1.05249,0.10007
1.168,1,1,4.418348,4.789238,3.738152,3.259568,4.987664,5.632313,3.498287,1.06863,0.09984
1.169,1,1,4.483844,4.793660,3.736214,3.264136,4.992191,5.634797,3.499182,1.08812,0.10025
1.170,1,1,4.549339,4.798083,3.734276,3.268704,4.996718,5.636954,3.500964,1.10321,0.10042
1.171,1,1,4.613206,4.802559,3.732419,3.273266,5.001219,5.639047,3.502935,1.12587,0.09997
1.172,1,1,4.644777,4.808100,3.732169,3.277714,5.005195,5.640705,3.506174,1.15485,0.10038
1.173,1,1,4.676347,4.813641,3.731918,3.282162,5.009170,5.642326,3.509140,1.17197,0.10060
1.174,1,1,4.707918,4.819182,3.731667,3.286611,5.013145,5.643694,3.510279,1.18842,0.10030
1.175,1,1,4.737669,4.824708,3.730677,3.290951,5.017084,5.645061,3.510683,1.20262,0.10034
1.176,1,1,4.731339,4.829919,3.715030,3.293152,5.020294,5.646421,3.506167,1.21643,0.10063
1.177,1,1,4.725008,4.835131,3.699382,3.295352,5.023504,5.647806,3.501120,1.23373,0.10059
1.178,1,1,4.718678,4.840343,3.683734,3.297553,5.026714,5.649361,3.492518,1.24910,0.10033
1.179,1,1,4.710333,4.845487,3.667816,3.299718,5.029884,5.650987,3.483741,1.27457,0.10068
1.180,1,1,4.662044,4.849290,3.646524,3.301182,5.032260,5.653090,3.473783,1.28903,0.10074
1.181,1,1,4.613754,4.853093,3.625232,3.302645,5.034636,5.655410,3.463836,1.30043,0.10045
1.182,1,1,4.565464,4.856896,3.603940,3.304109,5.037012,5.659190,3.453957,1.31177,0.10055
1.183,1,1,4.515889,4.860734,3.582999,3.305446,5.039350,5.663287,3.444226,1.32445,0.10064
1.184,1,1,4.440814,4.865274,3.569016,3.304255,5.040935,5.669516,3.435482,1.33653,0.10056
1.185,1,1,4.365740,4.869813,3.555034,3.303065,5.042520,5.675826,3.427016,1.34811,0.10027
1.186,1,1,4.290665,4.874352,3.541051,3.301875,5.044105,5.682678,3.420410,1.36179,0.10051
1.187,1,1,4.213640,4.878911,3.527681,3.300667,5.045649,5.689325,3.414206,1.37796,0.10064
1.188,1,1,4.097930,4.883834,3.526464,3.299101,5.046392,5.694608,3.410695,1.38731,0.10045
1.189,1,1,3.982220,4.888758,3.525246,3.297535,5.047136,5.699619,3.407693,1.39499,0.10069
1.190,1,1,3.866510,4.893682,3.524028,3.295970,5.047880,5.702817,3.408098,1.40416,0.10102
1.191,1,1,3.749809,4.898533,3.523609,3.294389,5.048588,5.705777,3.409077,1.41423,0.10099
1.192,1,1,3.613443,4.901927,3.539023,3.292511,5.048596,5.707142,3.413894,1.41843,0.10090
1.193,1,1,3.477078,4.905321,3.554437,3.290632,5.048604,5.708474,3.419181,1.42714,0.10121
1.194,1,1,3.340712,4.908715,3.569852,3.288753,5.048612,5.709583,3.427605,1.43729,0.10126
1.195,1,1,3.203562,4.912073,3.585576,3.286947,5.048573,5.710827,3.436324,1.44864,0.10083
1.196,1,1,3.050839,4.914707,3.607445,3.286575,5.047600,5.712974,3.447009,1.44849,0.10106
1.197,1,1,2.898118,4.917341,3.629314,3.286204,5.046627,5.715036,3.457709,1.45781,0.10113
1.198,1,1,2.745396,4.919976,3.651183,3.285832,5.045654,5.716535,3.468516,1.46188,0.10079
1.199,1,1,2.594804,4.922578,3.672885,3.285456,5.044638,5.717734,3.479114,1.46794,0.10042
1.200,1,1,2.486463,4.924550,3.691270,3.285003,5.042776,5.716918,3.488318,1.47189,0.10063
