"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.061,0,0,7.116516,0.972085,6.114193,14.595453,5.030882,15.135463,6.766298,16.967920,4.687766,12.695953,6.810909,12.327816,158.111221,0,52.717400,90.381203,74.382248,7.938850,15.659638,8.120841,12.766607,8.596575,12.455190,9.138215,11.678945,9.688963,13.392490,11.120015,12.943022,11.148115,13.827920,0,0.00089,0.00070,0.00085,0.00068,0.00080,0.00094,0.00112,0.00145,-1.48599,0.11279,3.27788,12.766607
0.062,0,0,7.116147,0.970811,6.116095,14.601613,5.030582,15.126362,6.764016,16.997950,4.683024,12.744053,6.811459,12.314768,157.657074,0,51.920040,90.573189,74.360725,7.940353,15.651784,8.127311,12.820622,8.595461,12.504141,9.125559,11.703291,9.692249,13.411592,11.120547,12.953593,11.153429,13.835302,0,0.00090,0.00071,0.00086,0.00069,0.00084,0.00095,0.00111,0.00146,-1.48651,0.11126,3.27758,12.820622
0.063,0,0,7.114870,0.967848,6.117100,14.607587,5.030336,15.117358,6.762205,17.028963,4.677957,12.793573,6.811363,12.301458,157.519531,0,51.091461,90.711891,74.379120,7.942006,15.644721,8.136415,12.879241,8.593513,12.556664,9.114812,11.727642,9.695642,13.431095,11.121187,12.964712,11.159340,13.842384,0,0.00092,0.00073,0.00087,0.00074,0.00083,0.00094,0.00119,0.00153,-1.48548,0.10850,3.27728,12.879241
0.064,0,0,7.113593,0.964886,6.118105,14.613561,5.030089,15.108355,6.760393,17.059977,4.672889,12.843094,6.811267,12.288149,157.381989,0,50.262882,90.850586,74.397522,7.943658,15.637658,8.145519,12.937860,8.591566,12.609188,9.104064,11.751993,9.699036,13.450599,11.121826,12.975831,11.165251,13.849467,0,0.00095,0.00071,0.00086,0.00074,0.00084,0.00095,0.00119,0.00155,-1.48685,0.10805,3.27728,12.937860
0.065,0,0,7.112316,0.961923,6.119110,14.619534,5.029843,15.099351,6.758581,17.090992,4.667821,12.892613,6.811171,12.274839,157.244446,0,49.434303,90.989288,74.415916,7.945311,15.630596,8.154624,12.996479,8.589619,12.661711,9.093317,11.776344,9.702429,13.470102,11.122466,12.986950,11.171163,13.856549,0,0.00097,0.00072,0.00083,0.00076,0.00083,0.00095,0.00113,0.00158,-1.48714,0.10960,3.27729,12.996479
0.066,0,0,7.111603,0.961860,6.122539,14.625016,5.030850,15.090244,6.752550,17.116652,4.663217,12.939092,6.810877,12.262494,158.293777,0,49.378273,91.052322,73.756432,7.946444,15.621775,8.160327,13.058200,8.588161,12.704700,9.079628,11.811743,9.711515,13.496640,11.125072,12.995928,11.174559,13.864223,0,0.00100,0.00073,0.00082,0.00075,0.00083,0.00097,0.00110,0.00158,-1.48646,0.10997,3.27736,13.058200
0.067,0,0,7.111026,0.962494,6.126552,14.630380,5.032159,15.081113,6.745502,17.141024,4.658725,12.984837,6.810536,12.250381,159.628799,0,49.508190,91.097145,72.933777,7.947452,15.612531,8.165211,13.120667,8.586822,12.745396,9.065230,11.849801,9.721973,13.524870,11.128151,13.004390,11.177349,13.872040,0,0.00101,0.00071,0.00082,0.00070,0.00086,0.00099,0.00115,0.00159,-1.48589,0.11092,3.27742,13.120667
0.068,0,0,7.110449,0.963128,6.130565,14.635744,5.033468,15.071982,6.738454,17.165396,4.654233,13.030582,6.810194,12.238268,160.963806,0,49.638111,91.141968,72.111130,7.948459,15.603286,8.170094,13.183135,8.585482,12.786091,9.050833,11.887858,9.732430,13.553101,11.131229,13.012852,11.180140,13.879857,0,0.00101,0.00072,0.00081,0.00070,0.00093,0.00096,0.00119,0.00156,-1.48600,0.11168,3.27681,13.183135
0.069,0,0,7.109872,0.963762,6.134578,14.641108,5.034777,15.062851,6.731407,17.189768,4.649740,13.076327,6.809853,12.226154,162.298828,0,49.768028,91.186783,71.288475,7.949467,15.594042,8.174978,13.245604,8.584142,12.826786,9.036435,11.925916,9.742888,13.581330,11.134309,13.021314,11.182930,13.887673,0,0.00102,0.00071,0.00083,0.00072,0.00093,0.00096,0.00118,0.00135,-1.49355,0.10990,3.27623,13.245604
0.070,0,0,7.110087,0.962385,6.135597,14.652746,5.034730,15.053432,6.723620,17.215286,4.642966,13.119585,6.806690,12.214290,162.686157,0,49.930576,91.973297,70.805077,7.950149,15.582788,8.183099,13.295706,8.579253,12.868649,9.009778,11.967285,9.753655,13.604789,11.139768,13.031812,11.189170,13.898099,0,0.00102,0.00071,0.00077,0.00079,0.00090,0.00096,0.00118,0.00123,-1.48325,0.10735,3.27661,13.295706
0.071,0,0,7.110494,0.960524,6.135896,14.665896,5.034356,15.043941,6.715655,17.241079,4.635643,13.162244,6.802847,12.202484,162.845383,0,50.100979,92.938332,70.403336,7.950752,15.571050,8.191997,13.342832,8.573512,12.910794,8.980170,12.009451,9.764498,13.627099,11.145800,13.042800,11.196239,13.909152,0,0.00100,0.00072,0.00070,0.00083,0.00091,0.00092,0.00119,0.00115,-1.48619,0.10590,3.27699,13.342832
0.072,0,0,7.110900,0.958663,6.136194,14.679046,5.033982,15.034452,6.707690,17.266872,4.628320,13.204903,6.799004,12.190679,163.004608,0,50.271385,93.903366,70.001595,7.951355,15.559312,8.200895,13.389958,8.567770,12.952939,8.950563,12.051617,9.775340,13.649409,11.151833,13.053788,11.203310,13.920205,0,0.00101,0.00071,0.00071,0.00085,0.00094,0.00092,0.00122,0.00116,-1.48839,0.10640,3.27729,13.389958
0.073,0,0,7.111307,0.956802,6.136493,14.692195,5.033607,15.024962,6.699725,17.292665,4.620996,13.247561,6.795161,12.178873,163.163849,0,50.441788,94.868401,69.599854,7.951959,15.547575,8.209794,13.437084,8.562028,12.995085,8.920956,12.093782,9.786182,13.671720,11.157865,13.064777,11.210380,13.931258,0,0.00114,0.00078,0.00079,0.00096,0.00103,0.00111,0.00132,0.00107,-1.48461,0.10653,3.27758,13.437084
0.074,0,0,7.111808,0.957380,6.136316,14.703029,5.032794,15.017781,6.697639,17.312944,4.612381,13.288978,6.792457,12.170126,164.365311,0,50.787170,95.285057,69.077858,7.949296,15.536559,8.217155,13.494184,8.554911,13.040527,8.904384,12.132422,9.796770,13.694999,11.162106,13.074340,11.215477,13.941061,0,0.00122,0.00088,0.00081,0.00104,0.00107,0.00132,0.00143,0.00110,-1.48583,0.10853,3.27735,13.494184
0.075,0,0,7.112333,0.958544,6.136024,14.713305,5.031875,15.011156,6.696969,17.331898,4.603454,13.330095,6.790026,12.162115,165.817657,0,51.174675,95.569725,68.526917,7.945848,15.525717,8.224145,13.553682,8.547462,13.086763,8.890949,12.170214,9.807295,13.718513,11.165915,13.083560,11.220099,13.950562,0,0.00131,0.00102,0.00085,0.00109,0.00111,0.00139,0.00155,0.00112,-1.48665,0.11072,3.27712,13.553682
0.076,0,0,7.112858,0.959708,6.135732,14.723582,5.030956,15.004530,6.696299,17.350851,4.594528,13.371212,6.787595,12.154104,167.269989,0,51.562176,95.854385,67.975975,7.942400,15.514875,8.231136,13.613181,8.540013,13.133000,8.877516,12.208005,9.817821,13.742025,11.169724,13.092779,11.224722,13.960063,0,0.00136,0.00105,0.00087,0.00132,0.00110,0.00150,0.00162,0.00107,-1.48593,0.11050,3.27682,13.613181
0.077,0,0,7.113383,0.960872,6.135441,14.733859,5.030037,14.997905,6.695629,17.369802,4.585601,13.412330,6.785164,12.146093,168.722321,0,51.949677,96.139053,67.425026,7.938951,15.504033,8.238127,13.672680,8.532564,13.179236,8.864081,12.245795,9.828346,13.765539,11.173534,13.101999,11.229344,13.969564,0,0.00140,0.00107,0.00094,0.00156,0.00108,0.00150,0.00168,0.00112,-1.48500,0.10868,3.27653,13.672680
0.078,0,0,7.114042,0.961296,6.135456,14.741726,5.029320,14.991214,6.693971,17.380489,4.579232,13.465974,6.784541,12.137169,171.180923,0,52.390903,96.622444,67.557945,7.934758,15.492085,8.248240,13.735412,8.518539,13.226290,8.850298,12.276618,9.833722,13.783822,11.176094,13.114499,11.237533,13.980613,0,0.00141,0.00110,0.00098,0.00153,0.00111,0.00152,0.00185,0.00121,-1.48727,0.10744,3.27676,13.735412
0.079,0,0,7.114734,0.961541,6.135546,14.749011,5.028652,14.984509,6.692075,17.389185,4.573479,13.522635,6.784354,12.128025,173.881729,0,52.845062,97.153671,67.855461,7.930385,15.479869,8.259104,13.798922,8.502933,13.273539,8.836432,12.305762,9.837859,13.800847,11.178353,13.127789,11.246579,13.992034,0,0.00141,0.00111,0.00105,0.00161,0.00110,0.00155,0.00194,0.00126,-1.48624,0.10619,3.27698,13.798922
0.080,0,0,7.115426,0.961786,6.135635,14.756297,5.027983,14.977802,6.690179,17.397881,4.567726,13.579294,6.784166,12.118880,176.582535,0,53.299221,97.684891,68.152977,7.926012,15.467653,8.269967,13.862432,8.487325,13.320787,8.822564,12.334908,9.841995,13.817871,11.180612,13.141079,11.255626,14.003454,0,0.00149,0.00111,0.00113,0.00165,0.00109,0.00158,0.00200,0.00131,-1.48770,0.10531,3.27706,13.862432
0.081,0,0,7.116117,0.962031,6.135725,14.763583,5.027315,14.971096,6.688283,17.406576,4.561973,13.635955,6.783978,12.109736,179.283340,0,53.753376,98.216118,68.450493,7.921639,15.455438,8.280831,13.925942,8.471718,13.368036,8.808698,12.364052,9.846132,13.834896,11.182871,13.154369,11.264673,14.014875,0,0.00153,0.00112,0.00119,0.00173,0.00102,0.00162,0.00211,0.00133,-1.48658,0.10690,3.27715,13.925942
0.082,0,0,7.115500,0.963236,6.137938,14.770281,5.022097,14.965512,6.686687,17.392836,4.558388,13.688558,6.784452,12.099672,178.805344,0,54.342857,98.484901,68.061577,7.921490,15.444520,8.291962,13.978044,8.464252,13.422868,8.802246,12.404202,9.859502,13.860415,11.189878,13.167983,11.273456,14.026943,0,0.00159,0.00112,0.00121,0.00178,0.00097,0.00166,0.00212,0.00132,-1.49004,0.10953,3.27768,13.978044
0.083,0,0,7.114568,0.964671,6.140663,14.776836,5.015784,14.960198,6.685163,17.373697,4.555326,13.740184,6.785085,12.089388,177.562225,0,54.964909,98.690521,67.507446,7.922356,15.433914,8.303157,14.027397,8.458744,13.479525,8.797580,12.447002,9.875093,13.887980,11.198028,13.181676,11.282174,14.039167,0,0.00167,0.00110,0.00126,0.00184,0.00097,0.00171,0.00211,0.00125,-1.48490,0.10994,3.27818,14.027397
0.084,0,0,7.113636,0.966106,6.143388,14.783392,5.009471,14.954885,6.683639,17.354559,4.552262,13.791810,6.785717,12.079103,176.319092,0,55.586956,98.896141,66.953316,7.923223,15.423309,8.314352,14.076752,8.453237,13.536181,8.792913,12.489801,9.890686,13.915545,11.206177,13.195369,11.290893,14.051392,0,0.00168,0.00110,0.00127,0.00199,0.00098,0.00172,0.00209,0.00126,-1.48446,0.10890,3.27773,14.076752
0.085,0,0,7.112704,0.967542,6.146113,14.789948,5.003158,14.949572,6.682114,17.335421,4.549200,13.843436,6.786350,12.068817,175.075974,0,56.209007,99.101761,66.399178,7.924089,15.412704,8.325547,14.126105,8.447729,13.592838,8.788246,12.532601,9.906278,13.943109,11.214327,13.209062,11.299611,14.063615,0,0.00166,0.00110,0.00127,0.00206,0.00098,0.00177,0.00210,0.00127,-1.48593,0.10857,3.27729,14.126105
0.086,0,0,7.112414,0.967430,6.145199,14.798601,5.002210,14.944219,6.685210,17.325424,4.553285,13.880098,6.785144,12.053712,174.081863,0,57.219486,99.654175,66.117615,7.927042,15.398849,8.322505,14.182121,8.434862,13.643901,8.775758,12.578146,9.919652,13.966733,11.220812,13.220726,11.309869,14.075754,0,0.00168,0.00109,0.00129,0.00209,0.00098,0.00178,0.00213,0.00127,-1.48752,0.10753,3.27752,14.182121
0.087,0,0,7.112278,0.966947,6.143410,14.807760,5.002553,14.938855,6.689419,17.317631,4.559092,13.913158,6.783496,12.037446,173.147705,0,58.323460,100.290062,65.901649,7.930497,15.384212,8.316036,14.239740,8.420222,13.693617,8.761386,12.624352,9.932492,13.989409,11.226895,13.231902,11.320496,14.087873,0,0.00167,0.00110,0.00131,0.00217,0.00096,0.00177,0.00209,0.00130,-1.48730,0.10592,3.27773,14.239740
0.088,0,0,7.112143,0.966463,6.141621,14.816918,5.002897,14.933493,6.693627,17.309837,4.564898,13.946218,6.781847,12.021180,172.213531,0,59.427433,100.925949,65.685684,7.933952,15.369576,8.309568,14.297359,8.405583,13.743333,8.747015,12.670557,9.945333,14.012085,11.232979,13.243078,11.331123,14.099993,0,0.00169,0.00111,0.00132,0.00225,0.00088,0.00178,0.00206,0.00129,-1.48542,0.10774,3.27727,14.297359
0.089,0,0,7.112007,0.965980,6.139831,14.826077,5.003241,14.928130,6.697835,17.302044,4.570704,13.979280,6.780199,12.004914,171.279358,0,60.531406,101.561836,65.469727,7.937407,15.354939,8.303100,14.354979,8.390944,13.793049,8.732643,12.716763,9.958173,14.034761,11.239062,13.254254,11.341750,14.112112,0,0.00169,0.00112,0.00133,0.00229,0.00086,0.00178,0.00207,0.00132,-1.48643,0.11121,3.27683,14.354979
0.090,0,0,7.109313,0.964261,6.137857,14.834947,5.004488,14.925561,6.700108,17.292027,4.580971,14.015722,6.777515,11.991002,170.355362,0,61.889904,102.295097,65.114365,7.939586,15.343388,8.291507,14.398932,8.372946,13.834748,8.719086,12.760367,9.969567,14.053885,11.245225,13.264911,11.348515,14.124705,0,0.00168,0.00110,0.00134,0.00225,0.00087,0.00178,0.00205,0.00134,-1.48830,0.11199,3.27690,14.398932
0.091,0,0,7.106003,0.962244,6.135839,14.843746,5.005954,14.923664,6.701914,17.281473,4.592312,14.052980,6.774581,11.977655,169.433807,0,63.309658,103.051796,64.725449,7.941458,15.332578,8.278682,14.439597,8.354138,13.874519,8.705723,12.803347,9.980613,14.072155,11.251407,13.275441,11.354349,14.137412,0,0.00170,0.00111,0.00136,0.00219,0.00089,0.00179,0.00204,0.00134,-1.48854,0.11092,3.27698,14.439597
0.092,0,0,7.102693,0.960228,6.133821,14.852545,5.007420,14.921767,6.703721,17.270922,4.603653,14.090238,6.771648,11.964310,168.512253,0,64.729416,103.808495,64.336540,7.943330,15.321769,8.265856,14.480263,8.335331,13.914290,8.692360,12.846327,9.991659,14.090425,11.257588,13.285973,11.360183,14.150120,0,0.00170,0.00111,0.00133,0.00219,0.00087,0.00178,0.00200,0.00134,-1.48651,0.11021,3.27706,14.480263
0.093,0,0,7.099383,0.958211,6.131803,14.861344,5.008886,14.919870,6.705527,17.260368,4.614994,14.127496,6.768714,11.950964,167.590698,0,66.149170,104.565193,63.947624,7.945201,15.310959,8.253030,14.520927,8.316524,13.954062,8.678997,12.889306,10.002706,14.108694,11.263770,13.296503,11.366017,14.162827,0,0.00157,0.00105,0.00127,0.00220,0.00079,0.00161,0.00190,0.00124,-1.48712,0.10872,3.27714,14.520927
0.094,0,0,7.099647,0.956651,6.131894,14.871304,5.008523,14.924032,6.708523,17.252081,4.630098,14.156831,6.770123,11.944274,166.696289,0,67.455681,105.060921,63.732471,7.950161,15.298180,8.240963,14.558827,8.300159,13.994833,8.671797,12.932988,10.012664,14.133260,11.269106,13.314007,11.372782,14.178648,0,0.00145,0.00097,0.00122,0.00216,0.00076,0.00140,0.00182,0.00112,-1.48774,0.10833,3.27760,14.558827
0.095,0,0,7.100770,0.955201,6.132493,14.881542,5.007720,14.929653,6.711805,17.244339,4.646109,14.184259,6.772576,11.939186,165.808426,0,68.734940,105.493828,63.559139,7.955863,15.284927,8.229079,14.596063,8.284385,14.035846,8.666080,12.976840,10.022360,14.159342,11.274240,13.333190,11.379770,14.195217,0,0.00135,0.00084,0.00115,0.00231,0.00070,0.00132,0.00166,0.00104,-1.48347,0.11081,3.27804,14.596063
0.096,0,0,7.101893,0.953751,6.133091,14.891781,5.006917,14.935273,6.715087,17.236597,4.662119,14.211688,6.775029,11.934097,164.920563,0,70.014191,105.926743,63.385807,7.961566,15.271674,8.217196,14.633298,8.268609,14.076858,8.660361,13.020691,10.032056,14.185424,11.279372,13.352373,11.386759,14.211787,0,0.00124,0.00079,0.00113,0.00221,0.00067,0.00116,0.00148,0.00102,-1.48571,0.11350,3.27773,14.633298
0.097,0,0,7.103017,0.952301,6.133689,14.902019,5.006115,14.940894,6.718369,17.228855,4.678129,14.239116,6.777482,11.929009,164.032700,0,71.293442,106.359657,63.212475,7.967269,15.258422,8.205312,14.670533,8.252833,14.117870,8.654644,13.064543,10.041753,14.211505,11.284506,13.371556,11.393747,14.228356,0,0.00118,0.00076,0.00109,0.00199,0.00066,0.00112,0.00129,0.00095,-1.48597,0.11339,3.27743,14.670533
0.098,0,0,7.105958,0.950853,6.134060,14.911826,5.011729,14.946562,6.721406,17.219236,4.691386,14.252377,6.778632,11.924422,163.026062,0,72.469299,106.994087,63.432087,7.972311,15.249637,8.189886,14.682681,8.233667,14.133413,8.644078,13.092048,10.041708,14.226089,11.285976,13.388400,11.396980,14.245162,0,0.00115,0.00074,0.00107,0.00216,0.00063,0.00111,0.00108,0.00087,-1.48575,0.11152,3.27720,14.682681
0.099,0,0,7.109336,0.949405,6.134375,14.921530,5.018888,14.952242,6.724383,17.209164,4.703979,14.262226,6.779467,11.919956,161.990829,0,73.620270,107.677025,63.746277,7.977195,15.241928,8.173608,14.688791,8.213686,14.142827,8.632345,13.115619,10.039319,14.237907,11.286565,13.404681,11.399308,14.262025,0,0.00112,0.00072,0.00097,0.00226,0.00061,0.00109,0.00100,0.00083,-1.48513,0.11031,3.27699,14.688791
0.100,0,0,7.112715,0.947958,6.134690,14.931232,5.026047,14.957922,6.727361,17.199093,4.716573,14.272077,6.780303,11.915490,160.955612,0,74.771233,108.359962,64.060471,7.982079,15.234219,8.157330,14.694901,8.193705,14.152240,8.620612,13.139189,10.036930,14.249724,11.287153,13.420963,11.401637,14.278888,0,0.00103,0.00069,0.00090,0.00243,0.00063,0.00109,0.00095,0.00079,-1.48619,0.11179,3.27729,14.694901
0.101,0,0,7.116094,0.946510,6.135005,14.940936,5.033206,14.963602,6.730339,17.189020,4.729167,14.281926,6.781139,11.911024,159.920380,0,75.922203,109.042892,64.374664,7.986962,15.226509,8.141051,14.701010,8.173723,14.161653,8.608879,13.162760,10.034541,14.261541,11.287742,13.437244,11.403965,14.295751,0,0.00100,0.00069,0.00085,0.00256,0.00064,0.00103,0.00083,0.00077,-1.48615,0.11253,3.27759,14.701010
0.102,0,0,7.116387,0.951979,6.137518,14.951898,5.041369,14.974037,6.730192,17.177628,4.736779,14.285195,6.780307,11.906505,158.651550,0,77.223114,108.947197,64.423340,7.994169,15.208934,8.110615,14.702195,8.144711,14.172638,8.607378,13.175802,10.033033,14.274652,11.284875,13.448308,11.403865,14.310845,0,0.00098,0.00068,0.00082,0.00290,0.00065,0.00094,0.00083,0.00077,-1.48562,0.11392,3.27775,14.728312
0.103,0,0,7.115938,0.959114,6.140562,14.963162,5.049773,14.985617,6.729292,17.165916,4.743192,14.286880,6.779074,11.901973,157.326508,0,78.560120,108.664085,64.408112,8.001936,15.188985,8.076771,14.702195,8.113524,14.184002,8.608339,13.186311,10.031738,14.288074,11.281176,13.458116,11.403179,14.325516,0,0.00086,0.00070,0.00080,0.00299,0.00068,0.00090,0.00078,0.00083,-1.48593,0.11424,3.27790,14.760714
0.104,0,0,7.115489,0.966248,6.143604,14.974427,5.058177,14.997196,6.728393,17.154203,4.749605,14.288565,6.777841,11.897441,156.001450,0,79.897125,108.380966,64.392883,8.009702,15.169035,8.042926,14.702195,8.082339,14.195366,8.609302,13.196819,10.030443,14.301497,11.277476,13.467924,11.402494,14.340185,0,0.00086,0.00071,0.00081,0.00285,0.00074,0.00089,0.00080,0.00088,-1.48499,0.11193,3.27813,14.793116
0.105,0,0,7.115040,0.973383,6.146647,14.985692,5.066582,15.008776,6.727493,17.142492,4.756018,14.290249,6.776608,11.892909,154.676407,0,81.234131,108.097855,64.377655,8.017468,15.149085,8.009082,14.702195,8.051153,14.206730,8.610263,13.207328,10.029148,14.314919,11.273777,13.477732,11.401809,14.354856,0,0.00085,0.00071,0.00083,0.00297,0.00079,0.00085,0.00080,0.00085,-1.48618,0.10914,3.27834,14.825519
0.106,0,0,7.114821,0.975839,6.148689,14.994291,5.075635,15.032760,6.727253,17.130430,4.756411,14.283153,6.775836,11.884424,153.610077,0,81.625015,108.223602,64.710052,8.032188,15.158608,7.998780,14.702195,8.037115,14.192991,8.605179,13.204334,10.018356,14.319075,11.268897,13.491064,11.395827,14.369809,0,0.00084,0.00070,0.00084,0.00308,0.00080,0.00084,0.00080,0.00084,-1.48651,0.11154,3.27788,14.822254
0.107,1,0,7.114658,0.977170,6.150491,15.002251,5.084845,15.059728,6.727172,17.118282,4.755355,14.273943,6.775174,11.874989,152.606018,0,81.788177,108.447769,65.126122,8.048583,15.175226,7.994144,14.702195,8.027205,14.173209,8.598639,13.198091,10.005280,14.321000,11.263731,13.505244,11.388570,14.384830,0,0.00083,0.00069,0.00084,0.00309,0.00080,0.00084,0.00080,0.00083,-1.48755,0.11332,3.27743,14.810406
0.108,0,0,7.114495,0.978501,6.152293,15.010209,5.094054,15.086697,6.727092,17.106134,4.754300,14.264733,6.774512,11.865553,151.601959,0,81.951332,108.671928,65.542191,8.064977,15.191844,7.989509,14.702195,8.017295,14.153428,8.592098,13.191846,9.992204,14.322926,11.258566,13.519425,11.381313,14.399852,0,0.00081,0.00068,0.00084,0.00305,0.00080,0.00085,0.00081,0.00082,-1.49146,0.11301,3.27736,14.798557
0.109,0,0,7.114331,0.979832,6.154094,15.018167,5.103263,15.113666,6.727011,17.093988,4.753244,14.255524,6.773850,11.856117,150.597916,0,82.114494,108.896095,65.958252,8.081370,15.208462,7.984874,14.702195,8.007384,14.133646,8.585558,13.185602,9.979127,14.324851,11.253401,13.533606,11.374056,14.414873,0,0.00080,0.00070,0.00091,0.00306,0.00083,0.00087,0.00079,0.00080,-1.48649,0.11315,3.27728,14.786708
0.110,0,0,7.110107,0.981007,6.155720,15.029776,5.115178,15.155565,6.726683,17.084824,4.752641,14.245500,6.773976,11.849140,150.123001,0,81.670876,108.725983,66.333557,8.106948,15.236819,7.986019,14.702195,8.005257,14.118428,8.584782,13.175076,9.965558,14.329296,11.246050,13.548265,11.364957,14.425934,0,0.00080,0.00071,0.00091,0.00302,0.00089,0.00085,0.00079,0.00078,-1.48614,0.11196,3.27705,14.770409
