"Time","v1 xCoM","47 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m1 R marks","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","42a CoMy (cm)","42 CoMy (cm)","m2 L marks","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.489,,0,7.036586,0.320541,16.032639,4.342210,14.409640,0,18.429752,6.735266,-13.186021,16.507292,16.295794,-0.816377,5.597932,0,0,16.208769,3.848920,6.769738,-7.449324,15.282434,171.130020,0,86.042854,75.321884,41.825378,8.388385,19.359798,8.029943,17.252831,8.035153,16.649189,8.156903,15.910586,9.908476,16.325302,9.870567,14.725759,10.650294,15.556576,0,-0.02000,-0.01358,-0.02164,-0.00046,0.00847,-0.01175,0.00618,0.00317,0.00015,0.11727,3.27625
0.490,,0,7.034773,0.320426,16.026707,4.343584,14.028618,0,18.445354,6.705445,-13.375057,16.493914,15.671315,-0.842502,5.597258,0,0,16.229527,3.850803,6.746772,-7.796575,15.274132,170.820419,0,86.400703,75.199638,41.735233,8.385828,19.363634,8.026525,17.241430,8.032629,16.635504,8.159206,15.899136,9.910529,16.314907,9.870173,14.715423,10.648229,15.544531,0,-0.01648,-0.01572,-0.02043,0.00626,0.00839,-0.01312,0.00560,0.00366,0.00008,0.11373,3.27658
0.491,,0,7.032961,0.320312,16.020775,4.344957,13.647595,0,18.460957,6.675624,-13.564094,16.480536,15.046838,-0.868626,5.596583,0,0,16.250286,3.852687,6.723805,-8.143826,15.265830,170.510818,0,86.758545,75.077400,41.645084,8.383270,19.367470,8.023109,17.230030,8.030106,16.621819,8.161510,15.887684,9.912581,16.304514,9.869780,14.705088,10.646162,15.532486,0,-0.01907,-0.01306,-0.01984,0.00183,0.00900,-0.01260,0.00758,0.00256,-0.00008,0.11385,3.27696
0.492,,0,7.034047,0.320794,16.018000,4.351495,13.040961,0,18.474964,6.851330,-13.730942,16.466600,14.351604,-0.900079,5.595622,0,0,16.264259,3.853871,6.714975,-8.410200,15.256714,170.747910,0,86.030350,75.209190,41.878105,8.380805,19.378244,8.024487,17.223875,8.030005,16.611359,8.157878,15.867640,9.906257,16.295170,9.876943,14.695627,10.645679,15.521955,0,-0.01744,-0.01401,-0.02000,0.00366,0.00870,-0.01199,0.00568,0.00314,0.00015,0.11568,3.27727
0.493,,0,7.035304,0.321311,16.015411,4.358338,12.420944,0,18.488878,7.039228,-13.896474,16.452631,13.652173,-0.931848,5.594644,0,0,16.277832,3.855014,6.706984,-8.671775,15.247549,171.017410,0,85.237724,75.356049,42.130299,8.378345,19.389431,8.026151,17.218031,8.030046,16.601091,8.153893,15.847085,9.899434,16.285889,9.884553,14.686219,10.645289,15.511515,0,-0.01901,-0.01245,-0.02065,0.00473,0.00829,-0.01205,0.00552,0.00336,0.00015,0.11843,3.27758
0.494,,0,7.036561,0.321828,16.012823,4.365182,11.800926,0,18.502792,7.227127,-14.062006,16.438663,12.952743,-0.963618,5.593665,0,0,16.291405,3.856156,6.698993,-8.933351,15.238385,171.286926,0,84.445099,75.502907,42.382488,8.375886,19.400618,8.027814,17.212187,8.030088,16.590824,8.149909,15.826530,9.892612,16.276608,9.892164,14.676811,10.644900,15.501073,0,-0.01721,-0.01474,-0.01718,0.00046,0.00822,-0.01297,0.00659,0.00186,0.00023,0.11542,3.27795
0.495,,0,7.037817,0.322345,16.010235,4.372025,11.180909,0,18.516705,7.415025,-14.227538,16.424694,12.253312,-0.995387,5.592687,0,0,16.304977,3.857299,6.691002,-9.194925,15.229220,171.556442,0,83.652473,75.649765,42.634682,8.373425,19.411804,8.029476,17.206343,8.030130,16.580555,8.145925,15.805976,9.885789,16.267326,9.899775,14.667403,10.644511,15.490632,0,-0.01807,-0.01385,-0.02023,0.00458,0.00833,-0.01288,0.00623,0.00247,0.00008,0.11035,3.27834
0.496,,0,7.038526,0.321685,16.008265,4.381844,10.362814,0,18.527447,7.423857,-14.371483,16.410336,11.835028,-1.013781,5.591491,0,0,16.310537,3.857555,6.674193,-9.354541,15.219243,171.699966,0,83.341660,75.476509,42.711624,8.365556,19.420904,8.031054,17.196531,8.033604,16.566326,8.150109,15.789390,9.887168,16.260889,9.905675,14.661011,10.645710,15.481466,0,-0.01944,-0.01208,-0.02097,0.00244,0.00894,-0.01208,0.00552,0.00409,0.00008,0.11342,3.27813
0.497,,0,7.039202,0.320956,16.006332,4.391839,9.532968,0,18.538000,7.422066,-14.514146,16.395952,11.433421,-1.031382,5.590282,0,0,16.315624,3.857760,6.656862,-9.508107,15.209218,171.836014,0,83.059433,75.284271,42.778172,8.357364,19.429880,8.032628,17.186485,8.037281,16.551861,8.154778,15.773038,9.889033,16.254620,9.911473,14.654797,10.647004,15.472375,0,-0.01953,-0.01266,-0.01845,0.00443,0.00842,-0.01248,0.00583,0.00153,0.00000,0.11559,3.27790
0.498,,0,7.039877,0.320226,16.004398,4.401833,8.703122,0,18.548552,7.420276,-14.656810,16.381569,11.031816,-1.048983,5.589074,0,0,16.320709,3.857964,6.639530,-9.661674,15.199193,171.972061,0,82.777199,75.092026,42.844719,8.349173,19.438858,8.034202,17.176439,8.040957,16.537395,8.159448,15.756687,9.890900,16.248350,9.917273,14.648583,10.648297,15.463284,0,-0.01807,-0.01407,-0.02016,0.00366,0.00883,-0.01254,0.00641,0.00388,0.00031,0.11598,3.27701
0.499,,0,7.040554,0.319497,16.002466,4.411828,7.873277,0,18.559105,7.418485,-14.799474,16.367186,10.630209,-1.066583,5.587866,0,0,16.325796,3.858168,6.622199,-9.815240,15.189168,172.108109,0,82.494972,74.899780,42.911266,8.340981,19.447834,8.035775,17.166393,8.044635,16.522932,8.164117,15.740335,9.892765,16.242081,9.923071,14.642369,10.649590,15.454194,0,-0.01819,-0.01358,-0.01942,-0.00046,0.00848,-0.01218,0.00569,0.00241,0.00015,0.11424,3.27610
