"Time","v1 xCoM","47 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m1 R marks","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","42a CoMy (cm)","42 CoMy (cm)","m2 L marks","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
2.705,,0,7.054745,0.311669,15.636346,3.932882,-10.449799,0,16.874733,5.712204,-10.377631,12.618254,13.320678,-0.493429,4.720738,0,0,16.435595,2.892024,6.256318,-10.223304,14.830532,117.260651,0,124.456253,47.143055,97.624725,8.001863,17.572023,7.863210,12.949335,8.205555,12.858773,8.669744,13.373167,8.250291,15.123562,9.644423,14.338615,10.330199,15.248476,0,-0.01842,-0.01190,-0.02170,0.00443,0.00981,-0.01306,0.00569,0.00299,-0.00008,0.11169,3.27757
2.706,,0,7.053819,0.312679,15.632264,3.931418,-10.465206,0,16.864363,5.713566,-10.328924,12.607801,13.345284,-0.490563,4.720221,0,0,16.448942,2.892729,6.255903,-10.207255,14.820215,118.215660,0,124.402489,47.067806,97.309067,8.001813,17.562819,7.862905,12.945162,8.205103,12.859044,8.669632,13.369015,8.256661,15.120962,9.646853,14.329022,10.331260,15.237997,0,-0.01370,-0.01477,-0.01897,0.00366,0.00961,-0.01334,0.00752,0.00043,0.00008,0.11374,3.27737
2.707,,0,7.052894,0.313690,15.628183,3.929954,-10.480614,0,16.853992,5.714927,-10.280217,12.597350,13.369891,-0.487697,4.719705,0,0,16.462292,2.893433,6.255488,-10.191206,14.809898,119.170677,0,124.348724,46.992561,96.993401,8.001763,17.553616,7.862599,12.940989,8.204651,12.859314,8.669519,13.364863,8.263032,15.118362,9.649283,14.319428,10.332320,15.227517,0,-0.01697,-0.01224,-0.01845,0.00717,0.00807,-0.01456,0.00526,0.00452,-0.00008,0.11552,3.27714
2.708,,0,7.055849,0.315982,15.624844,3.935750,-10.497288,0,16.843439,5.707809,-10.231079,12.587236,13.368615,-0.483173,4.719315,0,0,16.475874,2.894248,6.254572,-10.183523,14.799941,119.937561,0,124.400497,46.966862,96.855019,8.002062,17.541430,7.863325,12.931138,8.204910,12.853979,8.668102,13.356688,8.264980,15.110957,9.649332,14.308749,10.332108,15.216583,0,-0.01816,-0.01266,-0.02428,-0.00061,0.00800,-0.01199,0.00119,0.00037,-0.00008,0.11686,3.27684
2.709,,0,7.059033,0.318351,15.621549,3.941977,-10.514036,0,16.832876,5.700189,-10.181915,12.577144,13.365804,-0.478551,4.718932,0,0,16.489471,2.895068,6.253627,-10.176336,14.790005,120.693275,0,124.458527,46.944099,96.727150,8.002381,17.529064,7.864112,12.920951,8.205212,12.848310,8.666609,13.348273,8.266667,15.103267,9.649239,14.298005,10.331820,15.205623,0,-0.01781,-0.01315,-0.01616,0.00488,0.00912,-0.01291,0.00610,0.00363,-0.00008,0.11310,3.27653
2.710,,0,7.062219,0.320719,15.618254,3.948205,-10.530786,0,16.822311,5.692569,-10.132751,12.567051,13.362992,-0.473929,4.718550,0,0,16.503067,2.895889,6.252682,-10.169148,14.780068,121.448997,0,124.516563,46.921341,96.599281,8.002701,17.516701,7.864900,12.910763,8.205513,12.842643,8.665115,13.339858,8.268353,15.095576,9.649146,14.287261,10.331532,15.194661,0,-0.01740,-0.01385,-0.02080,0.00259,0.00882,-0.01245,0.00536,-0.00778,0.00000,0.10994,3.27659
2.711,,0,7.065404,0.323088,15.614958,3.954432,-10.547535,0,16.811747,5.684948,-10.083588,12.556958,13.360181,-0.469308,4.718167,0,0,16.516665,2.896709,6.251736,-10.161962,14.770132,122.204720,0,124.574593,46.898579,96.471413,8.003020,17.504335,7.865687,12.900575,8.205814,12.836975,8.663622,13.331444,8.270041,15.087887,9.649053,14.276517,10.331244,15.183701,0,-0.01984,-0.01309,-0.02145,0.00244,0.00873,-0.01273,0.00728,0.00412,-0.00023,0.11556,3.27667
2.712,,0,7.062206,0.324780,15.606824,3.953505,-10.554127,0,16.801060,5.688824,-10.061141,12.547333,13.310105,-0.468960,4.717631,0,0,16.529945,2.897808,6.252121,-10.169226,14.760010,122.975182,0,124.297562,46.932018,96.394539,8.000920,17.490446,7.866136,12.894207,8.205048,12.833287,8.663133,13.321902,8.272233,15.078938,9.650479,14.266270,10.331911,15.173195,0,-0.34523,-0.01340,-0.01428,0.00076,0.00716,-0.01184,0.00664,0.00162,-0.00008,0.11762,3.27682
2.713,,0,7.058630,0.326432,15.598402,3.952154,-10.560118,0,16.790363,5.693382,-10.040279,12.537736,13.257226,-0.468865,4.717085,0,0,16.543207,2.898923,6.252584,-10.177346,14.749876,123.746513,0,124.000656,46.968796,96.320702,7.998676,17.476465,7.866565,12.888065,8.204216,12.829717,8.662703,13.312293,8.274455,15.069915,9.651997,14.256052,10.332634,15.162717,0,0.00731,-0.01074,-0.02556,0.00214,0.00810,-0.01443,0.00508,0.00067,-0.00015,0.11614,3.27697
2.714,,0,7.055053,0.328084,15.589980,3.950803,-10.566108,0,16.779669,5.697940,-10.019418,12.528138,13.204347,-0.468771,4.716540,0,0,16.556469,2.900038,6.253048,-10.185468,14.739742,124.517845,0,123.703751,47.005569,96.246857,7.996432,17.462484,7.866994,12.881924,8.203385,12.826146,8.662273,13.302685,8.276678,15.060891,9.653513,14.245834,10.333357,15.152239,0,0.13327,-0.01321,-0.01967,0.00198,0.00816,-0.00757,0.00598,0.00281,0.00008,0.11278,3.27705
2.715,,0,7.051476,0.329736,15.581558,3.949451,-10.572098,0,16.768972,5.702498,-9.998556,12.518541,13.151467,-0.468677,4.715994,0,0,16.569731,2.901153,6.253511,-10.193588,14.729609,125.289177,0,123.406845,47.042343,96.173012,7.994188,17.448503,7.867424,12.875782,8.202555,12.822577,8.661843,13.293076,8.278900,15.051868,9.655030,14.235617,10.334081,15.141761,0,-0.96788,-0.01401,-0.01814,0.00320,0.00766,-0.01724,0.00620,0.00116,0.00000,0.11235,3.27713
2.716,,0,7.052219,0.330623,15.577580,3.951370,-10.558695,0,16.758230,5.704225,-9.997706,12.508510,13.027523,-0.475355,4.715477,0,0,16.583099,2.901591,6.254251,-10.211200,14.719412,126.973434,0,122.775406,47.031944,96.111320,7.994544,17.433775,7.866599,12.870941,8.201617,12.823493,8.662768,13.284481,8.282483,15.043845,9.657224,14.225269,10.338408,15.133088,0,0.71036,-0.01282,-0.02089,0.00275,0.00934,-0.01682,0.00430,0.00339,0.00000,0.11460,3.27742
2.717,,0,7.053217,0.331466,15.573867,3.953483,-10.544142,0,16.747484,5.705782,-9.998045,12.498453,12.899364,-0.482436,4.714961,0,0,16.596474,2.901989,6.255007,-10.229374,14.709211,128.711853,0,122.124123,47.018742,96.050354,7.995053,17.418999,7.865699,12.866179,8.200674,12.824676,8.663773,13.275947,8.286146,15.035881,9.659457,14.214915,10.342950,15.124522,0,-0.14467,-0.01288,-0.01985,0.00366,0.01042,-0.00867,0.00488,0.00409,-0.00008,0.11627,3.27773
2.718,,0,7.054216,0.332309,15.570153,3.955596,-10.529588,0,16.736738,5.707341,-9.998383,12.488396,12.771204,-0.489516,4.714445,0,0,16.609848,2.902387,6.255764,-10.247549,14.699012,130.450256,0,121.472839,47.005543,95.989388,7.995564,17.404224,7.864799,12.861416,8.199731,12.825858,8.664778,13.267412,8.289809,15.027917,9.661691,14.204560,10.347491,15.115956,0,-0.11955,-0.01410,-0.02039,0.00305,0.00919,-0.01883,0.00531,0.00125,0.00000,0.11719,3.27781
2.719,,0,7.055215,0.333151,15.566440,3.957709,-10.515035,0,16.725992,5.708899,-9.998720,12.478339,12.643044,-0.496597,4.713929,0,0,16.623222,2.902786,6.256520,-10.265723,14.688811,132.188675,0,120.821548,46.992344,95.928421,7.996073,17.389450,7.863900,12.856653,8.198787,12.827042,8.665782,13.258878,8.293472,15.019954,9.663924,14.194205,10.352033,15.107390,0,-0.05293,-0.01303,-0.02066,0.00229,0.00899,-0.01300,0.00569,0.00317,0.00015,0.11298,3.27789
2.720,,0,7.054309,0.333188,15.555966,3.955632,-10.490071,0,16.715607,5.708858,-9.992381,12.468230,12.420159,-0.506378,4.713118,0,0,16.636248,2.894781,6.256682,-10.292905,14.678437,132.851471,0,121.138771,46.988766,95.573250,7.994735,17.373634,7.861866,12.847862,8.196626,12.822276,8.661345,13.252299,8.298146,15.015201,9.664208,14.182339,10.352646,15.097827,0,-0.15395,-0.01367,-0.01851,0.00366,0.00975,-0.01224,0.00932,0.00220,-0.00008,0.11080,3.27745
2.721,,0,7.053291,0.333176,15.545092,3.953306,-10.464492,0,16.705244,5.708722,-9.985645,12.458118,12.191654,-0.516320,4.712289,0,0,16.649250,2.886279,6.256810,-10.320621,14.668054,133.450470,0,121.513451,46.985756,95.200623,7.993287,17.357756,7.859766,12.838833,8.194392,12.817159,8.656587,13.245837,8.302881,15.010637,9.664376,14.170383,10.353026,15.088204,0,-5.00000,-0.01324,-0.01930,0.00458,0.01120,-0.01163,0.01012,-0.00082,0.00008,0.11647,3.27700
2.722,,0,7.052273,0.333165,15.534217,3.950980,-10.438911,0,16.694881,5.708586,-9.978910,12.448008,11.963150,-0.526261,4.711461,0,0,16.662254,2.877776,6.256937,-10.348337,14.657670,134.049469,0,121.888123,46.982750,94.827988,7.991839,17.341879,7.857666,12.829803,8.192159,12.812041,8.651828,13.239375,8.307615,15.006075,9.664545,14.158427,10.353407,15.078582,0,2.71425,-0.01260,-0.02496,-0.00015,0.00826,-0.01340,0.00597,0.00330,-0.00015,0.11777,3.27727
2.723,,0,7.051255,0.333154,15.523343,3.948653,-10.413331,0,16.684519,5.708450,-9.972176,12.437896,11.734646,-0.536203,4.710632,0,0,16.675257,2.869273,6.257064,-10.376053,14.647286,134.648468,0,122.262802,46.979740,94.455360,7.990391,17.326000,7.855565,12.820774,8.189925,12.806924,8.647069,13.232913,8.312349,15.001513,9.664713,14.146471,10.353787,15.068959,0,-0.21274,-0.01486,-0.02049,0.00565,0.00900,-0.01178,0.00571,0.00504,-0.00015,0.11573,3.27758
2.724,,0,7.050092,0.334901,15.520254,3.947438,-10.387564,0,16.674196,5.707743,-9.942703,12.427752,11.443329,-0.542574,4.709735,0,0,16.686674,2.870413,6.255579,-10.401421,14.636916,135.405762,0,122.258705,46.989109,94.208191,7.992472,17.318964,7.856780,12.815300,8.191291,12.804788,8.648661,13.228244,8.319557,14.997878,9.669330,14.138779,10.357440,15.062489,0,0.17950,-0.01376,-0.02165,0.01068,0.00850,-0.01270,0.00604,0.00067,0.00015,0.11208,3.27744
2.725,,0,7.048920,0.336752,15.517627,3.946289,-10.361784,0,16.663876,5.707002,-9.911882,12.417607,11.148286,-0.548733,4.708834,0,0,16.697998,2.872124,6.253999,-10.426648,14.626546,136.172455,0,122.232140,46.999210,93.968460,7.994762,17.312450,7.858192,12.810037,8.192870,12.802828,8.650628,13.223681,8.326911,14.994300,9.674211,14.131339,10.361287,15.056206,0,-0.93512,-0.01346,-0.01872,-0.00076,0.00891,-0.01382,0.00455,0.00470,0.00015,0.11236,3.27729
2.726,,0,7.047748,0.338603,15.515000,3.945140,-10.336005,0,16.653555,5.706261,-9.881063,12.407462,10.853243,-0.554892,4.707933,0,0,16.709322,2.873835,6.252419,-10.451876,14.616177,136.939148,0,122.205582,47.009312,93.728729,7.997052,17.305939,7.859604,12.804772,8.194449,12.800867,8.652596,13.219118,8.334266,14.990721,9.679091,14.123900,10.365133,15.049922,0,0.97775,-0.01346,-0.02319,0.00320,0.00894,-0.01208,0.00548,0.00009,0.00008,0.11498,3.27699
2.727,,0,7.046576,0.340454,15.512373,3.943990,-10.310226,0,16.643234,5.705520,-9.850242,12.397318,10.558200,-0.561051,4.707032,0,0,16.720646,2.875547,6.250838,-10.477104,14.605807,137.705841,0,122.179016,47.019413,93.488998,7.999342,17.299425,7.861016,12.799509,8.196028,12.798907,8.654563,13.214556,8.341619,14.987142,9.683971,14.116461,10.368980,15.043639,0,0.03999,-0.01349,-0.02258,-0.00168,0.00835,-0.01312,0.00493,0.00397,0.00000,0.11670,3.27668
2.728,,0,7.045556,0.339704,15.504188,3.939124,-10.291968,0,16.632982,5.707955,-9.781164,12.387403,10.254858,-0.554025,4.706243,0,0,16.730463,2.866193,6.249206,-10.504597,14.595309,135.400940,0,123.447235,46.985313,93.102371,8.001901,17.290421,7.860845,12.790577,8.199547,12.781991,8.653090,13.208168,8.348246,14.982110,9.686037,14.104552,10.369209,15.032323,0,0.23215,-0.01273,-0.02000,0.00854,0.00832,-0.01285,0.00533,0.00113,-0.00015,0.11710,3.27697
2.729,,0,7.044546,0.338801,15.495671,3.934037,-10.274156,0,16.622734,5.710579,-9.709818,12.377501,9.951023,-0.546217,4.705459,0,0,16.740192,2.856182,6.247571,-10.532223,14.584803,132.913834,0,124.792259,46.948593,92.707031,8.004475,17.281267,7.860581,12.781427,8.203180,12.764187,8.651414,13.201673,8.354829,14.976992,9.687936,14.092379,10.369223,15.020709,0,0.15057,-0.01199,-0.02670,0.00137,0.00871,-0.01266,0.00505,0.00256,-0.00023,0.11251,3.27727
2.730,,0,7.043535,0.337897,15.487156,3.928950,-10.256344,0,16.612486,5.713203,-9.638471,12.367599,9.647188,-0.538409,4.704676,0,0,16.749922,2.846172,6.245936,-10.559850,14.574297,130.426727,0,126.137283,46.911873,92.311699,8.007049,17.272114,7.860316,12.772278,8.206814,12.746384,8.649737,13.195177,8.361412,14.971873,9.689834,14.080206,10.369237,15.009094,0,0.65608,-0.01190,-0.01895,0.00259,0.00882,-0.01126,0.00554,0.00150,0.00023,0.11165,3.27743
2.731,,0,7.042525,0.336993,15.478640,3.923864,-10.238532,0,16.602238,5.715827,-9.567123,12.357697,9.343353,-0.530601,4.703893,0,0,16.759649,2.836161,6.244301,-10.587477,14.563791,127.939613,0,127.482307,46.875153,91.916359,8.009623,17.262960,7.860052,12.763127,8.210448,12.728580,8.648060,13.188681,8.367994,14.966756,9.691732,14.068032,10.369250,14.997479,0,0.21060,-0.01456,-0.02278,0.01663,0.00841,-0.01450,0.00558,0.00504,0.00000,0.11701,3.27758
2.732,,0,7.042562,0.335233,15.476174,3.925896,-10.229292,0,16.592026,5.718109,-9.469824,12.348290,9.085798,-0.509539,4.703264,0,0,16.767948,2.836547,6.245749,-10.609542,14.553079,128.969238,0,127.448372,46.764004,91.918129,8.006458,17.249462,7.861247,12.750522,8.209723,12.722117,8.649937,13.184304,8.369967,14.962398,9.691907,14.061039,10.371169,14.988929,0,0.28227,-0.01407,-0.02103,-0.00305,0.00812,-0.01337,0.00674,0.00504,-0.00008,0.11750,3.27795
2.733,,0,7.042662,0.333423,15.474069,3.928350,-10.220559,0,16.581818,5.720369,-9.370984,12.338913,8.830988,-0.487692,4.702644,0,0,16.776159,2.837549,6.247380,-10.631278,14.542354,130.207474,0,127.332634,46.648438,91.943459,8.002953,17.235706,7.862528,12.737711,8.208740,12.716327,8.652024,13.180054,8.371664,14.958086,9.691980,14.054353,10.373201,14.980559,0,0.29456,-0.01300,-0.01999,0.00397,0.00883,-0.01318,0.00482,0.00247,0.00000,0.11499,3.27834
2.734,,0,7.042761,0.331613,15.471962,3.930805,-10.211827,0,16.571608,5.722630,-9.272145,12.329535,8.576179,-0.465844,4.702024,0,0,16.784372,2.838552,6.249012,-10.653013,14.531629,131.445709,0,127.216888,46.532871,91.968781,7.999448,17.221951,7.863809,12.724900,8.207757,12.710537,8.654112,13.175802,8.373363,14.953773,9.692053,14.047667,10.375234,14.972190,0,0.12102,-0.01358,-0.01425,0.00443,0.00937,-0.01276,0.00528,0.00525,0.00031,0.11150,3.27769
2.735,,0,7.042861,0.329802,15.469856,3.933260,-10.203095,0,16.561399,5.724891,-9.173306,12.320159,8.321369,-0.443997,4.701404,0,0,16.792585,2.839555,6.250642,-10.674749,14.520904,132.683945,0,127.101151,46.417305,91.994110,7.995943,17.208195,7.865090,12.712090,8.206775,12.704746,8.656199,13.171552,8.375060,14.949461,9.692126,14.040980,10.377266,14.963820,0,-0.12248,-0.01434,-0.02072,0.00214,0.00903,-0.01108,0.00461,0.00125,0.00008,0.11286,3.27700
2.736,,0,7.042259,0.330714,15.467753,3.931637,-10.197589,0,16.551285,5.729805,-9.029242,12.311131,8.145351,-0.408396,4.701001,0,0,16.800159,2.844913,6.249494,-10.691435,14.510204,130.202957,0,128.202484,46.362255,91.930069,7.997388,17.188931,7.867668,12.707211,8.214375,12.690367,8.656861,13.166704,8.378502,14.945045,9.693259,14.033251,10.379813,14.955285,0,-3.21739,-0.01376,-0.02034,0.00412,0.00914,-0.01126,0.00935,-0.00946,-0.00008,0.11521,3.27676
2.737,,0,7.041615,0.331787,15.465652,3.929772,-10.192275,0,16.541174,5.734877,-8.882495,12.302123,7.974008,-0.371980,4.700611,0,0,16.807695,2.850529,6.248179,-10.707822,14.499506,127.501328,0,129.376022,46.310799,91.860725,7.999128,17.169338,7.870322,12.702803,8.222486,12.675477,8.657439,13.161822,8.382048,14.940621,9.694455,14.025460,10.382392,14.946740,0,0.97890,-0.01276,-0.01982,0.00290,0.00946,-0.01260,0.00487,-0.00006,0.00008,0.11622,3.27653
2.738,,0,7.040970,0.332860,15.463550,3.927907,-10.186960,0,16.531065,5.739948,-8.735748,12.293116,7.802664,-0.335565,4.700221,0,0,16.815231,2.856145,6.246866,-10.724208,14.488809,124.799713,0,130.549545,46.259342,91.791389,8.000867,17.149748,7.872976,12.698394,8.230597,12.660587,8.658017,13.156940,8.385592,14.936198,9.695652,14.017670,10.384970,14.938194,0,-0.31482,-0.01221,-0.01866,0.00275,0.00900,-0.01212,0.00584,0.00879,-0.00015,0.11623,3.27689
2.739,,0,7.040326,0.333932,15.461447,3.926043,-10.181645,0,16.520956,5.745019,-8.589002,12.284108,7.631321,-0.299149,4.699831,0,0,16.822769,2.861762,6.245552,-10.740595,14.478110,122.098091,0,131.723083,46.207882,91.722046,8.002606,17.130156,7.875630,12.693986,8.238707,12.645698,8.658595,13.152059,8.389138,14.931775,9.696848,14.009879,10.387548,14.929649,0,-1.11687,-0.01279,-0.02087,0.00336,0.00850,-0.01358,0.00624,0.00168,0.00015,0.11159,3.27727
2.740,,0,7.040754,0.333600,15.454070,3.922960,-10.175740,0,16.510708,5.749304,-8.404819,12.275576,7.531323,-0.252187,4.699557,0,0,16.830147,2.864082,6.247323,-10.748128,14.467262,103.258148,0,131.875732,46.302708,91.759186,7.999228,17.119141,7.905468,13.712673,8.236282,12.639337,8.657417,13.147364,8.392379,14.927727,9.699327,14.004752,10.388624,14.919874,0,0.29384,-0.01492,-0.01788,0.01434,0.00903,-0.00650,0.00496,0.00360,0.00008,0.11189,3.27721
2.741,,0,7.041245,0.333185,15.446380,3.919805,-10.169799,0,16.500452,5.753541,-8.218415,12.267072,7.435559,-0.204600,4.699290,0,0,16.837515,2.866206,6.249277,-10.755136,14.456406,83.460846,0,131.967804,46.406212,91.802643,7.995546,17.108633,7.936918,14.792052,8.233233,12.633481,8.656135,13.142679,8.395601,14.923701,9.701880,13.999782,10.389610,14.910028,0,3.38029,-0.01343,-0.02238,-0.00153,0.00929,-0.01688,0.00427,0.00040,0.00053,0.11760,3.27713
2.742,,0,7.041737,0.332770,15.438689,3.916649,-10.163858,0,16.490196,5.757778,-8.032012,12.258568,7.339794,-0.157014,4.699023,0,0,16.844883,2.868331,6.251232,-10.762145,14.445549,63.663548,0,132.059891,46.509712,91.846092,7.991865,17.098125,7.968368,15.871431,8.230184,12.627625,8.654853,13.137996,8.398824,14.919676,9.704435,13.994812,10.390597,14.900180,0,0.06630,-0.01233,-0.01753,0.00076,0.00914,-0.01169,0.00581,0.00092,0.00038,0.11776,3.27742
2.743,,0,7.042228,0.332354,15.431000,3.913494,-10.157918,0,16.479940,5.762015,-7.845608,12.250063,7.244029,-0.109427,4.698755,0,0,16.852253,2.870455,6.253186,-10.769154,14.434692,43.866249,0,132.151962,46.613216,91.889549,7.988183,17.087618,7.999817,16.950809,8.227135,12.621770,8.653570,13.133311,8.402046,14.915649,9.706990,13.989842,10.391583,14.890332,0,0.42178,-0.01315,-0.02240,0.00366,0.00873,-0.01218,0.00526,0.00775,-0.00008,0.11481,3.27773
2.744,,0,7.042522,0.333443,15.426879,3.913225,-10.148602,0,16.469788,5.771571,-7.627029,12.242127,7.220426,-0.056337,4.698622,0,0,16.859198,2.874374,6.252113,-10.765632,14.423938,42.822510,0,132.352707,46.445164,91.463020,7.987743,17.077091,8.001040,17.005606,8.225401,12.621971,8.652147,13.132492,8.409278,14.915967,9.706852,13.980123,10.394425,14.883888,0,-0.98177,-0.01312,-0.01558,0.00427,0.00748,-0.01172,0.00728,0.00433,-0.00008,0.11151,3.27789
2.745,,0,7.042804,0.334620,15.422971,3.913128,-10.139084,0,16.459641,5.781442,-7.406542,12.234225,7.201105,-0.002922,4.698497,0,0,16.866117,2.878400,6.250862,-10.761484,14.413190,42.891270,0,132.559906,46.261002,91.008614,7.987495,17.066565,8.000468,16.999620,8.223744,12.622532,8.650716,13.131903,8.416748,14.916541,9.706554,13.970121,10.397378,14.877646,0,-0.26532,-0.01157,-0.02034,0.00305,0.00853,-0.01273,0.00569,0.00385,-0.00008,0.11334,3.27804
2.746,,0,7.043087,0.335798,15.419063,3.913031,-10.129567,0,16.449493,5.791313,-7.186054,12.226322,7.181783,0.050494,4.698372,0,0,16.873037,2.882426,6.249609,-10.757337,14.402442,42.960030,0,132.767090,46.076839,90.554207,7.987248,17.056036,7.999897,16.993635,8.222089,12.623092,8.649284,13.131312,8.424218,14.917116,9.706257,13.960120,10.400330,14.871405,0,0.12857,-0.01242,-0.01901,0.00351,0.00800,-0.01300,0.00519,0.00473,0.00000,0.11552,3.27783
2.747,,0,7.043369,0.336976,15.415154,3.912934,-10.120050,0,16.439346,5.801184,-6.965567,12.218420,7.162461,0.103910,4.698247,0,0,16.879957,2.886452,6.248357,-10.753189,14.391694,43.028793,0,132.974289,45.892677,90.099792,7.987000,17.045507,7.999326,16.987650,8.220432,12.623652,8.647853,13.130723,8.431688,14.917690,9.705959,13.950118,10.403282,14.865163,0,0.50398,-0.01154,-0.01976,-0.00412,0.00787,-0.01077,0.00557,0.00024,0.00008,0.11618,3.27760
2.748,,0,7.042521,0.336439,15.412448,3.912971,-10.111875,0,16.429224,5.808403,-6.687321,12.212338,7.217411,0.156542,4.698375,0,0,16.886719,2.888760,6.245152,-10.751611,14.380914,73.333427,0,102.441887,45.858383,89.969795,7.988527,17.038378,8.001493,16.980988,8.173265,13.551701,8.647943,13.124766,8.433264,14.911918,9.706158,13.942518,10.404772,14.860869,0,-0.46571,-0.01480,-0.01871,0.00092,0.00969,-0.01205,0.00597,0.00485,0.00008,0.11574,3.27773
2.749,,0,7.041607,0.335800,15.409813,3.913015,-10.103778,0,16.419106,5.815464,-6.405650,12.206365,7.276768,0.209128,4.698517,0,0,16.893471,2.890965,6.241832,-10.750185,14.370131,105.431717,0,70.085960,45.832977,89.859032,7.990160,17.031448,8.003821,16.974285,8.123396,14.534769,8.648123,13.118492,8.434490,14.905769,9.706385,13.935061,10.406175,14.856692,0,0.13939,-0.01407,-0.02258,0.00351,0.00847,-0.01349,0.00497,0.00073,0.00015,0.11109,3.27789
2.750,,0,7.040692,0.335162,15.407177,3.913059,-10.095682,0,16.408985,5.822526,-6.123978,12.200392,7.336124,0.261715,4.698659,0,0,16.900223,2.893171,6.238512,-10.748759,14.359349,137.530014,0,37.730026,45.807571,89.748276,7.991792,17.024519,8.006151,16.967583,8.073528,15.517838,8.648303,13.112218,8.435716,14.899620,9.706612,13.927604,10.407578,14.852515,0,1.58722,-0.01395,-0.01674,0.01190,0.00955,-0.01303,0.00452,0.00378,-0.00008,0.11164,3.27753
2.751,,0,7.039778,0.334524,15.404542,3.913104,-10.087585,0,16.398865,5.829588,-5.842307,12.194418,7.395480,0.314301,4.698801,0,0,16.906975,2.895377,6.235191,-10.747334,14.348567,169.628296,0,5.374096,45.782166,89.637520,7.993424,17.017590,8.008480,16.960880,8.023660,16.500906,8.648482,13.105944,8.436941,14.893471,9.706840,13.920147,10.408981,14.848337,0,0.02968,-0.01410,-0.02060,0.00000,0.01012,-0.01242,0.00545,0.00296,0.00008,0.11720,3.27715
2.752,,0,7.039155,0.336692,15.402646,3.914545,-10.075982,0,16.388845,5.837256,-5.468883,12.188926,7.508140,0.357802,4.699193,0,0,16.914158,2.895458,6.235345,-10.745167,14.337830,171.651886,0,3.586753,45.745682,89.674225,7.994398,17.003992,8.009436,16.948162,8.023166,16.546183,8.649694,13.101619,8.438999,14.889245,9.707814,13.914514,10.411356,14.841183,0,-0.51329,-0.01398,-0.01656,-0.00244,0.00890,-0.01117,0.00548,0.00006,0.00000,0.11731,3.27750
2.753,,0,7.038551,0.339028,15.400795,3.916068,-10.064171,0,16.378830,5.844960,-5.090015,12.183463,7.623961,0.400765,4.699601,0,0,16.921368,2.895414,6.235704,-10.742957,14.327094,171.891388,0,3.612805,45.708546,89.719673,7.995332,16.990000,8.010309,16.935087,8.025599,16.535828,8.650968,13.097409,8.441108,14.885133,9.708834,13.908988,10.413789,14.833851,0,0.07381,-0.01309,-0.02422,0.02258,0.00946,-0.01572,0.00673,0.01172,0.00008,0.11438,3.27788
2.754,,0,7.037946,0.341363,15.398943,3.917592,-10.052359,0,16.368816,5.852664,-4.711148,12.177999,7.739783,0.443727,4.700008,0,0,16.928577,2.895369,6.236064,-10.740746,14.316360,172.130875,0,3.638857,45.671406,89.765121,7.996267,16.976006,8.011183,16.922014,8.028034,16.525473,8.652241,13.093200,8.443215,14.881021,9.709852,13.903462,10.416222,14.826520,0,0.04553,-0.01199,-0.02000,-0.00290,0.00809,-0.00845,0.00531,-0.00476,-0.00008,0.11117,3.27753
2.755,,0,7.037341,0.343698,15.397092,3.919115,-10.040547,0,16.358801,5.860367,-4.332281,12.172537,7.855605,0.486690,4.700416,0,0,16.935785,2.895324,6.236423,-10.738537,14.305624,172.370377,0,3.664908,45.634266,89.810570,7.997201,16.962013,8.012056,16.908939,8.030468,16.515118,8.653514,13.088990,8.445323,14.876909,9.710872,13.897937,10.418654,14.819189,0,0.87567,-0.01205,-0.01965,0.01221,0.00839,-0.01785,0.00569,0.00790,0.00000,0.11334,3.27715
2.756,,0,7.038213,0.343257,15.392936,3.916288,-10.031849,0,16.348816,5.865747,-3.844833,12.167635,7.985672,0.523744,4.700945,0,0,16.943958,2.884254,6.237113,-10.744682,14.295052,171.743835,0,3.806982,45.749424,89.706329,7.996991,16.946211,8.014480,16.891205,8.028660,16.504993,8.652057,13.081108,8.447917,14.869479,9.713217,13.890184,10.418911,14.811689,0,1.07773,-0.01410,-0.02357,0.01160,0.00972,-0.01300,0.00592,0.00226,0.00000,0.11590,3.27764
2.757,,0,7.039172,0.342651,15.388643,3.913202,-10.023335,0,16.338833,5.870990,-3.350945,12.162766,8.116583,0.560448,4.701481,0,0,16.952187,2.872530,6.237822,-10.751323,14.284488,171.065918,0,3.955937,45.873619,89.593208,7.996711,16.930304,8.016995,16.873194,8.026600,16.494883,8.650438,13.073008,8.450541,14.861853,9.715640,13.882299,10.419039,14.804179,0,-0.45035,-0.01340,-0.01910,0.00275,0.00922,-0.01144,0.00578,0.00092,0.00008,0.11648,3.27818
