"Time","17 Hipy (cm)","25 toey (cm)"
0.827,9.750096,8.115229
0.828,9.749656,8.118677
0.829,9.749209,8.121427
0.830,9.748750,8.122689
0.831,9.748290,8.123953
0.832,9.747830,8.125216
0.833,9.748292,8.126717
0.834,9.750711,8.128721
0.835,9.753130,8.130726
0.836,9.755549,8.132730
0.837,9.757541,8.133978
0.838,9.758621,8.133618
0.839,9.759702,8.133259
0.840,9.760782,8.132899
0.841,9.761475,8.133482
0.842,9.761341,8.136067
0.843,9.761208,8.138652
0.844,9.761073,8.141237
0.845,9.760541,8.143732
0.846,9.759163,8.146036
0.847,9.757784,8.148341
0.848,9.756406,8.150645
0.849,9.755654,8.153070
0.850,9.756237,8.155754
0.851,9.756819,8.158437
0.852,9.757401,8.161120
0.853,9.758528,8.163702
0.854,9.760810,8.166069
0.855,9.763092,8.168436
0.856,9.765375,8.170803
0.857,9.768153,8.173521
0.858,9.771986,8.176985
0.859,9.775819,8.180449
0.860,9.779652,8.183911
0.861,9.783228,8.186466
0.862,9.786259,8.187089
0.863,9.789289,8.187711
0.864,9.792320,8.188334
0.865,9.795922,8.187931
0.866,9.800736,8.185350
0.867,9.805552,8.182771
0.868,9.810367,8.180190
0.869,9.815892,8.179801
0.870,9.822928,8.184070
0.871,9.829966,8.188337
0.872,9.837002,8.192606
0.873,9.843892,8.196486
0.874,9.850473,8.199545
0.875,9.857055,8.202602
0.876,9.863635,8.205661
0.877,9.870003,8.208444
0.878,9.875915,8.210645
0.879,9.881826,8.212846
0.880,9.887738,8.215047
0.881,9.892808,8.216715
0.882,9.896091,8.217253
0.883,9.899372,8.217790
0.884,9.902655,8.218328
0.885,9.906264,8.219213
0.886,9.910572,8.220837
0.887,9.914880,8.222461
0.888,9.919188,8.224085
0.889,9.924651,8.226569
0.890,9.932570,8.230882
0.891,9.940489,8.235193
0.892,9.948407,8.239506
0.893,9.954271,8.242178
0.894,9.955772,8.241364
0.895,9.957273,8.240550
0.896,9.958773,8.239736
0.897,9.960402,8.239423
0.898,9.962304,8.240174
0.899,9.964206,8.240926
0.900,9.966108,8.241676
0.901,9.967538,8.242532
0.902,9.967964,8.243609
0.903,9.968390,8.244686
0.904,9.968817,8.245764
0.905,9.970088,8.246215
0.906,9.973153,8.245335
0.907,9.976218,8.244455
0.908,9.979283,8.243575
0.909,9.981920,8.242905
0.910,9.983644,8.242679
0.911,9.985369,8.242453
0.912,9.987093,8.242226
0.913,9.989207,8.242071
0.914,9.992150,8.242070
0.915,9.995093,8.242068
0.916,9.998036,8.242066
0.917,10.000484,8.241906
0.918,10.001875,8.241406
0.919,10.003265,8.240908
0.920,10.004657,8.240409
0.921,10.006265,8.240036
0.922,10.008331,8.239930
0.923,10.010399,8.239824
0.924,10.012465,8.239718
0.925,10.014563,8.239931
0.926,10.016724,8.240820
0.927,10.018885,8.241708
0.928,10.021046,8.242597
0.929,10.022474,8.244050
0.930,10.022346,8.246705
0.931,10.022219,8.249360
0.932,10.022091,8.252015
0.933,10.022358,8.253455
0.934,10.023465,8.252313
0.935,10.024571,8.251170
0.936,10.025678,8.250028
0.937,10.026111,8.249314
0.938,10.025114,8.249514
0.939,10.024117,8.249713
0.940,10.023120,8.249913
0.941,10.022408,8.249043
0.942,10.022305,8.245899
0.943,10.022202,8.242756
0.944,10.022099,8.239612
0.945,10.022124,8.236994
0.946,10.022425,8.235492
0.947,10.022726,8.233989
0.948,10.023026,8.232487
0.949,10.023263,8.231408
0.950,10.023361,8.231228
0.951,10.023459,8.231048
0.952,10.023558,8.230867
0.953,10.023002,8.230335
0.954,10.021055,8.229053
0.955,10.019108,8.227770
0.956,10.017161,8.226487
0.957,10.015180,8.226065
0.958,10.013124,8.227467
0.959,10.011066,8.228869
0.960,10.009010,8.230271
0.961,10.007041,8.231922
0.962,10.005254,8.234099
0.963,10.003468,8.236277
0.964,10.001681,8.238454
0.965,10.001040,8.239662
0.966,10.002831,8.238812
0.967,10.004623,8.237963
0.968,10.006414,8.237114
0.969,10.008522,8.236212
0.970,10.011298,8.235200
0.971,10.014075,8.234187
0.972,10.016851,8.233175
0.973,10.019830,8.232673
0.974,10.023234,8.233253
0.975,10.026640,8.233834
0.976,10.030046,8.234416
0.977,10.033152,8.234814
0.978,10.035621,8.234821
0.979,10.038090,8.234830
0.980,10.040559,8.234838
0.981,10.042493,8.234880
0.982,10.043287,8.234995
0.983,10.044083,8.235110
0.984,10.044877,8.235225
0.985,10.047090,8.236837
0.986,10.052316,8.241633
0.987,10.057541,8.246429
0.988,10.062767,8.251225
0.989,10.066700,8.256021
0.990,10.067884,8.260818
0.991,10.069069,8.265614
