"Time","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
4.743,0,0,0,0,7.061781,0.351699,5.658984,16.706837,4.812194,-6.265667,16.792593,5.955593,16.366167,-3.747987,18.907455,-9.295152,15.382518,6.571729,4.757909,6.757063,174.255569,0,42.805298,65.057961,34.559608,8.060198,17.327030,8.661788,16.864332,8.500384,16.337709,8.365662,15.662723,9.742620,16.659708,10.008898,15.285265,10.451269,16.298038,0,-0.01872,-0.01426,-0.02061,0.00471,0.00739,-0.01155,0.00532,0.00357,-1.49777,0.12010,3.27802
4.744,0,0,0,0,7.059700,0.351156,5.664249,16.705215,4.812729,-6.106986,16.787003,5.698847,16.371473,-4.195365,18.901594,-9.308543,15.373284,6.585247,4.758862,6.755080,175.516495,0,43.564838,65.266289,34.704533,8.057156,17.317949,8.634744,16.864622,8.491682,16.340734,8.363774,15.665619,9.744118,16.657864,10.010682,15.283475,10.454752,16.293770,0,-0.01769,-0.01395,-0.01919,0.00325,0.00865,-0.01478,0.00489,0.00234,-1.49612,0.11888,3.27776
4.745,0,0,0,0,7.057406,0.350484,5.669564,16.703680,4.813269,-5.955828,16.781418,5.444196,16.376694,-4.646583,18.895096,-9.322178,15.364066,6.600450,4.759336,6.753048,176.896606,0,44.291222,65.486099,34.854565,8.053855,17.309414,8.607554,16.865324,8.483302,16.343534,8.361812,15.668664,9.745637,16.656025,10.012626,15.281719,10.458266,16.289276,0,-0.01738,-0.01345,-0.02125,0.00209,0.00861,-0.01207,0.00445,0.00184,-1.49837,0.11744,3.27745
4.746,0,0,0,0,7.055113,0.349811,5.674879,16.702145,4.813808,-5.804671,16.775833,5.189545,16.381912,-5.097800,18.888597,-9.335813,15.354849,6.615653,4.759811,6.751017,178.276718,0,45.017605,65.705917,35.004597,8.050555,17.300877,8.580366,16.866026,8.474921,16.346334,8.359849,15.671708,9.747156,16.654188,10.014569,15.279964,10.461780,16.284782,0,-0.01732,-0.01263,-0.02079,0.00277,0.00935,-0.01096,0.00606,0.00140,-1.49760,0.11931,3.27736
4.747,0,0,0,0,7.052819,0.349139,5.680193,16.700607,4.814348,-5.653513,16.770248,4.934894,16.387131,-5.549016,18.882099,-9.349447,15.345631,6.630855,4.760285,6.748985,179.656815,0,45.743992,65.925728,35.154629,8.047256,17.292339,8.553177,16.866728,8.466540,16.349136,8.357886,15.674753,9.748675,16.652349,10.016513,15.278209,10.465294,16.280289,0,-0.01688,-0.01357,-0.02176,0.00294,0.00968,-0.01282,0.00488,0.00275,-1.49673,0.11982,3.27729
4.748,0,0,0,0,7.054450,0.345924,5.683794,16.698601,4.817885,-5.671690,16.764860,4.669632,16.391747,-5.760170,18.874657,-9.373876,15.336208,6.629168,4.763140,6.751563,179.656265,0,46.267029,66.283707,35.384548,8.047342,17.286640,8.538201,16.868340,8.457503,16.356428,8.350960,15.677957,9.746771,16.648254,10.016032,15.274394,10.466836,16.273058,0,-0.01819,-0.01373,-0.02008,0.00178,0.00841,-0.01245,0.00505,0.00190,-1.49715,0.11785,3.27728
4.749,0,0,0,0,7.056422,0.342488,5.687245,16.696554,4.821683,-5.704592,16.759487,4.403448,16.396311,-5.950448,18.867134,-9.399242,15.326768,6.626011,4.766201,6.754542,179.535645,0,46.772388,66.653694,35.621414,8.047725,17.281189,8.524288,16.870033,8.448409,16.364113,8.343603,15.681173,9.744569,16.643963,10.015341,15.270401,10.468206,16.265587,0,-0.01689,-0.01334,-0.02064,0.00314,0.00763,-0.01411,0.00627,0.00215,-1.49735,0.11705,3.27728
4.750,0,0,0,0,7.058394,0.339052,5.690696,16.694506,4.825482,-5.737494,16.754114,4.137264,16.400873,-6.140726,18.859612,-9.424609,15.317327,6.622855,4.769262,6.757521,179.415039,0,47.277744,67.023689,35.858280,8.048106,17.275738,8.510375,16.871725,8.439315,16.371798,8.336246,15.684391,9.742367,16.639671,10.014649,15.266407,10.469577,16.258118,0,-0.01682,-0.01288,-0.02024,0.00307,0.00780,-0.01282,0.00586,0.00160,-1.49864,0.11764,3.27700
4.751,0,0,0,0,7.060366,0.335617,5.694148,16.692459,4.829280,-5.770396,16.748741,3.871079,16.405437,-6.331004,18.852089,-9.449976,15.307887,6.619699,4.772324,6.760499,179.294418,0,47.783104,67.393677,36.095150,8.048489,17.270287,8.496462,16.873417,8.430221,16.379482,8.328888,15.687608,9.740166,16.635380,10.013958,15.262413,10.470947,16.250647,0,-0.01833,-0.01273,-0.02070,0.00080,0.00946,-0.01309,0.00515,0.00357,-1.49810,0.11603,3.27669
4.752,0,0,0,0,7.057898,0.335327,5.698980,16.688931,4.831560,-5.781646,16.742653,3.563612,16.409103,-6.465824,18.844147,-9.479405,15.298556,6.613621,4.770571,6.761009,178.093277,0,47.808781,67.573425,36.583717,8.050708,17.265614,8.475973,16.867458,8.421407,16.375292,8.320919,15.678895,9.730633,16.628983,10.010976,15.257391,10.469722,16.239861,0,-0.01758,-0.01295,-0.01974,0.00494,0.00796,-0.01321,0.00599,0.00294,-1.49897,0.11357,3.27710
4.753,0,0,0,0,7.055042,0.335311,5.703934,16.685274,4.833708,-5.791014,16.736502,3.252556,16.412691,-6.595821,18.836168,-9.509188,15.289235,6.607290,4.768401,6.761303,176.798172,0,47.792747,67.736633,37.094170,8.053087,17.261011,8.454913,16.860836,8.412617,16.370070,8.312897,15.669146,9.720463,16.622402,10.007793,15.252279,10.468271,16.228786,0,-0.01681,-0.01401,-0.02069,0.00323,0.00905,-0.01273,0.00559,0.00264,-1.49994,0.11308,3.27756
4.754,0,0,0,0,7.052187,0.335295,5.708887,16.681618,4.835856,-5.800382,16.730352,2.941499,16.416281,-6.725819,18.828190,-9.538970,15.279914,6.600958,4.766230,6.761598,175.503052,0,47.776714,67.899834,37.604622,8.055467,17.256407,8.433852,16.854212,8.403827,16.364845,8.304874,15.659395,9.710293,16.615822,10.004612,15.247168,10.466820,16.217712,0,-0.01839,-0.01297,-0.02019,0.00382,0.00776,-0.01151,0.00775,0.00234,-1.49774,0.11279,3.27687
4.755,0,0,0,0,7.049332,0.335278,5.713840,16.677959,4.838005,-5.809750,16.724201,2.630442,16.419868,-6.855817,18.820211,-9.568752,15.270593,6.594627,4.764059,6.761892,174.207947,0,47.760681,68.063042,38.115078,8.057846,17.251802,8.412792,16.847589,8.395037,16.359623,8.296852,15.649646,9.700123,16.609241,10.001431,15.242056,10.465369,16.206638,0,-0.01840,-0.01349,-0.01938,0.00471,0.00835,-0.01459,0.00533,0.00145,-1.49655,0.10995,3.27611
4.756,0,0,0,0,7.050202,0.333596,5.720028,16.674294,4.838300,-5.787358,16.718069,2.284317,16.422340,-6.815320,18.811480,-9.603493,15.260859,6.589309,4.761866,6.762091,156.048065,0,47.892414,68.130951,38.558266,8.055067,17.241030,8.591237,16.730520,8.385932,16.358997,8.290215,15.643625,9.691532,16.606058,9.997226,15.239859,10.463197,16.197693,0,-0.01838,-0.01353,-0.02014,0.00090,0.00815,-0.01190,0.00720,0.00192,-1.49803,0.10711,3.27663
4.757,0,0,0,0,7.051396,0.331768,5.726323,16.670626,4.838434,-5.762205,16.711939,1.935143,16.424715,-6.759996,18.802683,-9.638664,15.251091,6.584080,4.759671,6.762281,136.421661,0,48.036991,68.190575,38.995602,8.051839,17.229721,8.787030,16.603848,8.376800,16.358770,8.283699,15.637929,9.683080,16.603168,9.992932,15.237915,10.460962,16.188934,0,-0.01833,-0.01346,-0.01958,0.00399,0.00798,-0.01204,0.00811,0.00336,-1.49752,0.10663,3.27724
4.758,0,0,0,0,7.052590,0.329940,5.732619,16.666960,4.838568,-5.737052,16.705809,1.585970,16.427090,-6.704673,18.793886,-9.673836,15.241323,6.578850,4.757476,6.762472,116.795273,0,48.181572,68.250198,39.432941,8.048611,17.218412,8.982823,16.477173,8.367666,16.358543,8.277183,15.632234,9.674626,16.600281,9.988639,15.235971,10.458728,16.180176,0,-0.01879,-0.01340,-0.02075,0.00308,0.00891,-0.01355,0.00479,0.00019,-1.50161,0.10568,3.27728
4.759,0,0,0,0,7.053784,0.328112,5.738914,16.663292,4.838702,-5.711899,16.699678,1.236796,16.429464,-6.649351,18.785089,-9.709008,15.231553,6.573621,4.755281,6.762662,97.168884,0,48.326153,68.309822,39.870277,8.045382,17.207104,9.178617,16.350500,8.358534,16.358316,8.270667,15.626537,9.666173,16.597391,9.984345,15.234028,10.456493,16.171417,0,-0.01917,-0.01468,-0.02034,0.00411,0.00806,-0.01321,0.00763,0.00139,-1.49763,0.10203,3.27728
4.760,0,0,0,0,7.055189,0.326525,5.741047,16.659468,4.833284,-5.658834,16.694002,0.888554,16.429865,-6.727060,18.783909,-9.738833,15.221798,6.569948,4.740896,6.764713,109.814423,0,49.483685,68.517265,40.046673,8.047894,17.198826,9.056178,16.510256,8.336268,16.362469,8.260957,15.622669,9.659006,16.589821,9.978512,15.226768,10.452490,16.162872,0,-0.01810,-0.01280,-0.02057,0.00135,0.00844,-0.01191,0.00521,0.00105,-1.49877,0.09903,3.27721
4.761,0,0,0,0,7.056612,0.324959,5.742817,16.655632,4.827385,-5.603342,16.688364,0.540393,16.430094,-6.816338,18.783390,-9.768193,15.212044,6.566410,4.725451,6.766927,125.266212,0,50.729298,68.737564,40.200375,8.050903,17.190813,8.906067,16.694920,8.312861,16.367004,8.250969,15.618961,9.651952,16.581842,9.972545,15.219046,10.448332,16.154346,0,-0.01793,-0.01443,-0.02065,0.00352,0.00856,-0.01130,0.00710,0.00106,-1.49814,0.09911,3.27713
4.762,0,0,0,0,7.058035,0.323393,5.744587,16.651794,4.821485,-5.547850,16.682726,0.192233,16.430323,-6.905616,18.782871,-9.797554,15.202290,6.562872,4.710007,6.769140,140.718002,0,51.974911,68.957855,40.354076,8.053914,17.182798,8.755956,16.879583,8.289454,16.371538,8.240981,15.615252,9.644897,16.573864,9.966577,15.211324,10.444175,16.145819,0,-0.01837,-0.01375,-0.02106,0.00356,0.00800,-0.01282,0.00557,0.00211,-1.49902,0.09857,3.27720
4.763,0,0,0,0,7.059458,0.321827,5.746357,16.647959,4.815586,-5.492358,16.677088,-0.155928,16.430550,-6.994894,18.782352,-9.826914,15.192535,6.559335,4.694562,6.771354,156.169800,0,53.220528,69.178154,40.507782,8.056924,17.174784,8.605844,17.064247,8.266047,16.376074,8.230993,15.611544,9.637842,16.565887,9.960609,15.203602,10.440017,16.137293,0,-0.01879,-0.01372,-0.02111,0.00306,0.01049,-0.01135,0.00466,0.00350,-1.49707,0.09546,3.27728
4.764,0,0,0,0,7.058867,0.321110,5.751820,16.639809,4.796980,-5.414329,16.671782,-0.600646,16.429256,-7.225676,18.773582,-9.856224,15.182576,6.555621,4.667198,6.771855,158.790115,0,54.532669,69.252182,40.063511,8.075247,16.849606,8.553011,17.095125,8.254416,16.406858,8.227153,15.624964,9.645473,16.561399,9.952873,15.195869,10.436225,16.129229,0,-0.01786,-0.01306,-0.02126,0.00241,0.00824,-0.01154,0.00522,0.00381,-1.49740,0.09327,3.27728
4.765,0,0,0,0,7.058102,0.320467,5.757604,16.631285,4.777270,-5.334339,16.666504,-1.053761,16.427832,-7.468764,18.764095,-9.885530,15.172600,6.551892,4.638798,6.772207,160.294647,0,55.850597,69.313484,39.567245,8.094901,16.496847,8.508636,17.112631,8.243811,16.439926,8.223846,15.639873,9.654383,16.557215,9.944983,15.188136,10.432466,16.121206,0,-0.01767,-0.01376,-0.01999,0.00435,0.00864,-0.01124,0.00538,0.00195,-1.49784,0.09385,3.27728
4.766,0,0,0,0,7.057336,0.319823,5.763388,16.622759,4.757561,-5.254350,16.661226,-1.506875,16.426405,-7.711852,18.754608,-9.914835,15.162622,6.548163,4.610397,6.772560,161.799179,0,57.168522,69.374794,39.070980,8.114555,16.144091,8.464262,17.130136,8.233205,16.472992,8.220540,15.654781,9.663291,16.553030,9.937095,15.180403,10.428706,16.113184,0,-0.01744,-0.01334,-0.02228,0.00320,0.00817,-0.01298,0.00445,0.00369,-1.49845,0.09349,3.27700
4.767,0,0,0,0,7.056570,0.319180,5.769172,16.614235,4.737851,-5.174360,16.655947,-1.959990,16.424980,-7.954939,18.745121,-9.944141,15.152646,6.544435,4.581997,6.772913,163.303711,0,58.486450,69.436096,38.574715,8.134210,15.791332,8.419887,17.147642,8.222600,16.506060,8.217234,15.669690,9.672200,16.548845,9.929205,15.172670,10.424946,16.105160,0,-0.01794,-0.01365,-0.02131,0.00439,0.00890,-0.01299,0.00476,0.00121,-1.49686,0.09063,3.27669
4.768,0,0,0,0,7.057156,0.317104,5.770295,16.608961,5.723048,-5.091337,16.650940,-2.489144,16.422850,-8.175516,18.735771,-9.964883,15.142706,6.541391,4.575343,6.772580,165.979187,0,59.467373,69.059303,38.930931,8.123884,16.064352,8.341096,17.131004,8.192938,16.504196,8.212279,15.646564,9.658328,16.539762,9.919749,15.164429,10.419813,16.098213,0,-0.01871,-0.01341,-0.02045,0.00316,0.00826,-0.01165,0.00442,0.00267,-1.49782,0.08876,3.27689
4.769,0,0,0,0,7.057860,0.314903,5.771012,16.603971,6.795630,-5.008049,16.645954,-3.024910,16.420656,-8.394136,18.726433,-9.984880,15.132770,6.538407,4.570580,6.772188,168.756500,0,60.418995,68.644417,39.361279,8.110951,16.391787,8.259313,17.111397,8.161619,16.499296,8.207182,15.620131,9.642474,16.530256,9.910157,15.156144,10.414560,16.091358,0,-0.01919,-0.01302,-0.01913,0.00234,0.00977,-0.01212,0.00346,0.00236,-1.49799,0.08939,3.27712
4.770,0,0,0,0,7.058564,0.312702,5.771729,16.598982,7.868210,-4.924761,16.640970,-3.560677,16.418465,-8.612756,18.717094,-10.004878,15.122833,6.535423,4.565816,6.771796,171.533798,0,61.370613,68.229530,39.791622,8.098019,16.719221,8.177529,17.091789,8.130301,16.494394,8.202084,15.593697,9.626621,16.520748,9.900565,15.147859,10.409307,16.084503,0,-0.01713,-0.01275,-0.02166,0.00168,0.00907,-0.01226,0.00460,0.00056,-1.49864,0.08883,3.27713
4.771,0,0,0,0,7.059268,0.310502,5.772447,16.593992,8.940791,-4.841474,16.635984,-4.096443,16.416273,-8.831376,18.707756,-10.024876,15.112897,6.532439,4.561053,6.771405,174.311111,0,62.322231,67.814636,40.221966,8.085086,17.046656,8.095745,17.072182,8.098982,16.489494,8.196986,15.567263,9.610768,16.511242,9.890973,15.139573,10.404055,16.077648,0,-0.01869,-0.01299,-0.02120,0.00438,0.00979,-0.01396,0.00673,0.00256,-1.49800,0.08565,3.27713
4.772,0,0,0,0,7.059237,0.309654,5.773457,16.584097,9.343949,-4.757555,16.631237,-4.701111,16.413736,-9.024086,18.698030,-10.043712,15.102878,6.530797,4.555367,6.769473,174.629303,0,62.266346,67.780144,40.326160,8.082273,17.065170,8.088215,17.063301,8.095903,16.488041,8.195992,15.557197,9.607472,16.504669,9.890226,15.133524,10.402240,16.069738,0,-0.01657,-0.01310,-0.01984,0.00410,0.00850,-0.01163,0.00614,0.00277,-1.49686,0.08322,3.27699
4.773,0,0,0,0,7.059142,0.308924,5.774494,16.573776,9.688897,-4.673583,16.626511,-5.311770,16.411169,-9.214542,18.688272,-10.062448,15.092852,6.529274,4.549602,6.767408,174.733658,0,62.122852,67.778717,40.401993,8.080339,17.056822,8.087140,17.055353,8.095280,16.486887,8.195354,15.548553,9.605268,16.498350,9.890249,15.127669,10.400725,16.061737,0,-0.01769,-0.01372,-0.01995,0.00325,0.00824,-0.01245,0.00592,0.00183,-1.49882,0.08316,3.27683
4.774,0,0,1,0,7.059047,0.308194,5.775530,16.563454,10.033845,-4.589610,16.621784,-5.922430,16.408602,-9.405000,18.678514,-10.081183,15.082825,6.527749,4.543836,6.765343,174.838028,0,61.979359,67.777298,40.477825,8.078406,17.048471,8.086066,17.047405,8.094656,16.485735,8.194717,15.539909,9.603065,16.492031,9.890271,15.121814,10.399210,16.053736,0,-0.01827,-0.01306,-0.02085,0.00325,0.00887,-0.01250,0.00381,0.00224,-1.49775,0.08200,3.27675
4.775,0,0,0,0,7.058952,0.307464,5.776566,16.553133,10.378793,-4.505637,16.617056,-6.533089,16.406034,-9.595456,18.668756,-10.099918,15.072799,6.526225,4.538070,6.763278,174.942383,0,61.835861,67.775879,40.553658,8.076473,17.040123,8.084991,17.039457,8.094032,16.484581,8.194080,15.531266,9.600861,16.485714,9.890294,15.115959,10.397695,16.045734,0,-0.01743,-0.01340,-0.02054,0.00317,0.00846,-0.01202,0.00526,0.00210,-1.49661,0.07839,3.27668
4.776,0,0,0,0,7.060278,0.311946,5.777623,16.547846,9.127868,-4.416701,16.612659,-7.090503,16.395893,-9.538985,18.658899,-10.109214,15.062531,6.525068,4.532920,6.764811,175.538696,0,61.588078,67.865898,40.627869,8.077780,17.034458,8.084414,17.036463,8.097364,16.483458,8.195371,15.518442,9.601110,16.474419,9.894181,15.105453,10.399624,16.034641,0,-0.01845,-0.01339,-0.02209,0.00199,0.00922,-0.01147,0.00652,0.00234,-1.49683,0.07566,3.27689
4.777,0,0,0,0,7.061728,0.316882,5.778681,16.542997,7.738172,-4.327334,16.608294,-7.643286,16.385096,-9.461042,18.649035,-10.117687,15.052244,6.523943,4.527824,6.766657,176.177795,0,61.331223,67.963867,40.701939,8.079368,17.029026,8.083879,17.033897,8.101040,16.482338,8.196828,15.505256,9.601571,16.462692,9.898405,15.094543,10.401854,16.023281,0,-0.01730,-0.01375,-0.02190,0.00386,0.00839,-0.01251,0.00548,0.00142,-1.50187,0.07538,3.27712
4.778,0,0,0,0,7.063179,0.321817,5.779739,16.538149,6.348475,-4.237967,16.603926,-8.196070,16.374296,-9.383100,18.639168,-10.126162,15.041956,6.522818,4.522729,6.768503,176.816895,0,61.074368,68.061836,40.776009,8.080956,17.023594,8.083344,17.031332,8.104715,16.481216,8.198285,15.492068,9.602033,16.450964,9.902628,15.083633,10.404082,16.011921,0,-0.01811,-0.01327,-0.01999,0.00301,0.00924,-0.01192,0.00482,0.00244,-1.49724,0.07426,3.27677
4.779,0,0,0,0,7.064629,0.326753,5.780797,16.533300,4.958779,-4.148599,16.599558,-8.748853,16.363499,-9.305156,18.629303,-10.134635,15.031668,6.521693,4.517633,6.770349,177.455994,0,60.817513,68.159813,40.850079,8.082544,17.018162,8.082808,17.028767,8.108392,16.480095,8.199742,15.478881,9.602494,16.439238,9.906852,15.072723,10.406311,16.000561,0,-0.01843,-0.01418,-0.02016,0.00251,0.00876,-0.01293,0.00559,0.00227,-1.49865,0.07133,3.27639
4.780,0,0,0,0,7.061524,0.323963,5.781600,16.523382,4.848253,-4.043211,16.595572,-9.106136,16.352354,-9.157022,18.619614,-10.135171,15.021511,6.522364,4.514160,6.767776,177.683716,0,61.231682,68.411087,40.729977,8.080420,17.005608,8.078124,17.019756,8.106522,16.470448,8.198323,15.475663,9.606887,16.427277,9.908795,15.060227,10.407516,15.987370,0,-0.01703,-0.01280,-0.02065,0.00428,0.00929,-0.01248,0.00555,0.00083,-1.49652,0.06889,3.27630
4.781,0,0,0,0,7.058023,0.320502,5.782380,16.513023,4.848960,-3.936429,16.591618,-9.446419,16.341181,-9.002786,18.609941,-10.135017,15.011366,6.523190,4.510828,6.764820,177.875656,0,61.704205,68.675697,40.592987,8.077972,16.992435,8.073080,17.010185,8.104170,16.460060,8.196653,15.473311,9.611620,16.415297,9.910542,15.047594,10.408631,15.974023,0,-0.01779,-0.01304,-0.02157,0.00320,0.00797,-0.01370,0.00489,0.00200,-1.49868,0.07035,3.27622
4.782,0,0,0,0,7.054523,0.317041,5.783160,16.502665,4.849667,-3.829647,16.587664,-9.786701,16.330008,-8.848549,18.600269,-10.134863,15.001220,6.524017,4.507495,6.761863,178.067596,0,62.176727,68.940308,40.456001,8.075525,16.979261,8.068035,17.000616,8.101818,16.449671,8.194984,15.470960,9.616354,16.403315,9.912288,15.034960,10.409747,15.960674,0,-0.01708,-0.01312,-0.02050,0.00302,0.00883,-0.01297,0.00544,0.00254,-1.49878,0.07872,3.27686
4.783,0,0,0,0,7.051022,0.313579,5.783940,16.492306,4.850373,-3.722866,16.583710,-10.126985,16.318834,-8.694311,18.590597,-10.134709,14.991075,6.524844,4.504163,6.758906,178.259552,0,62.649246,69.204918,40.319016,8.073077,16.966089,8.062990,16.991045,8.099466,16.439283,8.193315,15.468608,9.621088,16.391335,9.914034,15.022326,10.410862,15.947327,0,-0.01720,-0.01239,-0.02054,0.00297,0.00843,-0.01198,0.00520,0.00283,-1.49907,0.07912,3.27754
4.784,0,0,0,0,7.052797,0.313036,5.788676,16.483171,4.849330,-3.571767,16.580128,-10.288584,16.308069,-8.491389,18.581591,-10.124972,14.980940,6.524954,4.503538,6.760717,178.381088,0,62.862728,69.360649,40.288696,8.073988,16.959183,8.063736,16.985844,8.101280,16.435169,8.194936,15.466044,9.626166,16.383368,9.917666,15.014051,10.414409,15.937728,0,-0.01715,-0.01334,-0.02076,0.00231,0.00944,-0.01297,0.00502,0.00171,-1.49850,0.07430,3.27737
4.785,0,0,0,0,7.055031,0.312747,5.793756,16.474144,4.848135,-3.416815,16.576580,-10.434645,16.297340,-8.284233,18.572643,-10.114403,14.970807,6.525002,4.503148,6.762943,178.496506,0,63.053680,69.506905,40.267651,8.075191,16.952822,8.064986,16.981022,8.103456,16.431602,8.196843,15.463463,9.631274,16.375750,9.921463,15.006155,10.418166,15.928455,0,-0.01760,-0.01343,-0.02086,0.00408,0.00894,-0.01410,0.00460,0.00242,-1.49822,0.07972,3.27714
4.786,0,0,0,0,7.057265,0.312457,5.798836,16.465115,4.846939,-3.261863,16.573030,-10.580706,16.286612,-8.077078,18.563696,-10.103833,14.960673,6.525049,4.502759,6.765169,178.611938,0,63.244637,69.653160,40.246609,8.076392,16.946461,8.066236,16.976200,8.105631,16.428034,8.198750,15.460881,9.636382,16.368132,9.925260,14.998260,10.421924,15.919184,0,-0.01758,-0.01270,-0.01943,0.00263,0.00791,-0.01180,0.00647,0.00065,-1.49766,0.09142,3.27720
4.787,0,0,0,0,7.059499,0.312168,5.803916,16.456087,4.845743,-3.106910,16.569483,-10.726767,16.275883,-7.869922,18.554747,-10.093264,14.950540,6.525097,4.502368,6.767395,178.727356,0,63.435589,69.799416,40.225563,8.077595,16.940100,8.067485,16.971378,8.107807,16.424467,8.200657,15.458300,9.641491,16.360514,9.929056,14.990363,10.425681,15.909911,0,-0.01781,-0.01310,-0.02044,0.00278,0.00813,-0.01135,0.00610,0.00333,-1.49838,0.09276,3.27728
4.788,0,0,0,0,7.061352,0.312980,5.805965,16.446608,4.842265,-2.883833,16.566257,-10.711143,16.265074,-7.686428,18.548307,-10.073906,14.940467,6.525783,4.501704,6.768970,178.301956,0,63.992237,69.909172,40.182686,8.076202,16.926651,8.068307,16.952442,8.106159,16.410297,8.200955,15.456601,9.647363,16.349663,9.928905,14.978307,10.427944,15.894380,0,-0.01745,-0.01354,-0.01974,0.00383,0.01051,-0.01249,0.00561,0.00251,-1.49739,0.08716,3.27743
4.789,0,0,0,0,7.063173,0.313887,5.807751,16.437090,4.838588,-2.654832,16.563059,-10.681460,16.254257,-7.504991,18.542086,-10.053784,14.930400,6.526524,4.501015,6.770490,177.829514,0,64.580681,70.015755,40.137909,8.074583,16.912586,8.069093,16.932276,8.104178,16.395206,8.201115,15.454980,9.653300,16.338530,9.928410,14.965888,10.430077,15.878304,0,-0.01865,-0.01382,-0.02105,0.00374,0.00712,-0.01146,0.00413,0.00165,-1.49817,0.09334,3.27758
4.790,0,0,0,0,7.064993,0.314795,5.809536,16.427570,4.834911,-2.425831,16.559862,-10.651777,16.243441,-7.323555,18.535864,-10.033663,14.920332,6.527266,4.500326,6.772010,177.357086,0,65.169128,70.122337,40.093128,8.072965,16.898523,8.069878,16.912111,8.102199,16.380117,8.201274,15.453358,9.659239,16.327398,9.927915,14.953469,10.432210,15.862228,0,-0.01725,-0.01411,-0.02075,0.00203,0.00800,-0.01205,0.00595,0.00239,-1.49770,0.10499,3.27802
4.791,0,0,0,0,7.066813,0.315702,5.811322,16.418053,4.831234,-2.196830,16.556664,-10.622094,16.232626,-7.142118,18.529642,-10.013541,14.910265,6.528007,4.499637,6.773530,176.884659,0,65.757576,70.228912,40.048351,8.071346,16.884459,8.070662,16.891947,8.100218,16.365026,8.201433,15.451736,9.665177,16.316267,9.927420,14.941051,10.434342,15.846153,0,-0.01839,-0.01326,-0.01989,0.00328,0.01190,-0.01454,0.00633,0.00271,-1.49906,0.10720,3.27847
4.792,0,0,0,0,7.064641,0.316708,5.815994,16.409901,4.837358,-1.885300,16.554377,-10.580859,16.222240,-7.046043,18.523266,-9.995892,14.900220,6.527389,4.499560,6.772580,174.963120,0,66.939781,70.530266,39.918419,8.070794,16.875517,8.070543,16.865355,8.089298,16.347342,8.199480,15.450822,9.670033,16.303417,9.928391,14.927475,10.436058,15.832721,0,-0.01838,-0.01254,-0.02075,0.00267,0.00844,-0.01086,0.00337,0.00046,-1.49860,0.10382,3.27807
4.793,0,0,0,0,7.062121,0.317724,5.820918,16.401865,4.844334,-1.566594,16.552170,-10.538619,16.211895,-6.957391,18.516876,-9.978457,14.890178,6.526652,4.499537,6.771415,172.915588,0,68.173622,70.848557,39.781086,8.070335,16.867022,8.070345,16.838205,8.077600,16.329430,8.197344,15.449969,9.674796,16.290417,9.929487,14.913798,10.437738,15.819518,0,-0.01723,-0.01480,-0.02033,0.00357,0.00789,-0.01272,0.00633,0.00361,-1.49803,0.10830,3.27762
4.794,0,0,0,0,7.059601,0.318739,5.825840,16.393831,4.851309,-1.247888,16.549963,-10.496380,16.201548,-6.868739,18.510489,-9.961023,14.880136,6.525915,4.499514,6.770251,170.868042,0,69.407463,71.166840,39.643749,8.069876,16.858526,8.070147,16.811054,8.065904,16.311520,8.195207,15.449117,9.679559,16.277418,9.930585,14.900122,10.439418,15.806315,0,-0.01750,-0.01224,-0.01999,0.00228,0.00946,-0.01658,0.00652,0.00140,-1.49700,0.11482,3.27745
4.795,0,0,0,0,7.057082,0.319754,5.830764,16.385798,4.858285,-0.929182,16.547756,-10.454140,16.191202,-6.780087,18.504099,-9.943588,14.870092,6.525179,4.499490,6.769086,168.820496,0,70.641296,71.485130,39.506413,8.069417,16.850031,8.069948,16.783905,8.054206,16.293608,8.193070,15.448264,9.684321,16.264418,9.931683,14.886445,10.441097,15.793114,0,-0.01781,-0.01212,-0.02025,0.00236,0.00970,-0.01320,0.00425,0.00147,-1.49803,0.11440,3.27729
4.796,0,0,0,0,7.055645,0.319251,5.834526,16.375175,4.858543,-0.532234,16.547390,-10.415602,16.180817,-6.780900,18.497385,-9.930719,14.860234,6.523073,4.499650,6.766407,169.228180,0,71.143883,71.593414,39.238312,8.069856,16.842833,8.065708,16.777708,8.054449,16.282318,8.194090,15.442884,9.690782,16.248829,9.931357,14.869706,10.441499,15.777164,0,-0.01768,-0.01499,-0.01973,0.00278,0.00665,-0.01183,0.00456,0.00121,-1.49696,0.11122,3.27685
