"Time","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.529,0,0,0,0,7.047655,0.353716,5.495878,16.624531,4.669753,21.207514,17.676311,-6.925370,15.875537,-8.501470,18.264921,-9.457052,15.514030,6.473481,4.125760,6.976927,178.493744,0,55.764732,67.418518,42.471920,8.340463,17.607454,8.027732,16.578321,8.071511,16.135891,8.168410,15.369978,9.442410,16.495174,9.895161,15.170498,10.366119,16.248318,0,-0.00957,-0.01892,-0.02080,-0.00134,0.01010,-0.01279,0.00462,0.00336,-1.49800,0.11528,3.27771
0.530,0,0,0,0,7.048380,0.350564,5.493918,16.622522,4.696606,21.495325,17.697298,-7.140250,15.868568,-8.526564,18.256273,-9.713343,15.505142,6.471647,4.123236,6.977389,177.721222,0,55.712345,67.244957,42.969131,8.355083,17.649120,8.024398,16.573128,8.067552,16.110943,8.170058,15.348063,9.434354,16.484232,9.894506,15.162088,10.369281,16.239563,0,-0.02619,-0.01447,-0.01938,0.00406,0.01132,-0.01238,0.00506,0.00176,-1.49749,0.11898,3.27760
0.531,0,0,0,0,7.049106,0.347411,5.491958,16.620514,4.723459,21.783134,17.718285,-7.355129,15.861600,-8.551657,18.247623,-9.969633,15.496256,6.469813,4.120711,6.977852,176.948700,0,55.659958,67.071396,43.466347,8.369704,17.690784,8.021065,16.567932,8.063592,16.085995,8.171707,15.326147,9.426297,16.473289,9.893851,15.153679,10.372442,16.230808,0,-0.01920,-0.01383,-0.02094,0.00412,0.00710,-0.01240,0.00476,0.00263,-1.49829,0.12143,3.27745
0.532,0,0,0,0,7.050954,0.347906,5.491435,16.622528,4.747779,22.093613,17.740534,-7.544583,15.853794,-8.571066,18.239124,-10.487729,15.487714,6.465284,4.120327,6.982809,176.708130,0,55.215111,66.914108,44.061882,8.357142,17.753391,8.020478,16.565756,8.062277,16.078154,8.173566,15.305682,9.417122,16.464485,9.893477,15.148117,10.375488,16.222273,0,-0.02432,-0.01036,-0.02045,0.00654,0.00833,-0.01163,0.00601,0.00341,-1.49766,0.11978,3.27744
0.533,0,0,0,0,7.052900,0.348719,5.491037,16.624891,4.771880,22.406059,17.762896,-7.731826,15.845917,-8.589980,18.230639,-11.028592,15.479203,6.460521,4.120130,6.988155,176.513809,0,54.736134,66.758232,44.665970,8.342217,17.817818,8.020132,16.563843,8.061193,16.071800,8.175444,15.285343,9.407849,16.455868,9.893127,15.142802,10.378524,16.213758,0,-0.02092,-0.01430,-0.02026,0.00189,0.01007,-0.01266,0.00604,0.00308,-1.49838,0.11859,3.27744
0.534,0,0,0,0,7.054846,0.349532,5.490639,16.627256,4.795980,22.718506,17.785255,-7.919070,15.838038,-8.608894,18.222155,-11.569454,15.470692,6.455758,4.119932,6.993503,176.319489,0,54.257160,66.602356,45.270058,8.327293,17.882244,8.019785,16.561930,8.060108,16.065447,8.177321,15.265004,9.398578,16.447250,9.892777,15.137487,10.381559,16.205242,0,-0.02871,-0.01352,-0.02181,0.00162,0.00787,-0.01281,0.00627,0.00245,-1.49569,0.11892,3.27672
0.535,0,0,0,0,7.056792,0.350345,5.490242,16.629620,4.820080,23.030954,17.807615,-8.106313,15.830161,-8.627809,18.213669,-12.110316,15.462181,6.450994,4.119735,6.998850,176.125168,0,53.778187,66.446480,45.874146,8.312368,17.946671,8.019438,16.560015,8.059023,16.059093,8.179199,15.244665,9.389305,16.438633,9.892427,15.132173,10.384595,16.196726,0,-0.01646,-0.01304,-0.01866,-0.00254,0.00778,-0.01281,0.00700,0.00112,-1.49700,0.11688,3.27596
0.536,0,0,0,0,7.056847,0.347801,5.493926,16.633986,4.833385,23.347525,17.831089,-8.257916,15.821475,-8.648012,18.204977,-12.938900,15.453463,6.452022,4.120641,7.558839,175.804169,0,53.666771,66.412643,46.189877,8.328824,18.037033,8.016958,16.551712,8.055039,16.053776,8.178791,15.232615,9.382948,16.432547,9.891759,15.128315,10.385451,16.192953,0,-0.02680,-0.01390,-0.02106,0.00922,0.00874,-0.01447,0.00551,0.00214,-1.49864,0.11370,3.27591
0.537,0,0,0,0,7.056737,0.344965,5.497964,16.638527,4.845751,23.664452,17.854658,-8.406422,15.812719,-8.668327,18.196266,-13.792503,15.444726,6.453553,4.121643,8.167058,175.472168,0,53.587315,66.389412,46.480534,8.348008,18.129652,8.014293,16.542854,8.050804,16.048548,8.178184,15.221284,9.376844,16.426678,9.891062,15.124585,10.386118,16.189592,0,-0.01608,-0.01107,-0.02039,-0.00295,0.01066,-0.01255,0.00446,0.00602,-1.49914,0.11255,3.27591
0.538,0,0,0,0,7.056627,0.342129,5.502004,16.643066,4.858118,23.981380,17.878229,-8.554927,15.803964,-8.688643,18.187555,-14.646107,15.435989,6.455084,4.122645,8.775277,175.140152,0,53.507858,66.366180,46.771191,8.367192,18.222271,8.011627,16.533995,8.046569,16.043320,8.177577,15.209954,9.370740,16.420811,9.890366,15.120854,10.386785,16.186232,0,-0.01462,-0.01357,-0.02064,0.00411,0.00802,-0.01268,0.00636,-0.00215,-1.50677,0.11151,3.27662
0.539,0,0,0,0,7.056517,0.339294,5.506042,16.647608,4.870483,24.298307,17.901798,-8.703432,15.795208,-8.708958,18.178844,-15.499710,15.427253,6.456615,4.123647,9.383496,174.808151,0,53.428402,66.342957,47.061844,8.386376,18.314890,8.008962,16.525137,8.042333,16.038092,8.176970,15.198624,9.364636,16.414942,9.889668,15.117125,10.387451,16.182871,0,-0.01700,-0.01362,-0.02034,0.00425,0.00674,-0.01265,0.00346,0.00223,-1.49767,0.10765,3.27739
0.540,0,0,0,0,7.055007,0.343783,5.509834,16.647892,4.879839,24.586071,17.926931,-8.807940,15.786079,-8.732234,18.170067,-16.409031,15.406313,6.457641,4.120720,9.413820,175.187057,0,53.275387,66.248535,47.251640,8.383118,18.372135,8.006687,16.504875,8.044467,16.013329,8.178168,15.186743,9.360848,16.407864,9.889024,15.111328,10.387404,16.175896,0,-0.01905,-0.01293,-0.02004,0.00151,0.01037,-0.01089,0.00540,0.00088,-1.49647,0.10387,3.27736
0.541,0,0,0,0,7.053374,0.348910,5.513605,16.647808,4.888934,24.871300,17.952200,-8.908622,15.776918,-8.755768,18.161283,-17.323196,15.384312,6.458623,4.117452,9.393892,175.627777,0,53.115978,66.147926,47.432663,8.377908,18.426306,8.004448,16.483624,8.047155,15.986867,8.179523,15.174814,9.357262,16.400679,9.888382,15.105352,10.387296,16.168608,0,-0.01653,-0.01074,-0.02339,0.00512,0.00915,-0.00658,0.00495,0.00231,-1.49897,0.10258,3.27729
0.542,0,0,0,0,7.051741,0.354037,5.517375,16.647724,4.898028,25.156528,17.977467,-9.009303,15.767758,-8.779303,18.152500,-18.237364,15.362310,6.459605,4.114184,9.373964,176.068497,0,52.956566,66.047318,47.613686,8.372697,18.480474,8.002208,16.462372,8.049844,15.960405,8.180879,15.162885,9.353675,16.393496,9.887741,15.099377,10.387186,16.161318,0,-0.01848,-0.01293,-0.02186,0.00215,0.00786,-0.00745,0.00466,0.00252,-1.49816,0.10048,3.27693
0.543,0,0,0,0,7.050108,0.359163,5.521145,16.647640,4.907122,25.441757,18.002735,-9.109985,15.758597,-8.802836,18.143717,-19.151529,15.340310,6.460587,4.110916,9.354037,176.509216,0,52.797153,65.946709,47.794708,8.367487,18.534645,7.999969,16.441118,8.052532,15.933944,8.182234,15.150956,9.350088,16.386311,9.887100,15.093401,10.387077,16.154030,0,-0.01810,-0.01166,-0.01805,0.00328,0.00732,-0.01422,0.00456,0.00317,-1.49904,0.09568,3.27654
0.544,0,0,0,0,7.050932,0.355795,5.524893,16.653564,4.910032,25.654236,18.028957,-9.176724,15.749316,-8.838964,18.134998,-19.844509,15.317534,6.460908,4.112012,8.810940,176.750992,0,52.480564,66.060715,48.002174,8.390152,18.597576,8.001902,16.431660,8.055703,15.917680,8.181469,15.143794,9.346417,16.381880,9.889014,15.091346,10.387670,16.151123,0,-0.01879,-0.01395,-0.02202,0.00101,0.00968,-0.01311,0.00424,0.00522,-1.49908,0.09158,3.27681
0.545,0,0,0,0,7.051970,0.351688,5.528640,16.660013,4.912405,25.860388,18.055262,-9.240511,15.740024,-8.876187,18.126284,-20.518255,15.294693,6.461173,4.113487,8.222350,176.975479,0,52.150307,66.193390,48.211945,8.415241,18.661270,8.004198,16.423225,8.058915,15.902303,8.180520,15.137046,9.342739,16.377687,9.891150,15.089632,10.388323,16.148600,0,-0.01378,-0.01266,-0.01942,0.00552,0.00785,-0.01649,0.00301,0.00217,-1.49806,0.09007,3.27711
0.546,0,0,0,0,7.053007,0.347581,5.532386,16.666460,4.914777,26.066540,18.081566,-9.304298,15.730731,-8.913410,18.117569,-21.192001,15.271851,6.461437,4.114963,7.633761,177.199951,0,51.820053,66.326057,48.421711,8.440331,18.724964,8.006495,16.414791,8.062127,15.886926,8.179570,15.130299,9.339061,16.373495,9.893287,15.087917,10.388975,16.146074,0,-0.02332,-0.01106,-0.02030,0.00317,0.01061,-0.00894,0.00721,0.00358,-1.49933,0.08758,3.27727
0.547,0,0,0,0,7.054045,0.343474,5.536132,16.672909,4.917150,26.272692,18.107870,-9.368085,15.721438,-8.950634,18.108856,-21.865747,15.249008,6.461701,4.116438,7.045171,177.424423,0,51.489796,66.458733,48.631481,8.465419,18.788658,8.008791,16.406357,8.065339,15.871549,8.178621,15.123550,9.335382,16.369303,9.895423,15.086204,10.389628,16.143551,0,-0.01599,-0.01996,-0.02111,0.00170,0.00677,-0.01054,0.00118,0.00132,-1.49696,0.08287,3.27743
0.548,0,0,0,0,7.054310,0.343237,5.540115,16.675875,4.925023,26.379692,18.134863,-9.416038,15.711931,-8.985800,18.099880,-22.266884,15.226012,6.462461,4.119468,6.998388,177.025269,0,51.137138,66.220612,49.040691,8.498639,18.840908,8.009979,16.394896,8.066466,15.851210,8.183881,15.102626,9.326133,16.361212,9.895404,15.082298,10.388724,16.138018,0,-0.01879,-0.00921,-0.02218,-0.00341,0.01652,-0.02950,0.00732,0.00259,-1.49570,0.07892,3.27758
0.549,0,0,0,0,7.054508,0.343336,5.544118,16.678541,4.933374,26.478069,18.161917,-9.462614,15.702407,-9.020788,18.090883,-22.644316,15.203003,6.463265,4.122633,6.998719,176.571899,0,50.782532,65.950256,49.467243,8.532566,18.892162,8.011070,16.383169,8.067413,15.830439,8.189680,15.080468,9.316400,16.352783,9.895198,15.078202,10.387684,16.132225,0,-0.01738,-0.01253,-0.02089,0.00479,0.00567,-0.00579,0.00183,0.00291,-1.49954,0.07736,3.27773
0.550,0,0,0,0,7.054706,0.343436,5.548121,16.681206,4.941726,26.576447,18.188971,-9.509190,15.692883,-9.055777,18.081886,-23.021748,15.179993,6.464069,4.125797,6.999050,176.118530,0,50.427925,65.679893,49.893795,8.566492,18.943417,8.012162,16.371445,8.068360,15.809669,8.195479,15.058311,9.306666,16.344353,9.894992,15.074106,10.386644,16.126431,0,-0.01617,-0.01788,-0.02035,0.00380,0.00728,-0.00943,0.00898,0.00316,-1.49839,0.07565,3.27745
0.551,0,0,0,0,7.054904,0.343535,5.552124,16.683870,4.950078,26.674826,18.216024,-9.555766,15.683357,-9.090764,18.072887,-23.399179,15.156983,6.464872,4.128961,6.999381,175.665146,0,50.073322,65.409538,50.320347,8.600419,18.994669,8.013253,16.359720,8.069307,15.788898,8.201279,15.036154,9.296933,16.335924,9.894786,15.070010,10.385604,16.120636,0,-0.01918,-0.01375,-0.01977,0.00275,0.00920,-0.01174,0.00002,0.00116,-1.49662,0.07548,3.27715
0.552,0,0,0,0,7.054202,0.342745,5.554740,16.687160,4.947014,26.654636,18.243259,-9.601351,15.673747,-9.122306,18.063646,-23.468866,15.132913,6.466002,4.127485,6.999468,175.610611,0,49.781075,65.403084,50.473759,8.628359,19.025883,8.016255,16.346489,8.071083,15.775188,8.201649,15.024951,9.292324,16.328924,9.894878,15.065253,10.384840,16.116913,0,-0.01758,-0.01061,-0.01934,0.00160,0.00735,-0.01254,0.00706,0.00341,-1.49748,0.07405,3.27749
0.553,0,0,0,0,7.053422,0.341878,5.557237,16.690504,4.942959,26.624140,18.270510,-9.646849,15.664129,-9.153549,18.054384,-23.511791,15.108749,6.467160,4.125605,6.999533,175.590744,0,49.494251,65.419579,50.603424,8.655778,19.055355,8.019423,16.333128,8.072932,15.762094,8.201547,15.014702,9.288160,16.322048,9.894996,15.060438,10.384100,16.113369,0,-0.01773,-0.01586,-0.02132,0.00332,0.00896,-0.01030,0.00081,0.00138,-1.49527,0.08463,3.27787
0.554,0,0,0,0,7.052642,0.341011,5.559733,16.693848,4.938903,26.593641,18.297758,-9.692348,15.654511,-9.184792,18.045120,-23.554716,15.084587,6.468318,4.123725,6.999599,175.570892,0,49.207428,65.436073,50.733086,8.683197,19.084826,8.022591,16.319767,8.074780,15.748998,8.201445,15.004452,9.283997,16.315174,9.895114,15.055624,10.383360,16.109825,0,-0.01735,-0.01151,-0.01907,0.00454,0.00877,-0.01321,-0.00053,0.00497,-1.49724,0.10064,3.27725
0.555,0,0,0,0,7.051862,0.340144,5.562230,16.697193,4.934848,26.563143,18.325008,-9.737845,15.644894,-9.216034,18.035858,-23.597641,15.060424,6.469477,4.121845,6.999665,175.551025,0,48.920605,65.452568,50.862751,8.710616,19.114298,8.025758,16.306404,8.076630,15.735903,8.201343,14.994203,9.279833,16.308298,9.895231,15.050810,10.382620,16.106281,0,-0.01672,-0.01299,-0.02105,0.00275,0.00916,-0.01401,0.00850,0.00125,-1.49779,0.10591,3.27656
0.556,0,0,0,0,7.051596,0.341416,5.564133,16.700932,4.930759,26.424965,18.351835,-9.783394,15.635188,-9.232745,18.026371,-23.315392,15.036028,6.470026,4.123167,7.004093,175.084290,0,49.143139,65.371178,50.830086,8.731647,19.140081,8.025758,16.294884,8.075324,15.728442,8.204743,14.987991,9.279840,16.304848,9.896688,15.048069,10.381794,16.103354,0,-0.01905,-0.01321,-0.02095,0.00109,0.00894,-0.01139,0.00641,0.00284,-1.49783,0.10496,3.27716
0.557,0,0,0,0,7.051374,0.342874,5.565984,16.704706,4.926667,26.277424,18.378626,-9.828947,15.625474,-9.248193,18.016867,-23.004866,15.011612,6.470523,4.124767,7.008900,174.578705,0,49.409966,65.281281,50.783310,8.752122,19.165543,8.025482,16.283524,8.073744,15.721472,8.208448,14.982132,9.280211,16.301697,9.898262,15.045509,10.380960,16.100479,0,-0.01672,-0.01326,-0.02110,0.00411,0.00852,-0.01297,0.00399,0.00209,-1.49691,0.11182,3.27785
0.558,0,0,0,0,7.051153,0.344332,5.567836,16.708479,4.922575,26.129883,18.405416,-9.874499,15.615761,-9.263640,18.007360,-22.694342,14.987196,6.471020,4.126368,7.013707,174.073120,0,49.676792,65.191376,50.736534,8.772597,19.191006,8.025206,16.272163,8.072164,15.714501,8.212154,14.976273,9.280581,16.298544,9.899837,15.042949,10.380127,16.097605,0,-0.01716,-0.01503,-0.01857,0.00414,0.00891,-0.01027,0.00548,0.00226,-1.49716,0.11891,3.27768
0.559,0,0,0,0,7.050931,0.345790,5.569687,16.712254,4.918484,25.982342,18.432205,-9.920053,15.606048,-9.279088,17.997856,-22.383816,14.962780,6.471517,4.127968,7.018514,173.567535,0,49.943615,65.101479,50.689754,8.793072,19.216467,8.024930,16.260803,8.070584,15.707532,8.215859,14.970413,9.280952,16.295391,9.901410,15.040389,10.379293,16.094730,0,-0.01911,-0.01383,-0.01892,0.00339,0.00837,-0.01340,0.00634,0.00204,-1.49755,0.11903,3.27745
0.560,0,0,0,0,7.049684,0.344276,5.571699,16.714514,4.912936,25.733921,18.458107,-9.956022,15.595966,-9.282225,17.988705,-21.769028,14.939559,6.471686,4.128606,7.016514,173.390839,0,50.006741,65.183693,50.546371,8.809534,19.239481,8.027540,16.252043,8.071651,15.696960,8.215381,14.968121,9.281806,16.292025,9.902801,15.037288,10.377551,16.092934,0,-0.01837,-0.01299,-0.01988,0.00271,0.00890,-0.01135,0.00605,0.00251,-1.49839,0.11753,3.27736
0.561,0,0,0,0,7.048348,0.342503,5.573725,16.716644,4.907261,25.476727,18.483932,-9.991159,15.585853,-9.284291,17.979586,-21.127781,14.916441,6.471827,4.129161,7.013921,173.242752,0,50.052151,65.280884,50.394588,8.825647,19.262281,8.030401,16.243511,8.072949,15.686076,8.214539,14.966139,9.282701,16.288639,9.904176,15.034140,10.375730,16.091232,0,-0.01762,-0.01320,-0.02005,0.00231,0.00946,-0.01042,0.00431,0.00146,-1.49659,0.11983,3.27729
0.562,0,0,0,0,7.047012,0.340731,5.575751,16.718773,4.901587,25.219532,18.509756,-10.026297,15.575739,-9.286358,17.970467,-20.486534,14.893324,6.471968,4.129715,7.011329,173.094666,0,50.097561,65.378067,50.242802,8.841761,19.285082,8.033262,16.234978,8.074246,15.675191,8.213696,14.964157,9.283598,16.285254,9.905550,15.030991,10.373908,16.089531,0,-0.01770,-0.01398,-0.02132,0.00300,0.00968,-0.01086,0.00481,0.00291,-1.49698,0.12079,3.27664
0.563,0,0,0,0,7.045676,0.338959,5.577777,16.720903,4.895912,24.962337,18.535582,-10.061434,15.565625,-9.288424,17.961348,-19.845287,14.870206,6.472109,4.130270,7.008737,172.946564,0,50.142975,65.475258,50.091019,8.857874,19.307882,8.036123,16.226446,8.075544,15.664307,8.212854,14.962175,9.284493,16.281868,9.906925,15.027843,10.372087,16.087828,0,-0.01841,-0.01343,-0.01914,0.00400,0.00913,-0.01133,0.00612,0.00250,-1.49829,0.11871,3.27595
0.564,0,0,0,0,7.045638,0.340700,5.580799,16.723614,4.895392,24.608038,18.560230,-10.077259,15.555308,-9.285875,17.951998,-18.922026,14.847768,6.470273,4.128431,7.004843,172.699554,0,49.992287,65.450806,50.186268,8.865568,19.324617,8.036777,16.211956,8.074994,15.651824,8.214000,14.949976,9.278947,16.274979,9.907116,15.023873,10.369504,16.086023,0,-0.01750,-0.01217,-0.02096,0.00204,0.00935,-0.01279,0.00552,0.00297,-1.49727,0.11755,3.27684
0.565,0,0,0,0,7.045712,0.342748,5.583908,16.726374,4.895321,24.245295,18.584778,-10.091405,15.544973,-9.282925,17.942629,-17.974243,14.825388,6.468264,4.126384,7.000835,172.443939,0,49.824547,65.415771,50.302998,8.872529,19.340826,8.037238,16.196947,8.074283,15.639202,8.215318,14.936889,9.272840,16.267786,9.907205,15.019832,10.366857,16.084209,0,-0.00967,-0.01329,-0.02045,0.00236,0.00850,-0.01237,0.00573,0.00277,-1.49775,0.11794,3.27783
0.566,0,0,0,0,7.045787,0.344795,5.587016,16.729136,4.895250,23.882551,18.609325,-10.105551,15.534638,-9.279974,17.933258,-17.026459,14.803008,6.466255,4.124337,6.996827,172.188309,0,49.656807,65.380737,50.419731,8.879491,19.357033,8.037700,16.181938,8.073571,15.626580,8.216636,14.923800,9.266733,16.260592,9.907293,15.015791,10.364208,16.082394,0,-0.01061,-0.01377,-0.02008,0.00463,0.00854,-0.01263,0.00600,0.00172,-1.49706,0.11623,3.27732
0.567,0,0,0,0,7.045861,0.346842,5.590124,16.731895,4.895179,23.519808,18.633873,-10.119697,15.524303,-9.277023,17.923887,-16.078676,14.780628,6.464246,4.122289,6.992819,171.932693,0,49.489071,65.345703,50.536461,8.886452,19.373241,8.038161,16.166929,8.072860,15.613958,8.217954,14.910713,9.260626,16.253399,9.907382,15.011750,10.361560,16.080580,0,-0.02824,-0.01411,-0.02005,0.00057,0.00850,-0.01152,0.00663,0.00262,-1.50237,0.11355,3.27671
0.568,0,0,0,0,7.045924,0.346660,5.592040,16.732307,4.896189,23.030327,18.657139,-10.116743,15.514117,-9.271441,17.914650,-15.307369,14.769995,6.464767,4.120243,6.997654,171.960449,0,49.088531,65.403999,50.851116,8.885883,19.389868,8.037861,16.158056,8.072407,15.603332,8.217022,14.899012,9.251514,16.247906,9.906972,15.010942,10.358333,16.077745,0,-0.01441,-0.01295,-0.02050,0.00303,0.00852,-0.01196,0.00417,0.00506,-1.49817,0.11287,3.27689
0.569,0,0,0,0,7.045986,0.346285,5.593851,16.732515,4.897294,22.529827,18.680292,-10.112303,15.503943,-9.265630,17.905422,-14.551409,14.760383,6.465507,4.118196,7.003258,172.012848,0,48.667751,65.470406,51.182980,8.884660,19.406528,8.037495,16.149715,8.071977,15.592878,8.215894,14.887430,9.242143,16.242563,9.906518,15.010413,10.355056,16.074821,0,-0.01857,-0.01238,-0.02000,0.00275,0.00833,-0.01144,0.00513,-0.00204,-1.49905,0.11244,3.27712
0.570,0,0,0,0,7.046048,0.345909,5.595663,16.732723,4.898399,22.029325,18.703447,-10.107862,15.493771,-9.259818,17.896194,-13.795448,14.750771,6.466248,4.116149,7.008861,172.065247,0,48.246971,65.536812,51.514847,8.883436,19.423191,8.037128,16.141376,8.071546,15.582426,8.214766,14.875849,9.232770,16.237219,9.906065,15.009885,10.351778,16.071898,0,-0.01961,-0.01336,-0.02052,0.00283,0.00771,-0.01254,0.00531,0.00174,-1.49764,0.10966,3.27670
0.571,0,0,0,0,7.046111,0.345533,5.597474,16.732931,4.899504,21.528826,18.726601,-10.103422,15.483597,-9.254007,17.886969,-13.039488,14.741158,6.466989,4.114103,7.014465,172.117630,0,47.826187,65.603226,51.846710,8.882213,19.439852,8.036762,16.133038,8.071115,15.571973,8.213637,14.864267,9.223397,16.231874,9.905611,15.009356,10.348501,16.068975,0,-0.01797,-0.01266,-0.01939,0.00390,0.00898,-0.01353,0.00536,0.00178,-1.49540,0.10704,3.27624
0.572,0,0,0,0,7.045419,0.348223,5.600870,16.736233,4.899008,20.881218,18.747816,-10.086771,15.473552,-9.255105,17.877705,-12.656715,14.732278,6.465231,4.114806,7.014790,172.230972,0,47.683041,65.512184,51.836048,8.879983,19.470703,8.036279,16.127628,8.072433,15.565742,8.215847,14.857668,9.220657,16.228893,9.905340,15.007749,10.346199,16.069098,0,-0.00896,-0.01404,-0.02014,0.00322,0.00844,-0.01279,0.00524,0.00105,-1.50020,0.10716,3.27671
0.573,0,0,0,0,7.044661,0.351180,5.604403,16.739805,4.898374,20.220818,18.768864,-10.069058,15.463517,-9.256804,17.868437,-12.306394,14.723461,6.463257,4.115747,7.014655,172.349609,0,47.564034,65.407448,51.795597,8.877666,19.502790,8.035786,16.122475,8.073901,15.559879,8.218349,14.851501,9.218494,16.226116,9.905086,15.006046,10.343982,16.069487,0,-0.01307,-0.01314,-0.01984,0.00298,0.00844,-0.01338,0.00567,0.00282,-1.49606,0.10691,3.27725
0.574,0,0,0,0,7.043904,0.354138,5.607937,16.743376,4.897739,19.560419,18.789909,-10.051347,15.453483,-9.258502,17.859169,-11.956073,14.714644,6.461282,4.116690,7.014521,172.468246,0,47.445026,65.302719,51.755150,8.875348,19.534876,8.035293,16.117319,8.075370,15.554017,8.220849,14.845333,9.216331,16.223341,9.904831,15.004345,10.341763,16.069876,0,-0.02225,-0.01397,-0.02092,0.00522,0.00702,-0.01282,0.00392,0.00176,-1.49714,0.10396,3.27707
0.575,0,0,0,0,7.043146,0.357095,5.611471,16.746946,4.897104,18.900019,18.810957,-10.033634,15.443449,-9.260201,17.849901,-11.605751,14.705828,6.459308,4.117631,7.014387,172.586884,0,47.326019,65.197983,51.714699,8.873031,19.566961,8.034799,16.112165,8.076838,15.548154,8.223350,14.839166,9.214169,16.220564,9.904576,15.002643,10.339546,16.070265,0,-0.02016,-0.01274,-0.02060,-0.00031,0.00902,-0.01171,0.00524,0.00127,-1.49787,0.10156,3.27684
0.576,0,0,0,0,7.043573,0.356264,5.615719,16.747002,4.899814,18.100948,18.829433,-10.015295,15.433523,-9.262055,17.840649,-11.256344,14.697970,6.461230,4.119589,7.016582,172.260666,0,47.223778,65.108139,51.850327,8.867707,19.586676,8.035894,16.104345,8.077278,15.537835,8.226855,14.829203,9.209281,16.216473,9.905088,15.001677,10.338039,16.070738,0,-0.01093,-0.01353,-0.01964,0.00667,0.00951,-0.01269,0.00347,0.00579,-1.49634,0.10178,3.27697
0.577,0,0,0,0,7.044103,0.355103,5.620029,16.746752,4.902814,17.289818,18.847685,-9.996902,15.423607,-9.263923,17.831398,-10.907016,14.690196,6.463491,4.121635,7.018980,171.895752,0,47.122993,65.019585,52.001263,8.862122,19.605312,8.037128,16.096292,8.077628,15.527130,8.230449,14.818910,9.204157,16.212265,9.905666,15.000774,10.336595,16.071217,0,-0.02152,-0.01327,-0.02034,0.00084,0.00920,-0.01163,0.00759,-0.00009,-1.49751,0.10123,3.27712
