"Time","v3 L COP","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.812,4.426889,1,0,0,0.394282,0.000000,3.790650,3.807397,11.952323,7.931200,0,9.995932,4.512209,3.156825,6.636651,4.340984,1.47918,0.10776,3.27651
0.813,4.429648,1,0,0,0.359323,0.000000,3.790839,3.806116,11.939423,7.919672,0,9.985051,4.518966,3.124757,6.671897,4.340136,1.47963,0.10039,3.27667
0.814,4.431895,1,0,0,0.348732,0.000000,3.790951,3.805304,11.925672,7.907940,0,9.973362,4.523464,3.093948,6.709009,4.339313,1.48180,0.08047,3.27667
0.815,4.433841,1,0,0,0.338141,0.000000,3.791063,3.804837,11.911920,7.896209,0,9.961674,4.527962,3.063140,6.746119,4.338489,1.48428,0.09767,3.27660
0.816,4.435330,1,0,0,0.327550,0.000000,3.791175,3.804895,11.898169,7.884477,0,9.949985,4.532461,3.032331,6.783230,4.337666,1.48530,0.12652,3.27637
0.817,4.436564,1,0,0,0.329125,0.000000,3.791336,3.805305,11.884530,7.872582,0,9.938378,4.536163,3.003856,6.821194,4.336823,1.48617,0.10754,3.27647
0.818,4.437412,1,0,0,0.357035,0.000000,3.791602,3.806250,11.871138,7.860332,0,9.926950,4.538146,2.980430,6.861001,4.335938,1.48367,0.09629,3.27731
0.819,4.438041,1,0,0,0.384945,0.000000,3.791869,3.807574,11.857745,7.848082,0,9.915521,4.540127,2.957005,6.900810,4.335053,1.48817,0.11064,3.27771
0.820,4.438334,1,0,0,0.412855,0.000000,3.792136,3.809477,11.844353,7.835831,0,9.904092,4.542109,2.933579,6.940618,4.334168,1.48257,0.09774,3.27710
0.821,4.438447,1,0,0,0.453965,0.000000,3.792436,3.811776,11.831084,7.823335,0,9.892547,4.543601,2.914121,6.980846,4.333233,1.47787,0.08089,3.27686
0.822,4.438285,1,0,0,0.523651,0.000000,3.792810,3.814680,11.818083,7.810305,0,9.880750,4.544033,2.903250,7.021986,4.332190,1.47795,0.09450,3.27747
0.823,4.438017,1,0,0,0.593336,0.000000,3.793184,3.817918,11.805080,7.797275,0,9.868953,4.544465,2.892380,7.063126,4.331146,1.47493,0.12289,3.27771
0.824,4.437589,1,0,0,0.663021,0.000000,3.793558,3.821664,11.792079,7.784245,0,9.857156,4.544897,2.881509,7.104266,4.330103,1.47044,0.10528,3.27710
0.825,4.437121,1,0,0,0.740306,0.000000,3.794050,3.825674,11.779082,7.771388,0,9.845269,4.545175,2.873394,7.145331,4.329020,1.46895,0.09323,3.27646
0.826,4.436592,1,0,0,0.834041,0.000000,3.794800,3.830086,11.766094,7.758902,0,9.833188,4.545116,2.871243,7.186234,4.327850,1.45988,0.10974,3.27578
0.827,4.436001,1,0,0,0.927775,0.000000,3.795550,3.834757,11.753107,7.746416,0,9.821107,4.545059,2.869092,7.227136,4.326680,1.45289,0.10242,3.27556
0.828,4.435315,1,0,0,1.021510,0.000000,3.796300,3.839823,11.740120,7.733930,0,9.809027,4.545001,2.866940,7.268038,4.325511,1.44785,0.08600,3.27640
0.829,4.434538,1,0,0,1.119696,0.000000,3.797228,3.845142,11.726907,7.721549,0,9.796888,4.544866,2.866927,7.308204,4.324192,1.44186,0.10232,3.27702
0.830,4.433621,1,0,0,1.227518,0.000000,3.798542,3.850849,11.713203,7.709392,0,9.784626,4.544565,2.871543,7.346774,4.322552,1.43514,0.10304,3.27718
0.831,4.432665,1,0,0,1.335341,0.000000,3.799855,3.856722,11.699501,7.697235,0,9.772364,4.544264,2.876159,7.385345,4.320912,1.42673,0.09868,3.27710
0.832,4.431648,1,0,0,1.443163,0.000000,3.801169,3.862846,11.685798,7.685078,0,9.760101,4.543962,2.880775,7.423915,4.319272,1.42198,0.09600,3.27649
0.833,4.430640,1,0,0,1.548401,0.000000,3.802663,3.869022,11.672228,7.673050,0,9.747898,4.543454,2.885808,7.460769,4.317777,1.40496,0.12006,3.27623
0.834,4.429646,1,0,0,1.648043,0.000000,3.804548,3.875274,11.658946,7.661302,0,9.735825,4.542497,2.891744,7.493908,4.316599,1.39546,0.09381,3.27676
0.835,4.428598,1,0,0,1.747686,0.000000,3.806432,3.881454,11.645663,7.649554,0,9.723750,4.541540,2.897680,7.527048,4.315422,1.38924,0.07692,3.27706
0.836,4.427469,1,0,0,1.847329,0.000000,3.808317,3.887523,11.632381,7.637806,0,9.711677,4.540583,2.903616,7.560187,4.314244,1.37762,0.11735,3.27683
0.837,4.426213,1,0,0,1.940908,0.000000,3.810255,3.893425,11.618917,7.625840,0,9.699447,4.539429,2.909057,7.591727,4.312941,1.36682,0.09138,3.27667
0.838,4.424765,1,0,0,2.021362,0.000000,3.812309,3.899074,11.605055,7.613401,0,9.686879,4.537848,2.913426,7.619806,4.311366,1.35690,0.09077,3.27667
0.839,4.423222,1,0,0,2.101816,0.000000,3.814362,3.904613,11.591193,7.600963,0,9.674313,4.536268,2.917796,7.647884,4.309791,1.34576,0.10879,3.27691
0.840,4.421534,1,0,0,2.182270,0.000000,3.816415,3.909985,11.577332,7.588524,0,9.661745,4.534688,2.922166,7.675962,4.308217,1.33562,0.11340,3.27767
0.841,4.419806,1,0,0,2.255093,0.000000,3.818650,3.915308,11.563554,7.575845,0,9.649069,4.532930,2.926464,7.702641,4.306683,1.31371,0.09976,3.27799
0.842,4.418018,1,0,0,2.311399,0.000000,3.821277,3.920559,11.549959,7.562646,0,9.636156,4.530787,2.930609,7.726289,4.305239,1.30178,0.11987,3.27730
0.843,4.416225,1,0,0,2.367706,0.000000,3.823905,3.925655,11.536365,7.549447,0,9.623243,4.528643,2.934754,7.749937,4.303795,1.29493,0.11317,3.27664
0.844,4.414427,1,0,0,2.424012,0.000000,3.826533,3.930516,11.522770,7.536248,0,9.610331,4.526500,2.938899,7.773585,4.302351,1.27413,0.08330,3.27603
0.845,4.412638,1,0,0,2.472869,0.000000,3.829133,3.935112,11.509096,7.523186,0,9.597557,4.524256,2.943341,7.796639,4.300976,1.25837,0.08123,3.27572
0.846,4.410863,1,0,0,2.505601,0.000000,3.831672,3.939303,11.495253,7.510420,0,9.585087,4.521796,2.948426,7.818408,4.299748,1.24573,0.10762,3.27610
0.847,4.409038,1,0,0,2.538333,0.000000,3.834211,3.943310,11.481408,7.497655,0,9.572617,4.519336,2.953512,7.840176,4.298521,1.23157,0.10379,3.27641
0.848,4.407135,1,0,0,2.571064,0.000000,3.836750,3.947038,11.467565,7.484890,0,9.560146,4.516875,2.958597,7.861944,4.297293,1.20265,0.08422,3.27657
0.849,4.405124,1,0,0,2.598866,0.000000,3.839322,3.950688,11.453555,7.471653,0,9.547771,4.514328,2.963248,7.883118,4.295884,1.18533,0.10806,3.27667
0.850,4.402946,1,0,0,2.615998,0.000000,3.841965,3.954218,11.439186,7.457393,0,9.535601,4.511593,2.966959,7.903005,4.294081,1.17119,0.12182,3.27667
0.851,4.400702,1,0,0,2.633129,0.000000,3.844608,3.957636,11.424817,7.443134,0,9.523431,4.508858,2.970669,7.922893,4.292278,1.15493,0.10393,3.27677
0.852,4.398354,1,0,0,2.650260,0.000000,3.847251,3.960882,11.410449,7.428874,0,9.511261,4.506123,2.974380,7.942780,4.290475,1.13986,0.09141,3.27707
0.853,4.395992,1,0,0,2.660835,0.000000,3.849935,3.963960,11.396304,7.414711,0,9.499129,4.503377,2.978045,7.962166,4.288574,1.12091,0.10640,3.27728
0.854,4.393607,1,0,0,2.657216,0.000000,3.852707,3.966781,11.382644,7.400756,0,9.487082,4.500607,2.981615,7.980467,4.286459,1.10203,0.09788,3.27728
0.855,4.391180,1,0,0,2.653598,0.000000,3.855480,3.969452,11.368984,7.386802,0,9.475036,4.497838,2.985184,7.998769,4.284345,1.07073,0.08683,3.27733
0.856,4.388690,1,0,0,2.649979,0.000000,3.858252,3.971896,11.355324,7.372847,0,9.462989,4.495068,2.988754,8.017070,4.282230,1.05016,0.09907,3.27748
0.857,4.386123,1,0,0,2.641474,0.000000,3.861008,3.974216,11.341614,7.358968,0,9.451093,4.492234,2.992437,8.035015,4.279987,1.03226,0.10700,3.27761
0.858,4.383440,1,0,0,2.622391,0.000000,3.863730,3.976347,11.327793,7.345254,0,9.439520,4.489261,2.996366,8.052191,4.277467,1.01293,0.09186,3.27769
0.859,4.380710,1,0,0,2.603307,0.000000,3.866452,3.978312,11.313972,7.331540,0,9.427948,4.486288,3.000295,8.069366,4.274947,0.99288,0.09125,3.27776
0.860,4.377909,1,0,0,2.584224,0.000000,3.869173,3.980023,11.300152,7.317825,0,9.416376,4.483315,3.004225,8.086541,4.272426,0.97636,0.12204,3.27784
0.861,4.375095,1,0,0,2.558676,0.000000,3.871840,3.981516,11.286421,7.304011,0,9.405280,4.480293,3.007722,8.103259,4.269859,0.95413,0.10249,3.27780
0.862,4.372261,1,0,0,2.519134,0.000000,3.874389,3.982676,11.272885,7.289980,0,9.395217,4.477169,3.010287,8.118986,4.267190,0.91807,0.08016,3.27749
0.863,4.369381,1,0,0,2.479593,0.000000,3.876937,3.983612,11.259351,7.275950,0,9.385153,4.474044,3.012851,8.134713,4.264520,0.89460,0.10641,3.27728
0.864,4.366430,1,0,0,2.440051,0.000000,3.879486,3.984207,11.245815,7.261919,0,9.375090,4.470920,3.015416,8.150440,4.261850,0.87464,0.10001,3.27728
0.865,4.363405,1,0,0,2.394112,0.000000,3.881977,3.984589,11.231991,7.247884,0,9.366010,4.467754,3.018051,8.165258,4.259065,0.85278,0.09914,3.27724
0.866,4.360264,1,0,0,2.334326,0.000000,3.884343,3.984648,11.217542,7.233838,0,9.359059,4.464498,3.020837,8.178109,4.256027,0.83214,0.11342,3.27708
0.867,4.357119,1,0,0,2.274540,0.000000,3.886709,3.984521,11.203093,7.219791,0,9.352109,4.461242,3.023624,8.190960,4.252989,0.80983,0.11661,3.27702
0.868,4.353966,1,0,0,2.214754,0.000000,3.889075,3.984110,11.188643,7.205745,0,9.345159,4.457985,3.026411,8.203811,4.249951,0.76669,0.10092,3.27718
0.869,4.350878,1,0,0,2.149817,0.000000,3.891365,3.983529,11.174225,7.191655,0,9.339360,4.454807,3.029613,8.215731,4.246943,0.74158,0.09899,3.27733
0.870,4.347891,1,0,0,2.073728,0.000000,3.893488,3.982690,11.159872,7.177472,0,9.336057,4.451797,3.033714,8.225635,4.243999,0.71899,0.11902,3.27748
0.871,4.344912,1,0,0,1.997639,0.000000,3.895612,3.981633,11.145519,7.163288,0,9.332753,4.448787,3.037816,8.235538,4.241056,0.69760,0.08324,3.27738
0.872,4.341944,1,0,0,1.921550,0.000000,3.897735,3.980245,11.131166,7.149104,0,9.329450,4.445777,3.041917,8.245442,4.238112,0.67555,0.07886,3.27669
0.873,4.338922,1,0,0,1.838986,0.000000,3.899741,3.978592,11.116855,7.134896,0,9.328548,4.442834,3.046124,8.254442,4.235038,0.65158,0.10832,3.27635
0.874,4.335816,1,0,0,1.742408,0.000000,3.901490,3.976532,11.102632,7.120636,0,9.332850,4.440036,3.050561,8.261486,4.231680,0.63088,0.08797,3.27681
0.875,4.332731,1,0,0,1.645830,0.000000,3.903239,3.974232,11.088408,7.106375,0,9.337152,4.437239,3.054998,8.268530,4.228323,0.58865,0.08902,3.27715
0.876,4.329676,1,0,0,1.549252,0.000000,3.904989,3.971565,11.074184,7.092114,0,9.341455,4.434441,3.059435,8.275574,4.224965,0.55845,0.10756,3.27723
0.877,4.326717,1,0,0,1.448556,0.000000,3.906596,3.968699,11.059792,7.077806,0,9.349314,4.431758,3.063606,8.281765,4.221655,0.53513,0.10069,3.27717
0.878,4.323904,1,0,0,1.338948,0.000000,3.907896,3.965532,11.045033,7.063395,0,9.364869,4.429323,3.067203,8.286112,4.218449,0.51135,0.08737,3.27678
0.879,4.321085,1,0,0,1.229340,0.000000,3.909195,3.962198,11.030274,7.048984,0,9.380425,4.426889,3.070799,8.290459,4.215242,0.48532,0.12239,3.27664
0.880,4.318260,1,0,0,1.119732,0.000000,3.910495,3.958608,11.015515,7.034572,0,9.395982,4.424455,3.074396,8.294805,4.212036,0.46047,0.09354,3.27702
0.881,4.315331,1,0,0,1.007353,0.000000,3.911680,3.954874,11.000752,7.020206,0,9.415753,4.421954,3.077803,8.297797,4.208758,0.43594,0.08026,3.27717
0.882,4.312247,1,0,0,0.888976,0.000000,3.912615,3.950921,10.985981,7.005940,0,9.444651,4.419309,3.080798,8.297858,4.205325,0.38796,0.11446,3.27678
0.883,4.309196,1,0,0,0.770598,0.000000,3.913550,3.946833,10.971209,6.991673,0,9.473549,4.416664,3.083793,8.297919,4.201892,0.36168,0.09536,3.27650
0.884,4.306195,1,0,0,0.652221,0.000000,3.914485,3.942543,10.956437,6.977407,0,9.502446,4.414018,3.086788,8.297979,4.198459,0.33511,0.09486,3.27642
0.885,4.303372,1,0,0,0.537225,0.000000,3.915177,3.938154,10.941678,6.963536,0,9.535069,4.411609,3.088914,8.297211,4.195153,0.31196,0.11047,3.27639
0.886,4.300820,1,0,0,0.429550,0.000000,3.915345,3.933616,10.926947,6.950524,0,9.575755,4.409709,3.089159,8.294643,4.192121,0.28458,0.11842,3.27647
0.887,4.298331,1,0,0,0.321874,0.000000,3.915513,3.929146,10.912215,6.937512,0,9.616441,4.407810,3.089404,8.292077,4.189089,0.25845,0.09350,3.27659
0.888,4.295939,1,0,0,0.214198,0.000000,3.915680,3.924780,10.897484,6.924500,0,9.657127,4.405910,3.089648,8.289511,4.186058,0.21458,0.10054,3.27682
0.889,4.293472,1,0,0,0.115523,0.000000,3.915756,3.920643,10.882653,6.911410,0,9.700409,4.403919,3.089208,8.286324,4.183042,0.18501,0.11357,3.27688
0.890,4.290889,1,0,0,0.036332,0.000000,3.915631,3.916855,10.867608,6.898149,0,9.749310,4.401729,3.087286,8.281794,4.180060,0.15910,0.08540,3.27658
0.891,4.288304,1,0,0,-0.042859,0.000000,3.915506,3.913266,10.852564,6.884888,0,9.798211,4.399539,3.085364,8.277265,4.177078,0.13004,0.07497,3.27651
0.892,4.285716,1,0,0,-0.122050,0.000000,3.915381,3.909980,10.837519,6.871626,0,9.847112,4.397350,3.083442,8.272735,4.174096,0.10434,0.10891,3.27697
0.893,4.283226,1,0,0,-0.191199,0.000000,3.915121,3.906842,10.822558,6.858262,0,9.897881,4.395170,3.081096,8.267842,4.171302,0.08067,0.12170,3.27714
0.894,4.280888,1,0,0,-0.238612,0.000000,3.914569,3.903928,10.807781,6.844671,0,9.952694,4.393010,3.077832,8.262167,4.168914,0.05303,0.09947,3.27668
0.895,4.278597,1,0,0,-0.286025,0.000000,3.914016,3.901257,10.793003,6.831081,0,10.007507,4.390851,3.074568,8.256492,4.166526,0.00554,0.09328,3.27648
0.896,4.276378,1,0,0,-0.333438,0.000000,3.913464,3.898954,10.778226,6.817491,0,10.062321,4.388691,3.071303,8.250816,4.164138,-0.02170,0.11453,3.27687
0.897,4.274135,1,0,0,-0.370347,0.000000,3.912926,3.896988,10.763330,6.803907,0,10.118144,4.386496,3.068126,8.244884,4.161779,-0.06275,0.10317,3.27701
0.898,4.271852,1,0,0,-0.384521,0.000000,3.912419,3.895536,10.748178,6.790335,0,10.176150,4.384224,3.065139,8.238398,4.159485,-0.07611,0.08678,3.27663
0.899,4.269569,1,0,0,-0.398694,0.000000,3.911912,3.894331,10.733025,6.776763,0,10.234158,4.381953,3.062151,8.231911,4.157192,-0.10242,0.08974,3.27660
0.900,4.267286,1,0,0,-0.412867,0.000000,3.911405,3.893506,10.717873,6.763191,0,10.292165,4.379681,3.059164,8.225424,4.154898,-0.12711,0.10331,3.27736
0.901,4.265030,1,0,0,-0.423330,0.000000,3.910950,3.892802,10.702957,6.749640,0,10.349995,4.377342,3.056428,8.218689,4.152668,-0.17720,0.09171,3.27778
0.902,4.262816,1,0,0,-0.425760,0.000000,3.910611,3.892284,10.688556,6.736132,0,10.407443,4.374854,3.054239,8.211418,4.150579,-0.20524,0.09599,3.27739
0.903,4.260548,1,0,0,-0.428190,0.000000,3.910272,3.891821,10.674154,6.722625,0,10.464890,4.372367,3.052050,8.204147,4.148490,-0.22803,0.11023,3.27718
0.904,4.258197,1,0,0,-0.430620,0.000000,3.909933,3.891441,10.659753,6.709117,0,10.522338,4.369880,3.049860,8.196877,4.146400,-0.25927,0.11625,3.27733
0.905,4.255714,1,0,0,-0.431678,0.000000,3.909558,3.891072,10.645250,6.695716,0,10.579188,4.367319,3.047876,8.189245,4.144092,-0.27933,0.08561,3.27730
0.906,4.253030,1,0,0,-0.429763,0.000000,3.909106,3.890718,10.630529,6.682544,0,10.634746,4.364598,3.046336,8.180835,4.141307,-0.30568,0.07540,3.27684
0.907,4.250296,1,0,0,-0.427848,0.000000,3.908655,3.890352,10.615808,6.669372,0,10.690303,4.361878,3.044796,8.172423,4.138523,-0.35673,0.11648,3.27673
0.908,4.247485,1,0,0,-0.425933,0.000000,3.908203,3.889969,10.601088,6.656200,0,10.745861,4.359157,3.043256,8.164013,4.135739,-0.38171,0.09814,3.27742
0.909,4.244716,1,0,0,-0.425598,0.000000,3.907768,3.889559,10.586620,6.642972,0,10.800035,4.356414,3.040413,8.155548,4.132996,-0.40906,0.09354,3.27778
0.910,4.242013,1,0,0,-0.428683,0.000000,3.907370,3.889105,10.572701,6.629625,0,10.851213,4.353620,3.034752,8.146970,4.130341,-0.43058,0.09046,3.27739
0.911,4.239294,1,0,0,-0.431767,0.000000,3.906971,3.888595,10.558782,6.616278,0,10.902390,4.350827,3.029091,8.138391,4.127687,-0.45604,0.11844,3.27718
0.912,4.236553,1,0,0,-0.434852,0.000000,3.906572,3.887998,10.544863,6.602931,0,10.953568,4.348033,3.023430,8.129811,4.125032,-0.47991,0.10167,3.27733
0.913,4.233723,1,0,0,-0.439980,0.000000,3.906156,3.887323,10.531080,6.589653,0,11.002166,4.345188,3.017563,8.121144,4.122235,-0.52717,0.09695,3.27746
0.914,4.230757,1,0,0,-0.449532,0.000000,3.905706,3.886530,10.517593,6.576529,0,11.045179,4.342230,3.011247,8.112286,4.119128,-0.55465,0.11377,3.27753
0.915,4.227742,1,0,0,-0.459083,0.000000,3.905255,3.885689,10.504107,6.563404,0,11.088193,4.339272,3.004932,8.103427,4.116022,-0.57762,0.09249,3.27763
0.916,4.224653,1,0,0,-0.468635,0.000000,3.904805,3.884772,10.490620,6.550279,0,11.131207,4.336314,2.998616,8.094568,4.112915,-0.60245,0.08485,3.27779
0.917,4.221571,1,0,0,-0.478980,0.000000,3.904352,3.883841,10.477087,6.537031,0,11.170606,4.333356,2.991824,8.085801,4.109776,-0.62680,0.10938,3.27773
0.918,4.218501,1,0,0,-0.491041,0.000000,3.903895,3.882888,10.463455,6.523517,0,11.202184,4.330400,2.984000,8.077231,4.106569,-0.64970,0.12347,3.27720
0.919,4.215422,1,0,0,-0.503102,0.000000,3.903438,3.881920,10.449824,6.510004,0,11.233762,4.327444,2.976176,8.068663,4.103362,-0.67195,0.10541,3.27690
0.920,4.212331,1,0,0,-0.515163,0.000000,3.902981,3.880928,10.436193,6.496490,0,11.265340,4.324488,2.968351,8.060094,4.100155,-0.71769,0.10478,3.27712
0.921,4.209213,1,0,0,-0.527263,0.000000,3.902498,3.879914,10.422821,6.483124,0,11.293931,4.321409,2.960269,8.051389,4.097039,-0.74005,0.10883,3.27714
0.922,4.206051,1,0,0,-0.539448,0.000000,3.901959,3.878865,10.410011,6.470079,0,11.316060,4.318064,2.951628,8.042389,4.094121,-0.76780,0.09160,3.27668
0.923,4.202911,1,0,0,-0.551632,0.000000,3.901421,3.877808,10.397202,6.457033,0,11.338188,4.314719,2.942987,8.033388,4.091203,-0.78430,0.07749,3.27653
0.924,4.199805,1,0,0,-0.563816,0.000000,3.900882,3.876738,10.384393,6.443988,0,11.360317,4.311374,2.934346,8.024388,4.088285,-0.80599,0.10896,3.27706
0.925,4.196780,1,0,0,-0.575122,0.000000,3.900308,3.875674,10.371625,6.431072,0,11.380012,4.308169,2.925876,8.015115,4.085452,-0.83078,0.09406,3.27734
0.926,4.193878,1,0,0,-0.584527,0.000000,3.899656,3.874618,10.358948,6.418435,0,11.394438,4.305267,2.917776,8.005250,4.082800,-0.86627,0.08721,3.27704
0.927,4.191068,1,0,0,-0.593932,0.000000,3.899003,3.873563,10.346271,6.405798,0,11.408864,4.302365,2.909675,7.995386,4.080149,-0.88950,0.12690,3.27675
0.928,4.188397,1,0,0,-0.603337,0.000000,3.898350,3.872507,10.333593,6.393161,0,11.423290,4.299463,2.901575,7.985521,4.077497,-0.90953,0.11497,3.27653
0.929,4.185810,1,0,0,-0.613714,0.000000,3.897686,3.871430,10.321074,6.380652,0,11.435863,4.296696,2.894837,7.975343,4.074945,-0.93151,0.10074,3.27644
0.930,4.183348,1,0,0,-0.626195,0.000000,3.896997,3.870321,10.308896,6.368422,0,11.444425,4.294222,2.891049,7.964488,4.072608,-0.95191,0.11836,3.27667
0.931,4.180928,1,0,0,-0.638676,0.000000,3.896308,3.869128,10.296718,6.356191,0,11.452986,4.291748,2.887261,7.953631,4.070272,-0.97129,0.10543,3.27690
0.932,4.178571,1,0,0,-0.651157,0.000000,3.895619,3.867807,10.284540,6.343960,0,11.461547,4.289274,2.883473,7.942776,4.067935,-1.00793,0.09230,3.27712
0.933,4.176218,1,0,0,-0.670492,0.000000,3.894974,3.866330,10.272603,6.331843,0,11.468534,4.286844,2.879823,7.931519,4.065613,-1.02822,0.10854,3.27712
0.934,4.173872,1,0,0,-0.704663,0.000000,3.894424,3.864615,10.261189,6.319973,0,11.472113,4.284509,2.876474,7.919394,4.063323,-1.04708,0.09096,3.27659
0.935,4.171551,1,0,0,-0.738834,0.000000,3.893874,3.862681,10.249776,6.308103,0,11.475693,4.282174,2.873124,7.907269,4.061032,-1.06556,0.08469,3.27642
0.936,4.169266,1,0,0,-0.773005,0.000000,3.893324,3.860414,10.238362,6.296232,0,11.479272,4.279839,2.869775,7.895144,4.058742,-1.08303,0.12223,3.27711
0.937,4.167036,1,0,0,-0.817096,0.000000,3.892740,3.857864,10.227098,6.284345,0,11.482159,4.277512,2.866704,7.882835,4.056595,-1.09940,0.11231,3.27752
0.938,4.164887,1,0,0,-0.882661,0.000000,3.892081,3.854884,10.216153,6.272420,0,11.483545,4.275199,2.864234,7.870127,4.054759,-1.13397,0.09896,3.27729
0.939,4.162793,1,0,0,-0.948226,0.000000,3.891423,3.851547,10.205210,6.260497,0,11.484933,4.272888,2.861764,7.857419,4.052923,-1.15589,0.11100,3.27711
0.940,4.160783,1,0,0,-1.013792,0.000000,3.890764,3.847665,10.194265,6.248572,0,11.486320,4.270576,2.859295,7.844712,4.051087,-1.16569,0.11906,3.27703
0.941,4.158826,1,0,1,-1.091401,0.572083,3.889986,3.843365,10.183395,6.236819,0,11.487140,4.268330,2.856771,7.832217,4.049381,-1.17980,0.09426,3.27695
0.942,4.156951,1,0,0,-1.195082,2.016738,3.888947,3.838427,10.172683,6.225433,1,11.486731,4.266228,2.854129,7.820186,4.047955,-1.19726,0.07417,3.27688
0.943,4.155158,1,0,0,-1.298763,2.888209,3.887908,3.833092,10.161971,6.214048,1,11.486321,4.264126,2.851488,7.808154,4.046528,-1.21119,0.10344,3.27687
0.944,4.153487,1,0,0,-1.402444,2.885429,3.886869,3.827150,10.151258,6.202662,1,11.485912,4.262023,2.848846,7.796122,4.045101,-1.22619,0.09422,3.27702
0.945,4.151929,1,0,0,-1.512244,2.882712,3.885583,3.820868,10.140481,6.191475,1,11.484480,4.260147,2.846228,7.784137,4.043794,-1.24270,0.09774,3.27704
0.946,4.150542,1,0,0,-1.635286,2.880090,3.883760,3.814069,10.129563,6.180717,1,11.480829,4.258759,2.843660,7.772254,4.042746,-1.25452,0.11747,3.27673
0.947,4.149279,1,0,0,-1.758329,2.877532,3.881937,3.807053,10.118646,6.169958,1,11.477180,4.257371,2.841092,7.760371,4.041698,-1.26948,0.11686,3.27661
0.948,4.148204,1,0,0,-1.881371,2.875072,3.880114,3.799709,10.107728,6.159199,1,11.473530,4.255982,2.838524,7.748488,4.040649,-1.28358,0.09676,3.27692
0.949,4.147256,1,0,0,-2.007241,2.872643,3.878180,3.792258,10.096866,6.148596,1,11.469215,4.254817,2.836142,7.736769,4.039770,-1.29792,0.08485,3.27704
0.950,4.146502,1,0,0,-2.139231,2.870262,3.876003,3.784641,10.086122,6.138329,1,11.463464,4.254135,2.834165,7.725407,4.039259,-1.31191,0.11818,3.27673
0.951,4.145863,1,0,0,-2.271220,2.867849,3.873825,3.776867,10.075377,6.128061,1,11.457712,4.253453,2.832189,7.714044,4.038749,-1.33044,0.09086,3.27654
0.952,4.145401,1,0,0,-2.403210,2.865387,3.871648,3.768854,10.064632,6.117794,1,11.451961,4.252771,2.830212,7.702682,4.038238,-1.34113,0.08751,3.27662
0.953,4.145034,1,0,0,-2.537029,2.862842,3.869251,3.760620,10.054080,6.107860,1,11.445442,4.252161,2.828281,7.691262,4.037931,-1.35438,0.10579,3.27688
0.954,4.144812,1,0,0,-2.674809,2.860172,3.866377,3.752048,10.043941,6.098649,1,11.437262,4.251707,2.826449,7.679719,4.038065,-1.36317,0.11669,3.27757
0.955,4.144635,1,0,0,-2.812589,2.857466,3.863502,3.743327,10.033803,6.089437,1,11.429082,4.251253,2.824618,7.668176,4.038199,-1.37274,0.10125,3.27793
