"Time","v3 L COP","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
1.303,0.000000,0,0,0,-7.667793,2.927326,3.746197,3.417037,11.356281,8.069302,1,11.962401,4.355110,3.137476,7.319943,4.622372,-1.38942,0.10256,3.27690
1.304,0.000000,0,0,0,-7.664588,2.927825,3.738431,3.409804,11.407043,8.111925,1,11.950323,4.348910,3.137822,7.309669,4.613511,-1.38157,0.08289,3.27712
1.305,0.000000,0,0,0,-7.647989,2.928186,3.730699,3.402968,11.457897,8.152360,1,11.937972,4.341596,3.137872,7.299217,4.604951,-1.37160,0.08080,3.27733
1.306,0.000000,0,0,0,-7.602399,2.928335,3.723042,3.396738,11.508947,8.188056,1,11.925032,4.331870,3.137280,7.288376,4.597046,-1.35975,0.12186,3.27748
1.307,0.000000,0,0,0,-7.556809,2.928466,3.715384,3.390893,11.559999,8.223751,1,11.912091,4.322144,3.136689,7.277534,4.589142,-1.34152,0.11957,3.27742
1.308,0.000000,0,0,0,-7.511219,2.928570,3.707726,3.385636,11.611049,8.259447,1,11.899150,4.312418,3.136097,7.266693,4.581237,-1.32932,0.09686,3.27689
1.309,0.000000,0,0,0,-7.449831,2.928785,3.700089,3.380772,11.662001,8.292633,1,11.886338,4.302036,3.135839,7.256016,4.573744,-1.31947,0.08549,3.27675
1.310,0.000000,0,0,0,-7.354248,2.929171,3.692497,3.376507,11.712740,8.320385,1,11.873806,4.290236,3.136302,7.245692,4.567142,-1.30914,0.11230,3.27752
1.311,0.000000,0,0,0,-7.258664,2.929604,3.684905,3.372804,11.763478,8.348138,1,11.861274,4.278436,3.136765,7.235369,4.560540,-1.29316,0.10105,3.27800
1.312,0.000000,0,0,0,-7.163080,2.930107,3.677313,3.369959,11.814218,8.375890,1,11.848742,4.266636,3.137229,7.225045,4.553938,-1.28350,0.08246,3.27785
1.313,0.000000,0,0,0,-7.043133,2.930563,3.669854,3.367871,11.863353,8.400758,1,11.836386,4.253733,3.137766,7.214953,4.547671,-1.26619,0.09738,3.27769
1.314,0.000000,0,0,0,-6.870450,2.930944,3.662686,3.366937,11.909017,8.419382,1,11.824411,4.238443,3.138464,7.205364,4.542127,-1.24205,0.10528,3.27754
1.315,0.000000,0,0,0,-6.697766,2.931300,3.655518,3.366856,11.954680,8.438006,1,11.812437,4.223153,3.139162,7.195775,4.536583,-1.22561,0.10113,3.27720
1.316,0.000000,0,0,0,-6.525083,2.931617,3.648350,3.368074,12.000345,8.456631,1,11.800462,4.207862,3.139860,7.186185,4.531040,-1.21057,0.09123,3.27644
1.317,0.000000,0,0,0,-6.324259,2.931961,3.641432,3.370209,12.043559,8.473046,1,11.788813,4.193071,3.140678,7.176835,4.525425,-1.19707,0.12407,3.27614
1.318,0.000000,0,0,0,-6.062522,2.932346,3.635056,3.373739,12.081471,8.484679,1,11.777868,4.179362,3.141756,7.168005,4.519656,-1.18195,0.09593,3.27691
1.319,0.000000,0,0,0,-5.800786,2.932794,3.628681,3.378227,12.119383,8.496313,1,11.766923,4.165653,3.142835,7.159175,4.513887,-1.16412,0.08129,3.27744
1.320,0.000000,0,0,0,-5.539050,2.933338,3.622306,3.384175,12.157295,8.507946,1,11.755978,4.151943,3.143913,7.150344,4.508119,-1.13490,0.10875,3.27744
1.321,0.000000,0,0,0,-5.250573,2.933985,3.616346,3.391109,12.193213,8.517284,1,11.745250,4.138148,3.145296,7.141559,4.501958,-1.11634,0.10323,3.27732
1.322,0.000000,0,0,0,-4.904215,2.934787,3.611288,3.399549,12.224814,8.521656,1,11.734990,4.124168,3.147339,7.132869,4.494948,-1.09896,0.10107,3.27694
1.323,0.000000,0,0,0,-4.557858,2.935760,3.606229,3.408970,12.256416,8.526027,1,11.724730,4.110188,3.149382,7.124179,4.487938,-1.08457,0.11009,3.27686
1.324,0.000000,0,0,0,-4.211500,2.936995,3.601171,3.419888,12.288018,8.530398,1,11.714471,4.096209,3.151426,7.115489,4.480929,-1.06699,0.12152,3.27747
1.325,0.000000,0,0,0,-3.846067,2.938455,3.596670,3.431727,12.319132,8.532483,1,11.704251,4.082393,3.153944,7.106982,4.474313,-1.04842,0.09805,3.27780
1.326,0.000000,0,0,0,-3.439345,2.940261,3.593377,3.444971,12.349186,8.529617,1,11.694118,4.068935,3.157491,7.098871,4.468550,-1.02343,0.10507,3.27749
1.327,0.000000,0,0,0,-3.032623,2.942245,3.590083,3.458864,12.379241,8.526752,1,11.683983,4.055477,3.161038,7.090760,4.462786,-0.99007,0.11564,3.27735
1.328,0.000000,0,0,0,-2.625901,2.944502,3.586790,3.473748,12.409295,8.523888,1,11.673849,4.042018,3.164585,7.082649,4.457023,-0.96996,0.08738,3.27758
1.329,0.000000,0,0,0,-2.218352,2.946853,3.584062,3.488981,12.438642,8.519682,1,11.663669,4.029273,3.168251,7.074736,4.452250,-0.95128,0.08368,3.27767
1.330,0.000000,0,0,0,-1.809013,2.949350,3.582559,3.504749,12.466455,8.512576,1,11.653391,4.018071,3.172174,7.067249,4.449619,-0.93241,0.11308,3.27744
1.331,0.000000,0,0,0,-1.399675,2.951827,3.581057,3.520710,12.494267,8.505470,1,11.643112,4.006869,3.176096,7.059762,4.446989,-0.91215,0.10902,3.27721
1.332,0.000000,0,0,0,-0.990336,2.954274,3.579554,3.536966,12.522081,8.498364,1,11.632834,3.995667,3.180019,7.052276,4.444358,-0.88893,0.08706,3.27698
1.333,0.000000,0,0,0,-0.592273,2.956618,3.578616,3.553291,12.549839,8.491082,1,11.622711,3.984651,3.183571,7.044995,4.442808,-0.84990,0.10765,3.27690
1.334,0.000000,0,0,0,-0.218618,2.958803,3.578901,3.569719,12.577478,8.483419,1,11.612924,3.974039,3.186321,7.038158,4.443597,-0.82822,0.12099,3.27712
1.335,0.000000,0,0,0,0.155037,2.960981,3.579187,3.586047,12.605117,8.475756,1,11.603136,3.963426,3.189072,7.031321,4.444386,-0.80677,0.10325,3.27738
1.336,0.000000,0,0,0,0.528693,2.963146,3.579472,3.602222,12.632756,8.468093,1,11.593349,3.952814,3.191822,7.024484,4.445175,-0.78386,0.08523,3.27768
1.337,0.000000,0,0,0,0.877327,2.965407,3.580343,3.618109,12.660547,8.460602,1,11.583903,3.942555,3.194656,7.017992,4.446495,-0.76299,0.09807,3.27780
1.338,0.000000,0,0,0,1.171801,2.967817,3.582481,3.633555,12.688667,8.453483,1,11.575198,3.933062,3.197670,7.012250,4.448964,-0.74064,0.09924,3.27749
1.339,0.000000,0,0,0,1.466275,2.970247,3.584619,3.648493,12.716787,8.446363,1,11.566492,3.923569,3.200684,7.006508,4.451433,-0.71743,0.08397,3.27731
1.340,0.000000,0,0,0,1.760750,2.972709,3.586757,3.662653,12.744907,8.439244,1,11.557787,3.914076,3.203698,7.000767,4.453901,-0.67350,0.09304,3.27738
1.341,0.000000,0,0,0,2.030233,2.975090,3.589008,3.676140,12.773273,8.432285,1,11.549418,3.905051,3.206589,6.995481,4.456717,-0.64813,0.12533,3.27744
1.342,0.000000,0,0,0,2.245622,2.977347,3.591506,3.688599,12.802174,8.425674,1,11.541779,3.897041,3.209215,6.991183,4.460283,-0.62184,0.11108,3.27744
1.343,0.000000,0,0,0,2.461010,2.979532,3.594003,3.700519,12.831074,8.419064,1,11.534139,3.889030,3.211840,6.986885,4.463849,-0.60416,0.08406,3.27730
1.344,0.000000,0,0,0,2.676399,2.981610,3.596501,3.711615,12.859974,8.412453,1,11.526499,3.881020,3.214465,6.982586,4.467415,-0.57604,0.08455,3.27684
1.345,0.000000,0,0,0,2.868284,2.983650,3.599298,3.722333,12.888555,8.405707,1,11.518893,3.873036,3.216793,6.978573,4.470942,-0.55349,0.11284,3.27652
1.346,0.000000,0,0,0,3.009291,2.985635,3.602743,3.732473,12.916442,8.398668,1,11.511358,3.865109,3.218477,6.975176,4.474383,-0.53067,0.09437,3.27652
1.347,0.000000,0,0,0,3.150298,2.987583,3.606189,3.742133,12.944329,8.391629,1,11.503824,3.857183,3.220162,6.971779,4.477825,-0.48077,0.09329,3.27666
1.348,0.000000,0,0,0,3.291305,2.989477,3.609634,3.751061,12.972217,8.384590,1,11.496290,3.849256,3.221846,6.968382,4.481267,-0.45804,0.09958,3.27712
1.349,0.000000,0,0,0,3.410848,2.991345,3.613153,3.759394,12.999906,8.377683,1,11.488955,3.841552,3.223463,6.965450,4.484592,-0.43038,0.11817,3.27732
1.350,0.000000,0,0,0,3.483931,2.993174,3.616835,3.766819,13.027163,8.371058,1,11.482049,3.834331,3.224931,6.963525,4.487664,-0.41008,0.09794,3.27694
1.351,0.000000,0,0,0,3.557014,2.995075,3.620516,3.773794,13.054420,8.364435,1,11.475143,3.827109,3.226399,6.961600,4.490736,-0.38190,0.09763,3.27658
1.352,0.000000,0,0,0,3.630097,2.997087,3.624197,3.780082,13.081676,8.357811,1,11.468238,3.819888,3.227867,6.959675,4.493807,-0.35591,0.11604,3.27627
1.353,0.000000,0,0,0,3.685517,2.999263,3.628021,3.786069,13.108291,8.351292,1,11.461304,3.813053,3.229611,6.958534,4.496682,-0.32930,0.09339,3.27609
1.354,0.000000,0,0,0,3.702707,3.001687,3.632154,3.791594,13.133511,8.344998,1,11.454307,3.807055,3.231954,6.959093,4.499133,-0.28015,0.08458,3.27616
1.355,0.000000,0,0,0,3.719897,2.408527,3.636286,3.796638,13.158731,8.338705,1,11.447309,3.801058,3.234296,6.959651,4.501584,-0.25585,0.09506,3.27626
1.356,0.000000,0,0,1,3.737086,0.906952,3.640419,3.800950,13.183950,8.332413,1,11.440312,3.795060,3.236639,6.960210,4.504035,-0.22857,0.12181,3.27641
1.357,0.000000,0,0,0,3.734115,0.000000,3.644470,3.804585,13.209018,8.326144,0,11.433198,3.788970,3.239017,6.961454,4.506444,-0.20400,0.10558,3.27673
1.358,0.000000,0,0,0,3.687503,0.000000,3.648346,3.807190,13.233754,8.319932,0,11.425832,3.782682,3.241471,6.964182,4.508767,-0.17906,0.09851,3.27742
1.359,0.000000,0,0,0,3.640891,0.000000,3.652221,3.809262,13.258490,8.313719,0,11.418466,3.776395,3.243925,6.966909,4.511088,-0.15225,0.11965,3.27780
1.360,0.000000,0,0,0,3.594279,0.000000,3.656097,3.810521,13.283226,8.307507,0,11.411098,3.770107,3.246379,6.969637,4.513411,-0.12626,0.10849,3.27749
1.361,0.000000,0,0,0,3.535484,0.000000,3.659879,3.811442,13.307408,8.301224,0,11.403915,3.764135,3.248688,6.974211,4.515687,-0.07748,0.08883,3.27721
1.362,0.000000,0,0,0,3.450322,0.000000,3.663459,3.811845,13.330394,8.294787,0,11.397128,3.758847,3.250683,6.982780,4.517862,-0.04831,0.08628,3.27698
1.363,0.000000,0,0,0,3.365159,0.000000,3.667040,3.811904,13.353379,8.288352,0,11.390341,3.753560,3.252677,6.991351,4.520037,-0.02213,0.09844,3.27690
1.364,0.000000,0,0,0,3.279996,0.000000,3.670620,3.811435,13.376365,8.281917,0,11.383554,3.748272,3.254672,6.999920,4.522213,0.00493,0.08802,3.27712
1.365,0.000000,0,0,0,3.186231,0.000000,3.674015,3.810586,13.399344,8.275294,0,11.377095,3.742813,3.255758,7.011298,4.524217,0.01760,0.09275,3.27717
1.366,0.000000,0,0,0,3.073844,0.000000,3.677008,3.809158,13.422313,8.268267,0,11.371350,3.736985,3.254878,7.028753,4.525854,0.05427,0.11722,3.27678
1.367,0.000000,0,0,0,2.961457,0.000000,3.680002,3.807441,13.445280,8.261240,0,11.365605,3.731157,3.253997,7.046208,4.527490,0.08002,0.10858,3.27666
1.368,0.000000,0,0,0,2.849070,0.000000,3.682995,3.805285,13.468247,8.254212,0,11.359860,3.725328,3.253117,7.063663,4.529127,0.13017,0.09013,3.27712
1.369,0.000000,0,0,0,2.734910,0.000000,3.685816,3.802970,13.491135,8.247387,0,11.354014,3.719669,3.250799,7.084486,4.530703,0.15761,0.08217,3.27741
1.370,0.000000,0,0,0,2.616911,0.000000,3.688264,3.800410,13.513846,8.240999,0,11.347950,3.714377,3.245370,7.112596,4.532148,0.17911,0.11503,3.27734
1.371,0.000000,0,0,0,2.498913,0.000000,3.690712,3.797815,13.536559,8.234611,0,11.341885,3.709085,3.239942,7.140706,4.533594,0.20997,0.09048,3.27724
1.372,0.000000,0,0,0,2.380914,0.000000,3.693160,3.795169,13.559271,8.228223,0,11.335819,3.703793,3.234513,7.168817,4.535040,0.23592,0.08848,3.27708
1.373,0.000000,0,0,0,2.265601,0.000000,3.695517,3.792578,13.581611,8.222020,0,11.329640,3.698828,3.227395,7.200655,4.536584,0.25845,0.10337,3.27705
1.374,0.000000,0,0,0,2.156101,0.000000,3.697677,3.790072,13.603143,8.216218,0,11.323215,3.694573,3.216622,7.240565,4.538342,0.28329,0.11331,3.27728
1.375,0.000000,0,0,0,2.046601,0.000000,3.699838,3.787548,13.624675,8.210417,0,11.316791,3.690318,3.205848,7.280475,4.540101,0.33120,0.09768,3.27744
1.376,0.000000,0,0,0,1.937101,0.000000,3.701998,3.784998,13.646207,8.204615,0,11.310366,3.686063,3.195075,7.320385,4.541859,0.35917,0.09532,3.27744
1.377,0.000000,0,0,0,1.829790,0.000000,3.703977,3.782350,13.667471,8.198765,0,11.303672,3.682077,3.181878,7.364105,4.543382,0.38907,0.12465,3.27739
1.378,0.000000,0,0,0,1.727218,0.000000,3.705562,3.779552,13.688154,8.192810,0,11.296394,3.678673,3.163436,7.416070,4.544398,0.40991,0.09710,3.27724
1.379,0.000000,0,0,0,1.624646,0.000000,3.707148,3.776747,13.708838,8.186855,0,11.289117,3.675269,3.144994,7.468036,4.545414,0.43254,0.08992,3.27715
1.380,0.000000,0,0,0,1.522074,0.000000,3.708734,3.773929,13.729522,8.180902,0,11.281839,3.671865,3.126553,7.520002,4.546431,0.45942,0.10186,3.27723
1.381,0.000000,0,0,0,1.427297,0.000000,3.710147,3.771227,13.749896,8.174990,0,11.274495,3.669034,3.107300,7.575595,4.547307,0.48445,0.10536,3.27714
1.382,0.000000,0,0,0,1.349394,0.000000,3.711186,3.768701,13.769602,8.169171,0,11.267008,3.667445,3.086294,7.639041,4.547884,0.53149,0.08715,3.27668
1.383,0.000000,0,0,0,1.271491,0.000000,3.712225,3.766343,13.789307,8.163353,0,11.259521,3.665855,3.065288,7.702487,4.548461,0.55823,0.08272,3.27648
1.384,0.000000,0,0,0,1.193587,0.000000,3.713264,3.764239,13.809011,8.157534,0,11.252032,3.664266,3.044282,7.765932,4.549038,0.58022,0.12165,3.27687
1.385,0.000000,0,0,0,1.121932,0.000000,3.714335,3.762329,13.827523,8.151388,0,11.244406,3.663107,3.023917,7.831342,4.549794,0.60811,0.11649,3.27725
1.386,0.000000,0,0,0,1.063800,0.000000,3.715476,3.760715,13.843453,8.144533,0,11.236479,3.662878,3.004941,7.901005,4.550939,0.62913,0.09722,3.27763
1.387,0.000000,0,0,0,1.005668,0.000000,3.716617,3.759295,13.859384,8.137678,0,11.228552,3.662650,2.985965,7.970668,4.552083,0.65245,0.08241,3.27778
1.388,0.000000,0,0,0,0.947536,0.000000,3.717758,3.758172,13.875314,8.130823,0,11.220625,3.662421,2.966989,8.040331,4.553227,0.67563,0.10786,3.27739
1.389,0.000000,0,0,0,0.903187,0.000000,3.718696,3.757260,13.890285,8.123797,0,11.212739,3.662315,2.950495,8.111031,4.554431,0.69562,0.09863,3.27711
1.390,0.000000,0,0,0,0.888670,0.000000,3.719194,3.756672,13.903177,8.116400,0,11.204943,3.662474,2.939373,8.183974,4.555766,0.74093,0.08218,3.27703
1.391,0.000000,0,0,0,0.874154,0.000000,3.719692,3.756424,13.916071,8.109002,0,11.197146,3.662632,2.928252,8.256918,4.557099,0.76562,0.10222,3.27702
1.392,0.000000,0,0,0,0.859638,0.000000,3.720190,3.756695,13.928964,8.101605,0,11.189350,3.662791,2.917130,8.329862,4.558434,0.78679,0.10762,3.27718
1.393,0.000000,0,0,0,0.857361,0.000000,3.720788,3.757416,13.940867,8.094276,0,11.181684,3.663483,2.908095,8.403496,4.559849,0.81118,0.10146,3.27738
1.394,0.000000,0,0,0,0.881578,0.000000,3.721604,3.758821,13.950629,8.087095,0,11.174303,3.665327,2.903575,8.478624,4.561443,0.82755,0.08540,3.27768
1.395,0.000000,0,0,0,0.905795,0.000000,3.722420,3.760556,13.960392,8.079915,0,11.166921,3.667171,2.899056,8.553753,4.563036,0.85161,0.12014,3.27780
1.396,0.000000,0,0,0,0.930012,0.000000,3.723236,3.762791,13.970154,8.072734,0,11.159539,3.669014,2.894536,8.628881,4.564630,0.87513,0.10347,3.27749
1.397,0.000000,0,0,0,0.965122,0.000000,3.724009,3.765226,13.979060,8.065477,0,11.151955,3.671026,2.892246,8.703046,4.566307,0.91395,0.07828,3.27738
1.398,0.000000,0,0,0,1.023810,0.000000,3.724690,3.767967,13.986112,8.058056,0,11.143932,3.673402,2.894779,8.775124,4.568164,0.93502,0.07429,3.27768
1.399,0.000000,0,0,0,1.082498,0.000000,3.725371,3.771041,13.993164,8.050633,0,11.135911,3.675777,2.897313,8.847200,4.570022,0.95399,0.11034,3.27766
1.400,0.000000,0,0,0,1.141186,0.000000,3.726052,3.774622,14.000216,8.043212,0,11.127889,3.678152,2.899846,8.919278,4.571879,0.97617,0.11809,3.27690
1.401,0.000000,0,0,0,1.204471,0.000000,3.727015,3.778631,14.006239,8.035639,0,11.119804,3.680904,2.903152,8.988852,4.573670,0.99349,0.09991,3.27653
1.402,0.000000,0,0,0,1.277704,0.000000,3.728587,3.783294,14.010034,8.027739,0,11.111586,3.684473,2.908129,9.053003,4.575319,1.01292,0.09101,3.27706
1.403,0.000000,0,0,0,1.350937,0.000000,3.730159,3.787991,14.013829,8.019838,0,11.103366,3.688042,2.913107,9.117155,4.576967,1.03276,0.11106,3.27739
1.404,0.000000,0,0,0,1.424170,0.000000,3.731731,3.792742,14.017624,8.011938,0,11.095146,3.691611,2.918084,9.181307,4.578615,1.04809,0.10036,3.27724
1.405,0.820177,0,1,0,1.486729,0.000000,3.733308,3.797099,14.020483,8.003856,0,11.086890,3.695435,2.923527,9.241811,4.580153,1.08680,0.08108,3.27713
1.406,2.891330,1,0,0,1.526185,0.000000,3.734895,3.800856,14.021318,7.995379,0,11.078555,3.699812,2.929977,9.294419,4.581450,1.10706,0.08859,3.27713
1.407,4.143437,1,0,0,1.565641,0.000000,3.736483,3.804261,14.022152,7.986902,0,11.070219,3.704188,2.936428,9.347028,4.582747,1.11863,0.11692,3.27706
1.408,4.146292,1,0,0,1.605097,0.000000,3.738070,3.807129,14.022987,7.978426,0,11.061884,3.708565,2.942879,9.399637,4.584044,1.13978,0.10312,3.27683
1.409,4.149145,1,0,0,1.628973,0.000000,3.739823,3.809756,14.022892,7.969631,0,11.053616,3.713003,2.948538,9.448125,4.585280,1.15463,0.09373,3.27684
1.410,4.151993,1,0,0,1.619127,0.000000,3.741935,3.812014,14.020786,7.960147,0,11.045493,3.717576,2.952484,9.487694,4.586384,1.17165,0.07773,3.27737
1.411,4.154834,1,0,0,1.609281,0.000000,3.744048,3.813856,14.018681,7.950665,0,11.037372,3.722149,2.956431,9.527263,4.587487,1.18895,0.11814,3.27753
1.412,4.157663,1,0,0,1.599435,0.000000,3.746160,3.815064,14.016575,7.941181,0,11.029249,3.726722,2.960377,9.566831,4.588590,1.21279,0.09262,3.27684
1.413,4.160480,1,0,0,1.572284,0.000000,3.748177,3.815671,14.013304,7.931536,0,11.021755,3.731245,2.963545,9.602261,4.589685,1.23522,0.08859,3.27639
1.414,4.163276,1,0,0,1.507672,0.000000,3.749987,3.815361,14.007511,7.921538,0,11.015621,3.735661,2.965030,9.628730,4.590760,1.24839,0.10225,3.27647
1.415,4.166036,1,0,0,1.443061,0.000000,3.751798,3.814576,14.001718,7.911541,0,11.009486,3.740077,2.966514,9.655200,4.591835,1.25782,0.11120,3.27659
1.416,4.168737,1,0,0,1.378449,0.000000,3.753608,3.813067,13.995924,7.901544,0,11.003352,3.744492,2.967999,9.681669,4.592911,1.27302,0.10438,3.27682
1.417,4.171366,1,0,0,1.308781,0.000000,3.755175,3.811280,13.989417,7.891459,0,10.998186,3.748594,2.969447,9.704119,4.594033,1.29459,0.09178,3.27702
1.418,4.173881,1,0,0,1.228165,0.000000,3.756215,3.809072,13.981367,7.881187,0,10.995115,3.752016,2.970817,9.717866,4.595256,1.29992,0.12442,3.27718
1.419,4.176254,1,0,0,1.147550,0.000000,3.757255,3.806713,13.973316,7.870914,0,10.992044,3.755439,2.972187,9.731613,4.596479,1.31174,0.10497,3.27731
1.420,4.178414,1,0,0,1.066935,0.000000,3.758296,3.804125,13.965266,7.860642,0,10.988974,3.758861,2.973557,9.745360,4.597703,1.33315,0.09217,3.27738
1.421,4.180371,1,0,0,0.989385,0.000000,3.759171,3.801502,13.957012,7.850419,0,10.986958,3.761859,2.974950,9.756433,4.598752,1.34711,0.08863,3.27746
1.422,4.182020,1,0,0,0.918472,0.000000,3.759688,3.798826,13.948316,7.840302,0,10.987222,3.763937,2.976394,9.761716,4.599428,1.35939,0.10413,3.27753
1.423,4.183469,1,0,0,0.847558,0.000000,3.760205,3.796264,13.939620,7.830186,0,10.987486,3.766015,2.977838,9.766998,4.600103,1.36733,0.08993,3.27738
1.424,4.184614,1,0,0,0.776645,0.000000,3.760722,3.793876,13.930924,7.820070,0,10.987750,3.768094,2.979281,9.772282,4.600778,1.37868,0.08594,3.27669
1.425,4.185596,1,0,0,0.712663,0.000000,3.761270,3.791729,13.922138,7.809928,0,10.990016,3.769813,2.980280,9.775555,4.601363,1.38844,0.11868,3.27621
1.426,4.186331,1,0,0,0.663686,0.000000,3.761883,3.789948,13.913156,7.799735,0,10.996617,3.770756,2.980316,9.774478,4.601750,1.39638,0.11951,3.27621
1.427,4.187014,1,0,0,0.614708,0.000000,3.762496,3.788385,13.904173,7.789541,0,11.003219,3.771698,2.980351,9.773401,4.602138,1.40503,0.10037,3.27640
1.428,4.187619,1,0,0,0.565730,0.000000,3.763108,3.787152,13.895190,7.779347,0,11.009820,3.772641,2.980387,9.772324,4.602525,1.41999,0.09502,3.27701
1.429,4.188273,1,0,0,0.521538,0.000000,3.763689,3.786052,13.885905,7.769320,0,11.018257,3.773586,2.980182,9.769614,4.602944,1.43059,0.11157,3.27734
1.430,4.189000,1,0,0,0.487705,0.000000,3.764199,3.785154,13.875968,7.759655,0,11.030668,3.774536,2.979456,9.763369,4.603432,1.43647,0.09174,3.27704
1.431,4.189721,1,0,0,0.453872,0.000000,3.764709,3.784227,13.866030,7.749990,0,11.043079,3.775487,2.978730,9.757123,4.603920,1.44105,0.08436,3.27692
1.432,4.190434,1,0,0,0.420039,0.000000,3.765220,3.783253,13.856092,7.740326,0,11.055490,3.776437,2.978004,9.750877,4.604407,1.44878,0.11189,3.27722
1.433,4.191074,1,0,0,0.380097,0.000000,3.765707,3.782082,13.845940,7.731089,0,11.070902,3.777288,2.977587,9.743777,4.604869,1.45442,0.09978,3.27737
1.434,4.191605,1,0,0,0.326929,0.000000,3.766142,3.780612,13.835320,7.722777,0,11.092810,3.777924,2.977840,9.734829,4.605276,1.45716,0.09958,3.27714
1.435,4.192128,1,0,0,0.273762,0.000000,3.766578,3.778869,13.824702,7.714467,0,11.114717,3.778560,2.978092,9.725881,4.605683,1.46195,0.11355,3.27688
1.436,4.192641,1,0,0,0.220594,0.000000,3.767014,3.776712,13.814084,7.706155,0,11.136624,3.779196,2.978345,9.716932,4.606090,1.47109,0.11968,3.27658
1.437,4.193227,1,0,0,0.159199,0.000000,3.767334,3.774245,13.803218,7.698332,0,11.160913,3.779680,2.978709,9.707549,4.606789,1.47401,0.08584,3.27646
1.438,4.193921,1,0,0,0.079991,0.000000,3.767405,3.771308,13.791818,7.691565,0,11.190355,3.779833,2.979313,9.697224,4.608124,1.47674,0.08135,3.27677
1.439,4.194652,1,0,0,0.000784,0.000000,3.767476,3.768088,13.780417,7.684797,0,11.219798,3.779986,2.979917,9.686898,4.609458,1.47929,0.11457,3.27721
1.440,4.195438,1,0,0,-0.078423,0.000000,3.767547,3.764438,13.769017,7.678030,0,11.249240,3.780139,2.980521,9.676573,4.610793,1.48004,0.09691,3.27797
1.441,4.196216,1,0,0,-0.167881,0.000000,3.767608,3.760531,13.757463,7.671714,0,11.280484,3.779883,2.981287,9.666117,4.612588,1.48387,0.09934,3.27848
1.442,4.196979,1,0,0,-0.279526,0.000000,3.767648,3.756230,13.745574,7.666375,0,11.315630,3.778742,2.982405,9.655378,4.615379,1.48446,0.11672,3.27840
1.443,4.197786,1,0,0,-0.391172,0.000000,3.767688,3.751605,13.733685,7.661036,0,11.350775,3.777601,2.983523,9.644639,4.618169,1.48348,0.11570,3.27802
1.444,4.198663,1,0,0,-0.502818,0.000000,3.767727,3.746487,13.721798,7.655696,0,11.385921,3.776459,2.984640,9.633901,4.620960,1.48506,0.08362,3.27696
1.445,4.199661,1,0,0,-0.617039,0.000000,3.767431,3.741014,13.709696,7.651218,0,11.422522,3.775319,2.985622,9.623079,4.624124,1.48126,0.08774,3.27635
1.446,4.200844,1,0,0,-0.736836,0.000000,3.766409,3.735002,13.697132,7.648605,0,11.462274,3.774179,2.986310,9.612079,4.628095,1.48422,0.11043,3.27681
1.447,4.202198,1,0,0,-0.856632,0.000000,3.765387,3.728886,13.684569,7.645992,0,11.502026,3.773039,2.986997,9.601079,4.632066,1.48530,0.09701,3.27718
1.448,4.203812,1,0,0,-0.976429,0.000000,3.764365,3.722610,13.672006,7.643379,0,11.541778,3.771900,2.987685,9.590078,4.636037,1.47958,0.08326,3.27733
1.449,4.205632,1,0,0,-1.091421,0.000000,3.763267,3.716490,13.659414,7.641504,0,11.582998,3.770599,2.988204,9.578855,4.640808,1.47795,0.10479,3.27751
1.450,4.207766,1,0,0,-1.196014,0.000000,3.762007,3.710606,13.646762,7.641229,0,11.627397,3.768951,2.988359,9.567147,4.647312,1.47432,0.12333,3.27773
1.451,3.375662,1,0,0,-1.300606,0.000000,3.760746,3.704827,13.634109,7.640954,0,11.671796,3.767303,2.988514,9.555441,4.653816,1.47084,0.10652,3.27773
1.452,1.271134,1,1,0,-1.405199,0.000000,3.759486,3.699209,13.621457,7.640678,0,11.716194,3.765655,2.988670,9.543734,4.660320,1.46284,0.09191,3.27720
1.453,0.000000,0,0,0,-1.500420,0.000000,3.757973,3.693616,13.608744,7.641419,0,11.761864,3.764176,2.988235,9.531922,4.667089,1.45737,0.10345,3.27678
1.454,0.000000,0,0,0,-1.575358,0.000000,3.755913,3.688064,13.595901,7.644360,0,11.810282,3.763062,2.986523,9.519883,4.674433,1.45486,0.10320,3.27663
1.455,0.000000,0,0,0,-1.650296,0.000000,3.753854,3.682718,13.583057,7.647301,0,11.858701,3.761948,2.984811,9.507844,4.681777,1.44704,0.08590,3.27675
1.456,0.000000,0,0,0,-1.725234,0.000000,3.751795,3.677689,13.570214,7.650241,0,11.907120,3.760834,2.983099,9.495806,4.689120,1.44057,0.08557,3.27752
1.457,0.000000,0,0,0,-1.791308,0.000000,3.749791,3.673034,13.557056,7.652840,0,11.956612,3.759627,2.981339,9.483742,4.696571,1.43433,0.11160,3.27786
1.458,0.000000,0,0,0,-1.838194,0.000000,3.747907,3.668950,13.543221,7.654697,0,12.008426,3.758216,2.979474,9.471625,4.704253,1.42771,0.10216,3.27725
1.459,0.000000,0,0,0,-1.885081,0.000000,3.746023,3.665007,13.529385,7.656555,0,12.060240,3.756805,2.977609,9.459508,4.711935,1.42025,0.09847,3.27682
