"Time","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35 HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.062,7.472074,1.194752,6.385657,12.870951,5.018482,14.178446,6.481728,5.177011,12.035378,12.653554,7.601524,5.819034,0.139648,0,28.624743,73.952271,43.487591,8.371556,14.836344,8.629787,9.251496,8.432476,12.148159,8.499712,11.196605,9.165311,12.651587,10.227810,11.739951,10.144940,12.544370,0,-0.01725,-0.01177,-0.01999,0.00384,0.00881,-0.01246,0.00641,0.00497,-0.00003,0.04615,3.27690
0.063,7.471910,1.195900,6.389963,12.872622,5.018318,14.180278,6.483416,5.179656,12.032107,12.716072,7.601377,5.849070,0.108072,0,28.705671,73.897835,43.743698,8.373217,14.828481,8.629265,9.311621,8.431600,12.143851,8.499525,11.196359,9.165704,12.651077,10.226975,11.738006,10.148727,12.543432,0,-0.01860,-0.01297,-0.02141,0.00269,0.00871,-0.01349,0.00626,0.00172,0.00000,0.02088,3.27668
0.064,7.476200,1.194821,6.395752,12.875475,5.018189,14.183895,6.486901,5.186147,12.028388,12.778753,7.601551,5.880858,40.009178,0,29.018520,73.452377,43.307171,8.374445,14.822181,8.595588,10.107668,8.429686,12.144004,8.509923,11.191898,9.166128,12.651015,10.226520,11.736924,10.161510,12.393484,0,-0.01920,-0.01414,-0.02136,0.00193,0.00771,-0.01287,0.00490,0.00229,0.00015,0.04755,3.27697
0.065,7.480618,1.193678,6.401585,12.878363,5.018062,14.187564,6.490438,5.192749,12.024655,12.841439,7.601734,5.912697,81.060608,0,29.338049,72.995667,42.850693,8.375660,14.815926,8.560955,10.924914,8.427742,12.144283,8.520624,11.187316,9.166553,12.650966,10.226075,11.735868,10.174554,12.239244,0,-0.01923,-0.01418,-0.02193,0.00327,0.00891,-0.01240,0.00481,0.00310,0.00003,0.02136,3.27728
0.066,7.485035,1.192536,6.407417,12.881250,5.017935,14.191233,6.493976,5.199351,12.020923,12.904125,7.601917,5.944536,122.112038,0,29.657578,72.538948,42.394215,8.376876,14.809670,8.526322,11.742161,8.425797,12.144564,8.531326,11.182734,9.166978,12.650916,10.225630,11.734810,10.187596,12.085003,0,-0.01921,-0.01215,-0.02110,0.00361,0.01046,-0.01318,0.00610,0.00289,0.00000,0.05186,3.27698
0.067,7.489453,1.191393,6.413249,12.884138,5.017807,14.194901,6.497512,5.205953,12.017190,12.966811,7.602100,5.976374,163.163467,0,29.977106,72.082230,41.937737,8.378091,14.803415,8.491690,12.559407,8.423854,12.144844,8.542028,11.178151,9.167403,12.650867,10.225184,11.733753,10.200639,11.930762,0,-0.01886,-0.01353,-0.02515,0.00325,0.00928,-0.01138,0.00544,0.00284,-0.00019,0.02328,3.27668
0.068,7.490032,1.192054,6.417822,12.885119,5.018055,14.200499,6.497609,5.210970,12.013343,12.961582,7.370346,6.016055,124.435463,0,30.192673,71.949173,42.133812,8.377999,14.796517,8.569254,11.849444,8.420096,12.142044,8.546289,11.173654,9.165571,12.648906,10.224998,11.733705,10.201198,11.926327,0,-0.01766,-0.01295,-0.01942,0.00255,0.01011,-0.01381,0.00714,0.00234,-0.00009,0.06095,3.27690
0.069,7.490499,1.192768,6.422359,12.886045,5.018314,14.206152,6.497605,5.215941,12.009493,12.954396,7.131910,6.055961,83.409279,0,30.405243,71.825439,42.348682,8.377869,14.789602,8.650050,11.095489,8.416286,12.139156,8.550364,11.169160,9.163675,12.646889,10.224821,11.733685,10.201397,11.926208,0,-0.02014,-0.01372,-0.02072,0.00460,0.00919,-0.01315,0.00695,0.00350,0.00012,0.02739,3.27713
0.070,7.490967,1.193482,6.426896,12.886971,5.018573,14.211804,6.497602,5.220912,12.005642,12.947211,6.893474,6.095868,42.383095,0,30.617813,71.701706,42.563557,8.377739,14.782686,8.730847,10.341532,8.412477,12.136268,8.554440,11.164665,9.161779,12.644873,10.224643,11.733665,10.201595,11.926087,0,-0.01529,-0.01317,-0.02089,0.00411,0.00888,-0.01301,0.00593,0.00326,-0.00009,0.06699,3.27668
0.071,7.491436,1.194195,6.431433,12.887897,5.018831,14.217457,6.497599,5.225883,12.001792,12.940026,6.655038,6.135774,1.356909,0,30.830383,71.577972,42.778431,8.377609,14.775770,8.811644,9.587576,8.408667,12.133380,8.558516,11.160172,9.159883,12.642856,10.224464,11.733644,10.201795,11.925968,0,-0.01999,-0.01350,-0.02031,0.00191,0.00923,-0.01280,0.00605,0.00253,-0.00003,0.03030,3.27622
0.072,7.491678,1.191427,6.433945,12.888147,5.019647,14.225272,6.193368,5.229150,11.997763,12.932858,6.393651,6.176675,0.357426,0,31.233166,71.006111,42.447445,8.377467,14.774505,8.839616,9.566168,8.408298,12.129818,8.572585,11.157929,9.162616,12.645013,10.225020,11.733278,10.201748,11.925142,0,-0.01680,-0.01334,-0.02129,0.00298,0.00821,-0.01336,0.00678,0.00261,-0.00012,0.07163,3.27704
0.073,7.491915,1.188558,6.436399,12.888379,5.020479,14.233150,5.880373,5.232368,11.993728,12.925690,6.131603,6.217605,0.510973,0,31.641428,70.421349,42.100735,8.377325,14.773401,8.866066,9.565861,8.408029,12.126237,8.586943,11.155752,9.165482,12.647290,10.225597,11.732903,10.201694,11.924296,0,-0.01968,-0.01399,-0.02164,0.00338,0.00809,-0.01341,0.00454,0.00250,0.00015,0.03285,3.27788
0.074,7.492152,1.185689,6.438853,12.888610,5.021311,14.241029,5.567378,5.235586,11.989693,12.918522,5.869555,6.258535,0.664520,0,32.049690,69.836578,41.754025,8.377182,14.772298,8.892516,9.565555,8.407759,12.122655,8.601300,11.153575,9.168347,12.649568,10.226174,11.732526,10.201640,11.923450,0,-0.01845,-0.01382,-0.02054,0.00289,0.00876,-0.01267,0.00599,0.00381,-0.00012,0.07649,3.27782
0.075,7.492388,1.182820,6.441308,12.888842,5.022143,14.248907,5.254383,5.238804,11.985658,12.911354,5.607506,6.299465,0.818067,0,32.457951,69.251808,41.407314,8.377040,14.771194,8.918966,9.565248,8.407490,12.119074,8.615657,11.151398,9.171213,12.651845,10.226751,11.732150,10.201587,11.922605,0,-0.01891,-0.01443,-0.02100,0.00365,0.00887,-0.01163,0.00705,0.00286,0.00024,0.03777,3.27774
0.076,7.492555,1.181686,6.444242,12.890022,5.030519,14.261476,5.555184,5.241000,11.961524,12.912114,5.615642,6.407966,0.845842,0,32.304615,69.223000,41.753014,8.377485,14.769470,8.928878,9.569472,8.406754,12.117825,8.622446,11.139674,9.166454,12.644205,10.228457,11.732157,10.203285,11.921073,0,-0.01861,-0.01360,-0.02015,0.00211,0.00971,-0.01317,0.00255,0.00326,0.00009,0.06113,3.27744
0.077,7.492720,1.180603,6.447190,12.891230,5.039113,14.274179,5.873667,5.243165,11.936811,12.913101,5.631561,6.518413,0.869995,0,32.135098,69.210205,42.118660,8.377947,14.767727,8.938313,9.573827,8.406005,12.116642,8.629016,11.127675,9.161476,12.636279,10.230196,11.732174,10.205034,11.919521,0,-0.01638,-0.01453,-0.02043,0.00371,0.00927,-0.01243,0.00650,0.00367,-0.00003,0.04338,3.27713
0.078,7.492884,1.179520,6.450139,12.892437,5.047706,14.286883,6.192149,5.245332,11.912098,12.914089,5.647480,6.628860,0.894147,0,31.965584,69.197411,42.484306,8.378408,14.765985,8.947747,9.578182,8.405255,12.115459,8.635587,11.115676,9.156497,12.628353,10.231935,11.732192,10.206783,11.917970,0,-0.01784,-0.01389,-0.02091,0.00532,0.00817,-0.01237,0.00508,0.00163,-0.00012,0.03987,3.27713
0.079,7.493049,1.178436,6.453087,12.893644,5.056300,14.299587,6.510632,5.247498,11.887385,12.915076,5.663399,6.739307,0.918299,0,31.796066,69.184616,42.849953,8.378870,14.764241,8.957182,9.582537,8.404507,12.114278,8.642157,11.103677,9.151519,12.620428,10.233673,11.732209,10.208533,11.916419,0,-0.02058,-0.01545,-0.02081,0.00845,0.00866,-0.01203,0.00598,0.00273,-0.00019,0.04529,3.27713
0.080,7.494111,1.177653,6.459929,12.893978,5.071361,14.317290,6.527921,5.247423,11.863134,12.916057,5.694819,6.850207,0.772861,0,31.815760,69.304283,42.533951,8.378899,14.762264,8.960131,9.606455,8.404544,12.112741,8.643196,11.101384,9.151902,12.618361,10.236287,11.732880,10.209701,11.916677,0,-0.01924,-0.01367,-0.02200,-0.00264,0.00775,-0.01229,0.00602,0.00399,-0.00007,0.02220,3.27721
0.081,7.495198,1.176878,6.466885,12.894286,5.086608,14.335137,6.536534,5.247284,11.838897,12.917037,5.726686,6.961120,0.622537,0,31.840900,69.427765,42.198315,8.378915,14.760281,8.962893,9.630936,8.404604,12.111193,8.644076,11.099371,9.152440,12.616463,10.238927,11.733568,10.210852,11.916986,0,-0.01726,-0.01530,-0.02154,0.00822,0.00927,-0.01257,0.00605,0.00355,-0.00015,0.04640,3.27728
0.082,7.496285,1.176104,6.473840,12.894595,5.101855,14.352983,6.545147,5.247145,11.814659,12.918016,5.758553,7.072032,0.472214,0,31.866043,69.551247,41.862675,8.378930,14.758296,8.965654,9.655417,8.404663,12.109645,8.644956,11.097358,9.152978,12.614564,10.241567,11.734257,10.212003,11.917295,0,-0.01772,-0.01297,-0.02239,0.00524,0.00811,-0.01353,0.00688,0.00356,0.00003,0.02078,3.27698
0.083,7.497373,1.175329,6.480795,12.894904,5.117102,14.370831,6.553760,5.247006,11.790422,12.918997,5.790420,7.182944,0.321890,0,31.891186,69.674728,41.527039,8.378946,14.756312,8.968416,9.679898,8.404723,12.108097,8.645836,11.095345,9.153516,12.612666,10.244206,11.734945,10.213154,11.917605,0,-0.01723,-0.01309,-0.01914,0.00149,0.00857,-0.01482,0.00579,0.00204,-0.00003,0.05292,3.27668
0.084,7.498536,1.175310,6.483267,12.894944,5.128675,14.389784,6.555115,5.247015,11.766845,12.919950,5.810442,7.294539,0.451571,0,31.782030,70.012375,41.867142,8.374667,14.755114,8.968515,9.692556,8.403976,12.107021,8.641622,11.093081,9.151718,12.609584,10.246140,11.736584,10.215327,11.919668,0,-0.01981,-0.01482,-0.01827,0.00418,0.00691,-0.01194,0.00599,0.00342,0.00015,0.02380,3.27735
0.085,7.499701,1.175313,6.485610,12.894977,5.140141,14.408769,6.556261,5.247028,11.743286,12.920904,5.830123,7.406154,0.589317,0,31.669006,70.356186,42.226711,8.370265,14.753938,8.968537,9.704874,8.403207,12.105960,8.637260,11.090810,9.149854,12.606468,10.248055,11.738249,10.217530,11.921782,0,-0.01714,-0.01450,-0.02157,0.00350,0.00897,-0.01429,0.00710,0.00345,-0.00007,0.06387,3.27804
0.086,7.500867,1.175316,6.487952,12.895008,5.151608,14.427753,6.557406,5.247042,11.719728,12.921857,5.849804,7.517768,0.727064,0,31.555983,70.700005,42.586281,8.365863,14.752762,8.968560,9.717192,8.402437,12.104897,8.632898,11.088539,9.147989,12.603353,10.249969,11.739915,10.219733,11.923895,0,-0.01774,-0.01279,-0.02146,0.00054,0.00920,-0.01351,0.00473,0.00311,0.00000,0.02884,3.27752
0.087,7.502032,1.175319,6.490295,12.895041,5.163074,14.446739,6.558552,5.247055,11.696169,12.922810,5.869485,7.629383,0.864811,0,31.442959,71.043816,42.945854,8.361461,14.751586,8.968582,9.729509,8.401668,12.103835,8.628537,11.086268,9.146125,12.600237,10.251884,11.741580,10.221935,11.926008,0,-0.01360,-0.01462,-0.02129,0.00594,0.00888,-0.01236,0.00594,0.00279,-0.00012,0.06924,3.27698
0.088,7.502903,1.175856,6.494051,12.895279,5.166968,14.466078,6.571288,5.250808,11.672949,12.898005,5.911057,7.741672,0.985614,0,31.478374,71.327164,42.710217,8.361205,14.748379,8.961465,9.757184,8.399207,12.100944,8.624668,11.084556,9.144823,12.597638,10.253349,11.742589,10.221972,11.927158,0,-0.02974,-0.01613,-0.02085,0.01233,0.00934,-0.01342,0.00603,0.00356,0.00015,0.03146,3.27735
0.089,7.503765,1.176409,6.497848,12.895522,5.170644,14.485428,6.584359,5.254669,11.649738,12.872457,5.953259,7.853981,1.105928,0,31.518066,71.608765,42.457432,8.361068,14.745112,8.954143,9.785301,8.396699,12.098000,8.620812,11.082860,9.143537,12.595054,10.254801,11.743578,10.221948,11.928280,0,-0.00928,-0.01440,-0.02020,0.01130,0.00898,-0.01298,0.00596,0.00173,0.00000,0.07120,3.27774
0.090,7.504627,1.176962,6.501645,12.895766,5.174319,14.504777,6.597429,5.258530,11.626528,12.846910,5.995461,7.966290,1.226243,0,31.557758,71.890366,42.204651,8.360931,14.741847,8.946819,9.813418,8.394191,12.095056,8.616958,11.081163,9.142251,12.592469,10.256253,11.744568,10.221922,11.929402,0,-0.02408,-0.01332,-0.02193,-0.01272,0.00884,-0.01216,0.00609,0.00496,0.00029,0.03243,3.27684
0.091,7.505489,1.177515,6.505441,12.896010,5.177995,14.524127,6.610499,5.262390,11.603317,12.821362,6.037663,8.078599,1.346557,0,31.597448,72.171974,41.951866,8.360794,14.738582,8.939496,9.841535,8.391683,12.092112,8.613102,11.079468,9.140965,12.589885,10.257705,11.745558,10.221897,11.930524,0,-0.01457,-0.01299,-0.02085,0.00533,0.00896,-0.01298,0.00673,0.00179,-0.00003,0.07436,3.27592
0.092,7.504486,1.178574,6.507596,12.896925,5.181240,14.543690,6.610958,5.263432,11.598755,12.822147,6.038929,8.191636,1.284123,0,31.483894,72.320671,41.950016,8.360749,14.742277,8.908928,9.867958,8.391728,12.089556,8.613362,11.074531,9.138661,12.585834,10.258984,11.746328,10.222045,11.932707,0,-0.01816,-0.01371,-0.02171,0.00331,0.00885,-0.01346,0.00558,-0.00119,-0.00009,0.03469,3.27674
0.093,7.503428,1.179647,6.509703,12.897860,5.184472,14.563258,6.611052,5.264391,11.594729,12.823691,6.039015,8.304694,1.216424,0,31.365923,72.465538,41.955395,8.360706,14.746173,8.877689,9.894333,8.391849,12.087010,8.613741,11.069500,9.136329,12.581739,10.260257,11.747092,10.222198,11.934920,0,-0.01756,-0.01390,-0.02218,0.00248,0.00923,-0.01277,0.00579,0.00392,0.00012,0.07785,3.27758
0.094,7.502371,1.180721,6.511810,12.898794,5.187705,14.582827,6.611146,5.265351,11.590703,12.825235,6.039102,8.417752,1.148726,0,31.247953,72.610405,41.960773,8.360664,14.750069,8.846452,9.920708,8.391969,12.084465,8.614120,11.064469,9.133995,12.577646,10.261530,11.747856,10.222350,11.937134,0,-0.01920,-0.01380,-0.02114,0.00309,0.00843,-0.01239,0.00570,0.00316,0.00003,0.03838,3.27729
0.095,7.501313,1.181794,6.513917,12.899729,5.190937,14.602395,6.611241,5.266311,11.586678,12.826780,6.039188,8.530811,1.081027,0,31.129984,72.755272,41.966152,8.360621,14.753964,8.815213,9.947083,8.392088,12.081920,8.614498,11.059439,9.131662,12.573552,10.262804,11.748620,10.222504,11.939347,0,-0.01622,-0.01222,-0.02421,0.00367,0.00859,-0.01418,0.00625,0.00239,0.00009,0.07951,3.27698
0.096,7.500278,1.181852,6.515790,12.902463,5.193720,14.622204,6.615142,5.267173,11.582763,12.828827,6.040632,8.644676,20.850380,0,55.159199,72.610847,41.374969,8.364812,14.769824,8.794600,9.972477,8.574739,11.632505,8.619245,11.059560,9.133063,12.574800,10.263947,11.749511,10.218429,11.952855,0,-0.01696,-0.01260,-0.02157,0.00276,0.00899,-0.01213,0.00558,0.00331,0.00007,0.03897,3.27751
0.097,7.499242,1.181881,6.517656,12.905250,5.196490,14.642019,6.619153,5.268033,11.578851,12.830889,6.042115,8.758566,41.191170,0,79.884010,72.458092,40.766605,8.369124,14.786029,8.774291,9.997843,8.762648,11.170218,8.624117,11.059830,9.134573,12.576201,10.265086,11.750406,10.214231,11.966688,0,-0.01726,-0.01426,-0.02228,0.00307,0.00852,-0.01380,0.00603,0.00263,-0.00012,0.07915,3.27804
0.098,7.498208,1.181910,6.519523,12.908035,5.199260,14.661835,6.623163,5.268893,11.574939,12.832951,6.043599,8.872455,61.531960,0,104.608818,72.305336,40.158241,8.373437,14.802234,8.753983,10.023210,8.950556,10.707932,8.628990,11.060100,9.136082,12.577603,10.266225,11.751301,10.210035,11.980521,0,-0.01966,-0.01240,-0.02189,0.00372,0.00858,-0.01337,0.00669,0.00253,0.00000,0.03827,3.27767
0.099,7.497172,1.181938,6.521389,12.910822,5.202030,14.681650,6.627173,5.269753,11.571027,12.835012,6.045082,8.986343,81.872749,0,129.333633,72.152580,39.549877,8.377748,14.818439,8.733675,10.048575,9.138465,10.245646,8.633862,11.060369,9.137591,12.579005,10.267365,11.752196,10.205838,11.994354,0,-0.01726,-0.01380,-0.02093,0.00402,0.00856,-0.01216,0.00651,0.00314,0.00003,0.07820,3.27729
0.100,7.498489,1.182246,6.524590,12.912525,5.196556,14.701633,6.628453,5.271179,11.567275,12.837105,6.045084,9.101501,79.615372,0,130.365677,71.934059,39.415752,8.379554,14.845758,8.716736,10.080159,9.141534,10.243593,8.640620,11.058872,9.136903,12.579897,10.267561,11.754303,10.205654,11.994662,0,-0.01892,-0.01220,-0.02181,0.00273,0.01068,-0.01421,0.00581,0.00328,-0.00012,0.03927,3.27698
0.101,7.499874,1.182562,6.527830,12.914198,5.190844,14.721622,6.629653,5.272622,11.563529,12.839197,6.045043,9.216694,76.707024,0,130.715210,71.713654,39.295292,8.381287,14.873398,8.699893,10.111922,9.139277,10.254799,8.647432,11.057323,9.136151,12.580773,10.267731,11.756444,10.205585,11.994581,0,-0.01605,-0.01221,-0.02079,0.00156,0.00685,-0.01235,0.00559,0.00435,-0.00003,0.07504,3.27668
0.102,7.501258,1.182878,6.531069,12.915870,5.185132,14.741611,6.630854,5.274065,11.559782,12.841290,6.045002,9.331887,73.798676,0,131.064743,71.493240,39.174828,8.383018,14.901037,8.683050,10.143685,9.137022,10.266004,8.654243,11.055775,9.135399,12.581651,10.267900,11.758586,10.205516,11.994500,0,-0.01682,-0.01438,-0.02149,0.00425,0.00868,-0.01331,0.00576,0.00332,-0.00015,0.04192,3.27690
0.103,7.502643,1.183194,6.534309,12.917542,5.179420,14.761599,6.632055,5.275508,11.556035,12.843382,6.044960,9.447081,70.890327,0,131.414276,71.272835,39.054363,8.384751,14.928677,8.666208,10.175448,9.134766,10.277209,8.661056,11.054226,9.134647,12.582527,10.268069,11.760727,10.205447,11.994419,0,-0.01860,-0.01073,-0.01987,0.00416,0.00765,-0.01306,0.00558,0.00269,-0.00012,0.07816,3.27713
0.104,7.501328,1.186098,6.537857,12.919765,5.175027,14.781672,6.635808,5.275578,11.552311,12.845393,6.045736,9.562834,56.407352,0,107.335701,70.887100,39.045300,8.390561,14.972980,8.640915,10.222413,8.954599,10.707803,8.673532,11.047663,9.132376,12.580226,10.268132,11.761684,10.205044,11.994329,0,-0.01739,-0.01375,-0.02156,0.00292,0.00905,-0.01344,0.00728,0.00322,-0.00003,0.04204,3.27713
0.105,7.499937,1.189077,6.541413,12.922002,5.170673,14.801749,6.639634,5.275609,11.548587,12.847404,6.046535,9.678604,41.590954,0,82.553436,70.496613,39.039440,8.396488,15.017763,8.615378,10.269814,8.769308,11.150477,8.686172,11.040955,9.130060,12.577833,10.268191,11.762608,10.204630,11.994240,0,-0.01803,-0.01187,-0.02160,0.00443,0.00891,-0.01301,0.00511,0.00300,-0.00009,0.07949,3.27713
0.106,7.498545,1.192055,6.544970,12.924239,5.166318,14.821825,6.643461,5.275639,11.544864,12.849413,6.047334,9.794374,26.774555,0,57.771179,70.106117,39.033585,8.402416,15.062547,8.589842,10.317216,8.584017,11.593152,8.698811,11.034247,9.127746,12.575440,10.268250,11.763532,10.204217,11.994149,0,-0.01845,-0.01473,-0.02138,0.00251,0.00857,-0.01284,0.00573,0.00229,0.00000,0.04064,3.27660
0.107,7.497153,1.195034,6.548527,12.926476,5.161963,14.841902,6.647287,5.275670,11.541140,12.851423,6.048133,9.910144,11.958156,0,32.988918,69.715622,39.027729,8.408343,15.107329,8.564305,10.364617,8.398726,12.035827,8.711451,11.027539,9.125430,12.573048,10.268310,11.764455,10.203803,11.994060,0,-0.01772,-0.01316,-0.02174,0.00470,0.00771,-0.01425,0.00641,0.00352,0.00027,0.07693,3.27607
0.108,7.497780,1.195102,6.549469,12.930797,5.156192,14.861828,6.651002,5.275604,11.537591,12.853344,6.058957,10.026843,45.019207,0,32.268093,69.696754,38.951111,8.409399,15.136682,8.544314,10.881842,8.391398,12.047933,8.713929,11.024049,9.122240,12.571043,10.267791,11.766277,10.202847,11.993469,0,-0.01978,-0.01343,-0.02065,0.00165,0.01014,-0.01352,0.00712,0.00347,0.00007,0.04108,3.27599
0.109,7.498466,1.195086,6.550337,12.935177,5.150379,14.881749,6.654714,5.275535,11.534046,12.855262,6.070070,10.143569,79.459450,0,32.240398,69.688591,38.872452,8.410316,15.165588,8.524483,11.412599,8.389198,12.047636,8.716115,11.020650,9.119024,12.569050,10.267255,11.768126,10.201876,11.992866,0,-0.01739,-0.01311,-0.02038,0.00647,0.00837,-0.01169,0.00561,0.00291,-0.00009,0.07003,3.27591
0.110,7.499151,1.195071,6.551204,12.939557,5.144567,14.901671,6.658426,5.275466,11.530502,12.857180,6.081182,10.260295,113.899689,0,32.212704,69.680435,38.793797,8.411231,15.194496,8.504651,11.943357,8.386998,12.047339,8.718302,11.017252,9.115809,12.567057,10.266719,11.769974,10.200904,11.992261,0,-0.01861,-0.01127,-0.02053,0.00822,0.00782,-0.01308,0.00610,0.00322,-0.00005,0.04323,3.27659
0.111,7.499836,1.195055,6.552071,12.943937,5.138754,14.921593,6.662138,5.275397,11.526958,12.859097,6.092295,10.377021,148.339920,0,32.185005,69.672272,38.715137,8.412147,15.223403,8.484819,12.474114,8.384798,12.047043,8.720488,11.013854,9.112594,12.565063,10.266183,11.771823,10.199932,11.991657,0,-0.01558,-0.01408,-0.02134,-0.00143,0.00936,-0.01461,0.00669,0.00382,0.00015,0.07326,3.27727
0.112,7.494682,1.195647,6.555741,12.945565,5.135041,14.941608,6.663256,5.272927,11.523305,12.861044,6.096119,10.395527,149.125641,0,32.207672,69.642845,38.810799,8.411699,15.276361,8.483787,12.487353,8.383254,12.044460,8.720057,11.013139,9.110425,12.564785,10.264496,11.772245,10.198699,11.991400,0,-0.01938,-0.01440,-0.02111,0.00527,0.00858,-0.01308,0.00651,0.00308,0.00003,0.04362,3.27758
0.113,7.489359,1.196257,6.559491,12.947114,5.131389,14.961627,6.664300,5.270387,11.519650,12.862990,6.099733,10.411204,148.941910,0,32.231785,69.612808,38.911476,8.411212,15.330011,8.483295,12.485684,8.381728,12.041813,8.719553,11.012502,9.108286,12.564556,10.262775,11.772627,10.197459,11.991154,0,-0.01889,-0.01324,-0.02068,0.00302,0.00878,-0.01396,0.00483,0.00510,0.00012,0.07568,3.27789
