"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform"
0.238,0,0,0.000000,0.000000,6.193626,2.015911,6.086695,6.761494,5.378216,3.963150,6.773869,-0.00010
0.239,0,0,0.000000,0.000000,6.189181,1.893553,6.088645,6.762202,5.377782,3.969555,6.772822,0.00003
0.240,0,0,0.000000,0.000000,6.184567,1.771195,6.090595,6.762911,5.377348,3.975959,6.771774,-0.00013
0.241,0,0,0.000000,0.000000,6.179948,1.648836,6.092546,6.763620,5.376915,3.982364,6.770727,0.00028
0.242,0,0,0.000000,0.000000,6.175085,1.523314,6.094056,6.765028,5.376790,3.990118,6.772908,0.00000
0.243,0,0,0.000000,0.000000,6.170210,1.397576,6.095536,6.766484,5.376687,3.997964,6.775310,0.00022
0.244,0,0,0.000000,0.000000,6.164754,1.271837,6.097016,6.767940,5.376584,4.005810,6.777712,0.00013
0.245,0,0,0.000000,0.000000,6.159283,1.146099,6.098496,6.769396,5.376480,4.013656,6.780114,0.00021
0.246,0,0,0.000000,0.000000,6.152942,1.006387,6.099325,6.771385,5.376827,4.023179,6.778974,0.00003
0.247,0,0,0.000000,0.000000,6.146591,0.865720,6.100110,6.773412,5.377204,4.032817,6.777593,0.00013
0.248,0,0,0.000000,0.000000,6.139637,0.725053,6.100894,6.775438,5.377581,4.042456,6.776211,0.00015
0.249,0,0,0.000000,0.000000,6.132679,0.584386,6.101679,6.777464,5.377958,4.052094,6.774829,0.00018
0.250,0,0,0.000000,0.000000,6.125456,0.438752,6.102039,6.779626,5.378385,4.062299,6.777959,0.00003
0.251,0,0,0.000000,0.000000,6.118226,0.292777,6.102370,6.781798,5.378814,4.072544,6.781398,0.00015
0.252,0,0,0.000000,0.000000,6.110665,0.146803,6.102701,6.783970,5.379244,4.082788,6.784836,0.00003
0.253,0,0,0.000000,0.000000,6.103096,0.000829,6.103032,6.786142,5.379673,4.093031,6.788275,0.00028
0.254,0,0,0.000000,0.000000,6.095034,-0.156585,6.103052,6.788307,5.379881,4.102771,6.783480,0.00003
0.255,0,0,0.000000,0.000000,6.086960,-0.314780,6.103050,6.790471,5.380074,4.112476,6.778122,0.00022
0.256,0,0,0.000000,0.000000,6.078300,-0.472976,6.103049,6.792636,5.380266,4.122181,6.772765,0.00025
0.257,0,0,0.000000,0.000000,6.069629,-0.631172,6.103048,6.794800,5.380458,4.131886,6.767407,0.00010
0.258,0,0,0.000000,0.000000,6.060406,-0.780462,6.101784,6.797433,5.380278,4.142189,6.771721,-0.00013
0.259,0,0,0.000000,0.000000,6.051182,-0.929143,6.100435,6.800097,5.380072,4.152531,6.776697,0.00003
0.260,0,0,0.000000,0.000000,6.041944,-1.077825,6.099085,6.802762,5.379866,4.162874,6.781672,0.00015
0.261,0,0,0.000000,0.000000,6.032716,-1.226506,6.097735,6.805427,5.379660,4.173216,6.786647,0.00000
0.262,0,0,0.000000,0.000000,6.023997,-1.361449,6.096300,6.808586,5.379251,4.184431,6.790412,0.00017
0.263,0,0,0.000000,0.000000,6.015285,-1.495453,6.094859,6.811779,5.378829,4.195706,6.794094,0.00003
0.264,0,0,0.000000,0.000000,6.006890,-1.629456,6.093418,6.814973,5.378407,4.206980,6.797775,0.00000
0.265,0,0,0.000000,0.000000,5.998497,-1.763460,6.091977,6.818166,5.377985,4.218255,6.801457,-0.00003
0.266,0,0,0.000000,0.000000,5.990186,-1.874541,6.089819,6.821246,5.377284,4.228815,6.799567,0.00013
0.267,0,0,0.000000,0.000000,5.981884,-1.984055,6.087612,6.824317,5.376565,4.239326,6.797296,0.00015
0.268,0,0,0.000000,0.000000,5.974125,-2.093568,6.085405,6.827389,5.375845,4.249836,6.795025,0.00005
0.269,0,0,0.000000,0.000000,5.966386,-2.203082,6.083198,6.830460,5.375126,4.260347,6.792755,0.00000
0.270,0,0,0.000000,0.000000,5.959666,-2.280386,6.080834,6.833214,5.374184,4.267666,6.790987,0.00000
0.271,0,0,0.000000,0.000000,5.952959,-2.355488,6.078460,6.835946,5.373226,4.274767,6.789254,0.00013
0.272,0,0,0.000000,0.000000,5.946914,-2.430590,6.076085,6.838678,5.372268,4.281868,6.787521,0.00013
0.273,0,0,0.000000,0.000000,5.940874,-2.505692,6.073711,6.841410,5.371310,4.288968,6.785788,0.00031
0.274,0,0,0.000000,0.000000,5.935083,-2.555655,6.070872,6.843586,5.370123,4.295339,6.786618,0.00013
0.275,0,0,0.000000,0.000000,5.929305,-2.603900,6.068001,6.845724,5.368920,4.301660,6.787622,0.00015
0.276,0,0,0.000000,0.000000,5.924183,-2.652145,6.065131,6.847862,5.367718,4.307980,6.788628,0.00000
0.277,0,0,0.000000,0.000000,5.919084,-2.700390,6.062260,6.850000,5.366515,4.314301,6.789632,0.00000
0.278,0,0,0.000000,0.000000,5.915131,-2.714427,6.059452,6.851738,5.364765,4.320932,6.787266,0.00028
0.279,0,0,0.000000,0.000000,5.911197,-2.726124,6.056649,6.853449,5.362977,4.327584,6.784669,0.00013
0.280,0,0,0.000000,0.000000,5.908222,-2.737822,6.053845,6.855160,5.361190,4.334237,6.782072,0.00003
0.281,0,0,0.000000,0.000000,5.905260,-2.749519,6.051042,6.856871,5.359402,4.340889,6.779475,0.00003
0.282,0,0,0.000000,0.000000,5.902953,-2.732654,6.048121,6.857140,5.357798,4.346740,6.779466,0.00015
0.283,0,0,0.000000,0.000000,5.900659,-2.713836,6.045193,6.857311,5.356206,4.352537,6.779634,0.00000
0.284,0,0,0.000000,0.000000,5.899046,-2.695019,6.042264,6.857482,5.354614,4.358333,6.779802,0.00015
0.285,0,0,0.000000,0.000000,5.897448,-2.676201,6.039335,6.857653,5.353023,4.364129,6.779971,0.00013
0.286,0,0,0.000000,0.000000,5.896615,-2.637006,6.036708,6.857662,5.351640,4.368783,6.780314,0.00013
0.287,0,0,0.000000,0.000000,5.895795,-2.596418,6.034102,6.857659,5.350272,4.373359,6.780670,0.00015
0.288,0,0,0.000000,0.000000,5.895661,-2.555830,6.031496,6.857657,5.348904,4.377934,6.781026,0.00015
0.289,0,0,0.000000,0.000000,5.895538,-2.515241,6.028890,6.857655,5.347536,4.382510,6.781381,0.00031
0.290,0,0,0.000000,0.000000,5.896008,-2.454074,6.026403,6.858070,5.346856,4.384710,6.785631,0.00000
0.291,0,0,0.000000,0.000000,5.896492,-2.391499,6.023924,6.858513,5.346224,4.386747,6.790146,0.00000
0.292,0,0,0.000000,0.000000,5.897640,-2.328924,6.021445,6.858957,5.345592,4.388784,6.794662,0.00013
0.293,0,0,0.000000,0.000000,5.898802,-2.266349,6.018966,6.859400,5.344960,4.390821,6.799178,0.00015
0.294,0,0,0.000000,0.000000,5.900688,-2.187681,6.016879,6.859404,5.344551,4.393003,6.797022,0.00005
0.295,0,0,0.000000,0.000000,5.902584,-2.107912,6.014819,6.859377,5.344157,4.395195,6.794409,0.00015
0.296,0,0,0.000000,0.000000,5.904991,-2.028144,6.012759,6.859350,5.343763,4.397386,6.791797,0.00015
0.297,0,0,0.000000,0.000000,5.907405,-1.948375,6.010699,6.859324,5.343369,4.399578,6.789185,-0.00013
0.298,0,0,0.000000,0.000000,5.910170,-1.849694,6.008587,6.859474,5.343162,4.401848,6.786993,-0.00003
0.299,0,0,0.000000,0.000000,5.912950,-1.749720,6.006471,6.859635,5.342968,4.404123,6.784831,-0.00013
0.300,0,0,0.000000,0.000000,5.916487,-1.649746,6.004356,6.859797,5.342773,4.406398,6.782669,0.00015
0.301,0,0,0.000000,0.000000,5.920046,-1.549771,6.002241,6.859959,5.342578,4.408673,6.780506,0.00013
0.302,0,0,0.000000,0.000000,5.924735,-1.434194,6.001020,6.864568,5.342187,4.410505,6.776631,0.00028
0.303,0,0,0.000000,0.000000,5.929434,-1.317550,5.999861,6.869481,5.341782,4.412308,6.772639,0.00013
0.304,0,0,0.000000,0.000000,5.934743,-1.200907,5.998702,6.874394,5.341377,4.414110,6.768648,-0.00010
0.305,0,0,0.000000,0.000000,5.940052,-1.084263,5.997543,6.879307,5.340971,4.415912,6.764656,0.00031
0.306,0,0,0.000000,0.000000,5.945372,-0.964688,5.996617,6.884501,5.340608,4.416711,6.763331,0.00015
0.307,0,0,0.000000,0.000000,5.950696,-0.844912,5.995707,6.889714,5.340246,4.417443,6.762190,0.00018
0.308,0,0,0.000000,0.000000,5.956233,-0.725137,5.994796,6.894928,5.339885,4.418174,6.761049,0.00013
0.309,0,0,0.000000,0.000000,5.961779,-0.605361,5.993886,6.900141,5.339524,4.418905,6.759907,0.00010
0.310,0,0,0.000000,0.000000,5.967800,-0.486767,5.993568,6.904404,5.339552,4.419486,6.762817,0.00018
0.311,0,0,0.000000,0.000000,5.973821,-0.368253,5.993291,6.908601,5.339607,4.420056,6.766003,0.00013
0.312,0,0,0.000000,0.000000,5.979813,-0.249739,5.993014,6.912798,5.339662,4.420627,6.769189,0.00003
0.313,0,0,0.000000,0.000000,5.985794,-0.131225,5.992737,6.916996,5.339716,4.421197,6.772376,0.00015
0.314,0,0,0.000000,0.000000,5.991177,-0.035699,5.992843,6.921109,5.339483,4.420073,6.770466,0.00015
0.315,0,0,0.000000,0.000000,5.996551,0.058256,5.992974,6.925216,5.339230,4.418832,6.768209,-0.00010
0.316,0,0,0.000000,0.000000,6.001432,0.152210,5.993106,6.929323,5.338977,4.417591,6.765951,0.00000
0.317,0,0,0.000000,0.000000,6.006308,0.246164,5.993238,6.933430,5.338724,4.416350,6.763693,0.00018
0.318,0,0,0.000000,0.000000,6.010878,0.317091,5.993771,6.905392,5.338767,4.411533,6.765032,0.00018
0.319,0,0,0.000000,0.000000,6.015437,0.386444,5.994330,6.875156,5.338830,4.406471,6.766617,0.00015
0.320,0,0,0.000000,0.000000,6.019390,0.455796,5.994890,6.844920,5.338894,4.401409,6.768202,0.00015
0.321,0,0,0.000000,0.000000,6.023324,0.525149,5.995450,6.814684,5.338957,4.396347,6.769787,0.00000
0.322,0,0,0.000000,0.000000,6.026282,0.557445,5.996246,6.815863,5.339353,4.390124,6.769428,-0.00003
0.323,0,0,0.000000,0.000000,6.029221,0.587208,5.997058,6.819190,5.339771,4.383822,6.768935,0.00003
0.324,0,0,0.000000,0.000000,6.031128,0.616970,5.997870,6.822517,5.340189,4.377520,6.768443,0.00000
0.325,0,0,0.000000,0.000000,6.033018,0.646733,5.998682,6.825844,5.340608,4.371218,6.767951,-0.00022
0.326,0,0,0.000000,0.000000,6.033899,0.640146,5.999475,6.829943,5.341273,4.365140,6.766677,0.00000
0.327,0,0,0.000000,0.000000,6.034762,0.631074,6.000267,6.834095,5.341955,4.359077,6.765350,0.00013
0.328,0,0,0.000000,0.000000,6.034588,0.622001,6.001058,6.838246,5.342637,4.353014,6.764023,0.00005
0.329,0,0,0.000000,0.000000,6.034395,0.612929,6.001849,6.842398,5.343319,4.346951,6.762696,0.00003
0.330,0,0,0.000000,0.000000,6.033138,0.568502,6.002527,6.846739,5.343715,4.340230,6.764519,0.00015
0.331,0,0,0.000000,0.000000,6.031863,0.521658,6.003197,6.851093,5.344091,4.333464,6.766557,0.00005
0.332,0,0,0.000000,0.000000,6.029577,0.474814,6.003866,6.855447,5.344467,4.326697,6.768596,0.00010
0.333,0,0,0.000000,0.000000,6.027275,0.427969,6.004536,6.859801,5.344843,4.319931,6.770634,0.00000
0.334,0,0,0.000000,0.000000,6.024038,0.352760,6.004937,6.865340,5.344388,4.313269,6.769722,0.00003
0.335,0,0,0.000000,0.000000,6.020786,0.275612,6.005319,6.870959,5.343877,4.306613,6.768609,0.00013
0.336,0,0,0.000000,0.000000,6.016680,0.198464,6.005701,6.876579,5.343366,4.299958,6.767496,0.00028
0.337,0,0,0.000000,0.000000,6.012560,0.121316,6.006083,6.882199,5.342854,4.293303,6.766382,0.00025
0.338,0,0,0.000000,0.000000,6.007707,0.026184,6.006123,6.887922,5.342109,4.285931,6.766460,0.00010
0.339,0,0,0.000000,0.000000,6.002846,-0.070177,6.006139,6.893652,5.341348,4.278510,6.766619,0.00025
0.340,0,0,0.000000,0.000000,5.997552,-0.166537,6.006155,6.899382,5.340587,4.271089,6.766778,0.00015
0.341,0,0,0.000000,0.000000,5.992257,-0.262898,6.006172,6.905112,5.339825,4.263668,6.766937,0.00003
0.342,0,0,0.000000,0.000000,5.986827,-0.357144,6.005720,6.910408,5.338807,4.255953,6.767009,0.00028
0.343,0,0,0.000000,0.000000,5.981395,-0.451245,6.005237,6.915674,5.337771,4.248219,6.767076,0.00015
0.344,0,0,0.000000,0.000000,5.975889,-0.545345,6.004753,6.920940,5.336735,4.240484,6.767142,0.00000
0.345,0,0,0.000000,0.000000,5.970382,-0.639446,6.004269,6.926207,5.335700,4.232749,6.767208,0.00015
0.346,0,0,0.000000,0.000000,5.964849,-0.723391,6.003337,6.928253,5.335437,4.225196,6.767298,0.00005
0.347,0,0,0.000000,0.000000,5.959321,-0.806641,6.002375,6.930079,5.335227,4.217655,6.767389,0.00015
0.348,0,0,0.000000,0.000000,5.954079,-0.889892,6.001412,6.931906,5.335018,4.210114,6.767480,0.00000
0.349,0,0,0.000000,0.000000,5.948848,-0.973142,6.000450,6.933733,5.334808,4.202572,6.767571,0.00018
0.350,0,0,0.000000,0.000000,5.944221,-1.030675,5.999138,6.937586,5.334971,4.194950,6.764538,0.00031
0.351,0,0,0.000000,0.000000,5.939606,-1.086450,5.997802,6.941579,5.335160,4.187321,6.761292,0.00013
0.352,0,0,0.000000,0.000000,5.935598,-1.142225,5.996466,6.945571,5.335349,4.179693,6.758045,0.00003
0.353,0,0,0.000000,0.000000,5.931600,-1.198000,5.995130,6.949564,5.335538,4.172065,6.754799,0.00013
0.354,0,0,0.000000,0.000000,5.928144,-1.236836,5.993968,6.945770,5.335449,4.164865,6.753921,0.00038
0.355,0,0,0.000000,0.000000,5.924697,-1.274514,5.992818,6.941444,5.335342,4.157696,6.753206,0.00018
0.356,0,0,0.000000,0.000000,5.921812,-1.312191,5.991668,6.937118,5.335235,4.150526,6.752490,0.00000
0.357,0,0,0.000000,0.000000,5.918939,-1.349869,5.990518,6.932792,5.335127,4.143356,6.751774,0.00038
0.358,0,0,0.000000,0.000000,5.916695,-1.355891,5.988951,6.927867,5.335624,4.137568,6.752475,0.00000
0.359,0,0,0.000000,0.061504,5.914466,-1.359747,5.987356,6.922901,5.336163,4.131874,6.753273,-0.00025
0.360,0,0,0.000000,3.478416,5.913043,-1.363604,5.985761,6.917936,5.336701,4.126179,6.754071,-0.00013
0.361,0,1,0.000000,6.833826,5.911638,-1.367461,5.984165,6.912970,5.337240,4.120485,6.754869,0.00015
0.362,0,1,0.000000,6.833962,5.911207,-1.341756,5.982789,6.908178,5.337697,4.117902,6.758430,0.00013
0.363,0,1,0.000000,6.834078,5.910795,-1.314030,5.981427,6.903398,5.338148,4.115532,6.762180,0.00003
0.364,0,1,0.000000,6.833015,5.911360,-1.286304,5.980065,6.898617,5.338600,4.113163,6.765930,-0.00013
0.365,0,1,0.000000,6.831906,5.911943,-1.258578,5.978704,6.893837,5.339051,4.110793,6.769681,0.00025
0.366,0,1,0.000000,6.828238,5.913521,-1.187427,5.977087,6.888509,5.339754,4.110074,6.774591,0.00003
0.367,0,1,0.000000,6.824686,5.915123,-1.113306,5.975454,6.883143,5.340474,4.109467,6.779582,0.00015
0.368,0,1,0.000000,6.827432,5.918025,-1.039185,5.973820,6.877778,5.341194,4.108861,6.784572,0.00003
0.369,0,1,0.000000,6.830427,5.920955,-0.965064,5.972186,6.872412,5.341914,4.108254,6.789562,0.00015
0.370,0,1,0.000000,6.846992,5.925364,-0.864099,5.971484,6.899630,5.342668,4.107981,6.793900,0.00013
0.371,0,1,0.000000,6.863567,5.929788,-0.761298,5.970846,6.929075,5.343424,4.107731,6.798192,0.00011
0.372,0,1,0.000000,6.880724,5.934940,-0.658498,5.970208,6.958520,5.344180,4.107480,6.802484,-0.00003
0.373,0,1,0.000000,6.897630,5.940092,-0.555697,5.969570,6.987966,5.344936,4.107230,6.806777,0.00015
0.374,0,1,0.000000,6.900859,5.945230,-0.445253,5.969081,6.986638,5.345768,4.106893,6.808311,0.00005
0.375,0,1,0.000000,6.903946,5.950377,-0.334287,5.968603,6.983205,5.346605,4.106550,6.809657,0.00013
0.376,0,1,0.000000,6.899260,5.956004,-0.223320,5.968124,6.979773,5.347442,4.106208,6.811002,0.00015
0.377,0,1,0.000000,6.894613,5.961648,-0.112354,5.967646,6.976341,5.348279,4.105865,6.812348,-0.00007
0.378,0,1,0.000000,6.892207,5.968266,0.000468,5.968146,6.972671,5.349090,4.105579,6.816609,-0.00007
0.379,0,1,0.000000,6.889893,5.974881,0.113416,5.968714,6.968985,5.349898,4.105297,6.821069,0.00005
0.380,0,1,0.000000,6.892650,5.981384,0.226364,5.969281,6.965298,5.350706,4.105015,6.825530,0.00025
0.381,0,1,0.000000,6.895492,5.987864,0.339313,5.969849,6.961612,5.351515,4.104733,6.829990,0.00003
0.382,0,1,0.000000,6.903010,5.993084,0.427802,5.970123,6.958129,5.352477,4.104683,6.846437,-0.00003
0.383,0,1,0.000000,6.910509,5.998292,0.514618,5.970378,6.954660,5.353450,4.104649,6.863704,-0.00015
0.384,0,1,0.000000,6.916893,6.002838,0.601435,5.970633,6.951190,5.354424,4.104615,6.880971,0.00015
0.385,0,1,0.000000,6.923162,6.007387,0.688252,5.970888,6.947721,5.355397,4.104582,6.898238,0.00015
0.386,0,1,0.000000,6.923137,6.012107,0.760258,5.971719,6.943948,5.356199,4.104747,6.900998,0.00018
0.387,0,1,0.000000,6.923079,6.016825,0.831253,5.972589,6.940154,5.356989,4.104926,6.902766,0.00003
0.388,0,1,0.000000,6.921216,6.021386,0.902247,5.973460,6.936360,5.357779,4.105105,6.904534,0.00007
0.389,0,1,0.000000,6.919419,6.025933,0.973241,5.974330,6.932566,5.358569,4.105284,6.906302,0.00013
0.390,0,1,0.000000,6.921204,6.029757,1.009389,5.975833,6.928828,5.359121,4.105209,6.913940,0.00022
0.391,0,1,0.000000,6.923002,6.033566,1.043155,5.977379,6.925095,5.359657,4.105117,6.921979,-0.00003
0.392,0,1,0.000000,6.925475,6.036487,1.076921,5.978925,6.921361,5.360193,4.105025,6.930019,0.00018
0.393,0,1,0.000000,6.927887,6.039391,1.110687,5.980471,6.917628,5.360729,4.104933,6.938058,0.00025
0.394,0,1,0.000000,6.926954,6.041381,1.118613,5.981694,6.914010,5.360178,4.105262,6.938366,0.00013
0.395,0,1,0.000000,6.925989,6.043356,1.124773,5.982896,6.910399,5.359554,4.105620,6.938145,-0.00015
0.396,0,1,0.000000,6.923234,6.044492,1.130932,5.984097,6.906789,5.358929,4.105978,6.937924,0.00025
0.397,0,1,0.000000,6.920491,6.045614,1.137091,5.985299,6.903179,5.358304,4.106336,6.937704,0.00005
0.398,0,1,0.000000,6.918355,6.045976,1.118517,5.986316,6.902717,5.357645,4.106384,6.933587,0.00015
0.399,0,1,0.000000,6.916214,6.046324,1.098251,5.987320,6.902471,5.356984,4.106411,6.929204,0.00015
0.400,0,1,0.000000,6.913751,6.045887,1.077985,5.988324,6.902225,5.356323,4.106439,6.924822,0.00015
0.401,0,1,0.000000,6.911260,6.045435,1.057720,5.989328,6.901978,5.355662,4.106466,6.920439,0.00015
0.402,0,1,0.000000,6.907259,6.044175,1.007934,5.990429,6.898592,5.354915,4.106744,6.916452,0.00000
0.403,0,1,0.000000,6.903265,6.042903,0.956131,5.991537,6.894992,5.354163,4.107038,6.912492,0.00013
0.404,0,1,0.000000,6.899668,6.040944,0.904327,5.992645,6.891392,5.353411,4.107333,6.908532,0.00000
0.405,0,1,0.000000,6.896111,6.038974,0.852523,5.993752,6.887791,5.352658,4.107628,6.904572,-0.00013
0.406,0,1,0.000000,6.894799,6.036418,0.781441,5.994624,6.887487,5.351059,4.108178,6.901802,0.00018
0.407,0,1,0.000000,6.893485,6.033847,0.709041,5.995479,6.887408,5.349402,4.108745,6.899114,0.00003
0.408,0,1,0.000000,6.892047,6.030503,0.636642,5.996334,6.887330,5.347745,4.109312,6.896427,-0.00010
0.409,0,1,0.000000,6.890563,6.027142,0.564242,5.997188,6.887251,5.346088,4.109879,6.893739,-0.00010
0.410,0,1,0.000000,6.886608,6.022788,0.461027,5.997882,6.887932,5.345115,4.110144,6.886165,0.00013
0.411,0,1,0.000000,6.882665,6.018415,0.355706,5.998564,6.888665,5.344187,4.110388,6.878258,0.00015
0.412,0,1,0.000000,6.879383,6.013052,0.250385,5.999247,6.889399,5.343260,4.110632,6.870350,0.00038
0.413,0,1,0.000000,6.876179,6.007674,0.145063,5.999929,6.890132,5.342333,4.110876,6.862442,0.00025
0.414,0,1,0.000000,6.877226,6.001463,0.031143,5.999718,6.891416,5.341780,4.110731,6.865646,0.00025
0.415,0,1,0.000000,6.878327,5.995248,-0.083365,5.999446,6.892738,5.341253,4.110559,6.869609,0.00020
0.416,0,1,0.000000,6.882327,5.988794,-0.197873,5.999173,6.894060,5.340726,4.110388,6.873571,0.00040
0.417,0,1,0.000000,6.886333,5.982346,-0.312381,5.998901,6.895381,5.340199,4.110216,6.877534,0.00013
0.418,0,1,0.000000,6.890718,5.976236,-0.414645,5.998348,6.897058,5.340741,4.110693,6.883265,0.00005
0.419,0,1,0.000000,6.895082,5.970132,-0.516073,5.997777,6.898759,5.341356,4.111215,6.889117,0.00013
0.420,0,1,0.000000,6.898344,5.964322,-0.617500,5.997205,6.900460,5.341971,4.111736,6.894969,0.00013
0.421,0,1,0.000000,6.901573,5.958516,-0.718927,5.996633,6.902161,5.342587,4.112257,6.900820,-0.00010
0.422,0,1,0.000000,6.902975,5.952940,-0.793554,5.995431,6.903248,5.343586,4.112988,6.902360,0.00028
0.423,0,1,0.000000,6.904368,5.947379,-0.866349,5.994187,6.904294,5.344613,4.113734,6.903605,0.00028
0.424,0,1,0.000000,6.905293,5.942677,-0.939143,5.992943,6.905339,5.345639,4.114480,6.904850,-0.00007
0.425,0,1,0.000000,6.906233,5.938001,-1.011938,5.991698,6.906385,5.346665,4.115225,6.906095,-0.00010
0.426,0,1,0.000000,6.908030,5.934787,-1.044952,5.990650,6.906841,5.347887,4.115596,6.908496,0.00015
0.427,0,1,0.000000,6.909815,5.931592,-1.075246,5.989615,6.907258,5.349121,4.115942,6.910976,0.00035
0.428,0,1,0.000000,6.910971,5.929439,-1.105540,5.988580,6.907674,5.350356,4.116287,6.913457,0.00013
0.429,0,1,0.000000,6.912086,5.927296,-1.135834,5.987545,6.908090,5.351591,4.116633,6.915937,0.00013
0.430,0,1,0.000000,6.910980,5.925669,-1.135249,5.986239,6.908679,5.352883,4.117101,6.912753,0.00013
0.431,0,1,0.000000,6.909862,5.924057,-1.132552,5.984915,6.909279,5.354180,4.117578,6.909182,0.00018
0.432,0,1,0.000000,6.908051,5.923253,-1.129854,5.983591,6.909879,5.355477,4.118055,6.905611,0.00010
0.433,0,1,0.000000,6.906262,5.922471,-1.127157,5.982267,6.910480,5.356773,4.118532,6.902040,0.00013
0.434,0,1,0.000000,6.905738,5.922891,-1.086774,5.980968,6.911409,5.357913,4.119195,6.901134,0.00028
0.435,0,1,0.000000,6.843077,5.923330,-1.043814,5.979672,6.912360,5.359041,4.119872,6.900409,0.00000
0.436,0,1,0.000000,3.390465,5.924786,-1.000854,5.978375,6.913312,5.360169,4.120548,6.899685,-0.00003
0.437,0,0,0.000000,0.000000,5.926256,-0.957894,5.977078,6.914263,5.361298,4.121225,6.898961,0.00013
0.438,0,0,0.000000,0.000000,5.928475,-0.891502,5.976132,6.915660,5.363380,4.121095,6.899273,0.00005
0.439,0,0,0.000000,0.000000,5.930709,-0.823508,5.975211,6.917088,5.365527,4.120910,6.899656,0.00015
0.440,0,0,0.000000,0.000000,5.933784,-0.755514,5.974288,6.918516,5.367675,4.120725,6.900039,0.00013
0.441,0,0,0.000000,0.000000,5.936876,-0.687520,5.973367,6.919943,5.369822,4.120540,6.900423,0.00013
0.442,0,0,0.000000,0.000000,5.940920,-0.596013,5.972837,6.921539,5.371537,4.120963,6.891937,0.00013
0.443,0,0,0.000000,0.000000,5.944978,-0.502898,5.972334,6.923146,5.373223,4.121428,6.882845,0.00013
0.444,0,0,0.000000,0.000000,5.949739,-0.409783,5.971831,6.924753,5.374909,4.121892,6.873753,0.00018
0.445,0,0,0.000000,0.000000,5.954509,-0.316668,5.971328,6.926360,5.376595,4.122357,6.864661,0.00003
0.446,0,0,0.000000,0.000000,5.959681,-0.214285,5.971186,6.928054,5.377312,4.123169,6.850107,0.00038
