"Time","v2 Right CoP","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.690,5.792858,6.382491,7.037416,6.334975,0.873926,11.935212,5.440435,14.984342,6.424388,12.008277,6.145281,10.239928,7.650444,12.364358,137.142578,117.556297,35.981129,18.487709,8.904667,15.509262,8.805654,10.462374,9.052004,10.124123,9.789947,9.979540,11.696386,12.364270,11.623785,10.800379,12.004452,11.784512
1.691,5.798445,6.386992,7.038895,6.338552,0.890915,11.934333,5.446615,14.982404,6.423979,12.001224,6.150274,10.234953,7.653811,12.350435,137.671326,117.737099,35.923756,18.453291,8.877049,15.496629,8.805878,10.455276,9.056970,10.118587,9.791924,9.976297,11.703294,12.362578,11.627801,10.802489,12.010144,11.787022
1.692,5.802296,6.392243,7.039814,6.342854,0.908397,11.930848,5.449835,14.975765,6.423979,11.995182,6.154757,10.227133,7.655649,12.341941,137.317261,117.890991,35.745049,18.046875,8.865366,15.486086,8.806465,10.449486,9.054598,10.113531,9.795920,9.971170,11.713007,12.358624,11.631110,10.804249,12.010403,11.788957
1.693,5.806147,6.397495,7.040733,6.347155,0.925879,11.927364,5.453054,14.969126,6.423979,11.989141,6.159238,10.219313,7.657487,12.333447,136.963196,118.044876,35.566341,17.640459,8.853683,15.475544,8.807053,10.443696,9.052227,10.108476,9.799917,9.966043,11.722719,12.354668,11.634418,10.806008,12.010662,11.790892
1.694,5.809998,6.402747,7.041652,6.351455,0.943362,11.923880,5.456275,14.962487,6.423979,11.983099,6.163720,10.211493,7.659326,12.324953,136.609146,118.198761,35.387634,17.234043,8.842001,15.465001,8.807639,10.437906,9.049855,10.103420,9.803915,9.960917,11.732431,12.350712,11.637728,10.807768,12.010921,11.792826
1.695,5.813848,6.407998,7.042572,6.355756,0.960844,11.920395,5.459495,14.955849,6.423979,11.977057,6.168202,10.203673,7.661164,12.316459,136.255081,118.352654,35.208927,16.827627,8.830317,15.454458,8.808227,10.432116,9.047483,10.098365,9.807912,9.955790,11.742145,12.346757,11.641037,10.809527,12.011179,11.794761
1.696,5.814713,6.412974,7.049718,6.359975,0.974773,11.920395,5.457874,14.944286,6.435773,11.968384,6.171552,10.197965,7.663663,12.308142,135.964478,118.686371,34.938244,16.323135,8.829746,15.435911,8.809261,10.427775,9.049456,10.092554,9.817286,9.952539,11.755428,12.343533,11.645977,10.811694,12.012962,11.797794
1.697,5.815578,6.417950,7.056865,6.364193,0.988701,11.920395,5.456253,14.932723,6.447568,11.959711,6.174901,10.192257,7.666162,12.299824,135.673889,119.020096,34.667557,15.818644,8.829176,15.417365,8.810297,10.423435,9.051428,10.086744,9.826658,9.949289,11.768711,12.340309,11.650917,10.813862,12.014746,11.800827
1.698,5.816442,6.422925,7.064012,6.368412,1.002630,11.920395,5.454633,14.921160,6.459362,11.951037,6.178251,10.186548,7.668662,12.291506,135.383286,119.353821,34.396873,15.314151,8.828605,15.398819,8.811332,10.419094,9.053399,10.080935,9.836031,9.946039,11.781995,12.337085,11.655858,10.816029,12.016529,11.803860
1.699,5.817306,6.427901,7.071159,6.372630,1.016559,11.920395,5.453012,14.909597,6.471157,11.942364,6.181600,10.180840,7.671161,12.283189,135.092682,119.687538,34.126190,14.809659,8.828033,15.380272,8.812366,10.414754,9.055371,10.075124,9.845405,9.942789,11.795279,12.333860,11.660798,10.818195,12.018312,11.806893
1.700,5.817421,6.432495,7.074322,6.376665,1.026853,11.923821,5.453085,14.898954,6.476737,11.938448,6.181758,10.176843,7.671906,12.271334,134.855972,120.040382,34.017273,14.616035,8.826767,15.371435,8.812428,10.411848,9.057569,10.070186,9.850787,9.941777,11.804179,12.333561,11.666023,10.821476,12.022820,11.810484
1.701,5.817537,6.437089,7.077484,6.380699,1.037147,11.927248,5.453158,14.888311,6.482318,11.934532,6.181916,10.172846,7.672650,12.259478,134.619263,120.393219,33.908356,14.422413,8.825500,15.362599,8.812489,10.408943,9.059765,10.065247,9.856170,9.940765,11.813080,12.333261,11.671249,10.824757,12.027326,11.814074
1.702,5.817653,6.441684,7.080647,6.384733,1.047441,11.930675,5.453231,14.877669,6.487898,11.930616,6.182074,10.168850,7.673395,12.247622,134.382553,120.746063,33.799438,14.228790,8.824232,15.353764,8.812549,10.406038,9.061962,10.060308,9.861552,9.939754,11.821981,12.332963,11.676476,10.828037,12.031832,11.817664
1.703,5.817768,6.446278,7.083809,6.388768,1.057735,11.934101,5.453304,14.867026,6.493479,11.926701,6.182232,10.164853,7.674140,12.235766,134.145844,121.098907,33.690521,14.035167,8.822966,15.344927,8.812610,10.403132,9.064159,10.055370,9.866935,9.938742,11.830882,12.332664,11.681701,10.831318,12.036339,11.821255
1.704,5.818048,6.450809,7.089397,6.392789,1.067099,11.937771,5.454374,14.855052,6.504654,11.922668,6.181722,10.160877,7.674140,12.233137,135.571869,121.004547,33.487843,13.717298,8.819166,15.335251,8.812610,10.396602,9.071781,10.054986,9.873706,9.936462,11.841095,12.330557,11.685814,10.833666,12.038769,11.822590
1.705,5.818328,6.455339,7.094984,6.396811,1.076463,11.941440,5.455445,14.843078,6.515829,11.918636,6.181211,10.156900,7.674140,12.230507,136.997894,120.910187,33.285164,13.399427,8.815367,15.325575,8.812610,10.390071,9.079403,10.054602,9.880478,9.934183,11.851309,12.328449,11.689927,10.836014,12.041200,11.823925
1.706,5.818608,6.459869,7.100572,6.400832,1.085827,11.945108,5.456515,14.831103,6.527004,11.914605,6.180701,10.152924,7.674140,12.227877,138.423935,120.815819,33.082485,13.081558,8.811566,15.315899,8.812610,10.383540,9.087026,10.054216,9.887249,9.931905,11.861523,12.326342,11.694040,10.838362,12.043631,11.825260
1.707,5.818888,6.464400,7.106159,6.404854,1.095191,11.948778,5.457585,14.819129,6.538179,11.910573,6.180191,10.148948,7.674140,12.225247,139.849960,120.721458,32.879807,12.763689,8.807767,15.306223,8.812610,10.377009,9.094647,10.053832,9.894020,9.929626,11.871736,12.324235,11.698153,10.840710,12.046061,11.826595
1.708,5.815759,6.469116,7.109978,6.409174,1.102463,11.953173,5.455824,14.807797,6.546939,11.910573,6.175694,10.140989,7.673018,12.213736,139.959351,120.886734,32.734447,12.594919,8.804951,15.293815,8.810977,10.371245,9.094194,10.049387,9.897635,9.926717,11.876015,12.320743,11.698429,10.839121,12.046217,11.825060
1.709,5.812631,6.473832,7.113797,6.413495,1.109736,11.957567,5.454063,14.796465,6.555699,11.910573,6.171198,10.133031,7.671895,12.202223,140.068726,121.052002,32.589088,12.426149,8.802134,15.281406,8.809344,10.365480,9.093742,10.044941,9.901251,9.923808,11.880294,12.317250,11.698704,10.837532,12.046373,11.823524
1.710,5.809502,6.478548,7.117616,6.417815,1.117008,11.961963,5.452303,14.785133,6.564460,11.910573,6.166701,10.125072,7.670772,12.190710,140.178101,121.217270,32.443733,12.257379,8.799316,15.268998,8.807712,10.359716,9.093289,10.040496,9.904866,9.920899,11.884573,12.313758,11.698978,10.835944,12.046529,11.821988
1.711,5.806374,6.483263,7.121435,6.422136,1.124280,11.966357,5.450542,14.773802,6.573220,11.910573,6.162205,10.117114,7.669650,12.179198,140.287491,121.382545,32.298374,12.088609,8.796500,15.256590,8.806079,10.353952,9.092836,10.036051,9.908482,9.917991,11.888852,12.310266,11.699254,10.834355,12.046685,11.820453
1.712,5.805149,6.488142,7.127418,6.426690,1.130251,11.980243,5.451114,14.758557,6.585186,11.917230,6.159184,10.108240,7.669650,12.163383,140.143982,121.545738,32.126129,11.759123,8.793537,15.238998,8.805080,10.349047,9.092041,10.029238,9.910751,9.912537,11.894117,12.304950,11.699484,10.832905,12.044262,11.817817
1.713,5.803924,6.493021,7.133400,6.431245,1.136221,11.994129,5.451686,14.743313,6.597151,11.923887,6.156162,10.099365,7.669650,12.147570,140.000473,121.708939,31.953888,11.429636,8.790575,15.221406,8.804083,10.344141,9.091246,10.022425,9.913021,9.907084,11.899384,12.299633,11.699714,10.831455,12.041840,11.815182
1.714,5.802699,6.497900,7.139383,6.435799,1.142192,12.008015,5.452258,14.728068,6.609117,11.930544,6.153140,10.090490,7.669650,12.131756,139.856964,121.872131,31.781643,11.100150,8.787612,15.203814,8.803085,10.339236,9.090451,10.015613,9.915292,9.901629,11.904649,12.294317,11.699944,10.830006,12.039417,11.812546
1.715,5.801474,6.502779,7.145366,6.440353,1.148162,12.021900,5.452829,14.712824,6.621082,11.937201,6.150119,10.081616,7.669650,12.115941,139.713455,122.035324,31.609400,10.770664,8.784649,15.186222,8.802087,10.334331,9.089656,10.008800,9.917562,9.896175,11.909914,12.289001,11.700173,10.828555,12.036994,11.809910
1.716,5.801309,6.507688,7.150643,6.445078,1.151543,12.033604,5.452660,14.712214,6.631314,11.953336,6.149959,10.076553,7.669973,12.105036,140.104385,122.030289,31.364103,10.495443,8.788276,15.176608,8.801325,10.334463,9.094904,10.008531,9.926527,9.894635,11.921856,12.287116,11.705273,10.831286,12.042220,11.812113
1.717,5.801145,6.512596,7.155921,6.449802,1.154923,12.045307,5.452490,14.711603,6.641545,11.969471,6.149799,10.071491,7.670297,12.094131,140.495316,122.025246,31.118807,10.220222,8.791903,15.166994,8.800564,10.334597,9.100151,10.008263,9.935493,9.893095,11.933799,12.285231,11.710371,10.834019,12.047445,11.814317
1.718,5.800980,6.517505,7.161199,6.454527,1.158304,12.057012,5.452320,14.710993,6.651776,11.985607,6.149639,10.066429,7.670621,12.083227,140.886246,122.020203,30.873510,9.945003,8.795529,15.157380,8.799802,10.334729,9.105399,10.007994,9.944460,9.891555,11.945742,12.283346,11.715469,10.836750,12.052671,11.816521
1.719,5.800815,6.522413,7.166476,6.459251,1.161685,12.068715,5.452150,14.710382,6.662008,12.001742,6.149479,10.061366,7.670945,12.072322,141.277176,122.015167,30.628214,9.669782,8.799156,15.147766,8.799040,10.334862,9.110647,10.007725,9.953425,9.890015,11.957684,12.281461,11.720569,10.839481,12.057898,11.818724
1.720,5.802416,6.528054,7.168493,6.464857,1.162346,12.083838,5.455162,14.703738,6.664883,12.020597,6.149671,10.056183,7.672104,12.065649,141.286163,122.274925,30.348713,9.340827,8.800997,15.137005,8.799040,10.328558,9.113042,10.000549,9.959332,9.885425,11.967527,12.276667,11.722735,10.840371,12.059919,11.818740
1.721,5.804017,6.533695,7.170510,6.470462,1.163008,12.098959,5.458173,14.697094,6.667758,12.039453,6.149862,10.051000,7.673263,12.058977,141.295166,122.534683,30.069210,9.011872,8.802836,15.126245,8.799040,10.322253,9.115437,9.993374,9.965239,9.880835,11.977371,12.271873,11.724902,10.841261,12.061940,11.818756
1.722,5.805618,6.539337,7.172527,6.476068,1.163670,12.114080,5.461184,14.690449,6.670633,12.058308,6.150053,10.045816,7.674421,12.052305,141.304153,122.794449,29.789707,8.682918,8.804676,15.115484,8.799040,10.315948,9.117832,9.986197,9.971146,9.876244,11.987214,12.267080,11.727069,10.842152,12.063961,11.818772
1.723,5.807220,6.544978,7.174544,6.481673,1.164332,12.129203,5.464195,14.683805,6.673508,12.077163,6.150244,10.040633,7.675581,12.045632,141.313141,123.054207,29.510206,8.353963,8.806517,15.104723,8.799040,10.309645,9.120227,9.979022,9.977053,9.871654,11.997058,12.262286,11.729236,10.843041,12.065983,11.818789
1.724,5.807503,6.550625,7.184381,6.487382,1.163181,12.160418,5.466171,14.675627,6.689228,12.109695,6.148835,10.036207,7.679532,12.039818,140.648590,123.443535,29.349125,8.237988,8.808314,15.096204,8.799040,10.302475,9.116079,9.972331,9.980907,9.869422,12.004155,12.260351,11.731927,10.845093,12.069454,11.818346
1.725,5.807786,6.556273,7.194216,6.493092,1.162030,12.191631,5.468146,14.667448,6.704948,12.142229,6.147425,10.031781,7.683483,12.034004,139.984039,123.832863,29.188042,8.122013,8.810112,15.087685,8.799040,10.295304,9.111932,9.965641,9.984762,9.867190,12.011252,12.258417,11.734619,10.847143,12.072927,11.817903
1.726,5.808068,6.561919,7.204052,6.498802,1.160879,12.222846,5.470122,14.659269,6.720669,12.174763,6.146016,10.027355,7.687435,12.028191,139.319489,124.222191,29.026958,8.006039,8.811910,15.079166,8.799040,10.288134,9.107784,9.958950,9.988617,9.864959,12.018350,12.256483,11.737310,10.849194,12.076399,11.817459
1.727,5.808352,6.567566,7.213888,6.504511,1.159729,12.254061,5.472097,14.651092,6.736390,12.207295,6.144606,10.022929,7.691386,12.022376,138.654938,124.611519,28.865877,7.890064,8.813707,15.070647,8.799040,10.280964,9.103637,9.952259,9.992472,9.862727,12.025447,12.254548,11.740002,10.851245,12.079870,11.817017
1.728,5.808265,6.572959,7.224774,6.510131,1.155554,12.276969,5.472759,14.640481,6.755141,12.227907,6.143771,10.014919,7.694406,12.015026,138.199844,125.336899,28.568571,7.611377,8.813860,15.059858,8.799025,10.268164,9.106819,9.940094,10.000623,9.861456,12.031801,12.250226,11.738933,10.849043,12.077976,11.810895
1.729,5.808178,6.578352,7.235660,6.515751,1.151379,12.299877,5.473420,14.629870,6.773892,12.248520,6.142935,10.006910,7.697426,12.007677,137.744751,126.062279,28.271263,7.332690,8.814013,15.049069,8.799009,10.255363,9.110001,9.927928,10.008774,9.860186,12.038155,12.245903,11.737864,10.846842,12.076082,11.804773
1.730,5.808091,6.583745,7.246545,6.521371,1.147204,12.322784,5.474082,14.619260,6.792644,12.269133,6.142100,9.998900,7.700446,12.000327,137.289658,126.787659,27.973957,7.054003,8.814165,15.038280,8.798994,10.242561,9.113183,9.915762,10.016926,9.858914,12.044508,12.241581,11.736794,10.844641,12.074188,11.798653
1.731,5.808004,6.589139,7.257431,6.526991,1.143029,12.345693,5.474743,14.608649,6.811395,12.289744,6.141264,9.990891,7.703466,11.992977,136.834564,127.513039,27.676651,6.775316,8.814318,15.027492,8.798979,10.229761,9.116365,9.903597,10.025077,9.857643,12.050862,12.237259,11.735724,10.842439,12.072294,11.792531
1.732,5.807429,6.594546,7.264913,6.532797,1.135712,12.352427,5.476190,14.599613,6.826360,12.311783,6.138669,9.981657,7.703466,11.986492,136.593628,127.714806,27.445190,6.639440,8.815030,15.020731,8.798979,10.225573,9.117934,9.896086,10.025761,9.852789,12.053324,12.231394,11.732244,10.840448,12.071257,11.790442
1.733,5.806855,6.599954,7.272395,6.538602,1.128395,12.359159,5.477635,14.590576,6.841325,12.333821,6.136074,9.972424,7.703466,11.980007,136.352676,127.916580,27.213730,6.503564,8.815742,15.013969,8.798979,10.221385,9.119503,9.888575,10.026443,9.847934,12.055785,12.225529,11.728763,10.838457,12.070219,11.788352
1.734,5.806281,6.605361,7.279878,6.544407,1.121077,12.365893,5.479081,14.581539,6.856290,12.355860,6.133479,9.963189,7.703466,11.973522,136.111725,128.118347,26.982269,6.367687,8.816454,15.007209,8.798979,10.217197,9.121071,9.881064,10.027127,9.843079,12.058247,12.219663,11.725282,10.836466,12.069180,11.786263
1.735,5.805706,6.610768,7.287360,6.550212,1.113760,12.372627,5.480527,14.572503,6.871255,12.377898,6.130884,9.953956,7.703466,11.967037,135.870789,128.320114,26.750809,6.231811,8.817166,15.000448,8.798979,10.213009,9.122640,9.873553,10.027811,9.838224,12.060708,12.213798,11.721801,10.834476,12.068143,11.784173
1.736,5.805051,6.616032,7.289503,6.556015,1.103858,12.372627,5.481157,14.562898,6.875407,12.390593,6.128943,9.940083,7.703598,11.957609,135.382278,128.915710,26.599033,6.166136,8.819463,14.986606,8.793255,10.198932,9.119824,9.857214,10.024284,9.830625,12.060753,12.206774,11.717898,10.831429,12.065497,11.778005
1.737,5.804395,6.621295,7.291645,6.561816,1.093955,12.372627,5.481787,14.553293,6.879560,12.403287,6.127003,9.926210,7.703731,11.948181,134.893768,129.511307,26.447258,6.100461,8.821760,14.972763,8.787532,10.184855,9.117010,9.840875,10.020758,9.823025,12.060797,12.199751,11.713996,10.828382,12.062852,11.771837
1.738,5.803740,6.626559,7.293787,6.567618,1.084053,12.372627,5.482416,14.543688,6.883712,12.415981,6.125063,9.912338,7.703863,11.938752,134.405258,130.106903,26.295483,6.034785,8.824057,14.958920,8.781809,10.170778,9.114195,9.824535,10.017231,9.815425,12.060842,12.192727,11.710093,10.825335,12.060206,11.765669
1.739,5.803084,6.631823,7.295929,6.573421,1.074150,12.372627,5.483046,14.534082,6.887864,12.428676,6.123122,9.898465,7.703995,11.929324,133.916748,130.702499,26.143707,5.969110,8.826353,14.945077,8.776085,10.156701,9.111380,9.808196,10.013704,9.807825,12.060886,12.185703,11.706191,10.822288,12.057561,11.759501
1.740,5.799200,6.635302,7.296101,6.577443,1.064164,12.367243,5.484223,14.526854,6.887864,12.428676,6.114176,9.889181,7.704337,11.924006,133.546021,131.256409,26.025911,5.958842,8.828940,14.932997,8.776085,10.144097,9.112913,9.794886,10.010878,9.802662,12.060028,12.180578,11.702360,10.819781,12.055251,11.754419
1.741,5.795315,6.638781,7.296271,6.581465,1.054179,12.361858,5.485400,14.519625,6.887864,12.428676,6.105230,9.879897,7.704679,11.918690,133.175293,131.810333,25.908115,5.948575,8.831528,14.920918,8.776085,10.131493,9.114446,9.781576,10.008051,9.797499,12.059170,12.175453,11.698530,10.817276,12.052941,11.749338
1.742,5.791430,6.642261,7.296443,6.585487,1.044193,12.356473,5.486577,14.512397,6.887864,12.428676,6.096285,9.870613,7.705021,11.913372,132.804565,132.364243,25.790319,5.938308,8.834114,14.908837,8.776085,10.118889,9.115978,9.768266,10.005224,9.792336,12.058312,12.170329,11.694700,10.814770,12.050632,11.744256
1.743,5.787546,6.645740,7.296614,6.589509,1.034207,12.351089,5.487754,14.505168,6.887864,12.428676,6.087339,9.861329,7.705364,11.908054,132.433838,132.918152,25.672523,5.928040,8.836701,14.896757,8.776085,10.106285,9.117512,9.754955,10.002398,9.787172,12.057454,12.165204,11.690869,10.812263,12.048322,11.739175
1.744,5.788858,6.649209,7.296614,6.593520,1.024254,12.348197,5.488342,14.496760,6.887864,12.437290,6.089374,9.852037,7.705364,11.898619,130.729156,133.408936,25.654911,6.003948,8.837433,14.882957,8.775072,10.100651,9.113367,9.740921,9.999149,9.780770,12.054262,12.158685,11.687243,10.805988,12.045856,11.731317
1.745,5.790170,6.652678,7.296614,6.597530,1.014301,12.345305,5.488931,14.488354,6.887864,12.445906,6.091409,9.842745,7.705364,11.889183,129.024490,133.899719,25.637300,6.079857,8.838165,14.869158,8.774058,10.095017,9.109223,9.726888,9.995902,9.774368,12.051071,12.152164,11.683617,10.799714,12.043389,11.723459
1.746,5.791481,6.656148,7.296614,6.601541,1.004347,12.342414,5.489519,14.479946,6.887864,12.454521,6.093444,9.833453,7.705364,11.879746,127.319817,134.390503,25.619690,6.155766,8.838897,14.855358,8.773045,10.089384,9.105080,9.712854,9.992655,9.767966,12.047880,12.145645,11.679990,10.793440,12.040923,11.715601
1.747,5.792793,6.659617,7.296614,6.605552,0.994394,12.339522,5.490108,14.471539,6.887864,12.463136,6.095479,9.824162,7.705364,11.870311,125.615143,134.881287,25.602077,6.231674,8.839628,14.841558,8.772032,10.083750,9.100935,9.698820,9.989407,9.761564,12.044688,12.139126,11.676363,10.787165,12.038457,11.707743
1.748,5.791504,6.662652,7.335972,6.609200,0.983107,12.339522,5.489901,14.462942,6.963600,12.568201,6.093107,9.812042,7.708344,11.860090,125.762177,135.148911,25.433250,6.142294,8.839567,14.829639,8.770007,10.071367,9.101155,9.686105,9.986921,9.752262,12.044455,12.129587,11.671953,10.781034,12.036150,11.701599
1.749,5.790214,6.665687,7.375330,6.612848,0.971819,12.339522,5.489694,14.454346,7.039336,12.673265,6.090734,9.799924,7.711325,11.849871,125.909210,135.416534,25.264425,6.052914,8.839507,14.817721,8.767982,10.058985,9.101376,9.673389,9.984436,9.742960,12.044220,12.120048,11.667543,10.774902,12.033842,11.695456
