"Time","v2 Right CoP","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
5.336,5.440155,6.417220,7.015086,6.507562,-1.661590,11.475468,5.474890,11.667271,6.251760,14.406744,5.405419,10.388618,7.778411,8.864179,169.609512,65.864731,47.826096,30.230639,8.686194,11.765476,9.282410,10.475732,9.478245,10.046061,9.824080,9.520565,11.250099,11.757538,11.784424,9.806449,12.050018,10.803236
5.337,5.439934,6.415947,7.013871,6.506599,-1.667296,11.478935,5.475714,11.661113,6.250760,14.400143,5.404154,10.408194,7.776981,8.855240,169.692383,65.674820,48.025589,30.649254,8.687721,11.759850,9.279005,10.502253,9.472939,10.066567,9.818260,9.540533,11.234856,11.773329,11.782934,9.815678,12.050103,10.811725
5.338,5.439713,6.414674,7.012655,6.505636,-1.673002,11.482402,5.476539,11.654955,6.249760,14.393540,5.402888,10.427769,7.775551,8.846301,169.775269,65.484909,48.225082,31.067867,8.689249,11.754224,9.275600,10.528774,9.467634,10.087074,9.812440,9.560502,11.219612,11.789121,11.781445,9.824907,12.050188,10.820213
5.339,5.439493,6.413402,7.011440,6.504674,-1.678707,11.485868,5.477363,11.648797,6.248759,14.386938,5.401623,10.447343,7.774121,8.837362,169.858154,65.295006,48.424576,31.486481,8.690776,11.748597,9.272196,10.555296,9.462328,10.107580,9.806621,9.580471,11.204369,11.804912,11.779954,9.834137,12.050273,10.828701
5.340,5.437734,6.412220,7.009849,6.503743,-1.683308,11.488441,5.479540,11.641335,6.248330,14.376872,5.395926,10.470863,7.771369,8.832550,169.792084,65.055977,48.813148,31.860752,8.694407,11.741136,9.260801,10.577628,9.450507,10.125919,9.793383,9.597815,11.183943,11.817758,11.779718,9.839464,12.048824,10.836178
5.341,5.435974,6.411039,7.008258,6.502812,-1.687909,11.491013,5.481718,11.633871,6.247900,14.366806,5.390230,10.494385,7.768616,8.827738,169.726028,64.816948,49.201725,32.235023,8.698036,11.733674,9.249407,10.599960,9.438686,10.144258,9.780144,9.615157,11.163517,11.830605,11.779483,9.844792,12.047375,10.843656
5.342,5.434215,6.409859,7.006667,6.501882,-1.692510,11.493586,5.483896,11.626409,6.247471,14.356741,5.384534,10.517906,7.765862,8.822926,169.659973,64.577919,49.590302,32.609295,8.701667,11.726213,9.238012,10.622293,9.426867,10.162598,9.766905,9.632500,11.143091,11.843451,11.779247,9.850121,12.045925,10.851133
5.343,5.432456,6.408678,7.005075,6.500951,-1.697111,11.496158,5.486074,11.618946,6.247042,14.346675,5.378838,10.541427,7.763110,8.818113,169.593903,64.338890,49.978874,32.983566,8.705297,11.718751,9.226618,10.644626,9.415046,10.180937,9.753667,9.649843,11.122665,11.856297,11.779012,9.855448,12.044477,10.858610
5.344,5.429273,6.407616,7.005024,6.500097,-1.700927,11.497889,5.487779,11.612206,6.247042,14.335688,5.370766,10.558375,7.763007,8.804740,169.133911,64.478455,50.122540,33.267246,8.703547,11.711612,9.213433,10.661350,9.398376,10.198819,9.744423,9.659021,11.113002,11.864338,11.775203,9.862048,12.042992,10.863735
5.345,5.426089,6.406555,7.004972,6.499243,-1.704743,11.499619,5.489485,11.605465,6.247042,14.324699,5.362693,10.575325,7.762903,8.791367,168.673920,64.618019,50.266205,33.550926,8.701797,11.704473,9.200249,10.678074,9.381706,10.216702,9.735178,9.668200,11.103338,11.872379,11.771393,9.868649,12.041508,10.868860
5.346,5.422905,6.405494,7.004921,6.498389,-1.708559,11.501349,5.491190,11.598725,6.247042,14.313711,5.354620,10.592274,7.762800,8.777994,168.213943,64.757584,50.409866,33.834602,8.700047,11.697334,9.187063,10.694798,9.365037,10.234584,9.725934,9.677378,11.093676,11.880420,11.767584,9.875250,12.040023,10.873984
5.347,5.419722,6.404432,7.004869,6.497535,-1.712374,11.503080,5.492895,11.591985,6.247042,14.302724,5.346548,10.609222,7.762697,8.764621,167.753952,64.897148,50.553532,34.118282,8.698296,11.690195,9.173879,10.711523,9.348368,10.252466,9.716690,9.686556,11.084012,11.888461,11.763775,9.881850,12.038538,10.879109
5.348,5.415625,6.403419,7.004869,6.496666,-1.715020,11.507221,5.490692,11.590298,6.247042,14.294108,5.340558,10.630186,7.762697,8.754814,167.308426,65.056084,51.100227,34.961090,8.699576,11.685429,9.155445,10.739549,9.331636,10.272108,9.697319,9.716238,11.050392,11.906479,11.761051,9.890150,12.037764,10.883677
5.349,5.411528,6.402407,7.004869,6.495797,-1.717665,11.511361,5.488488,11.588612,6.247042,14.285492,5.334567,10.651150,7.762697,8.745008,166.862915,65.215027,51.646919,35.803894,8.700857,11.680662,9.137011,10.767574,9.314905,10.291750,9.677949,9.745920,11.016773,11.924498,11.758327,9.898451,12.036989,10.888243
5.350,5.407431,6.401394,7.004869,6.494928,-1.720310,11.515501,5.486285,11.586926,6.247042,14.276876,5.328576,10.672113,7.762697,8.735203,166.417389,65.373962,52.193611,36.646702,8.702139,11.675896,9.118577,10.795599,9.298175,10.311393,9.658579,9.775602,10.983154,11.942516,11.755604,9.906752,12.036214,10.892810
5.351,5.403334,6.400381,7.004869,6.494059,-1.722955,11.519642,5.484081,11.585238,6.247042,14.268261,5.322586,10.693077,7.762697,8.725396,165.971863,65.532898,52.740307,37.489510,8.703420,11.671129,9.100143,10.823625,9.281444,10.331035,9.639208,9.805285,10.949534,11.960534,11.752880,9.915051,12.035439,10.897377
5.352,5.399601,6.399306,7.005268,6.493113,-1.725321,11.524497,5.479694,11.583521,6.247044,14.259192,5.319507,10.709798,7.763492,8.717952,165.707443,66.055519,53.021103,38.003494,8.704983,11.667635,9.083988,10.834596,9.267496,10.346022,9.628673,9.827756,10.926657,11.973302,11.749763,9.921440,12.033197,10.900109
5.353,5.395868,6.398231,7.005666,6.492166,-1.727687,11.529352,5.475307,11.581804,6.247046,14.250122,5.316429,10.726519,7.764286,8.710506,165.443024,66.578140,53.301895,38.517479,8.706547,11.664142,9.067833,10.845568,9.253548,10.361008,9.618137,9.850227,10.903779,11.986069,11.746645,9.927828,12.030955,10.902842
5.354,5.392135,6.397155,7.006064,6.491220,-1.730053,11.534208,5.470920,11.580087,6.247049,14.241052,5.313350,10.743240,7.765080,8.703062,165.178589,67.100769,53.582691,39.031467,8.708111,11.660648,9.051678,10.856539,9.239599,10.375995,9.607603,9.872700,10.880901,11.998837,11.743528,9.934216,12.028713,10.905573
5.355,5.388402,6.396080,7.006463,6.490273,-1.732419,11.539063,5.466533,11.578369,6.247051,14.231982,5.310272,10.759961,7.765874,8.695618,164.914169,67.623390,53.863487,39.545452,8.709674,11.657154,9.035522,10.867510,9.225652,10.390982,9.597068,9.895171,10.858024,12.011604,11.740411,9.940604,12.026471,10.908305
5.356,5.389515,6.394945,7.007865,6.489224,-1.734016,11.545723,5.468501,11.571941,6.248860,14.226192,5.310529,10.775361,7.766869,8.690453,164.473663,67.629135,54.226898,40.349716,8.711525,11.655559,9.020685,10.891028,9.208145,10.410621,9.580813,9.913357,10.835899,12.020445,11.735362,9.947008,12.028852,10.912799
5.357,5.390627,6.393809,7.009267,6.488176,-1.735613,11.552383,5.470469,11.565515,6.250670,14.220402,5.310785,10.790762,7.767863,8.685288,164.033173,67.634888,54.590313,41.153980,8.713377,11.653963,9.005849,10.914547,9.190639,10.430260,9.564560,9.931541,10.813774,12.029285,11.730314,9.953411,12.031234,10.917292
5.358,5.391739,6.392674,7.010669,6.487128,-1.737210,11.559044,5.472437,11.559088,6.252480,14.214611,5.311042,10.806162,7.768858,8.680124,163.592682,67.640640,54.953728,41.958244,8.715229,11.652369,8.991013,10.938066,9.173133,10.449900,9.548306,9.949726,10.791649,12.038126,11.725266,9.959815,12.033615,10.921785
5.359,5.392852,6.391539,7.012071,6.486079,-1.738806,11.565703,5.474405,11.552660,6.254289,14.208820,5.311299,10.821562,7.769853,8.674959,163.152176,67.646385,55.317139,42.762508,8.717080,11.650773,8.976175,10.961585,9.155626,10.469539,9.532051,9.967912,10.769525,12.046967,11.720217,9.966219,12.035996,10.926279
5.360,5.396297,6.390390,7.011715,6.485004,-1.740153,11.570653,5.476501,11.548552,6.254572,14.204090,5.316091,10.827398,7.768858,8.668969,160.866379,69.315498,55.594910,43.177406,8.718077,11.644628,8.957636,10.972494,9.133217,10.475018,9.523745,9.985529,10.753987,12.055070,11.719576,9.971972,12.036531,10.929745
5.361,5.399741,6.389242,7.011360,6.483929,-1.741499,11.575603,5.478599,11.544443,6.254856,14.199360,5.320883,10.833235,7.767863,8.662979,158.580566,70.984612,55.872681,43.592308,8.719074,11.638481,8.939096,10.983404,9.110806,10.480496,9.515438,10.003146,10.738450,12.063173,11.718935,9.977724,12.037066,10.933210
5.362,5.403185,6.388094,7.011004,6.482853,-1.742846,11.580553,5.480695,11.540336,6.255139,14.194630,5.325675,10.839071,7.766869,8.656988,156.294769,72.653725,56.150448,44.007210,8.720071,11.632336,8.920557,10.994314,9.088396,10.485975,9.507131,10.020763,10.722913,12.071277,11.718293,9.983478,12.037601,10.936675
5.363,5.406630,6.386945,7.010649,6.481778,-1.744192,11.585503,5.482792,11.536227,6.255423,14.189899,5.330467,10.844908,7.765874,8.650998,154.008972,74.322838,56.428219,44.422108,8.721067,11.626190,8.902018,11.005223,9.065987,10.491454,9.498824,10.038381,10.707376,12.079380,11.717652,9.989230,12.038136,10.940141
5.364,5.408136,6.385740,7.010594,6.480648,-1.745569,11.591265,5.482616,11.529696,6.255423,14.184893,5.333656,10.853158,7.765766,8.646879,153.094986,74.872208,56.616924,44.933746,8.722416,11.617648,8.885777,11.015579,9.045456,10.505765,9.490117,10.050345,10.691628,12.083151,11.713652,9.990849,12.039371,10.942012
5.365,5.409642,6.384536,7.010540,6.479518,-1.746946,11.597028,5.482440,11.523165,6.255423,14.179885,5.336844,10.861408,7.765657,8.642759,152.181000,75.421570,56.805634,45.445381,8.723763,11.609106,8.869535,11.025934,9.024925,10.520075,9.481410,10.062309,10.675880,12.086923,11.709651,9.992469,12.040607,10.943882
5.366,5.411149,6.383331,7.010487,6.478389,-1.748323,11.602791,5.482264,11.516633,6.255423,14.174877,5.340034,10.869659,7.765549,8.638639,151.266998,75.970932,56.994339,45.957016,8.725111,11.600564,8.853293,11.036289,9.004395,10.534386,9.472703,10.074274,10.660133,12.090694,11.705650,9.994088,12.041842,10.945753
5.367,5.412655,6.382126,7.010432,6.477259,-1.749701,11.608553,5.482088,11.510101,6.255423,14.169870,5.343222,10.877910,7.765441,8.634521,150.353012,76.520302,57.183044,46.468655,8.726460,11.592022,8.837052,11.046645,8.983864,10.548697,9.463996,10.086239,10.644386,12.094465,11.701650,9.995708,12.043078,10.947624
5.368,5.414498,6.380938,7.008950,6.476152,-1.751204,11.611423,5.482867,11.500150,6.253722,14.154679,5.346129,10.871769,7.764179,8.625530,150.531891,76.493286,57.424942,46.924248,8.726482,11.580669,8.832004,11.039555,8.977226,10.548553,9.450974,10.090279,10.633255,12.093708,11.695757,9.997453,12.041643,10.945512
5.369,5.416342,6.379750,7.007469,6.475045,-1.752707,11.614292,5.483647,11.490198,6.252021,14.139488,5.349037,10.865629,7.762917,8.616540,150.710785,76.466263,57.666843,47.379837,8.726505,11.569317,8.826954,11.032463,8.970588,10.548410,9.437952,10.094318,10.622124,12.092952,11.689863,9.999198,12.040209,10.943399
5.370,5.418185,6.378561,7.005987,6.473939,-1.754210,11.617163,5.484426,11.480247,6.250319,14.124296,5.351944,10.859488,7.761654,8.607550,150.889679,76.439247,57.908745,47.835430,8.726528,11.557965,8.821905,11.025373,8.963949,10.548266,9.424930,10.098359,10.610992,12.092196,11.683970,10.000943,12.038774,10.941288
5.371,5.420029,6.377373,7.004505,6.472832,-1.755712,11.620032,5.485206,11.470296,6.248619,14.109105,5.354852,10.853348,7.760392,8.598559,151.068558,76.412231,58.150642,48.291023,8.726551,11.546613,8.816856,11.018282,8.957312,10.548123,9.411907,10.102399,10.599861,12.091438,11.678078,10.002688,12.037339,10.939176
5.372,5.424128,6.376118,7.002664,6.471673,-1.757490,11.622427,5.490991,11.460794,6.248496,14.099733,5.357266,10.848714,7.756831,8.591820,151.022278,76.550369,58.191257,48.442307,8.728861,11.540164,8.814554,11.013684,8.954659,10.546991,9.409185,10.103260,10.597159,12.091295,11.676474,10.002872,12.038539,10.940563
5.373,5.428227,6.374863,7.000822,6.470515,-1.759268,11.624822,5.496776,11.451294,6.248374,14.090361,5.359680,10.844080,7.753269,8.585080,150.975983,76.688507,58.231873,48.593590,8.731172,11.533714,8.812252,11.009087,8.952004,10.545859,9.406464,10.104121,10.594458,12.091151,11.674870,10.003057,12.039740,10.941952
5.374,5.432327,6.373607,6.998980,6.469356,-1.761045,11.627216,5.502560,11.441792,6.248251,14.080989,5.362094,10.839445,7.749708,8.578341,150.929688,76.826637,58.272491,48.744873,8.733482,11.527266,8.809951,11.004488,8.949350,10.544727,9.403743,10.104982,10.591756,12.091007,11.673266,10.003242,12.040939,10.943339
5.375,5.436427,6.372352,6.997138,6.468197,-1.762823,11.629611,5.508345,11.432291,6.248129,14.071617,5.364509,10.834811,7.746147,8.571601,150.883408,76.964775,58.313107,48.896156,8.735792,11.520817,8.807649,10.999890,8.946697,10.543595,9.401021,10.105844,10.589054,12.090864,11.671662,10.003426,12.042139,10.944727
5.376,5.438876,6.371099,6.997179,6.467065,-1.765031,11.631607,5.508483,11.424374,6.248210,14.061699,5.369268,10.826735,7.746147,8.562568,150.920502,77.198853,58.076904,48.857800,8.736661,11.511282,8.806175,10.989195,8.945244,10.537375,9.404375,10.099004,10.596046,12.091848,11.668848,10.004354,12.040792,10.941027
5.377,5.441324,6.369846,6.997219,6.465932,-1.767239,11.633602,5.508621,11.416457,6.248291,14.051780,5.374028,10.818659,7.746147,8.553535,150.957581,77.432930,57.840698,48.819443,8.737530,11.501747,8.804701,10.978498,8.943791,10.531157,9.407728,10.092163,10.603038,12.092832,11.666033,10.005284,12.039444,10.937325
5.378,5.443773,6.368594,6.997259,6.464800,-1.769446,11.635597,5.508759,11.408541,6.248372,14.041861,5.378788,10.810583,7.746147,8.544502,150.994659,77.667007,57.604496,48.781086,8.738400,11.492211,8.803226,10.967803,8.942339,10.524937,9.411081,10.085323,10.610029,12.093815,11.663218,10.006214,12.038095,10.933624
5.379,5.446222,6.367342,6.997300,6.463667,-1.771654,11.637593,5.508897,11.400623,6.248453,14.031942,5.383548,10.802507,7.746147,8.535469,151.031754,77.901085,57.368294,48.742729,8.739268,11.482677,8.801753,10.957108,8.940886,10.518717,9.414435,10.078484,10.617022,12.094799,11.660404,10.007143,12.036748,10.929924
5.380,5.444936,6.365962,6.997063,6.462425,-1.774169,11.637593,5.506810,11.396398,6.248372,14.024004,5.383063,10.797872,7.745754,8.524925,150.886658,78.011070,57.338139,48.685005,8.740475,11.470223,8.800673,10.946749,8.939372,10.513622,9.414512,10.072483,10.622956,12.092698,11.660401,10.007580,12.037667,10.930513
5.381,5.443650,6.364583,6.996826,6.461183,-1.776684,11.637593,5.504723,11.392172,6.248291,14.016065,5.382578,10.793236,7.745361,8.514382,150.741562,78.121056,57.307983,48.627281,8.741680,11.457770,8.799591,10.936390,8.937859,10.508528,9.414588,10.066483,10.628891,12.090597,11.660398,10.008017,12.038588,10.931104
5.382,5.442364,6.363204,6.996590,6.459940,-1.779199,11.637593,5.502636,11.387947,6.248210,14.008125,5.382093,10.788599,7.744969,8.503839,150.596466,78.231041,57.277832,48.569557,8.742887,11.445317,8.798510,10.926031,8.936345,10.503434,9.414664,10.060484,10.634826,12.088497,11.660396,10.008453,12.039507,10.931694
5.383,5.441078,6.361825,6.996353,6.458697,-1.781714,11.637593,5.500549,11.383721,6.248129,14.000187,5.381608,10.783963,7.744576,8.493296,150.451370,78.341026,57.247677,48.511833,8.744093,11.432864,8.797429,10.915672,8.934832,10.498340,9.414741,10.054483,10.640760,12.086396,11.660393,10.008890,12.040426,10.932283
5.384,5.441298,6.360308,6.994835,6.457313,-1.784136,11.636187,5.499124,11.376174,6.245094,13.986156,5.383474,10.764496,7.744576,8.483140,149.754623,78.822556,57.134579,48.407967,8.743195,11.424862,8.798174,10.908260,8.932535,10.485284,9.415333,10.045793,10.645515,12.082449,11.658259,10.006263,12.038611,10.928793
5.385,5.441519,6.358792,6.993318,6.455928,-1.786558,11.634780,5.497698,11.368628,6.242059,13.972124,5.385340,10.745029,7.744576,8.472984,149.057877,79.304092,57.021481,48.304100,8.742296,11.416859,8.798918,10.900848,8.930240,10.472228,9.415924,10.037102,10.650270,12.078501,11.656126,10.003635,12.036797,10.925303
5.386,5.441739,6.357275,6.991800,6.454544,-1.788980,11.633373,5.496272,11.361080,6.239023,13.958092,5.387206,10.725563,7.744576,8.462828,148.361130,79.785622,56.908382,48.200233,8.741397,11.408856,8.799663,10.893436,8.927944,10.459172,9.416516,10.028410,10.655025,12.074553,11.653993,10.001008,12.034982,10.921813
5.387,5.441959,6.355759,6.990282,6.453159,-1.791402,11.631967,5.494847,11.353533,6.235988,13.944060,5.389071,10.706096,7.744576,8.452672,147.664383,80.267151,56.795284,48.096367,8.740499,11.400854,8.800407,10.886024,8.925648,10.446116,9.417109,10.019719,10.659780,12.070606,11.651859,9.998381,12.033167,10.918323
5.388,5.436751,6.354067,6.989666,6.451592,-1.793708,11.630339,5.484951,11.352343,6.235988,13.936520,5.388551,10.697895,7.743344,8.445305,147.603088,80.147461,56.821369,47.991188,8.742090,11.397346,8.800407,10.882921,8.925587,10.441829,9.417057,10.012486,10.664465,12.065225,11.653267,9.995482,12.034726,10.918449
5.389,5.431542,6.352375,6.989050,6.450026,-1.796014,11.628710,5.475055,11.351151,6.235988,13.928979,5.388030,10.689693,7.742112,8.437937,147.541794,80.027763,56.847450,47.886013,8.743683,11.393839,8.800407,10.879818,8.925527,10.437542,9.417006,10.005253,10.669150,12.059843,11.654675,9.992584,12.036285,10.918575
5.390,5.426334,6.350683,6.988434,6.448459,-1.798321,11.627082,5.465159,11.349960,6.235988,13.921438,5.387509,10.681493,7.740880,8.430570,147.480499,79.908066,56.873535,47.780838,8.745275,11.390330,8.800407,10.876716,8.925467,10.433254,9.416956,9.998020,10.673836,12.054461,11.656082,9.989687,12.037846,10.918702
5.391,5.421125,6.348990,6.987818,6.446892,-1.800627,11.625454,5.455263,11.348770,6.235988,13.913898,5.386988,10.673292,7.739648,8.423203,147.419205,79.788376,56.899620,47.675659,8.746867,11.386823,8.800407,10.873612,8.925406,10.428967,9.416904,9.990787,10.678521,12.049079,11.657490,9.986789,12.039405,10.918829
5.392,5.419677,6.347174,6.986811,6.445172,-1.802414,11.623210,5.452739,11.342586,6.235988,13.903158,5.386617,10.665111,7.737634,8.413846,147.069061,80.043465,56.826973,47.422241,8.749880,11.378214,8.800484,10.866722,8.925457,10.418465,9.419096,9.981920,10.683942,12.043399,11.658025,9.982321,12.037804,10.916373
5.393,5.418229,6.345357,6.985804,6.443452,-1.804201,11.620966,5.450214,11.336401,6.235988,13.892419,5.386245,10.656929,7.735620,8.404490,146.718933,80.298553,56.754330,47.168823,8.752893,11.369604,8.800560,10.859833,8.925508,10.407962,9.421287,9.973054,10.689362,12.037720,11.658560,9.977852,12.036203,10.913918
5.394,5.416781,6.343540,6.984797,6.441732,-1.805988,11.618723,5.447689,11.330217,6.235988,13.881680,5.385873,10.648747,7.733605,8.395132,146.368805,80.553642,56.681686,46.915405,8.755906,11.360995,8.800637,10.852942,8.925558,10.397459,9.423477,9.964188,10.694782,12.032040,11.659094,9.973384,12.034603,10.911461
5.395,5.415333,6.341723,6.983789,6.440013,-1.807775,11.616479,5.445165,11.324033,6.235988,13.870940,5.385501,10.640566,7.731591,8.385776,146.018661,80.808731,56.609039,46.661987,8.758919,11.352386,8.800714,10.846052,8.925610,10.386957,9.425669,9.955321,10.700203,12.026360,11.659629,9.968916,12.033002,10.909005
5.396,5.414559,6.339780,6.983965,6.438132,-1.808917,11.614703,5.444118,11.324052,6.236374,13.864215,5.385001,10.635429,7.731556,8.380582,145.558701,81.264137,56.623379,46.578754,8.763325,11.350088,8.800714,10.842458,8.926894,10.378380,9.428555,9.951856,10.704512,12.023289,11.663155,9.966653,12.036029,10.909047
5.397,5.413786,6.337836,6.984141,6.436251,-1.810060,11.612928,5.443070,11.324071,6.236760,13.857491,5.384501,10.630292,7.731522,8.375389,145.098740,81.719543,56.637718,46.495522,8.767731,11.347790,8.800714,10.838863,8.928179,10.369803,9.431440,9.948389,10.708821,12.020217,11.666681,9.964390,12.039055,10.909090
5.398,5.413012,6.335893,6.984317,6.434370,-1.811202,11.611153,5.442023,11.324090,6.237146,13.850765,5.384002,10.625154,7.731487,8.370195,144.638779,82.174942,56.652061,46.412289,8.772136,11.345490,8.800714,10.835268,8.929464,10.361227,9.434326,9.944923,10.713131,12.017145,11.670208,9.962127,12.042082,10.909132
5.399,5.412239,6.333950,6.984492,6.432488,-1.812345,11.609377,5.440976,11.324109,6.237532,13.844040,5.383502,10.620018,7.731452,8.365002,144.178818,82.630348,56.666401,46.329056,8.776542,11.343192,8.800714,10.831674,8.930749,10.352650,9.437212,9.941458,10.717440,12.014074,11.673734,9.959864,12.045109,10.909174
5.400,5.413664,6.331846,6.983937,6.430419,-1.812988,11.607428,5.442067,11.335361,6.237052,13.831997,5.385262,10.603484,7.730822,8.358236,143.691971,83.262306,56.393852,46.098019,8.778238,11.344460,8.800690,10.818053,8.932817,10.335596,9.444260,9.929677,10.729294,12.010124,11.673301,9.957105,12.044790,10.904723
5.401,5.415090,6.329742,6.983382,6.428350,-1.813631,11.605477,5.443158,11.346611,6.236572,13.819953,5.387022,10.586950,7.730191,8.351471,143.205124,83.894272,56.121304,45.866982,8.779935,11.345730,8.800667,10.804432,8.934887,10.318543,9.451307,9.917896,10.741147,12.006175,11.672867,9.954346,12.044472,10.900272
5.402,5.416515,6.327639,6.982827,6.426282,-1.814274,11.603527,5.444249,11.357862,6.236093,13.807909,5.388782,10.570415,7.729561,8.344707,142.718277,84.526230,55.848755,45.635944,8.781631,11.346998,8.800644,10.790812,8.936956,10.301491,9.458355,9.906116,10.753000,12.002226,11.672434,9.951587,12.044153,10.895821
5.403,5.417941,6.325535,6.982272,6.424213,-1.814917,11.601578,5.445341,11.369114,6.235613,13.795866,5.390542,10.553882,7.728930,8.337941,142.231430,85.158188,55.576206,45.404907,8.783328,11.348267,8.800620,10.777191,8.939025,10.284437,9.465403,9.894335,10.764854,11.998276,11.672001,9.948828,12.043835,10.891370
5.404,5.419167,6.323141,6.979320,6.421814,-1.814823,11.596747,5.446679,11.384135,6.234891,13.786508,5.391655,10.545209,7.723747,8.325032,142.728073,85.361397,55.588860,45.381947,8.785295,11.359591,8.795074,10.763857,8.938600,10.274559,9.464462,9.887221,10.766101,11.991929,11.671824,9.943671,12.044026,10.887241
5.405,5.420393,6.320747,6.976367,6.419415,-1.814729,11.591917,5.448018,11.399157,6.234169,13.777149,5.392768,10.536535,7.718565,8.312123,143.224716,85.564606,55.601509,45.358986,8.787260,11.370914,8.789528,10.750523,8.938174,10.264681,9.463521,9.880108,10.767347,11.985582,11.671646,9.938515,12.044218,10.883114
5.406,5.421619,6.318353,6.973414,6.417016,-1.814635,11.587088,5.449356,11.414178,6.233448,13.767791,5.393882,10.527863,7.713382,8.299214,143.721359,85.767807,55.614159,45.336021,8.789227,11.382238,8.783981,10.737189,8.937749,10.254804,9.462580,9.872994,10.768593,11.979237,11.671469,9.933357,12.044409,10.878985
5.407,5.422845,6.315959,6.970462,6.414617,-1.814541,11.582257,5.450695,11.429199,6.232726,13.758432,5.394995,10.519190,7.708199,8.286305,144.218002,85.971016,55.626812,45.313061,8.791193,11.393562,8.778435,10.723855,8.937324,10.244925,9.461639,9.865881,10.769839,11.972890,11.671291,9.928201,12.044600,10.874857
5.408,5.421903,6.313485,6.969872,6.412091,-1.813585,11.579452,5.445476,11.456481,6.231546,13.747847,5.398331,10.506680,7.708199,8.279407,145.086090,86.382278,55.271492,45.056450,8.796429,11.419877,8.778435,10.702406,8.940424,10.232849,9.472057,9.855139,10.782209,11.969386,11.670681,9.924835,12.044490,10.870377
5.409,5.420961,6.311010,6.969283,6.409564,-1.812628,11.576647,5.440257,11.483763,6.230368,13.737261,5.401666,10.494168,7.708199,8.272507,145.954163,86.793533,54.916168,44.799835,8.801665,11.446192,8.778435,10.680958,8.943525,10.220773,9.482476,9.844397,10.794579,11.965882,11.670071,9.921471,12.044380,10.865896
5.410,5.420020,6.308536,6.968693,6.407038,-1.811672,11.573841,5.435039,11.511045,6.229188,13.726675,5.405001,10.481657,7.708199,8.265608,146.822235,87.204796,54.560844,44.543221,8.806902,11.472506,8.778435,10.659509,8.946626,10.208696,9.492895,9.833655,10.806948,11.962379,11.669461,9.918106,12.044270,10.861416
5.411,5.419078,6.306062,6.968104,6.404511,-1.810715,11.571035,5.429820,11.538326,6.228009,13.716089,5.408337,10.469147,7.708199,8.258709,147.690323,87.616058,54.205524,44.286610,8.812138,11.498820,8.778435,10.638060,8.949726,10.196620,9.503313,9.822913,10.819318,11.958875,11.668851,9.914741,12.044159,10.856936
5.412,5.406884,6.303323,6.968519,6.401700,-1.809392,11.566372,5.405164,11.560043,6.228009,13.703441,5.408605,10.456885,7.709029,8.257325,146.790375,87.980469,54.097084,44.146099,8.801921,11.531782,8.779179,10.622988,8.949320,10.186626,9.506845,9.815684,10.823103,11.953493,11.668791,9.909446,12.043169,10.851660
5.413,5.394690,6.300583,6.968935,6.398890,-1.808069,11.561708,5.380507,11.581760,6.228009,13.690792,5.408873,10.444624,7.709860,8.255941,145.890427,88.344879,53.988640,44.005592,8.791704,11.564745,8.779922,10.607916,8.948915,10.176633,9.510376,9.808456,10.826887,11.948111,11.668730,9.904151,12.042180,10.846383
5.414,5.382496,6.297844,6.969350,6.396078,-1.806746,11.557044,5.355851,11.603477,6.228009,13.678143,5.409141,10.432363,7.710691,8.254558,144.990479,88.709290,53.880199,43.865082,8.781487,11.597708,8.780666,10.592844,8.948509,10.166639,9.513908,9.801228,10.830671,11.942728,11.668670,9.898856,12.041191,10.841106
5.415,5.370302,6.295105,6.969766,6.393267,-1.805423,11.552381,5.331194,11.625194,6.228009,13.665494,5.409409,10.420101,7.711522,8.253174,144.090530,89.073700,53.771759,43.724571,8.771270,11.630670,8.781410,10.577772,8.948103,10.156646,9.517440,9.793999,10.834456,11.937346,11.668610,9.893561,12.040201,10.835831
5.416,5.357652,6.292253,6.972484,6.390334,-1.803936,11.550862,5.304821,11.642062,6.231071,13.655046,5.410483,10.411499,7.713896,8.241595,143.754227,89.272148,53.618607,43.454155,8.771868,11.661669,8.782497,10.568474,8.947997,10.148655,9.522964,9.784945,10.843526,11.932095,11.669621,9.890220,12.039636,10.833017
5.417,5.345003,6.289400,6.975202,6.387401,-1.802449,11.549343,5.278449,11.658931,6.234133,13.644600,5.411557,10.402897,7.716271,8.230017,143.417923,89.470596,53.465454,43.183739,8.772467,11.692669,8.783585,10.559175,8.947891,10.140664,9.528488,9.775892,10.852596,11.926842,11.670632,9.886877,12.039070,10.830204
