"Time","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
3.973,5.774449,4.747849,5.794841,6.485088,-0.394572,6.408666,6.375411,4.380219,5.165551,5.311204,6.594767,7.900387,4.330147,9.566431,127.116905,26.637486,21.607754,158.379028,8.765133,4.785641,8.759432,9.205327,9.443583,9.332091,10.041587,8.786264,9.848896,9.289976,11.359638,7.646099,11.684519,6.798031
3.974,5.775474,4.746269,5.796456,6.485786,-0.406011,6.408817,6.373432,4.361546,5.165483,5.318672,6.598141,7.907137,4.327055,9.572494,127.659851,27.695133,22.563286,158.379684,8.765825,4.794825,8.759540,9.209212,9.444452,9.329041,10.044979,8.780335,9.860039,9.292443,11.364875,7.647382,11.688175,6.797616
3.975,5.776498,4.744688,5.798071,6.486484,-0.417449,6.408968,6.371453,4.342873,5.165413,5.326139,6.601515,7.913888,4.323962,9.578556,128.202789,28.752781,23.518818,158.380341,8.766518,4.804009,8.759646,9.213098,9.445321,9.325989,10.048371,8.774406,9.871182,9.294910,11.370112,7.648665,11.691831,6.797201
3.976,5.777318,4.745418,5.799502,6.483400,-0.429277,6.409215,6.367389,4.325770,5.165329,5.333096,6.599411,7.923923,4.325508,9.581497,128.533249,29.697876,24.673508,158.493530,8.763329,4.816048,8.761231,9.214828,9.451397,9.319293,10.052118,8.761993,9.885434,9.294082,11.374485,7.647734,11.694462,6.797358
3.977,5.778138,4.746148,5.800934,6.480317,-0.441105,6.409462,6.363326,4.308666,5.165243,5.340051,6.597308,7.933958,4.327053,9.584439,128.863708,30.642973,25.828196,158.606735,8.760139,4.828088,8.762815,9.216557,9.457472,9.312597,10.055866,8.749579,9.899685,9.293253,11.378857,7.646801,11.697094,6.797515
3.978,5.778957,4.746878,5.802365,6.477233,-0.452933,6.409710,6.359262,4.291563,5.165158,5.347007,6.595205,7.943994,4.328598,9.587381,129.194153,31.588070,26.982883,158.719940,8.756949,4.840127,8.764400,9.218287,9.463548,9.305901,10.059614,8.737165,9.913937,9.292423,11.383228,7.645869,11.699726,6.797672
3.979,5.779778,4.747608,5.803796,6.474150,-0.464761,6.409957,6.355199,4.274460,5.165073,5.353963,6.593102,7.954029,4.330143,9.590322,129.524612,32.533165,28.137573,158.833130,8.753760,4.852166,8.765985,9.220016,9.469624,9.299205,10.063361,8.724752,9.928188,9.291595,11.387601,7.644938,11.702357,6.797829
3.980,5.780218,4.747247,5.804866,6.471479,-0.476944,6.410099,6.350619,4.258672,5.164880,5.366036,6.592339,7.960404,4.329614,9.587382,130.364990,33.185204,28.727299,158.992554,8.755031,4.861001,8.768502,9.219481,9.479059,9.287619,10.071527,8.712793,9.942565,9.286975,11.391264,7.644311,11.705914,6.798256
3.981,5.780659,4.746885,5.805937,6.468807,-0.489127,6.410242,6.346039,4.242884,5.164687,5.378109,6.591577,7.966780,4.329083,9.584442,131.205368,33.837246,29.317022,159.151993,8.756301,4.869835,8.771019,9.218944,9.488495,9.276032,10.079692,8.700834,9.956942,9.282356,11.394928,7.643684,11.709471,6.798683
3.982,5.781100,4.746524,5.807007,6.466136,-0.501310,6.410384,6.341458,4.227095,5.164494,5.390182,6.590814,7.973155,4.328554,9.581502,132.045746,34.489288,29.906746,159.311432,8.757571,4.878670,8.773537,9.218407,9.497931,9.264446,10.087857,8.688875,9.971319,9.277737,11.398591,7.643058,11.713028,6.799109
3.983,5.781541,4.746162,5.808078,6.463465,-0.513492,6.410526,6.336878,4.211307,5.164301,5.402255,6.590052,7.979531,4.328024,9.578562,132.886124,35.141327,30.496471,159.470856,8.758842,4.887504,8.776053,9.217871,9.507367,9.252860,10.096023,8.676916,9.985696,9.273117,11.402254,7.642432,11.716585,6.799536
3.984,5.781598,4.744193,5.808776,6.459994,-0.525913,6.410912,6.329955,4.194563,5.164075,5.412282,6.590034,7.987022,4.324311,9.559523,133.304123,35.800636,30.595778,159.522034,8.757750,4.896258,8.782576,9.211523,9.503256,9.247050,10.105462,8.668570,9.996492,9.266503,11.405931,7.640893,11.719665,6.799420
3.985,5.781654,4.742224,5.809475,6.456523,-0.538333,6.411298,6.323032,4.177818,5.163850,5.422310,6.590015,7.994514,4.320599,9.540483,133.722137,36.459942,30.695084,159.573212,8.756659,4.905011,8.789099,9.205175,9.499144,9.241240,10.114901,8.660222,10.007290,9.259890,11.409607,7.639355,11.722744,6.799304
3.986,5.781711,4.740255,5.810173,6.453053,-0.550753,6.411683,6.316109,4.161074,5.163624,5.432338,6.589997,8.002005,4.316885,9.521445,134.140137,37.119247,30.794388,159.624374,8.755567,4.913765,8.795622,9.198828,9.495032,9.235430,10.124340,8.651875,10.018086,9.253277,11.413284,7.637816,11.725823,6.799188
3.987,5.781767,4.738286,5.810872,6.449582,-0.563174,6.412069,6.309186,4.144330,5.163399,5.442366,6.589979,8.009496,4.313173,9.502406,134.558136,37.778557,30.893694,159.675552,8.754475,4.922519,8.802144,9.192480,9.490921,9.229620,10.133780,8.643528,10.028883,9.246663,11.416961,7.636278,11.728903,6.799071
3.988,5.781109,4.732538,5.810872,6.447647,-0.575906,6.413052,6.303653,4.133533,5.163277,5.451808,6.591642,8.014385,4.301799,9.480244,137.272079,38.713211,30.681086,159.463760,8.755030,4.934827,8.823776,9.180998,9.508099,9.199286,10.151934,8.634068,10.045382,9.234924,11.422384,7.636230,11.730931,6.797738
3.989,5.780451,4.726790,5.810872,6.445712,-0.588638,6.414034,6.298120,4.122736,5.163155,5.461250,6.593306,8.019275,4.290426,9.458082,139.986023,39.647861,30.468479,159.251968,8.755585,4.947135,8.845409,9.169516,9.525276,9.168951,10.170088,8.624609,10.061882,9.223186,11.427809,7.636182,11.732960,6.796405
3.990,5.779793,4.721043,5.810872,6.443778,-0.601370,6.415016,6.292586,4.111939,5.163032,5.470692,6.594969,8.024164,4.279053,9.435921,142.699966,40.582512,30.255871,159.040176,8.756140,4.959443,8.867043,9.158032,9.542455,9.138617,10.188242,8.615149,10.078381,9.211449,11.433233,7.636134,11.734987,6.795072
3.991,5.779135,4.715295,5.810872,6.441843,-0.614102,6.415999,6.287053,4.101143,5.162910,5.480134,6.596632,8.029054,4.267679,9.413758,145.413910,41.517166,30.043262,158.828384,8.756695,4.971751,8.888675,9.146550,9.559632,9.108282,10.206396,8.605689,10.094880,9.199710,11.438657,7.636086,11.737016,6.793739
3.992,5.778473,4.709330,5.810872,6.439364,-0.626924,6.416301,6.281267,4.091932,5.162700,5.489686,6.597462,8.037771,4.255960,9.372696,146.114594,43.544144,30.982834,158.939087,8.757620,4.980577,8.905491,9.115672,9.575459,9.078938,10.219507,8.592566,10.119813,9.195240,11.444182,7.640375,11.740907,6.795610
3.993,5.777810,4.703364,5.810872,6.436887,-0.639745,6.416603,6.275482,4.082721,5.162489,5.499237,6.598291,8.046488,4.244239,9.331634,146.815277,45.571121,31.922407,159.049774,8.758544,4.989404,8.922308,9.084793,9.591288,9.049595,10.232618,8.579443,10.144745,9.190770,11.449708,7.644665,11.744797,6.797482
3.994,5.777147,4.697399,5.810872,6.434409,-0.652567,6.416904,6.269696,4.073509,5.162279,5.508789,6.599122,8.055205,4.232519,9.290571,147.515945,47.598095,32.861980,159.160461,8.759468,4.998231,8.939125,9.053915,9.607115,9.020252,10.245728,8.566319,10.169678,9.186300,11.455234,7.648954,11.748688,6.799354
3.995,5.776485,4.691434,5.810872,6.431931,-0.665389,6.417206,6.263910,4.064298,5.162068,5.518341,6.599951,8.063923,4.220799,9.249509,148.216629,49.625072,33.801552,159.271164,8.760393,5.007057,8.955941,9.023037,9.622942,8.990909,10.258840,8.553196,10.194611,9.181830,11.460759,7.653244,11.752579,6.801225
3.996,5.775812,4.688828,5.810872,6.427272,-0.678402,6.417389,6.252651,4.052826,5.162068,5.524446,6.601894,8.074117,4.215587,9.204662,149.487274,49.326633,31.267597,158.729370,8.761280,5.013659,8.984846,8.980309,9.644571,8.964779,10.277868,8.568091,10.187225,9.170725,11.465259,7.654484,11.756467,6.801893
3.997,5.775140,4.686222,5.810872,6.422614,-0.691415,6.417573,6.241392,4.041355,5.162068,5.530551,6.603837,8.084311,4.210375,9.159817,150.757904,49.028191,28.733641,158.187592,8.762167,5.020260,9.013752,8.937579,9.666201,8.938648,10.296896,8.582987,10.179840,9.159620,11.469757,7.655725,11.760355,6.802561
3.998,5.774467,4.683616,5.810872,6.417956,-0.704429,6.417756,6.230134,4.029883,5.162068,5.536656,6.605779,8.094504,4.205163,9.114970,152.028549,48.729752,26.199684,157.645798,8.763054,5.026861,9.042658,8.894850,9.687831,8.912518,10.315924,8.597883,10.172455,9.148515,11.474257,7.656966,11.764242,6.803228
3.999,5.773795,4.681009,5.810872,6.413298,-0.717442,6.417939,6.218874,4.018412,5.162068,5.542762,6.607722,8.104698,4.199950,9.070124,153.299194,48.431313,23.665730,157.104004,8.763941,5.033463,9.071563,8.852121,9.709460,8.886388,10.334952,8.612779,10.165070,9.137409,11.478756,7.658206,11.768130,6.803896
4.000,5.773117,4.680707,5.810872,6.405660,-0.730548,6.419856,6.205293,4.011922,5.160940,5.550662,6.606027,8.112654,4.200474,9.031639,155.522583,49.940041,21.761219,156.738037,8.762573,5.038409,9.086933,8.793308,9.728644,8.844855,10.352936,8.615593,10.167950,9.123430,11.483068,7.657435,11.771014,6.803635
4.001,5.772440,4.680405,5.810872,6.398021,-0.743654,6.421772,6.191711,4.005432,5.159812,5.558562,6.604331,8.120609,4.200997,8.993155,157.745972,51.448769,19.856709,156.372055,8.761206,5.043355,9.102304,8.734495,9.747829,8.803323,10.370918,8.618406,10.170830,9.109452,11.487379,7.656664,11.773899,6.803373
4.002,5.771763,4.680102,5.810872,6.390382,-0.756760,6.423688,6.178129,3.998942,5.158683,5.566462,6.602635,8.128564,4.201521,8.954671,159.969345,52.957497,17.952196,156.006073,8.759838,5.048302,9.117676,8.675681,9.767014,8.761790,10.388901,8.621220,10.173711,9.095474,11.491690,7.655893,11.776783,6.803112
4.003,5.771085,4.679800,5.810872,6.382744,-0.769866,6.425605,6.164547,3.992453,5.157555,5.574362,6.600940,8.136519,4.202045,8.916186,162.192734,54.466225,16.047686,155.640106,8.758471,5.053248,9.133046,8.616868,9.786198,8.720258,10.406884,8.624034,10.176591,9.081495,11.496001,7.655122,11.779667,6.802851
4.004,5.770401,4.678268,5.810872,6.377444,-0.783112,6.425715,6.155233,3.982850,5.157182,5.582082,6.599655,8.146748,4.199354,8.879533,160.358429,55.255611,14.786727,155.375031,8.757460,5.064905,9.240120,8.565817,9.832314,8.691568,10.426960,8.619584,10.189074,9.065139,11.501463,7.654707,11.783216,6.803650
4.005,5.769716,4.676736,5.810872,6.372145,-0.796357,6.425825,6.145919,3.973248,5.156809,5.589802,6.598371,8.156977,4.196662,8.842878,158.524124,56.044998,13.525768,155.109955,8.756448,5.076561,9.347194,8.514765,9.878429,8.662879,10.447037,8.615134,10.201555,9.048782,11.506924,7.654293,11.786766,6.804449
4.006,5.769032,4.675204,5.810872,6.366845,-0.809602,6.425935,6.136604,3.963646,5.156436,5.597522,6.597086,8.167205,4.193971,8.806225,156.689819,56.834381,12.264810,154.844864,8.755436,5.088218,9.454268,8.463714,9.924546,8.634190,10.467113,8.610684,10.214038,9.032427,11.512385,7.653879,11.790317,6.805248
4.007,5.768347,4.673672,5.810872,6.361546,-0.822847,6.426045,6.127290,3.954043,5.156064,5.605242,6.595801,8.177433,4.191279,8.769571,154.855515,57.623768,11.003851,154.579788,8.754425,5.099874,9.561341,8.412663,9.970662,8.605500,10.487189,8.606235,10.226521,9.016070,11.517847,7.653464,11.793866,6.806047
4.008,5.767662,4.672258,5.810872,6.357548,-0.836104,6.427622,6.119231,3.938125,5.156028,5.616541,6.595864,8.186201,4.188488,8.740817,143.916519,57.205463,10.313306,154.414566,8.755809,5.107901,9.358960,7.572666,9.979395,8.599754,10.504580,8.604021,10.241108,9.006358,11.524300,7.656652,11.799685,6.807563
4.009,5.766977,4.670845,5.810872,6.353549,-0.849360,6.429199,6.111172,3.922207,5.155992,5.627840,6.595927,8.194969,4.185697,8.712063,132.977509,56.787155,9.622761,154.249359,8.757193,5.115928,9.156578,6.732669,9.988127,8.594008,10.521971,8.601809,10.255696,8.996645,11.530752,7.659841,11.805503,6.809079
4.010,5.766293,4.669431,5.810872,6.349551,-0.862616,6.430776,6.103112,3.906290,5.155956,5.639140,6.595990,8.203738,4.182906,8.683310,122.038513,56.368851,8.932215,154.084137,8.758575,5.123955,8.954197,5.892672,9.996859,8.588263,10.539362,8.599595,10.270285,8.986933,11.537206,7.663030,11.811321,6.810596
4.011,5.765607,4.668017,5.810872,6.345553,-0.875872,6.432353,6.095053,3.890372,5.155920,5.650439,6.596054,8.212506,4.180115,8.654555,111.099518,55.950546,8.241670,153.918915,8.759959,5.131982,8.751816,5.052675,10.005591,8.582517,10.556753,8.597382,10.284872,8.977221,11.543658,7.666218,11.817140,6.812111
4.012,5.764918,4.667830,5.810872,6.338155,-0.889199,6.432938,6.081590,3.883555,5.153982,5.659572,6.594719,8.218340,4.181679,8.642010,123.100510,57.698639,8.254417,153.892014,8.760177,5.139943,8.974209,5.866534,10.014367,8.570127,10.555809,8.600387,10.283119,8.981533,11.546381,7.665881,11.819483,6.811591
4.013,5.764230,4.667644,5.810872,6.330756,-0.902526,6.433522,6.068127,3.876740,5.152044,5.668705,6.593384,8.224173,4.183244,8.629465,135.101501,59.446732,8.267166,153.865112,8.760395,5.147903,9.196603,6.680393,10.023143,8.557737,10.554865,8.603392,10.281366,8.985846,11.549103,7.665545,11.821827,6.811070
4.014,5.763541,4.667458,5.810872,6.323357,-0.915853,6.434107,6.054664,3.869923,5.150106,5.677838,6.592050,8.230006,4.184808,8.616920,147.102493,61.194820,8.279915,153.838226,8.760612,5.155864,9.418997,7.494253,10.031919,8.545348,10.553920,8.606398,10.279613,8.990159,11.551826,7.665208,11.824171,6.810549
4.015,5.762852,4.667271,5.810872,6.315958,-0.929180,6.434691,6.041201,3.863107,5.148168,5.686971,6.590715,8.235840,4.186373,8.604375,159.103485,62.942913,8.292663,153.811325,8.760830,5.163825,9.641390,8.308112,10.040694,8.532959,10.552976,8.609403,10.277860,8.994472,11.554548,7.664872,11.826514,6.810029
4.016,5.762161,4.667718,5.810872,6.313454,-0.942558,6.434711,6.033117,3.854361,5.147603,5.697698,6.593790,8.244145,4.187833,8.585583,160.228180,66.893829,10.087014,154.108231,8.761139,5.177855,9.647941,8.293228,10.031391,8.515285,10.545842,8.610126,10.282710,9.008875,11.557202,7.669248,11.830355,6.812500
4.017,5.761470,4.668165,5.810872,6.310949,-0.955935,6.434731,6.025033,3.845614,5.147037,5.708425,6.596865,8.252451,4.189293,8.566791,161.352875,70.844742,11.881365,154.405121,8.761448,5.191884,9.654491,8.278343,10.022089,8.497611,10.538710,8.610849,10.287560,9.023278,11.559856,7.673624,11.834196,6.814973
4.018,5.760778,4.668612,5.810872,6.308444,-0.969313,6.434752,6.016949,3.836867,5.146472,5.719151,6.599940,8.260757,4.190753,8.547998,162.477570,74.795662,13.675716,154.702026,8.761758,5.205914,9.661043,8.263459,10.012787,8.479937,10.531576,8.611572,10.292410,9.037682,11.562510,7.678000,11.838037,6.817445
4.019,5.760087,4.669060,5.810872,6.305940,-0.982691,6.434772,6.008865,3.828120,5.145906,5.729878,6.603015,8.269063,4.192214,8.529206,163.602264,78.746574,15.470068,154.998932,8.762067,5.219944,9.667594,8.248575,10.003484,8.462263,10.524443,8.612296,10.297260,9.052085,11.565164,7.682376,11.841878,6.819917
4.020,5.759385,4.674813,5.810872,6.296014,-0.996269,6.435933,5.993050,3.823979,5.145709,5.736673,6.598978,8.277395,4.203917,8.509507,164.334320,83.210251,17.869429,155.444016,8.762770,5.234538,9.642316,8.212556,9.991676,8.444297,10.507029,8.609190,10.298379,9.070820,11.565477,7.683108,11.842884,6.821687
4.021,5.758683,4.680566,5.810872,6.286087,-1.009848,6.437094,5.977234,3.819837,5.145512,5.743468,6.594940,8.285728,4.215620,8.489809,165.066391,87.673920,20.268787,155.889099,8.763474,5.249132,9.617038,8.176537,9.979868,8.426331,10.489614,8.606084,10.299498,9.089555,11.565791,7.683839,11.843891,6.823458
4.022,5.757982,4.686319,5.810872,6.276161,-1.023426,6.438255,5.961419,3.815696,5.145315,5.750262,6.590902,8.294061,4.227323,8.470110,165.798462,92.137596,22.668148,156.334183,8.764176,5.263726,9.591760,8.140516,9.968060,8.408365,10.472200,8.602978,10.300617,9.108290,11.566105,7.684570,11.844898,6.825229
4.023,5.757280,4.692072,5.810872,6.266234,-1.037004,6.439416,5.945604,3.811554,5.145118,5.757057,6.586864,8.302393,4.239026,8.450411,166.530518,96.601273,25.067509,156.779266,8.764879,5.278320,9.566482,8.104497,9.956252,8.390399,10.454786,8.599872,10.301736,9.127025,11.566419,7.685302,11.845904,6.826999
4.024,5.756574,4.696823,5.810872,6.263263,-1.050669,6.439423,5.934693,3.801154,5.144789,5.768058,6.591833,8.311772,4.248857,8.425869,164.390213,101.252380,28.245182,157.583420,8.766593,5.288486,9.561376,8.068277,9.934481,8.372403,10.430049,8.588758,10.313017,9.153416,11.567020,7.688587,11.848801,6.829599
4.025,5.755867,4.701574,5.810872,6.260292,-1.064333,6.439429,5.923783,3.790753,5.144461,5.779058,6.596801,8.321152,4.258688,8.401327,162.249908,105.903496,31.422857,158.387573,8.768307,5.298650,9.556269,8.032057,9.912708,8.354406,10.405312,8.577643,10.324297,9.179806,11.567621,7.691873,11.851696,6.832198
4.026,5.755161,4.706326,5.810872,6.257321,-1.077998,6.439436,5.912873,3.780352,5.144132,5.790060,6.601769,8.330531,4.268519,8.376786,160.109589,110.554611,34.600533,159.191742,8.770021,5.308815,9.551163,7.995837,9.890937,8.336411,10.380574,8.566529,10.335578,9.206196,11.568223,7.695158,11.854592,6.834798
4.027,5.754455,4.711077,5.810872,6.254350,-1.091662,6.439442,5.901963,3.769952,5.143803,5.801060,6.606737,8.339911,4.278350,8.352244,157.969284,115.205719,37.778206,159.995895,8.771735,5.318980,9.546057,7.959617,9.869165,8.318415,10.355837,8.555415,10.346859,9.232587,11.568825,7.698443,11.857489,6.837398
4.028,5.753020,4.716749,5.810159,6.247712,-1.105645,6.439448,5.889696,3.759287,5.143713,5.810166,6.605729,8.349797,4.289785,8.316191,160.323013,119.497101,39.578194,160.772568,8.771698,5.328058,9.536230,7.935333,9.867680,8.297245,10.333158,8.541620,10.357884,9.252163,11.567770,7.699996,11.859228,6.839647
4.029,5.751585,4.722422,5.809447,6.241075,-1.119627,6.439454,5.877429,3.748622,5.143623,5.819272,6.604721,8.359684,4.301221,8.280138,162.676727,123.788490,41.378181,161.549255,8.771662,5.337135,9.526403,7.911049,9.866194,8.276076,10.310481,8.527825,10.368910,9.271740,11.566714,7.701550,11.860968,6.841896
4.030,5.750151,4.728095,5.808735,6.234438,-1.133610,6.439460,5.865162,3.737958,5.143534,5.828378,6.603713,8.369570,4.312656,8.244084,165.030457,128.079880,43.178173,162.325928,8.771625,5.346212,9.516577,7.886765,9.864709,8.254908,10.287804,8.514030,10.379934,9.291317,11.565659,7.703104,11.862708,6.844145
4.031,5.748716,4.733768,5.808022,6.227800,-1.147592,6.439466,5.852895,3.727293,5.143444,5.837484,6.602705,8.379457,4.324091,8.208031,167.384186,132.371262,44.978161,163.102600,8.771587,5.355290,9.506750,7.862482,9.863223,8.233738,10.265125,8.500236,10.390960,9.310893,11.564604,7.704657,11.864448,6.846394
4.032,5.747034,4.735851,5.807069,6.224849,-1.161689,6.439584,5.845804,3.729000,5.143433,5.848225,6.603894,8.387272,4.328269,8.173124,168.642883,137.738419,46.333603,163.851944,8.770235,5.365809,9.506289,7.806633,9.846672,8.186693,10.238277,8.482317,10.407888,9.334507,11.565109,7.707778,11.865673,6.848886
4.033,5.745351,4.737934,5.806115,6.221898,-1.175786,6.439702,5.838713,3.730706,5.143422,5.858966,6.605083,8.395088,4.332447,8.138217,169.901566,143.105560,47.689049,164.601288,8.768883,5.376329,9.505829,7.750783,9.830122,8.139648,10.211430,8.464397,10.424818,9.358122,11.565615,7.710898,11.866899,6.851378
4.034,5.743669,4.740017,5.805161,6.218946,-1.189882,6.439820,5.831621,3.732412,5.143411,5.869707,6.606271,8.402905,4.336625,8.103310,171.160248,148.472717,49.044495,165.350616,8.767531,5.386848,9.505369,7.694934,9.813571,8.092605,10.184583,8.446478,10.441748,9.381736,11.566119,7.714018,11.868125,6.853870
4.035,5.741987,4.742101,5.804207,6.215995,-1.203979,6.439938,5.824530,3.734118,5.143399,5.880447,6.607460,8.410720,4.340803,8.068403,172.418945,153.839874,50.399937,166.099960,8.766179,5.397368,9.504909,7.639085,9.797020,8.045560,10.157735,8.428559,10.458676,9.405350,11.566625,7.717139,11.869350,6.856363
4.036,5.739907,4.742949,5.802870,6.213215,-1.218341,6.440161,5.821016,3.744409,5.140818,5.890140,6.605413,8.420444,4.345081,8.036041,172.230072,157.595490,50.812317,166.572250,8.765650,5.408255,9.500225,7.606670,9.790125,7.997330,10.142584,8.419861,10.464417,9.415699,11.564402,7.718835,11.869953,6.857305
4.037,5.737827,4.743798,5.801532,6.210435,-1.232704,6.440384,5.817502,3.754699,5.138237,5.899832,6.603368,8.430170,4.349360,8.003680,172.041214,161.351105,51.224697,167.044525,8.765120,5.419141,9.495541,7.574255,9.783231,7.949100,10.127433,8.411162,10.470156,9.426049,11.562178,7.720531,11.870555,6.858247
4.038,5.735747,4.744647,5.800194,6.207655,-1.247067,6.440608,5.813988,3.764990,5.135655,5.909524,6.601322,8.439895,4.353638,7.971318,171.852356,165.106705,51.637077,167.516815,8.764590,5.430027,9.490856,7.541840,9.776337,7.900870,10.112282,8.402464,10.475896,9.436399,11.559955,7.722228,11.871157,6.859190
4.039,5.733667,4.745495,5.798857,6.204875,-1.261429,6.440831,5.810474,3.775280,5.133074,5.919217,6.599276,8.449619,4.357916,7.938957,171.663483,168.862320,52.049458,167.989105,8.764061,5.440914,9.486173,7.509425,9.769442,7.852640,10.097131,8.393765,10.481636,9.446749,11.557732,7.723924,11.871759,6.860132
4.040,5.731425,4.746653,5.797364,6.202763,-1.275929,6.440953,5.805335,3.786991,5.132915,5.929713,6.600190,8.461562,4.360390,7.916708,173.441254,170.551987,52.358212,168.344940,8.764759,5.455451,9.493662,7.464753,9.761959,7.825646,10.086901,8.386018,10.494045,9.458979,11.559255,7.729231,11.874044,6.862968
4.041,5.729183,4.747810,5.795872,6.200650,-1.290429,6.441075,5.800196,3.798702,5.132757,5.940210,6.601104,8.473505,4.362864,7.894460,175.219009,172.241638,52.666962,168.700775,8.765457,5.469987,9.501150,7.420080,9.754478,7.798652,10.076672,8.378269,10.506454,9.471208,11.560778,7.734539,11.876329,6.865805
4.042,5.726941,4.748968,5.794379,6.198537,-1.304929,6.441197,5.795056,3.810413,5.132599,5.950707,6.602018,8.485449,4.365337,7.872211,176.996765,173.931305,52.975716,169.056610,8.766154,5.484523,9.508639,7.375408,9.746996,7.771657,10.066442,8.370522,10.518862,9.483437,11.562301,7.739846,11.878615,6.868641
4.043,5.724699,4.750125,5.792887,6.196424,-1.319429,6.441319,5.789917,3.822124,5.132440,5.961204,6.602932,8.497392,4.367810,7.849963,178.774536,175.620972,53.284470,169.412445,8.766852,5.499060,9.516129,7.330735,9.739513,7.744663,10.056211,8.362774,10.531271,9.495667,11.563824,7.745153,11.880900,6.871478
4.044,5.722301,4.751150,5.791234,6.192558,-1.333865,6.441564,5.785757,3.830492,5.132291,5.969724,6.599359,8.506207,4.370010,7.823678,178.606522,176.520645,53.481319,169.837219,8.768264,5.512033,9.515448,7.311897,9.738221,7.734494,10.043360,8.347670,10.541763,9.500668,11.561342,7.744925,11.879339,6.870306
4.045,5.719902,4.752176,5.789581,6.188691,-1.348300,6.441809,5.781597,3.838860,5.132141,5.978245,6.595785,8.515022,4.372211,7.797392,178.438507,177.420319,53.678169,170.261993,8.769674,5.525006,9.514768,7.293059,9.736929,7.724326,10.030507,8.332564,10.552256,9.505668,11.558861,7.744697,11.877779,6.869134
4.046,5.717503,4.753201,5.787928,6.184824,-1.362736,6.442053,5.777438,3.847227,5.131991,5.986765,6.592211,8.523838,4.374411,7.771107,178.270508,178.319992,53.875015,170.686752,8.771086,5.537980,9.514088,7.274222,9.735637,7.714157,10.017654,8.317459,10.562748,9.510668,11.556379,7.744469,11.876219,6.867962
4.047,5.715104,4.754227,5.786275,6.180957,-1.377172,6.442298,5.773278,3.855595,5.131842,5.995286,6.588637,8.532654,4.376611,7.744822,178.102493,179.219666,54.071865,171.111526,8.772497,5.550953,9.513407,7.255384,9.734344,7.703989,10.004803,8.302355,10.573240,9.515669,11.553898,7.744241,11.874658,6.866790
4.048,5.712585,4.753748,5.784500,6.179881,-1.391551,6.442656,5.768490,3.866668,5.131024,6.002250,6.591273,8.543401,4.376472,7.726698,178.543564,178.500351,54.092232,171.429367,8.772032,5.562714,9.518635,7.234425,9.733954,7.689246,10.001984,8.292519,10.586580,9.519485,11.554035,7.747593,11.874879,6.868994
4.049,5.710066,4.753269,5.782723,6.178805,-1.405929,6.443013,5.763701,3.877741,5.130207,6.009214,6.593908,8.554148,4.376332,7.708574,178.984619,177.781036,54.112598,171.747223,8.771566,5.574474,9.523863,7.213465,9.733564,7.674503,9.999164,8.282682,10.599921,9.523300,11.554173,7.750945,11.875099,6.871198
4.050,5.707547,4.752791,5.780948,6.177729,-1.420308,6.443370,5.758914,3.888815,5.129389,6.016178,6.596544,8.564894,4.376193,7.690450,179.425690,177.061707,54.132965,172.065063,8.771100,5.586235,9.529090,7.192505,9.733175,7.659760,9.996344,8.272846,10.613262,9.527116,11.554312,7.754297,11.875320,6.873402
4.051,5.705029,4.752312,5.779172,6.176653,-1.434686,6.443727,5.754126,3.899888,5.128572,6.023142,6.599180,8.575641,4.376053,7.672326,179.866760,176.342392,54.153332,172.382904,8.770635,5.597995,9.534318,7.171546,9.732785,7.645018,9.993525,8.263010,10.626602,9.530931,11.554449,7.757649,11.875542,6.875606
4.052,5.702065,4.748493,5.776960,6.170355,-1.449244,6.445230,5.744933,3.910052,5.128180,6.031752,6.595776,8.584629,4.368806,7.650085,179.771027,175.650696,54.177868,172.522141,8.769740,5.605755,9.536562,7.155322,9.732095,7.634074,9.987627,8.252200,10.634259,9.531469,11.553267,7.756469,11.872357,6.874723
4.053,5.699100,4.744674,5.774749,6.164057,-1.463803,6.446733,5.735741,3.920215,5.127788,6.040361,6.592372,8.593616,4.361560,7.627844,179.675293,174.959015,54.202400,172.661377,8.768847,5.613516,9.538805,7.139099,9.731405,7.623131,9.981730,8.241390,10.641916,9.532008,11.552085,7.755289,11.869173,6.873842
4.054,5.696136,4.740854,5.772537,6.157758,-1.478362,6.448235,5.726549,3.930378,5.127395,6.048970,6.588968,8.602605,4.354314,7.605602,179.579559,174.267334,54.226936,172.800613,8.767952,5.621276,9.541049,7.122876,9.730715,7.612188,9.975833,8.230581,10.649574,9.532547,11.550903,7.754109,11.865989,6.872960
