"Time","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.418,6.010405,4.938697,6.026297,6.395038,-0.307509,12.499491,6.371700,10.241743,5.335846,12.123183,6.418375,15.477058,4.541549,12.957891,167.673447,163.890320,55.726147,175.563446,8.734487,12.148212,9.545809,13.047649,9.618498,13.615890,9.816172,14.170847,11.040558,15.870373,11.706936,14.040245,11.945480,13.183618
0.419,6.009464,4.941122,6.026297,6.393838,-0.325713,12.497278,6.370944,10.250875,5.334063,12.123183,6.416732,15.485284,4.548182,12.940334,166.230484,163.480713,55.731537,176.271683,8.736594,12.151887,9.539629,13.025005,9.599741,13.595548,9.793574,14.134411,11.063265,15.862675,11.707239,14.036880,11.948151,13.179805
0.420,6.008532,4.943579,6.026297,6.394427,-0.343745,12.495701,6.371184,10.260745,5.333686,12.123183,6.417670,15.492767,4.553472,12.918789,165.677094,163.884521,55.673351,176.800446,8.736334,12.153486,9.523198,13.003977,9.583765,13.570591,9.785328,14.111386,11.075824,15.852281,11.707735,14.031100,11.951660,13.176553
0.421,6.007600,4.946035,6.026297,6.395016,-0.361778,12.494123,6.371424,10.270617,5.333310,12.123183,6.418608,15.500252,4.558762,12.897243,165.123718,164.288345,55.615166,177.329193,8.736073,12.155087,9.506767,12.982947,9.567788,13.545633,9.777081,14.088362,11.088383,15.841887,11.708230,14.025320,11.955170,13.173301
0.422,6.006668,4.948492,6.026297,6.395604,-0.379810,12.492546,6.371663,10.280487,5.332933,12.123183,6.419545,15.507736,4.564051,12.875696,164.570328,164.692169,55.556980,177.857941,8.735811,12.156686,9.490337,12.961918,9.551811,13.520677,9.768835,14.065338,11.100941,15.831493,11.708725,14.019540,11.958678,13.170049
0.423,6.005736,4.950949,6.026297,6.396193,-0.397842,12.490969,6.371903,10.290358,5.332556,12.123183,6.420483,15.515220,4.569341,12.854151,164.016937,165.095978,55.498795,178.386703,8.735551,12.158285,9.473907,12.940889,9.535835,13.495720,9.760589,14.042314,11.113500,15.821099,11.709221,14.013760,11.962188,13.166797
0.424,6.004807,4.950042,6.026297,6.394753,-0.415839,12.488749,6.369075,10.294778,5.330985,12.123183,6.420431,15.520949,4.569099,12.837635,125.923309,136.390060,55.790016,178.495880,8.733061,12.158248,9.438365,12.938998,9.479115,14.061320,9.742277,14.030181,11.108967,15.812109,11.705638,14.008556,11.961791,13.160313
0.425,6.003876,4.949136,6.026297,6.393313,-0.433837,12.486527,6.366248,10.299198,5.329414,12.123183,6.420379,15.526679,4.568857,12.821119,87.829681,107.684128,56.081238,178.605057,8.730572,12.158211,9.402823,12.937107,9.422396,14.626921,9.723967,14.018048,11.104435,15.803120,11.702055,14.003353,11.961393,13.153828
0.426,6.002946,4.948229,6.026297,6.391873,-0.451834,12.484306,6.363420,10.303617,5.327843,12.123183,6.420326,15.532409,4.568615,12.804605,49.736053,78.978210,56.372456,178.714233,8.728082,12.158173,9.367282,12.935217,9.365676,15.192522,9.705656,14.005916,11.099903,15.794129,11.698471,13.998151,11.960997,13.147344
0.427,6.002016,4.947322,6.026297,6.390433,-0.469831,12.482086,6.360592,10.308038,5.326272,12.123183,6.420274,15.538138,4.568373,12.788089,11.642431,50.272285,56.663677,178.823410,8.725592,12.158135,9.331740,12.933326,9.308956,15.758122,9.687345,13.993783,11.095370,15.785139,11.694888,13.992948,11.960600,13.140860
0.428,6.001087,4.953094,6.026297,6.392780,-0.487815,12.477448,6.359450,10.320345,5.324296,12.123183,6.426109,15.551145,4.581894,12.780087,24.094093,49.728680,57.025921,178.965118,8.721814,12.161489,9.195895,13.543687,9.312325,15.764854,9.668449,13.983934,11.088703,15.775376,11.690650,13.988796,11.960803,13.136520
0.429,6.000157,4.958867,6.026297,6.395126,-0.505799,12.472809,6.358308,10.332651,5.322320,12.123183,6.431945,15.564152,4.595414,12.772086,36.545753,49.185074,57.388168,179.106842,8.718037,12.164841,9.060049,14.154048,9.315692,15.771587,9.649553,13.974086,11.082035,15.765614,11.686413,13.984644,11.961006,13.132181
0.430,5.999228,4.964639,6.026297,6.397473,-0.523783,12.468171,6.357166,10.344958,5.320344,12.123183,6.437780,15.577158,4.608934,12.764085,48.997417,48.641472,57.750412,179.248566,8.714260,12.168194,8.924204,14.764409,9.319059,15.778320,9.630657,13.964237,11.075368,15.755852,11.682175,13.980493,11.961209,13.127842
0.431,5.998299,4.970411,6.026297,6.399819,-0.541767,12.463532,6.356024,10.357265,5.318368,12.123183,6.443615,15.590164,4.622455,12.756083,61.449078,48.097866,58.112656,179.390274,8.710483,12.171547,8.788359,15.374770,9.322428,15.785052,9.611762,13.954389,11.068701,15.746089,11.677937,13.976341,11.961412,13.123503
0.432,5.996012,4.979384,6.024939,6.403124,-0.559733,12.461260,6.357896,10.369520,5.314527,12.123183,6.448353,15.598787,4.644242,12.750835,87.450348,77.977379,58.430313,179.403107,8.713531,12.173840,8.855182,14.697622,9.290670,15.150792,9.591324,13.934782,11.068686,15.729963,11.673351,13.972317,11.961099,13.120570
0.433,5.993726,4.988357,6.023581,6.406429,-0.577700,12.458986,6.359768,10.381775,5.310686,12.123183,6.453091,15.607410,4.666028,12.745586,113.451630,107.856888,58.747974,179.415939,8.716581,12.176132,8.922005,14.020473,9.258913,14.516531,9.570885,13.915175,11.068672,15.713837,11.668766,13.968292,11.960785,13.117638
0.434,5.991440,4.997330,6.022223,6.409734,-0.595666,12.456714,6.361640,10.394031,5.306845,12.123183,6.457829,15.616034,4.687815,12.740337,139.452896,137.736404,59.065636,179.428772,8.719631,12.178424,8.988829,13.343326,9.227156,13.882271,9.550447,13.895569,11.068658,15.697710,11.664181,13.964268,11.960471,13.114705
0.435,5.989153,5.006303,6.020865,6.413039,-0.613632,12.454441,6.363512,10.406285,5.303003,12.123183,6.462566,15.624657,4.709602,12.735089,165.454178,167.615921,59.383293,179.441605,8.722680,12.180717,9.055652,12.666178,9.195398,13.248011,9.530008,13.875962,11.068644,15.681584,11.659595,13.960243,11.960157,13.111773
0.436,5.986507,5.011775,6.019136,6.415475,-0.631372,12.451012,6.364202,10.413862,5.293198,12.123183,6.466746,15.632923,4.730353,12.734102,126.655258,136.826965,59.416573,178.920258,8.726962,12.175220,9.028366,12.643848,9.232798,13.895992,9.513229,13.855141,11.066634,15.666197,11.649439,13.954398,11.956192,13.106123
0.437,5.983861,5.017248,6.017406,6.417910,-0.649112,12.447582,6.364893,10.421440,5.283391,12.123183,6.470927,15.641190,4.751103,12.733114,87.856331,106.037994,59.449852,178.398911,8.731243,12.169724,9.001080,12.621519,9.270197,14.543973,9.496451,13.834318,11.064625,15.650809,11.639281,13.948553,11.952228,13.100474
0.438,5.981215,5.022720,6.015677,6.420345,-0.666852,12.444153,6.365584,10.429017,5.273585,12.123183,6.475107,15.649455,4.771854,12.732126,49.057407,75.249039,59.483131,177.877563,8.735525,12.164228,8.973793,12.599190,9.307595,15.191954,9.479673,13.813496,11.062615,15.635422,11.629124,13.942709,11.948263,13.094826
0.439,5.978569,5.028193,6.013948,6.422781,-0.684591,12.440723,6.366275,10.436594,5.263780,12.123183,6.479287,15.657722,4.792605,12.731139,10.258477,44.460075,59.516411,177.356216,8.739807,12.158732,8.946507,12.576860,9.344995,15.839935,9.462894,13.792674,11.060606,15.620034,11.618967,13.936864,11.944298,13.089176
0.440,5.975653,5.035080,6.011936,6.425332,-0.702089,12.437358,6.365340,10.447610,5.257076,12.123183,6.485325,15.657763,4.813085,12.745035,50.541992,75.203339,59.932732,177.334198,8.770673,12.149160,8.928766,12.606359,9.275736,15.182210,9.445597,13.792928,11.043764,15.612402,11.610033,13.933276,11.940203,13.086585
0.441,5.972737,5.041968,6.009925,6.427884,-0.719586,12.433992,6.364405,10.458626,5.250372,12.123183,6.491363,15.657804,4.833565,12.758932,90.825508,105.946594,60.349056,177.312164,8.801538,12.139589,8.911024,12.635857,9.206478,14.524485,9.428299,13.793180,11.026922,15.604769,11.601099,13.929688,11.936109,13.083994
0.442,5.969821,5.048857,6.007914,6.430435,-0.737084,12.430628,6.363469,10.469643,5.243669,12.123183,6.497401,15.657845,4.854044,12.772828,131.109024,136.689865,60.765381,177.290146,8.832405,12.130017,8.893283,12.665354,9.137220,13.866759,9.411002,13.793434,11.010081,15.597136,11.592166,13.926100,11.932014,13.081404
0.443,5.966906,5.055745,6.005902,6.432986,-0.754581,12.427262,6.362534,10.480659,5.236965,12.123183,6.503438,15.657887,4.874524,12.786724,171.392548,167.433121,61.181702,177.268127,8.863271,12.120445,8.875542,12.694852,9.067962,13.209034,9.393704,13.793688,10.993239,15.589504,11.583232,13.922512,11.927919,13.078813
0.444,5.964082,5.057213,6.003971,6.434993,-0.771853,12.417306,6.361914,10.488987,5.235538,12.123183,6.508072,15.657887,4.878889,12.801364,130.875580,135.967316,61.356331,177.244354,8.871716,12.090504,8.867547,12.725975,9.136811,13.881349,9.382065,13.800344,10.971806,15.588659,11.571296,13.916598,11.920043,13.073720
0.445,5.961258,5.058681,6.002039,6.437000,-0.789124,12.407349,6.361293,10.497316,5.234110,12.123183,6.512707,15.657887,4.883253,12.816004,90.358612,104.501503,61.530956,177.220581,8.880163,12.060563,8.859552,12.757099,9.205660,14.553663,9.370426,13.807002,10.950371,15.587813,11.559359,13.910685,11.912167,13.068628
0.446,5.958434,5.060150,6.000108,6.439007,-0.806395,12.397392,6.360672,10.505646,5.232683,12.123183,6.517341,15.657887,4.887617,12.830643,49.841644,73.035690,61.705582,177.196793,8.888609,12.030622,8.851559,12.788223,9.274509,15.225979,9.358788,13.813660,10.928936,15.586967,11.547422,13.904772,11.904290,13.063536
0.447,5.955610,5.061619,5.998177,6.441013,-0.823667,12.387436,6.360052,10.513974,5.231256,12.123183,6.521975,15.657887,4.891982,12.845283,9.324680,41.569885,61.880211,177.173019,8.897055,12.000681,8.843564,12.819346,9.343359,15.898293,9.347148,13.820316,10.907502,15.586123,11.535486,13.898858,11.896414,13.058443
0.448,5.952612,5.057551,5.996051,6.445764,-0.840559,12.383474,6.359877,10.525507,5.221867,12.107275,6.531651,15.657887,4.893235,12.856509,50.731110,73.148628,61.770725,177.224350,8.905098,11.984198,8.842041,12.831966,9.267694,15.258364,9.342813,13.833063,10.887608,15.594329,11.523123,13.896637,11.884983,13.056261
0.449,5.949614,5.053484,5.993926,6.450515,-0.857452,12.379513,6.359702,10.537039,5.212479,12.091368,6.541327,15.657887,4.894488,12.867737,92.137543,104.727371,61.661240,177.275696,8.913141,11.967713,8.840519,12.844587,9.192028,14.618433,9.338479,13.845810,10.867714,15.602535,11.510758,13.894415,11.873551,13.054079
0.450,5.946615,5.049417,5.991801,6.455266,-0.874345,12.375550,6.359528,10.548571,5.203091,12.075460,6.551003,15.657887,4.895742,12.878963,133.543976,136.306122,61.551758,177.327026,8.921184,11.951229,8.838997,12.857208,9.116363,13.978502,9.334145,13.858557,10.847819,15.610743,11.498394,13.892193,11.862120,13.051898
0.451,5.943617,5.045349,5.989676,6.460016,-0.891237,12.371589,6.359353,10.560103,5.193702,12.059552,6.560680,15.657887,4.896996,12.890190,174.950394,167.884857,61.442272,177.378357,8.929227,11.934746,8.837474,12.869828,9.040697,13.338573,9.329810,13.871304,10.827925,15.618949,11.486031,13.889972,11.850689,13.049716
0.452,5.940432,5.035196,5.987351,6.462236,-0.907892,12.364720,6.356012,10.568645,5.175081,12.022404,6.568460,15.657887,4.895311,12.899696,175.002686,168.657486,61.264606,177.717194,8.934107,11.897563,8.824713,12.879251,9.035922,13.352524,9.330186,13.882881,10.812755,15.626826,11.476549,13.888618,11.837978,13.044559
0.453,5.937246,5.025043,5.985026,6.464456,-0.924546,12.357852,6.352672,10.577188,5.156460,11.985254,6.576240,15.657887,4.893626,12.909204,175.054962,169.430115,61.086937,178.056015,8.938986,11.860380,8.811953,12.888674,9.031147,13.366474,9.330563,13.894458,10.797585,15.634705,11.467068,13.887265,11.825269,13.039402
0.454,5.934061,5.014891,5.982701,6.466675,-0.941200,12.350984,6.349331,10.585731,5.137839,11.948105,6.584020,15.657887,4.891942,12.918711,175.107239,170.202759,60.909271,178.394836,8.943865,11.823197,8.799192,12.898096,9.026373,13.380425,9.330938,13.906034,10.782415,15.642582,11.457587,13.885912,11.812559,13.034245
0.455,5.930875,5.004738,5.980377,6.468895,-0.957854,12.344115,6.345991,10.594273,5.119218,11.910956,6.591799,15.657887,4.890257,12.928217,175.159531,170.975388,60.731606,178.733673,8.948745,11.786015,8.786431,12.907518,9.021598,13.394377,9.331314,13.917612,10.767245,15.650459,11.448106,13.884559,11.799849,13.029089
0.456,5.927732,4.994123,5.978083,6.472206,-0.974292,12.342037,6.343939,10.603961,5.100566,11.852871,6.600473,15.657887,4.887680,12.934483,174.336670,171.564056,60.542557,178.724457,8.955791,11.732721,8.783972,12.908428,9.017743,13.402473,9.332099,13.925557,10.755274,15.655752,11.439421,13.883354,11.791169,13.029179
0.457,5.924589,4.983509,5.975789,6.475517,-0.990731,12.339959,6.341888,10.613649,5.081914,11.794785,6.609147,15.657887,4.885103,12.940749,173.513809,172.152710,60.353508,178.715256,8.962836,11.679427,8.781513,12.909338,9.013887,13.410569,9.332884,13.933502,10.743302,15.661046,11.430737,13.882149,11.782490,13.029269
0.458,5.921446,4.972894,5.973495,6.478829,-1.007169,12.337881,6.339837,10.623339,5.063262,11.736700,6.617821,15.657887,4.882526,12.947016,172.690948,172.741379,60.164459,178.706055,8.969882,11.626133,8.779055,12.910249,9.010033,13.418665,9.333670,13.941447,10.731331,15.666340,11.422052,13.880944,11.773809,13.029360
0.459,5.918303,4.962279,5.971202,6.482140,-1.023607,12.335803,6.337785,10.633027,5.044609,11.678615,6.626495,15.657887,4.879949,12.953281,171.868088,173.330048,59.975410,178.696838,8.976928,11.572840,8.776595,12.911159,9.006178,13.426762,9.334455,13.949392,10.719359,15.671633,11.413367,13.879740,11.765130,13.029449
0.460,5.914984,4.961934,5.968687,6.485998,-1.039150,12.329894,6.338506,10.644346,5.044477,11.617777,6.633490,15.657887,4.879390,12.965059,171.625565,173.774292,59.922203,178.775772,9.015632,11.507271,8.771757,12.919895,9.003189,13.437441,9.332556,13.955231,10.709476,15.674343,11.406856,13.879254,11.759323,13.026403
0.461,5.911666,4.961588,5.966172,6.489856,-1.054693,12.323985,6.339227,10.655664,5.044346,11.556938,6.640485,15.657887,4.878830,12.976837,171.383041,174.218552,59.868996,178.854706,9.054337,11.441702,8.766918,12.928633,9.000200,13.448120,9.330657,13.961069,10.699594,15.677054,11.400344,13.878769,11.753517,13.023358
0.462,5.908348,4.961243,5.963656,6.493714,-1.070237,12.318076,6.339948,10.666984,5.044214,11.496099,6.647480,15.657887,4.878271,12.988615,171.140518,174.662811,59.815792,178.933624,9.093040,11.376132,8.762080,12.937369,8.997212,13.458799,9.328758,13.966907,10.689712,15.679766,11.393832,13.878284,11.747711,13.020313
0.463,5.905029,4.960897,5.961142,6.497572,-1.085780,12.312167,6.340668,10.678303,5.044082,11.435262,6.654475,15.657887,4.877712,13.000393,170.897995,175.107056,59.762585,179.012558,9.131744,11.310563,8.757242,12.946106,8.994224,13.469479,9.326859,13.972745,10.679829,15.682476,11.387321,13.877798,11.741904,13.017267
0.464,5.901822,4.961175,5.958646,6.498784,-1.099547,12.309255,6.339604,10.687557,5.043547,11.373989,6.657965,15.657887,4.878804,13.015778,170.867279,175.504593,59.684299,179.133072,9.157389,11.263264,8.755837,12.957656,8.994499,13.479607,9.329342,13.981571,10.671489,15.686943,11.383279,13.878469,11.737958,13.015815
0.465,5.898614,4.961453,5.956150,6.499997,-1.113313,12.306343,6.338539,10.696812,5.043012,11.312717,6.661454,15.657887,4.879896,13.031162,170.836548,175.902130,59.606010,179.253601,9.183033,11.215965,8.754433,12.969206,8.994775,13.489735,9.331823,13.990397,10.663149,15.691411,11.379237,13.879139,11.734012,13.014362
0.466,5.895407,4.961732,5.953653,6.501209,-1.127080,12.303431,6.337475,10.706066,5.042476,11.251445,6.664943,15.657887,4.880988,13.046546,170.805832,176.299667,59.527725,179.374115,9.208677,11.168667,8.753029,12.980755,8.995050,13.499862,9.334305,13.999224,10.654808,15.695879,11.375196,13.879810,11.730065,13.012910
0.467,5.892200,4.962010,5.951158,6.502421,-1.140846,12.300518,6.336411,10.715321,5.041941,11.190172,6.668433,15.657887,4.882080,13.061931,170.775116,176.697205,59.449440,179.494629,9.234322,11.121367,8.751624,12.992305,8.995326,13.509990,9.336787,14.008050,10.646468,15.700346,11.371154,13.880481,11.726119,13.011457
0.468,5.889009,4.956592,5.948599,6.509316,-1.153069,12.294610,6.336881,10.722871,5.032116,11.130981,6.681752,15.657887,4.881067,13.072592,170.230927,177.002853,59.405136,179.601547,9.282053,11.008841,8.754172,13.001044,8.994577,13.520229,9.335545,14.014269,10.636177,15.702325,11.364887,13.879793,11.720559,13.007854
0.469,5.885819,4.951173,5.946041,6.516212,-1.165291,12.288702,6.337352,10.730421,5.022292,11.071792,6.695071,15.657887,4.880054,13.083252,169.686722,177.308502,59.360828,179.708466,9.329783,10.896315,8.756721,13.009785,8.993828,13.530470,9.334303,14.020488,10.625885,15.704304,11.358622,13.879107,11.714999,13.004251
0.470,5.882630,4.945755,5.943483,6.523107,-1.177513,12.282793,6.337822,10.737971,5.012468,11.012602,6.708390,15.657887,4.879041,13.093913,169.142517,177.614136,59.316521,179.815399,9.377514,10.783788,8.759269,13.018524,8.993079,13.540709,9.333061,14.026707,10.615593,15.706282,11.352355,13.878419,11.709439,13.000649
0.471,5.879440,4.940336,5.940925,6.530002,-1.189735,12.276885,6.338293,10.745522,5.002644,10.953411,6.721710,15.657887,4.878028,13.104574,168.598328,177.919785,59.272217,179.922318,9.425245,10.671261,8.761817,13.027264,8.992331,13.550949,9.331819,14.032926,10.605302,15.708261,11.346088,13.877731,11.703879,12.997046
0.472,5.876062,4.940195,5.938093,6.532853,-1.200313,12.275121,6.338931,10.754244,5.001328,10.900993,6.726776,15.657887,4.879063,13.114195,168.681335,178.248993,59.311993,179.778198,9.422347,10.626922,8.754916,13.036320,8.989229,13.560722,9.329978,14.040384,10.594612,15.709899,11.341440,13.877188,11.699300,12.994313
0.473,5.872684,4.940054,5.935262,6.535705,-1.210890,12.273356,6.339569,10.762967,5.000011,10.848575,6.731842,15.657887,4.880097,13.123816,168.764328,178.578186,59.351768,179.634064,9.419449,10.582582,8.748015,13.045375,8.986128,13.570496,9.328136,14.047844,10.583923,15.711538,11.336793,13.876643,11.694721,12.991579
0.474,5.869306,4.939914,5.932431,6.538557,-1.221467,12.271592,6.340206,10.771690,4.998695,10.796156,6.736907,15.657887,4.881132,13.133435,168.847321,178.907379,59.391548,179.489944,9.416550,10.538243,8.741115,13.054430,8.983027,13.580268,9.326296,14.055304,10.573235,15.713177,11.332146,13.876099,11.690142,12.988846
0.475,5.865928,4.939773,5.929599,6.541409,-1.232044,12.269828,6.340844,10.780413,4.997379,10.743738,6.741973,15.657887,4.882167,13.143056,168.930328,179.236588,59.431324,179.345825,9.413651,10.493904,8.734214,13.063486,8.979926,13.590041,9.324455,14.062762,10.562545,15.714815,11.327497,13.875555,11.685562,12.986113
0.476,5.862401,4.939638,5.926556,6.544555,-1.241413,12.267004,6.341045,10.791939,4.995565,10.695616,6.748064,15.657887,4.883710,13.154078,169.554504,179.180908,59.466026,179.256744,9.403143,10.471102,8.732682,13.075277,8.982035,13.598886,9.325026,14.072484,10.552972,15.717872,11.324616,13.876375,11.683626,12.987389
