"Time","28a CoMy (cm)","v1 xCoMy","v3 Left CoP","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
6.467,6.125844,6.132086,4.872522,6.610545,0.115004,4.760278,6.298548,1.887567,4.999178,4.205594,6.922542,6.319151,4.745866,6.963664,174.612137,124.442261,39.496223,159.446548,8.262769,3.717293,8.943989,6.536024,9.403201,6.877135,9.930456,7.196676,9.986335,8.188533,11.367699,6.306088,11.617025,5.420165
6.468,6.125843,6.131254,4.873152,6.609417,0.099693,4.759105,6.295264,1.879048,5.002006,4.213042,6.923571,6.324863,4.744298,6.937397,174.136047,125.276222,39.836067,159.597427,8.262243,3.725081,8.966564,6.533287,9.413176,6.874672,9.927313,7.190352,9.992285,8.190712,11.369639,6.304164,11.619272,5.417880
6.469,6.125842,6.130422,4.873783,6.608290,0.084382,4.757932,6.291980,1.870529,5.004834,4.220490,6.924600,6.330576,4.742731,6.911131,173.659958,126.110184,40.175907,159.748291,8.261719,3.732870,8.989140,6.530551,9.423149,6.872209,9.924170,7.184029,9.998234,8.192891,11.371580,6.302240,11.621518,5.415596
6.470,6.125841,6.129590,4.874413,6.607162,0.069070,4.756759,6.288695,1.862009,5.007663,4.227939,6.925628,6.336288,4.741164,6.884864,173.183868,126.944153,40.515747,159.899170,8.261194,3.740658,9.011714,6.527815,9.433123,6.869745,9.921026,7.177705,10.004183,8.195070,11.373520,6.300316,11.623764,5.413311
6.471,6.125840,6.128758,4.875044,6.606034,0.053759,4.755586,6.285411,1.853490,5.010491,4.235387,6.926657,6.342000,4.739597,6.858598,172.707779,127.778114,40.855591,160.050049,8.260669,3.748447,9.034289,6.525078,9.443097,6.867281,9.917883,7.171382,10.010133,8.197249,11.375461,6.298392,11.626011,5.411026
6.472,6.125740,6.127805,4.874673,6.603171,0.038059,4.754192,6.279888,1.852250,5.011584,4.243128,6.926454,6.350381,4.737761,6.835011,172.400192,129.475327,41.362354,160.294922,8.261582,3.757134,9.058659,6.513623,9.448445,6.853317,9.913993,7.162177,10.021905,8.202378,11.379292,6.297555,11.630466,5.408081
6.473,6.125639,6.126853,4.874302,6.600307,0.022358,4.752798,6.274365,1.851011,5.012677,4.250868,6.926250,6.358763,4.735926,6.811425,172.092606,131.172546,41.869118,160.539810,8.262496,3.765822,9.083027,6.502169,9.453794,6.839352,9.910103,7.152971,10.033677,8.207506,11.383123,6.296718,11.634923,5.405136
6.474,6.125538,6.125900,4.873930,6.597444,0.006657,4.751404,6.268842,1.849771,5.013771,4.258608,6.926047,6.367144,4.734090,6.787838,171.785019,132.869751,42.375881,160.784698,8.263410,3.774509,9.107395,6.490714,9.459143,6.825387,9.906214,7.143765,10.045449,8.212635,11.386955,6.295880,11.639380,5.402191
6.475,6.125438,6.124947,4.873559,6.594581,-0.009043,4.750010,6.263319,1.848531,5.014864,4.266349,6.925843,6.375525,4.732255,6.764252,171.477432,134.566971,42.882645,161.029572,8.264323,3.783197,9.131764,6.479259,9.464491,6.811422,9.902324,7.134560,10.057221,8.217764,11.390787,6.295043,11.643835,5.399246
6.476,6.125269,6.123914,4.874984,6.591906,-0.024958,4.750103,6.255626,1.854774,5.015381,4.273847,6.928186,6.382642,4.734586,6.748350,170.835663,135.807526,43.369938,161.456848,8.266298,3.794565,9.126190,6.447875,9.452746,6.786333,9.898341,7.120754,10.072424,8.220822,11.392934,6.293885,11.647641,5.398407
6.477,6.125100,6.122881,4.876408,6.589231,-0.040874,4.750196,6.247934,1.861017,5.015899,4.281344,6.930529,6.389760,4.736917,6.732447,170.193909,137.048065,43.857231,161.884125,8.268272,3.805934,9.120615,6.416492,9.441002,6.761243,9.894360,7.106948,10.087627,8.223881,11.395081,6.292727,11.651447,5.397568
6.478,6.124930,6.121848,4.877832,6.586556,-0.056789,4.750288,6.240242,1.867259,5.016417,4.288842,6.932871,6.396878,4.739248,6.716544,169.552155,138.288620,44.344524,162.311417,8.270247,3.817303,9.115041,6.385109,9.429258,6.736154,9.890377,7.093143,10.102831,8.226939,11.397227,6.291568,11.655254,5.396729
6.479,6.124762,6.120815,4.879256,6.583882,-0.072705,4.750381,6.232550,1.873502,5.016934,4.296340,6.935214,6.403996,4.741579,6.700642,168.910385,139.529175,44.831818,162.738693,8.272223,3.828671,9.109467,6.353725,9.417514,6.711064,9.886395,7.079337,10.118033,8.229998,11.399374,6.290410,11.659060,5.395890
6.480,6.124533,6.119703,4.878199,6.581773,-0.088985,4.749181,6.225842,1.873786,5.014114,4.305528,6.937704,6.410007,4.742282,6.678344,168.668121,141.157455,45.260937,162.895935,8.273434,3.834681,9.104179,6.318248,9.412588,6.693011,9.875914,7.069789,10.125726,8.237167,11.402094,6.287732,11.660479,5.393236
6.481,6.124304,6.118591,4.877141,6.579665,-0.105265,4.747982,6.219136,1.874070,5.011295,4.314717,6.940194,6.416017,4.742986,6.656046,168.425842,142.785736,45.690056,163.053162,8.274645,3.840691,9.098892,6.282771,9.407663,6.674957,9.865434,7.060241,10.133417,8.244337,11.404814,6.285054,11.661897,5.390582
6.482,6.124076,6.117478,4.876082,6.577556,-0.121545,4.746782,6.212429,1.874354,5.008476,4.323906,6.942683,6.422028,4.743689,6.633748,168.183578,144.414001,46.119175,163.210388,8.275855,3.846701,9.093604,6.247293,9.402738,6.656904,9.854954,7.050693,10.141109,8.251508,11.407533,6.282375,11.663315,5.387928
6.483,6.123847,6.116366,4.875025,6.575448,-0.137825,4.745583,6.205722,1.874638,5.005657,4.333095,6.945173,6.428038,4.744392,6.611450,167.941315,146.042282,46.548294,163.367630,8.277066,3.852710,9.088317,6.211816,9.397812,6.638851,9.844473,7.041145,10.148802,8.258677,11.410253,6.279697,11.664733,5.385273
6.484,6.123673,6.115319,4.880480,6.575174,-0.153913,4.744231,6.204680,1.877187,5.006591,4.342242,6.945669,6.437320,4.754369,6.590936,169.256470,147.362564,46.655685,163.352463,8.276570,3.860813,9.086262,6.191915,9.399029,6.621067,9.841146,7.036361,10.150045,8.258059,11.411208,6.275981,11.664227,5.383070
6.485,6.123499,6.114272,4.885936,6.574901,-0.170002,4.742878,6.203638,1.879737,5.007525,4.351389,6.946164,6.446602,4.764346,6.570422,170.571609,148.682861,46.763077,163.337280,8.276073,3.868916,9.084208,6.172013,9.400246,6.603283,9.837820,7.031577,10.151289,8.257441,11.412164,6.272264,11.663722,5.380866
6.486,6.123324,6.113224,4.891391,6.574627,-0.186090,4.741526,6.202596,1.882286,5.008460,4.360537,6.946660,6.455884,4.774323,6.549909,171.886749,150.003143,46.870472,163.322113,8.275578,3.877018,9.082153,6.152112,9.401462,6.585499,9.834493,7.026793,10.152534,8.256823,11.413119,6.268548,11.663217,5.378662
6.487,6.123150,6.112177,4.896847,6.574354,-0.202178,4.740174,6.201554,1.884835,5.009394,4.369684,6.947155,6.465165,4.784299,6.529395,173.201904,151.323425,46.977863,163.306946,8.275082,3.885120,9.080098,6.132210,9.402678,6.567715,9.831166,7.022010,10.153777,8.256204,11.414075,6.264832,11.662711,5.376459
6.488,6.122934,6.111089,4.901710,6.573545,-0.218234,4.738732,6.198771,1.887331,5.008722,4.376380,6.948320,6.474961,4.794697,6.508427,172.860413,152.481842,47.244507,163.600372,8.274558,3.898962,9.085207,6.105201,9.404046,6.552215,9.825217,7.008827,10.163860,8.256897,11.415096,6.261097,11.664402,5.373272
6.489,6.122718,6.110002,4.906572,6.572736,-0.234290,4.737291,6.195987,1.889827,5.008049,4.383077,6.949485,6.484756,4.805095,6.487458,172.518921,153.640259,47.511154,163.893814,8.274035,3.912803,9.090315,6.078191,9.405413,6.536714,9.819268,6.995644,10.173943,8.257591,11.416119,6.257361,11.666094,5.370087
6.490,6.122502,6.108914,4.911434,6.571927,-0.250346,4.735850,6.193203,1.892323,5.007377,4.389772,6.950650,6.494553,4.815493,6.466490,172.177414,154.798676,47.777802,164.187256,8.273510,3.926645,9.095424,6.051182,9.406780,6.521213,9.813319,6.982460,10.184025,8.258286,11.417141,6.253626,11.667785,5.366900
6.491,6.122286,6.107827,4.916297,6.571117,-0.266402,4.734408,6.190420,1.894820,5.006704,4.396469,6.951815,6.504348,4.825890,6.445521,171.835922,155.957092,48.044445,164.480682,8.272986,3.940486,9.100533,6.024172,9.408148,6.505713,9.807370,6.969277,10.194108,8.258979,11.418162,6.249891,11.669476,5.363714
6.492,6.122318,6.107001,4.920197,6.570055,-0.282207,4.734386,6.186576,1.902840,5.006868,4.403724,6.953534,6.512284,4.833527,6.423990,172.074203,157.095612,48.196167,164.613159,8.273121,3.949465,9.107766,6.002218,9.409501,6.483860,9.806490,6.957645,10.206495,8.258554,11.420164,6.248078,11.670581,5.358939
6.493,6.122350,6.106174,4.924097,6.568992,-0.298012,4.734364,6.182733,1.910861,5.007032,4.410979,6.955252,6.520220,4.841163,6.402458,172.312500,158.234116,48.347885,164.745621,8.273254,3.958444,9.115000,5.980265,9.410854,6.462008,9.805610,6.946014,10.218882,8.258131,11.422167,6.246264,11.671686,5.354164
6.494,6.122382,6.105349,4.927997,6.567929,-0.313817,4.734342,6.178889,1.918882,5.007195,4.418234,6.956970,6.528156,4.848799,6.380927,172.550781,159.372620,48.499607,164.878082,8.273389,3.967423,9.122234,5.958311,9.412208,6.440156,9.804729,6.934382,10.231269,8.257707,11.424170,6.244452,11.672791,5.349388
6.495,6.122414,6.104523,4.931897,6.566867,-0.329622,4.734319,6.175045,1.926903,5.007360,4.425489,6.958689,6.536092,4.856435,6.359396,172.789062,160.511139,48.651329,165.010559,8.273523,3.976403,9.129468,5.936357,9.413561,6.418304,9.803849,6.922751,10.243656,8.257282,11.426171,6.242639,11.673897,5.344613
6.496,6.122414,6.103680,4.934692,6.563676,-0.345172,4.731756,6.169148,1.941033,5.008698,4.429058,6.958204,6.544689,4.860686,6.336204,173.715820,162.125824,48.811474,165.280548,8.273766,3.986322,9.129653,5.901422,9.416692,6.395166,9.797128,6.910053,10.250460,8.256069,11.425591,6.237803,11.674469,5.339792
6.497,6.122415,6.102836,4.937487,6.560486,-0.360721,4.729193,6.163252,1.955163,5.010036,4.432627,6.957720,6.553286,4.864937,6.313012,174.642563,163.740509,48.971619,165.550537,8.274007,3.996241,9.129839,5.866487,9.419823,6.372028,9.790407,6.897355,10.257264,8.254857,11.425009,6.232966,11.675042,5.334971
6.498,6.122416,6.101993,4.940281,6.557295,-0.376270,4.726630,6.157355,1.969293,5.011375,4.436195,6.957235,6.561883,4.869187,6.289820,175.569305,165.355209,49.131763,165.820541,8.274248,4.006160,9.130024,5.831552,9.422954,6.348891,9.783686,6.884657,10.264069,8.253645,11.424427,6.228130,11.675615,5.330151
6.499,6.122416,6.101150,4.943076,6.554104,-0.391819,4.724067,6.151458,1.983422,5.012713,4.439764,6.956750,6.570480,4.873438,6.266628,176.496063,166.969894,49.291908,166.090530,8.274490,4.016079,9.130209,5.796616,9.426085,6.325753,9.776964,6.871959,10.270872,8.252432,11.423846,6.223294,11.676188,5.325330
6.500,6.122447,6.100355,4.946889,6.553268,-0.407027,4.723221,6.148246,1.999087,5.015219,4.448252,6.958292,6.580405,4.878558,6.241856,177.126068,168.465942,49.515656,166.416504,8.274189,4.024715,9.132090,5.766426,9.426942,6.300363,9.769439,6.853131,10.286931,8.253273,11.427193,6.218211,11.679605,5.318917
6.501,6.122478,6.099560,4.950702,6.552433,-0.422235,4.722375,6.145033,2.014752,5.017725,4.456739,6.959832,6.590330,4.883678,6.217083,177.756073,169.961975,49.739407,166.742477,8.273888,4.033350,9.133969,5.736236,9.427799,6.274973,9.761913,6.834304,10.302990,8.254114,11.430540,6.213128,11.683022,5.312505
6.502,6.122509,6.098765,4.954514,6.551597,-0.437443,4.721529,6.141821,2.030416,5.020230,4.465228,6.961373,6.600255,4.888798,6.192311,178.386063,171.458023,49.963158,167.068451,8.273587,4.041986,9.135849,5.706045,9.428657,6.249584,9.754388,6.815476,10.319050,8.254956,11.433887,6.208044,11.686439,5.306092
6.503,6.122540,6.097971,4.958327,6.550761,-0.452652,4.720683,6.138608,2.046081,5.022736,4.473715,6.962914,6.610179,4.893918,6.167539,179.016068,172.954071,50.186905,167.394424,8.273286,4.050621,9.137730,5.675855,9.429514,6.224194,9.746862,6.796648,10.335109,8.255797,11.437233,6.202961,11.689856,5.299679
6.504,6.122435,6.097043,4.956772,6.549706,-0.467811,4.719824,6.136471,2.056850,5.020657,4.479562,6.962943,6.618252,4.892887,6.138525,179.088120,174.217789,50.411880,167.769989,8.272522,4.059445,9.135506,5.646355,9.421396,6.197549,9.732260,6.774313,10.348349,8.255935,11.437695,6.195708,11.690784,5.291562
6.505,6.122330,6.096115,4.955216,6.548652,-0.482969,4.718966,6.134334,2.067620,5.018578,4.485408,6.962971,6.626325,4.891855,6.109511,179.160156,175.481506,50.636860,168.145569,8.271759,4.068270,9.133281,5.616854,9.413278,6.170904,9.717657,6.751978,10.361588,8.256071,11.438157,6.188455,11.691712,5.283444
6.506,6.122224,6.095188,4.953661,6.547598,-0.498128,4.718107,6.132196,2.078390,5.016498,4.491254,6.962999,6.634397,4.890824,6.080498,179.232208,176.745224,50.861839,168.521149,8.270995,4.077095,9.131056,5.587354,9.405159,6.144258,9.703053,6.729643,10.374827,8.256208,11.438620,6.181201,11.692640,5.275327
6.507,6.122119,6.094260,4.952106,6.546543,-0.513287,4.717248,6.130059,2.089159,5.014419,4.497100,6.963027,6.642469,4.889793,6.051485,179.304260,178.008942,51.086815,168.896713,8.270231,4.085919,9.128832,5.557853,9.397041,6.117613,9.688451,6.707308,10.388067,8.256346,11.439081,6.173948,11.693569,5.267209
6.508,6.121825,6.093140,4.951126,6.545913,-0.528491,4.718227,6.129350,2.097466,5.014945,4.504715,6.962476,6.651006,4.887306,6.022804,179.156677,178.167068,51.264133,169.090622,8.274445,4.095285,9.121490,5.525076,9.389647,6.094330,9.677051,6.681357,10.410527,8.256519,11.444493,6.167846,11.695267,5.259016
6.509,6.121530,6.092020,4.950145,6.545282,-0.543695,4.719206,6.128641,2.105773,5.015471,4.512330,6.961924,6.659543,4.884819,5.994123,179.009094,178.325195,51.441452,169.284515,8.278657,4.104652,9.114148,5.492299,9.382254,6.071046,9.665651,6.655406,10.432987,8.256693,11.449905,6.161744,11.696965,5.250823
6.510,6.121235,6.090900,4.949164,6.544652,-0.558898,4.720184,6.127932,2.114079,5.015998,4.519945,6.961371,6.668080,4.882331,5.965442,178.861526,178.483322,51.618771,169.478424,8.282869,4.114019,9.106806,5.459521,9.374861,6.047762,9.654251,6.629455,10.455446,8.256867,11.455317,6.155643,11.698664,5.242630
6.511,6.120941,6.089780,4.948184,6.544022,-0.574102,4.721163,6.127223,2.122386,5.016525,4.527560,6.960820,6.676617,4.879844,5.936761,178.713943,178.641449,51.796089,169.672333,8.287083,4.123386,9.099464,5.426744,9.367467,6.024478,9.642851,6.603503,10.477906,8.257041,11.460730,6.149540,11.700361,5.234437
6.512,6.120360,6.088386,4.946146,6.544724,-0.589095,4.721158,6.129674,2.131377,5.014803,4.533459,6.959772,6.684237,4.877489,5.908687,178.246933,177.558197,51.990173,170.171036,8.288239,4.129408,9.094344,5.396712,9.351835,5.996671,9.621691,6.575982,10.494887,8.256564,11.461273,6.143518,11.702971,5.225326
6.513,6.119780,6.086992,4.944108,6.545425,-0.604088,4.721153,6.132126,2.140368,5.013082,4.539357,6.958724,6.691858,4.875134,5.880612,177.779907,176.474960,52.184258,170.669739,8.289394,4.135429,9.089224,5.366680,9.336204,5.968863,9.600531,6.548460,10.511868,8.256086,11.461816,6.137496,11.705580,5.216215
6.514,6.119199,6.085598,4.942070,6.546126,-0.619081,4.721148,6.134578,2.149359,5.011361,4.545256,6.957676,6.699479,4.872780,5.852537,177.312897,175.391724,52.378345,171.168442,8.290549,4.141451,9.084103,5.336648,9.320572,5.941055,9.579371,6.520939,10.528849,8.255610,11.462358,6.131474,11.708189,5.207104
6.515,6.118619,6.084203,4.940032,6.546828,-0.634073,4.721143,6.137029,2.158350,5.009639,4.551155,6.956628,6.707099,4.870426,5.824462,176.845886,174.308472,52.572430,171.667145,8.291705,4.147473,9.078982,5.306617,9.304940,5.913248,9.558211,6.493418,10.545830,8.255133,11.462902,6.125451,11.710798,5.197993
6.516,6.117859,6.082625,4.937844,6.544487,-0.649152,4.719395,6.134030,2.164973,5.010704,4.558063,6.954945,6.717260,4.864985,5.799578,176.376907,173.745728,52.696526,171.975998,8.293688,4.155493,9.073804,5.279435,9.292109,5.887668,9.545773,6.475068,10.556040,8.251295,11.464253,6.119860,11.713692,5.192480
6.517,6.117100,6.081047,4.935657,6.542146,-0.664230,4.717647,6.131032,2.171597,5.011768,4.564970,6.953261,6.727421,4.859545,5.774693,175.907928,173.182983,52.820618,172.284851,8.295671,4.163514,9.068625,5.252253,9.279276,5.862088,9.533333,6.456717,10.566250,8.247457,11.465605,6.114269,11.716585,5.186966
6.518,6.116340,6.079469,4.933469,6.539805,-0.679309,4.715898,6.128033,2.178220,5.012833,4.571878,6.951578,6.737581,4.854104,5.749808,175.438950,172.620224,52.944710,172.593689,8.297654,4.171535,9.063447,5.225071,9.266443,5.836508,9.520893,6.438368,10.576461,8.243618,11.466957,6.108678,11.719479,5.181452
6.519,6.115581,6.077891,4.931281,6.537464,-0.694387,4.714150,6.125034,2.184843,5.013898,4.578786,6.949894,6.747742,4.848663,5.724924,174.969971,172.057480,53.068806,172.902542,8.299637,4.179555,9.058269,5.197889,9.253612,5.810928,9.508454,6.420018,10.586671,8.239780,11.468308,6.103087,11.722372,5.175938
6.520,6.114748,6.076245,4.931032,6.537553,-0.709380,4.711488,6.125065,2.195039,5.015460,4.582694,6.950040,6.753607,4.846603,5.697767,173.162933,172.194016,53.081356,173.461716,8.300052,4.187788,9.052844,5.168987,9.234486,5.784984,9.494703,6.390406,10.604286,8.230688,11.467739,6.095503,11.723843,5.170436
6.521,6.113914,6.074598,4.930783,6.537641,-0.724374,4.708827,6.125096,2.205235,5.017023,4.586602,6.950186,6.759472,4.844543,5.670610,171.355881,172.330536,53.093903,174.020874,8.300467,4.196021,9.047419,5.140085,9.215359,5.759040,9.480951,6.360794,10.621901,8.221596,11.467170,6.087919,11.725313,5.164934
6.522,6.113082,6.072951,4.930534,6.537729,-0.739367,4.706165,6.125127,2.215431,5.018586,4.590511,6.950332,6.765337,4.842482,5.643454,169.548828,172.467072,53.106453,174.580048,8.300881,4.204253,9.041994,5.111183,9.196233,5.733097,9.467199,6.331182,10.639516,8.212504,11.466600,6.080335,11.726785,5.159432
6.523,6.112249,6.071305,4.930285,6.537818,-0.754361,4.703503,6.125158,2.225627,5.020149,4.594419,6.950477,6.771202,4.840421,5.616298,167.741791,172.603607,53.119003,175.139221,8.301296,4.212486,9.036570,5.082281,9.177107,5.707153,9.453448,6.301571,10.657131,8.203412,11.466031,6.072751,11.728255,5.153930
6.524,6.111326,6.069568,4.930665,6.536647,-0.769355,4.700829,6.124605,2.237086,5.022243,4.601409,6.948689,6.779815,4.839087,5.588627,167.708954,172.936951,52.988537,175.663177,8.300820,4.218750,9.017735,5.063286,9.162908,5.680237,9.448053,6.276302,10.676199,8.194937,11.466426,6.067832,11.729848,5.151427
6.525,6.110403,6.067831,4.931046,6.535476,-0.784350,4.698153,6.124051,2.248544,5.024338,4.608398,6.946901,6.788428,4.837753,5.560956,167.676117,173.270294,52.858070,176.187134,8.300344,4.225013,8.998899,5.044291,9.148708,5.653322,9.442657,6.251033,10.695266,8.186460,11.466822,6.062912,11.731440,5.148925
6.526,6.109480,6.066094,4.931426,6.534306,-0.799345,4.695479,6.123497,2.260002,5.026432,4.615388,6.945113,6.797041,4.836419,5.533285,167.643265,173.603638,52.727600,176.711105,8.299868,4.231277,8.980062,5.025295,9.134509,5.626406,9.437263,6.225764,10.714333,8.177984,11.467216,6.057992,11.733032,5.146422
6.527,6.108557,6.064357,4.931806,6.533134,-0.814340,4.692804,6.122943,2.271461,5.028526,4.622378,6.943325,6.805654,4.835085,5.505614,167.610428,173.936981,52.597134,177.235062,8.299392,4.237540,8.961227,5.006300,9.120310,5.599491,9.431868,6.200496,10.733400,8.169509,11.467611,6.053073,11.734625,5.143920
6.528,6.107609,6.062603,4.935615,6.531085,-0.829174,4.691077,6.123247,2.279868,5.028668,4.630091,6.938922,6.817014,4.842562,5.487093,167.497787,173.568817,52.466000,177.678040,8.292617,4.239222,8.946882,4.977952,9.105643,5.569877,9.413206,6.160433,10.757198,8.154896,11.463800,6.047045,11.735198,5.141883
6.529,6.106661,6.060850,4.939425,6.529035,-0.844008,4.689350,6.123551,2.288276,5.028811,4.637804,6.934518,6.828374,4.850039,5.468572,167.385132,173.200638,52.334862,178.121002,8.285841,4.240904,8.932537,4.949603,9.090977,5.540262,9.394545,6.120370,10.780996,8.140282,11.459990,6.041016,11.735771,5.139847
6.530,6.105712,6.059097,4.943234,6.526985,-0.858842,4.687623,6.123855,2.296684,5.028953,4.645517,6.930115,6.839734,4.857515,5.450050,167.272491,172.832458,52.203728,178.563980,8.279066,4.242586,8.918192,4.921255,9.076311,5.510648,9.375882,6.080307,10.804793,8.125668,11.456178,6.034987,11.736343,5.137810
6.531,6.104764,6.057344,4.947043,6.524935,-0.873676,4.685896,6.124159,2.305091,5.029095,4.653231,6.925712,6.851094,4.864992,5.431530,167.159851,172.464294,52.072594,179.006958,8.272291,4.244267,8.903847,4.892906,9.061645,5.481034,9.357221,6.040244,10.828591,8.111054,11.452367,6.028959,11.736917,5.135774
6.532,6.103635,6.055361,4.948865,6.524199,-0.889399,4.683649,6.124129,2.314513,5.024243,4.658855,6.924270,6.860752,4.873487,5.409648,166.359665,172.563446,52.118397,178.644196,8.268005,4.247070,8.888430,4.880317,9.039378,5.457675,9.340209,6.017003,10.837668,8.099870,11.448798,6.025791,11.734972,5.132829
6.533,6.102505,6.053378,4.950687,6.523464,-0.905122,4.681402,6.124100,2.323936,5.019392,4.664479,6.922828,6.870409,4.881983,5.387766,165.559479,172.662582,52.164200,178.281433,8.263720,4.249872,8.873013,4.867728,9.017112,5.434318,9.323196,5.993762,10.846746,8.088686,11.445230,6.022623,11.733028,5.129885
6.534,6.101375,6.051395,4.952509,6.522728,-0.920844,4.679155,6.124071,2.333358,5.014541,4.670104,6.921385,6.880067,4.890479,5.365884,164.759293,172.761719,52.210007,177.918671,8.259435,4.252674,8.857597,4.855139,8.994845,5.410959,9.306185,5.970520,10.855824,8.077501,11.441662,6.019455,11.731084,5.126940
6.535,6.100245,6.049412,4.954331,6.521992,-0.936567,4.676908,6.124041,2.342780,5.009689,4.675728,6.919943,6.889725,4.898974,5.344003,163.959106,172.860870,52.255810,177.555908,8.255149,4.255476,8.842180,4.842550,8.972579,5.387601,9.289173,5.947279,10.864901,8.066317,11.438093,6.016287,11.729139,5.123996
6.536,6.098866,6.047148,4.957743,6.522669,-0.952853,4.673038,6.122205,2.351405,5.005603,4.683696,6.923134,6.893990,4.909883,5.339134,163.411011,173.396057,52.369812,177.227722,8.255216,4.263015,8.818718,4.836439,8.949218,5.375508,9.275396,5.935501,10.863976,8.058338,11.433441,6.013761,11.728832,5.122462
6.537,6.097486,6.044885,4.961155,6.523347,-0.969140,4.669168,6.120369,2.360031,5.001516,4.691664,6.926324,6.898255,4.920794,5.334265,162.862915,173.931229,52.483810,176.899521,8.255283,4.270553,8.795256,4.830328,8.925857,5.363416,9.261619,5.923723,10.863051,8.050361,11.428790,6.011234,11.728524,5.120929
6.538,6.096107,6.042621,4.964567,6.524024,-0.985426,4.665299,6.118534,2.368656,4.997430,4.699631,6.929514,6.902520,4.931704,5.329396,162.314819,174.466400,52.597813,176.571320,8.255350,4.278091,8.771794,4.824216,8.902495,5.351324,9.247841,5.911945,10.862127,8.042383,11.424139,6.008707,11.728216,5.119395
6.539,6.094727,6.040357,4.967978,6.524701,-1.001712,4.661429,6.116698,2.377281,4.993344,4.707599,6.932705,6.906785,4.942613,5.324527,161.766724,175.001587,52.711815,176.243134,8.255417,4.285629,8.748332,4.818105,8.879134,5.339231,9.234064,5.900167,10.861202,8.034405,11.419487,6.006181,11.727909,5.117862
6.540,6.093128,6.037861,4.973759,6.523660,-1.018238,4.658850,6.117916,2.386841,4.993678,4.719293,6.929405,6.914381,4.953841,5.312321,162.634842,174.871841,52.759361,175.973145,8.259570,4.293031,8.719664,4.792048,8.859688,5.313084,9.222778,5.885235,10.866508,8.025337,11.416763,6.005412,11.726803,5.118234
6.541,6.091528,6.035365,4.979540,6.522619,-1.034763,4.656270,6.119133,2.396401,4.994011,4.730987,6.926105,6.921976,4.965070,5.300115,163.502960,174.742096,52.806911,175.703171,8.263723,4.300433,8.690995,4.765991,8.840241,5.286936,9.211493,5.870304,10.871813,8.016269,11.414041,6.004642,11.725697,5.118607
6.542,6.089929,6.032868,4.985321,6.521578,-1.051288,4.653691,6.120351,2.405962,4.994344,4.742681,6.922805,6.929571,4.976298,5.287909,164.371063,174.612335,52.854462,175.433197,8.267876,4.307835,8.662327,4.739935,8.820795,5.260788,9.200207,5.855373,10.877119,8.007201,11.411318,6.003874,11.724591,5.118979
6.543,6.088330,6.030372,4.991101,6.520537,-1.067814,4.651112,6.121569,2.415522,4.994677,4.754374,6.919506,6.937167,4.987526,5.275703,165.239182,174.482590,52.902008,175.163208,8.272029,4.315237,8.633658,4.713878,8.801349,5.234641,9.188921,5.840442,10.882424,7.998133,11.408594,6.003105,11.723485,5.119352
6.544,6.086300,6.027443,4.997145,6.520540,-1.084392,4.648213,6.121485,2.423390,4.988368,4.763204,6.919595,6.945877,5.005923,5.279713,164.002579,175.405441,52.711205,174.623169,8.278144,4.322206,8.615322,4.704385,8.777882,5.217371,9.185441,5.830048,10.885606,7.993587,11.402814,6.001137,11.721283,5.122504
6.545,6.084270,6.024513,5.003189,6.520543,-1.100970,4.645316,6.121401,2.431258,4.982059,4.772034,6.919684,6.954586,5.024320,5.283722,162.765991,176.328278,52.520401,174.083130,8.284260,4.329175,8.596985,4.694891,8.754416,5.200101,9.181961,5.819653,10.888786,7.989039,11.397034,5.999169,11.719081,5.125657
6.546,6.082241,6.021584,5.009233,6.520545,-1.117548,4.642418,6.121318,2.439126,4.975749,4.780864,6.919774,6.963296,5.042716,5.287732,161.529388,177.251129,52.329594,173.543106,8.290375,4.336143,8.578649,4.685397,8.730948,5.182831,9.178480,5.809258,10.891968,7.984492,11.391254,5.997202,11.716879,5.128810
6.547,6.080211,6.018654,5.015276,6.520548,-1.134127,4.639520,6.121234,2.446994,4.969440,4.789694,6.919863,6.972006,5.061113,5.291741,160.292786,178.173981,52.138790,173.003067,8.296490,4.343112,8.560312,4.675904,8.707481,5.165561,9.175000,5.798863,10.895149,7.979946,11.385474,5.995234,11.714677,5.131962
6.548,6.078016,6.015592,5.019320,6.521992,-1.150108,4.637180,6.122575,2.456335,4.968104,4.788484,6.921410,6.978837,5.070537,5.291580,160.549576,178.057816,52.070992,172.682007,8.306149,4.346152,8.552161,4.667491,8.700068,5.152840,9.169914,5.790045,10.898718,7.975408,11.382380,5.995289,11.714728,5.131461
