"Time","28a CoMy (cm)","v1 xCoMy","v3 Left CoP","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.753,5.788303,5.797039,4.930454,6.340239,0.160954,5.541712,6.133348,4.491023,5.183053,3.174812,6.547130,8.550097,4.677855,7.394643,138.618118,141.136993,56.222382,167.051483,8.824010,2.672526,8.273736,6.912920,8.496246,7.386947,9.111959,7.654289,9.934065,9.222715,11.113488,7.056044,11.375170,6.119625
1.754,5.787569,5.796556,4.932060,6.339346,0.165562,5.544315,6.134076,4.501017,5.185441,3.172078,6.544617,8.557794,4.678678,7.406002,138.121506,140.824188,56.207291,166.976532,8.827511,2.671822,8.275162,6.919622,8.494815,7.393042,9.115228,7.659337,9.933207,9.224616,11.115335,7.058004,11.376572,6.121981
1.755,5.786835,5.796072,4.933666,6.338453,0.170170,5.546919,6.134804,4.511010,5.187830,3.169344,6.542103,8.565492,4.679502,7.417361,137.624893,140.511383,56.192196,166.901581,8.831012,2.671117,8.276588,6.926324,8.493383,7.399137,9.118495,7.664383,9.932347,9.226516,11.117184,7.059964,11.377973,6.124336
1.756,5.786052,5.795580,4.934690,6.338696,0.175555,5.549382,6.135541,4.519356,5.189220,3.168893,6.541852,8.576167,4.680158,7.426000,137.503265,140.262604,56.227665,166.830353,8.829646,2.668481,8.276678,6.935186,8.494432,7.407413,9.119186,7.669386,9.931967,9.229729,11.118808,7.063067,11.379620,6.125340
1.757,5.785268,5.795089,4.935713,6.338940,0.180940,5.551844,6.136278,4.527701,5.190611,3.168443,6.541601,8.586843,4.680815,7.434639,137.381653,140.013824,56.263134,166.759109,8.828281,2.665845,8.276768,6.944049,8.495481,7.415689,9.119879,7.674389,9.931585,9.232943,11.120432,7.066171,11.381266,6.126343
1.758,5.784484,5.794598,4.936736,6.339183,0.186324,5.554306,6.137016,4.536047,5.192001,3.167992,6.541350,8.597518,4.681471,7.443278,137.260040,139.765045,56.298603,166.687866,8.826916,2.663209,8.276856,6.952911,8.496529,7.423965,9.120570,7.679392,9.931204,9.236156,11.122056,7.069274,11.382912,6.127347
1.759,5.783700,5.794106,4.937759,6.339426,0.191709,5.556768,6.137753,4.544392,5.193392,3.167541,6.541100,8.608193,4.682127,7.451917,137.138412,139.516266,56.334072,166.616638,8.825550,2.660573,8.276946,6.961773,8.497578,7.432240,9.121262,7.684395,9.930823,9.239368,11.123680,7.072378,11.384559,6.128351
1.760,5.782919,5.793656,4.938340,6.338329,0.197804,5.560734,6.138098,4.555093,5.194383,3.167753,6.538561,8.613707,4.682296,7.462577,136.181686,138.752792,56.324928,166.537842,8.821445,2.655658,8.275629,6.970609,8.495206,7.444600,9.122923,7.689560,9.928246,9.241071,11.124145,7.074143,11.384758,6.130013
1.761,5.782139,5.793206,4.938920,6.337232,0.203898,5.564700,6.138443,4.565794,5.195374,3.167964,6.536022,8.619219,4.682466,7.473238,135.224976,137.989319,56.315784,166.459030,8.817339,2.650742,8.274311,6.979445,8.492834,7.456960,9.124583,7.694724,9.925669,9.242773,11.124609,7.075909,11.384958,6.131676
1.762,5.781358,5.792756,4.939500,6.336135,0.209993,5.568666,6.138787,4.576496,5.196365,3.168175,6.533483,8.624732,4.682635,7.483899,134.268250,137.225845,56.306641,166.380219,8.813234,2.645825,8.272994,6.988281,8.490461,7.469319,9.126244,7.699889,9.923092,9.244475,11.125072,7.077674,11.385158,6.133338
1.763,5.780577,5.792305,4.940081,6.335038,0.216088,5.572632,6.139132,4.587197,5.197356,3.168387,6.530944,8.630245,4.682805,7.494559,133.311523,136.462372,56.297497,166.301422,8.809129,2.640909,8.271677,6.997117,8.488090,7.481679,9.127905,7.705053,9.920515,9.246178,11.125537,7.079440,11.385357,6.135000
1.764,5.779824,5.791909,4.939859,6.335195,0.222640,5.575849,6.139469,4.595895,5.197754,3.167472,6.530921,8.640981,4.681965,7.504472,133.347855,136.175461,56.448196,166.244293,8.806631,2.638883,8.266829,7.004986,8.488731,7.493188,9.125807,7.711584,9.917402,9.247966,11.127988,7.080920,11.388252,6.138152
1.765,5.779072,5.791512,4.939639,6.335352,0.229193,5.579066,6.139806,4.604593,5.198152,3.166558,6.530898,8.651716,4.681126,7.514384,133.384186,135.888550,56.598900,166.187180,8.804132,2.636857,8.261982,7.012856,8.489374,7.504697,9.123709,7.718114,9.914289,9.249754,11.130440,7.082400,11.391148,6.141303
1.766,5.778319,5.791115,4.939418,6.335509,0.235746,5.582284,6.140142,4.613292,5.198549,3.165644,6.530875,8.662453,4.680286,7.524297,133.420517,135.601654,56.749599,166.130066,8.801634,2.634831,8.257135,7.020725,8.490017,7.516206,9.121612,7.724644,9.911175,9.251543,11.132891,7.083879,11.394042,6.144455
1.767,5.777567,5.790718,4.939197,6.335666,0.242298,5.585501,6.140479,4.621990,5.198947,3.164730,6.530852,8.673188,4.679447,7.534209,133.456848,135.314743,56.900299,166.072937,8.799136,2.632805,8.252288,7.028594,8.490659,7.527715,9.119514,7.731174,9.908062,9.253331,11.135342,7.085360,11.396937,6.147606
1.768,5.776859,5.790400,4.939539,6.335093,0.249483,5.590473,6.140406,4.631144,5.201241,3.163544,6.529781,8.681530,4.677839,7.541773,133.306931,134.961365,56.917671,166.004379,8.799849,2.637151,8.251959,7.038976,8.491639,7.537572,9.120630,7.737512,9.905134,9.255572,11.136151,7.087651,11.398017,6.149348
1.769,5.776151,5.790082,4.939882,6.334522,0.256668,5.595446,6.140333,4.640298,5.203535,3.162359,6.528710,8.689872,4.676230,7.549337,133.157013,134.608002,56.935040,165.935822,8.800561,2.641496,8.251630,7.049358,8.492619,7.547429,9.121747,7.743850,9.902207,9.257812,11.136961,7.089943,11.399096,6.151089
1.770,5.775443,5.789764,4.940226,6.333950,0.263853,5.600418,6.140261,4.649452,5.205829,3.161174,6.527639,8.698214,4.674623,7.556902,133.007095,134.254639,56.952408,165.867249,8.801273,2.645842,8.251301,7.059741,8.493599,7.557286,9.122864,7.750187,9.899281,9.260054,11.137770,7.092234,11.400175,6.152831
1.771,5.774735,5.789446,4.940568,6.333378,0.271037,5.605390,6.140188,4.658606,5.208122,3.159988,6.526568,8.706555,4.673015,7.564466,132.857178,133.901260,56.969780,165.798691,8.801986,2.650187,8.250972,7.070123,8.494579,7.567143,9.123981,7.756525,9.896353,9.262295,11.138579,7.094526,11.401255,6.154572
1.772,5.774108,5.789234,4.942698,6.332411,0.278688,5.606686,6.138884,4.668255,5.213657,3.157032,6.525938,8.711623,4.671738,7.575935,132.527405,134.041214,57.025005,165.607269,8.802266,2.653081,8.255476,7.076978,8.491613,7.569741,9.125814,7.763017,9.893188,9.262703,11.141059,7.095025,11.401868,6.156819
1.773,5.773481,5.789022,4.944827,6.331444,0.286339,5.607982,6.137581,4.677904,5.219193,3.154075,6.525308,8.716692,4.670461,7.587404,132.197617,134.181183,57.080231,165.415863,8.802546,2.655975,8.259981,7.083833,8.488647,7.572340,9.127648,7.769508,9.890025,9.263111,11.143538,7.095523,11.402481,6.159065
1.774,5.772854,5.788811,4.946956,6.330477,0.293990,5.609277,6.136277,4.687552,5.224728,3.151119,6.524677,8.721760,4.669185,7.598873,131.867828,134.321136,57.135452,165.224442,8.802826,2.658868,8.264485,7.090688,8.485681,7.574939,9.129482,7.776000,9.886862,9.263519,11.146017,7.096022,11.403093,6.161312
1.775,5.772227,5.788599,4.949085,6.329510,0.301641,5.610573,6.134974,4.697201,5.230263,3.148162,6.524046,8.726828,4.667908,7.610342,131.538055,134.461090,57.190678,165.033020,8.803106,2.661762,8.268990,7.097542,8.482715,7.577537,9.131316,7.782492,9.883698,9.263927,11.148497,7.096521,11.403707,6.163559
1.776,5.771662,5.788488,4.949741,6.328358,0.310015,5.613125,6.134953,4.706592,5.231269,3.138427,6.521763,8.734026,4.668213,7.621766,131.641983,134.067657,57.093964,164.953125,8.802383,2.662976,8.267382,7.110515,8.482295,7.586514,9.136026,7.790546,9.879080,9.265779,11.148637,7.098744,11.403962,6.166500
1.777,5.771096,5.788377,4.950397,6.327207,0.318390,5.615677,6.134933,4.715982,5.232275,3.128692,6.519480,8.741225,4.668518,7.633191,131.745911,133.674210,56.997246,164.873215,8.801661,2.664190,8.265774,7.123487,8.481876,7.595492,9.140736,7.798600,9.874462,9.267630,11.148777,7.100967,11.404217,6.169441
1.778,5.770530,5.788266,4.951052,6.326055,0.326764,5.618229,6.134913,4.725373,5.233282,3.118957,6.517197,8.748425,4.668823,7.644615,131.849823,133.280762,56.900528,164.793304,8.800939,2.665404,8.264165,7.136460,8.481457,7.604470,9.145446,7.806654,9.869845,9.269482,11.148916,7.103191,11.404472,6.172383
1.779,5.769965,5.788155,4.951708,6.324903,0.335138,5.620781,6.134893,4.734764,5.234288,3.109221,6.514913,8.755623,4.669128,7.656040,131.953751,132.887329,56.803814,164.713409,8.800216,2.666617,8.262557,7.149433,8.481037,7.613447,9.150156,7.814708,9.865228,9.271333,11.149056,7.105414,11.404728,6.175324
1.780,5.769487,5.788162,4.953145,6.327116,0.344062,5.623798,6.137424,4.743292,5.234783,3.104921,6.516809,8.764212,4.671507,7.665007,131.572510,132.768478,56.812958,164.545654,8.799683,2.671260,8.262698,7.155705,8.477470,7.619364,9.156066,7.823232,9.864905,9.273501,11.154214,7.107848,11.409061,6.177073
1.781,5.769010,5.788169,4.954583,6.329329,0.352986,5.626816,6.139954,4.751820,5.235279,3.100621,6.518704,8.772801,4.673886,7.673974,131.191269,132.649628,56.822098,164.377899,8.799149,2.675902,8.262838,7.161977,8.473904,7.625280,9.161976,7.831755,9.864584,9.275670,11.159370,7.110281,11.413394,6.178823
1.782,5.768532,5.788176,4.956020,6.331542,0.361909,5.629833,6.142484,4.760347,5.235775,3.096321,6.520599,8.781391,4.676265,7.682941,130.810028,132.530777,56.831238,164.210129,8.798615,2.680544,8.262980,7.168249,8.470337,7.631197,9.167887,7.840278,9.864262,9.277839,11.164528,7.112715,11.417727,6.180572
1.783,5.768054,5.788182,4.957458,6.333755,0.370833,5.632850,6.145014,4.768875,5.236270,3.092021,6.522495,8.789980,4.678644,7.691908,130.428787,132.411926,56.840382,164.042374,8.798082,2.685186,8.263121,7.174521,8.466770,7.637114,9.173797,7.848802,9.863939,9.280007,11.169685,7.115148,11.422060,6.182322
1.784,5.767508,5.788150,4.959500,6.334283,0.380324,5.635893,6.144846,4.776412,5.237584,3.090358,6.523719,8.795804,4.681417,7.702582,130.213303,131.828888,56.775696,163.981689,8.797966,2.686635,8.261310,7.186305,8.466240,7.647243,9.178077,7.854543,9.860680,9.279951,11.170953,7.115538,11.423331,6.184752
1.785,5.766960,5.788118,4.961543,6.334811,0.389815,5.638936,6.144679,4.783950,5.238897,3.088694,6.524943,8.801628,4.684189,7.713256,129.997818,131.245865,56.711006,163.921021,8.797850,2.688084,8.259499,7.198089,8.465710,7.657372,9.182358,7.860285,9.857420,9.279896,11.172220,7.115928,11.424603,6.187183
1.786,5.766413,5.788086,4.963586,6.335339,0.399306,5.641979,6.144511,4.791488,5.240210,3.087031,6.526167,8.807452,4.686962,7.723930,129.782333,130.662842,56.646320,163.860336,8.797733,2.689533,8.257689,7.209872,8.465179,7.667501,9.186638,7.866027,9.854161,9.279840,11.173488,7.116317,11.425875,6.189614
1.787,5.765866,5.788054,4.965629,6.335867,0.408796,5.645021,6.144343,4.799025,5.241523,3.085367,6.527391,8.813276,4.689734,7.734604,129.566849,130.079803,56.581635,163.799652,8.797617,2.690982,8.255877,7.221656,8.464649,7.677630,9.190918,7.871768,9.850902,9.279784,11.174755,7.116707,11.427146,6.192045
1.788,5.765372,5.788119,4.966286,6.337629,0.419098,5.646900,6.146512,4.809116,5.243782,3.085120,6.528746,8.817708,4.688790,7.743801,129.238495,129.627930,56.596565,163.641495,8.797088,2.689860,8.251420,7.231817,8.460396,7.686775,9.194869,7.877491,9.851389,9.281494,11.178681,7.118614,11.429526,6.193923
1.789,5.764877,5.788183,4.966942,6.339391,0.429400,5.648778,6.148680,4.819207,5.246039,3.084873,6.530101,8.822140,4.687845,7.752997,128.910156,129.176041,56.611496,163.483337,8.796558,2.688737,8.246962,7.241979,8.456142,7.695920,9.198820,7.883215,9.851875,9.283203,11.182608,7.120521,11.431907,6.195802
1.790,5.764382,5.788248,4.967599,6.341152,0.439702,5.650657,6.150848,4.829298,5.248298,3.084626,6.531456,8.826572,4.686900,7.762195,128.581818,128.724152,56.626423,163.325165,8.796028,2.687615,8.242504,7.252140,8.451889,7.705065,9.202771,7.888938,9.852363,9.284912,11.186534,7.122427,11.434287,6.197680
1.791,5.763888,5.788312,4.968256,6.342914,0.450004,5.652535,6.153016,4.839390,5.250556,3.084379,6.532811,8.831004,4.685956,7.771391,128.253464,128.272278,56.641354,163.167007,8.795499,2.686493,8.238047,7.262301,8.447636,7.714210,9.206722,7.894661,9.852850,9.286622,11.190460,7.124334,11.436667,6.199559
1.792,5.763484,5.788511,4.968840,6.343179,0.461094,5.656768,6.152112,4.847332,5.252315,3.079887,6.534245,8.835540,4.685365,7.779576,127.505661,127.640831,56.526222,163.078293,8.795627,2.685493,8.238018,7.271517,8.444678,7.723024,9.211254,7.898640,9.850485,9.286594,11.190801,7.124864,11.436764,6.199025
1.793,5.763081,5.788709,4.969424,6.343443,0.472184,5.661000,6.151207,4.855274,5.254074,3.075395,6.535679,8.840075,4.684773,7.787761,126.757858,127.009384,56.411091,162.989563,8.795753,2.684494,8.237989,7.280733,8.441721,7.731838,9.215785,7.902619,9.848121,9.286566,11.191141,7.125393,11.436861,6.198490
1.794,5.762677,5.788907,4.970008,6.343708,0.483273,5.665233,6.150302,4.863215,5.255834,3.070903,6.537114,8.844610,4.684182,7.795946,126.010048,126.377937,56.295959,162.900848,8.795881,2.683494,8.237961,7.289949,8.438763,7.740652,9.220316,7.906598,9.845757,9.286537,11.191481,7.125923,11.436957,6.197956
1.795,5.762273,5.789105,4.970592,6.343973,0.494363,5.669466,6.149398,4.871158,5.257593,3.066410,6.538548,8.849146,4.683591,7.804131,125.262245,125.746490,56.180828,162.812134,8.796009,2.682494,8.237932,7.299165,8.435805,7.749465,9.224848,7.910577,9.843391,9.286510,11.191821,7.126452,11.437054,6.197422
1.796,5.762075,5.789547,4.971896,6.345610,0.506152,5.669003,6.151322,4.880427,5.260081,3.064682,6.539897,8.851463,4.683712,7.814263,124.694336,125.025711,56.105297,162.660339,8.793184,2.681545,8.238120,7.312175,8.435701,7.762221,9.229377,7.916282,9.840307,9.286075,11.193407,7.126665,11.437811,6.197142
1.797,5.761877,5.789989,4.973201,6.347246,0.517940,5.668540,6.153246,4.889698,5.262568,3.062955,6.541245,8.853781,4.683833,7.824396,124.126419,124.304932,56.029762,162.508560,8.790359,2.680596,8.238308,7.325185,8.435598,7.774978,9.233906,7.921987,9.837223,9.285641,11.194994,7.126877,11.438569,6.196862
1.798,5.761680,5.790431,4.974505,6.348882,0.529728,5.668077,6.155169,4.898968,5.265057,3.061227,6.542594,8.856099,4.683954,7.834529,123.558510,123.584145,55.954231,162.356781,8.787535,2.679648,8.238496,7.338196,8.435494,7.787734,9.238435,7.927691,9.834138,9.285206,11.196581,7.127090,11.439327,6.196582
1.799,5.761482,5.790874,4.975810,6.350518,0.541516,5.667614,6.157094,4.908237,5.267545,3.059499,6.543943,8.858417,4.684074,7.844661,122.990601,122.863365,55.878700,162.204987,8.784710,2.678699,8.238684,7.351206,8.435390,7.800489,9.242964,7.933396,9.831054,9.284771,11.198167,7.127302,11.440084,6.196302
1.800,5.761472,5.791534,4.976635,6.352843,0.553877,5.671193,6.159495,4.921669,5.270202,3.051442,6.546192,8.854444,4.683067,7.853062,124.113510,122.187828,55.593666,162.070618,8.777351,2.672338,8.235040,7.367531,8.441236,7.807701,9.252563,7.935796,9.831083,9.284569,11.198328,7.128622,11.438361,6.197299
1.801,5.761461,5.792195,4.977460,6.355168,0.566237,5.674772,6.161898,4.935100,5.272859,3.043384,6.548440,8.850470,4.682060,7.861463,125.236420,121.512299,55.308632,161.936249,8.769994,2.665978,8.231396,7.383857,8.447081,7.814913,9.262161,7.938195,9.831112,9.284366,11.198488,7.129942,11.436638,6.198297
1.802,5.761451,5.792855,4.978285,6.357493,0.578598,5.678352,6.164299,4.948530,5.275516,3.035327,6.550688,8.846497,4.681054,7.869863,126.359329,120.836761,55.023602,161.801865,8.762636,2.659618,8.227751,7.400182,8.452927,7.822124,9.271759,7.940595,9.831141,9.284163,11.198649,7.131262,11.434914,6.199294
1.803,5.761441,5.793516,4.979110,6.359818,0.590958,5.681931,6.166701,4.961961,5.278172,3.027270,6.552936,8.842524,4.680047,7.878263,127.482239,120.161224,54.738567,161.667496,8.755278,2.653258,8.224107,7.416508,8.458772,7.829336,9.281358,7.942995,9.831170,9.283960,11.198811,7.132582,11.433190,6.200292
1.804,5.761502,5.794271,4.979282,6.362789,0.603730,5.682563,6.165924,4.970163,5.279311,3.013959,6.559654,8.826177,4.679253,7.889581,127.384552,119.618698,54.662025,161.576096,8.746995,2.635724,8.221455,7.427987,8.458502,7.840232,9.283921,7.948655,9.827183,9.284211,11.198858,7.133576,11.432745,6.202827
1.805,5.761564,5.795026,4.979454,6.365759,0.616502,5.683195,6.165146,4.978365,5.280449,3.000649,6.566372,8.809830,4.678459,7.900898,127.286873,119.076172,54.585487,161.484695,8.738712,2.618190,8.218802,7.439466,8.458232,7.851128,9.286485,7.954315,9.823196,9.284462,11.198906,7.134571,11.432300,6.205362
1.806,5.761626,5.795781,4.979626,6.368729,0.629274,5.683826,6.164368,4.986567,5.281588,2.987338,6.573090,8.793484,4.677665,7.912216,127.189194,118.533646,54.508945,161.393295,8.730430,2.600657,8.216150,7.450945,8.457962,7.862024,9.289048,7.959976,9.819210,9.284714,11.198953,7.135565,11.431854,6.207898
1.807,5.761688,5.796536,4.979798,6.371699,0.642046,5.684458,6.163590,4.994768,5.282726,2.974028,6.579808,8.777137,4.676871,7.923533,127.091507,117.991119,54.432404,161.301895,8.722147,2.583123,8.213498,7.462425,8.457692,7.872920,9.291612,7.965636,9.815223,9.284965,11.199000,7.136559,11.431409,6.210433
1.808,5.761891,5.797454,4.981461,6.374530,0.655207,5.685486,6.164756,5.003064,5.283917,2.966970,6.584303,8.755573,4.679005,7.931561,126.947472,117.870392,54.339581,161.001465,8.715995,2.572327,8.216776,7.472275,8.458292,7.884050,9.293092,7.979995,9.802445,9.284504,11.198144,7.137456,11.429388,6.211788
1.809,5.762094,5.798371,4.983123,6.377360,0.668368,5.686515,6.165921,5.011360,5.285108,2.959912,6.588799,8.734011,4.681139,7.939590,126.803436,117.749672,54.246758,160.701035,8.709843,2.561531,8.220053,7.482126,8.458891,7.895181,9.294572,7.994355,9.789669,9.284042,11.197287,7.138353,11.427366,6.213143
1.810,5.762298,5.799289,4.984786,6.380191,0.681529,5.687544,6.167087,5.019657,5.286298,2.952854,6.593295,8.712448,4.683273,7.947618,126.659401,117.628952,54.153934,160.400604,8.703690,2.550735,8.223330,7.491976,8.459491,7.906311,9.296052,8.008715,9.776892,9.283582,11.196430,7.139250,11.425345,6.214499
1.811,5.762501,5.800207,4.986448,6.383021,0.694689,5.688572,6.168252,5.027953,5.287489,2.945796,6.597790,8.690885,4.685407,7.955646,126.515366,117.508224,54.061111,160.100174,8.697537,2.539938,8.226608,7.501827,8.460091,7.917441,9.297532,8.023074,9.764114,9.283121,11.195574,7.140146,11.423325,6.215853
1.812,5.762887,5.801328,4.986234,6.388457,0.708241,5.689926,6.168434,5.036364,5.287778,2.931587,6.608480,8.660233,4.684690,7.964959,127.092354,116.782516,54.040325,159.985489,8.696006,2.508607,8.227248,7.522051,8.470734,7.935491,9.296741,8.031745,9.756282,9.283100,11.194741,7.140802,11.422776,6.216905
1.813,5.763272,5.802449,4.986021,6.393893,0.721794,5.691280,6.168616,5.044774,5.288068,2.917379,6.619170,8.629581,4.683974,7.974273,127.669342,116.056808,54.019539,159.870789,8.694474,2.477275,8.227888,7.542275,8.481377,7.953539,9.295949,8.040415,9.748449,9.283079,11.193909,7.141458,11.422228,6.217956
1.814,5.763658,5.803570,4.985807,6.399329,0.735346,5.692634,6.168798,5.053185,5.288357,2.903171,6.629859,8.598930,4.683258,7.983586,128.246338,115.331108,53.998753,159.756104,8.692943,2.445943,8.228529,7.562500,8.492019,7.971588,9.295157,8.049086,9.740616,9.283058,11.193075,7.142113,11.421680,6.219007
1.815,5.764043,5.804691,4.985594,6.404765,0.748898,5.693988,6.168980,5.061596,5.288646,2.888963,6.640549,8.568279,4.682541,7.992900,128.823318,114.605400,53.977966,159.641418,8.691411,2.414612,8.229169,7.582724,8.502662,7.989637,9.294366,8.057756,9.732783,9.283037,11.192243,7.142769,11.421132,6.220059
1.816,5.764646,5.806013,4.985112,6.410728,0.762154,5.693830,6.167563,5.070278,5.289466,2.868565,6.653893,8.537103,4.680758,8.002685,129.101028,113.408531,53.552071,159.545441,8.692566,2.394826,8.230902,7.592790,8.517239,8.002420,9.305146,8.060509,9.730474,9.280929,11.191088,7.143592,11.419072,6.221915
1.817,5.765248,5.807335,4.984631,6.416692,0.775409,5.693673,6.166146,5.078959,5.290286,2.848166,6.667237,8.505926,4.678975,8.012470,129.378738,112.211662,53.126171,159.449478,8.693720,2.375040,8.232634,7.602856,8.531816,8.015203,9.315926,8.063262,9.728164,9.278820,11.189934,7.144416,11.417011,6.223772
