"Time","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
0.205,0.000000,6.110646,4.006386,5.898283,0.000000,1,0,18.796932,12.744578,0,0,16.921030,13.773066,-0.00006,0.10062
0.206,0.000000,6.115250,4.020219,5.902294,0.000000,1,0,18.798239,12.732738,0,0,16.909843,13.786413,0.00015,0.10085
0.207,0.000000,6.119854,4.035075,5.906279,0.000000,1,0,18.799337,12.722751,0,0,16.898636,13.799182,0.00034,0.10096
0.208,0.000000,6.124726,4.049932,5.910264,0.000000,1,0,18.800436,12.712762,0,0,16.887428,13.811951,0.00004,0.10077
0.209,0.000000,6.129642,4.064788,5.914249,0.000000,1,0,18.801533,12.702773,0,0,16.876221,13.824718,0.00006,0.10082
0.210,0.000000,6.135056,4.091062,5.918310,0.000000,1,0,18.801920,12.692066,0,0,16.864952,13.835525,0.00034,0.10099
0.211,0.000000,6.140550,4.120557,5.922392,0.000000,1,0,18.802107,12.681155,0,0,16.853668,13.845776,0.00012,0.10080
0.212,0.000000,6.146285,4.150051,5.926474,0.000000,1,0,18.802294,12.670245,0,0,16.842382,13.856028,0.00009,0.10070
0.213,0.000000,6.152059,4.179545,5.930555,0.000000,1,0,18.802481,12.659335,0,0,16.831099,13.866279,0.00015,0.10091
0.214,0.000000,6.157786,4.212159,5.934598,0.000000,1,0,18.801950,12.643916,0,0,16.820198,13.875280,0.00025,0.10091
0.215,0.000000,6.163505,4.245651,5.938629,0.000000,1,0,18.801218,12.627226,0,0,16.809408,13.883930,0.00012,0.10059
0.216,0.000000,6.169363,4.279144,5.942661,0.000000,1,0,18.800484,12.610536,0,0,16.798616,13.892580,0.00006,0.10067
0.217,0.000000,6.175243,4.312637,5.946692,0.000000,1,0,18.799751,12.593844,0,0,16.787827,13.901230,0.00012,0.10087
0.218,0.000000,6.181448,4.344528,5.951108,0.000000,1,0,18.798681,12.583442,0,0,16.777042,13.908545,0.00006,0.10063
0.219,0.000000,6.187704,4.375967,5.955633,0.000000,1,0,18.797520,12.574812,0,0,16.766260,13.915484,0.00015,0.10064
0.220,0.000000,6.193857,4.407406,5.960157,0.000000,1,0,18.796356,12.566182,0,0,16.755478,13.922424,0.00027,0.10091
0.221,0.000000,6.199993,4.438845,5.964682,0.000000,1,0,18.795193,12.557552,0,0,16.744696,13.929363,0.00004,0.10085
0.222,0.000000,6.205509,4.448251,5.969397,0.000000,1,0,18.792942,12.551419,0,0,16.734123,13.934959,0.00006,0.10069
0.223,0.000000,6.210926,4.451442,5.974166,0.000000,1,0,18.790384,12.545990,0,0,16.723612,13.940177,0.00012,0.10087
0.224,0.000000,6.215581,4.454633,5.978936,0.000000,1,0,18.787825,12.540561,0,0,16.713099,13.945395,0.00021,0.10092
0.225,0.000000,6.220114,4.457825,5.983706,0.000000,1,0,18.785267,12.535131,0,0,16.702587,13.950612,0.00006,0.10067
0.226,0.000000,6.223855,4.438210,5.988253,0.000000,1,0,18.782465,12.526049,0,0,16.692492,13.954090,0.00031,0.10082
0.227,0.000000,6.227469,4.412163,5.992738,0.000000,1,0,18.779594,12.515934,0,0,16.682516,13.957077,0.00019,0.10091
0.228,0.000000,6.230270,4.386115,5.997222,0.000000,1,0,18.776724,12.505819,0,0,16.672539,13.960065,0.00015,0.10083
0.229,0.000000,6.232942,4.360068,6.001707,0.000000,1,0,18.773853,12.495705,0,0,16.662563,13.963052,0.00006,0.10080
0.230,0.000000,6.234803,4.309043,6.006089,0.000000,1,0,18.770306,12.485362,0,0,16.652859,13.964430,0.00000,0.10096
0.231,0.000000,6.236535,4.250973,6.010442,0.000000,1,0,18.766565,12.474956,0,0,16.643232,13.965354,0.00025,0.10104
0.232,0.000000,6.237539,4.192904,6.014795,0.000000,1,0,18.762827,12.464549,0,0,16.633606,13.966278,-0.00002,0.10084
0.233,0.000000,6.238427,4.134834,6.019149,0.000000,1,0,18.759087,12.454143,0,0,16.623980,13.967202,0.00009,0.10090
0.234,0.000000,6.238706,4.062402,6.023190,0.000000,1,0,18.754642,12.444744,0,0,16.614691,13.966393,0.00000,0.10113
0.235,0.000000,6.238886,3.985919,6.027143,0.000000,1,1,18.750000,12.435630,0,0,16.605497,13.965097,0.00009,0.10103
0.236,0.000000,6.238618,3.909437,6.031096,1.993306,1,0,18.745358,12.426517,0,0,16.596302,13.963800,-0.00009,0.10093
0.237,0.000000,6.238277,3.832954,6.035048,4.305727,1,0,18.740715,12.417402,0,0,16.587109,13.962503,0.00015,0.10115
0.238,0.000000,6.237609,3.745894,6.038858,4.625548,1,0,18.735764,12.406310,0,0,16.578566,13.959554,0.00009,0.10120
0.239,0.000000,6.236889,3.655852,6.042627,4.626369,1,0,18.730726,12.394660,0,0,16.570206,13.956138,0.00015,0.10106
0.240,0.000000,6.235718,3.565809,6.046396,4.627665,1,0,18.725687,12.383010,0,0,16.561848,13.952722,0.00015,0.10128
0.241,0.000000,6.234475,3.475766,6.050165,4.629036,1,0,18.720650,12.371360,0,0,16.553488,13.949306,-0.00009,0.10145
0.242,0.000000,6.232656,3.375917,6.053545,4.631586,1,0,18.715120,12.360725,0,0,16.545574,13.945206,0.00031,0.10116
0.243,0.000000,6.230744,3.273303,6.056814,4.634325,1,0,18.709454,12.350378,0,0,16.537786,13.940912,-0.00009,0.10112
0.244,0.000000,6.228421,3.170689,6.060083,4.637772,1,0,18.703785,12.340030,0,0,16.529999,13.936619,0.00021,0.10131
0.245,0.000000,6.226032,3.068074,6.063353,4.641333,1,0,18.698118,12.329682,0,0,16.522211,13.932325,0.00015,0.10122
0.246,0.000000,6.223404,2.960034,6.066332,4.644907,1,0,18.692242,12.316835,0,0,16.514853,13.926074,0.00006,0.10095
0.247,0.000000,6.220739,2.850463,6.069230,4.648485,1,0,18.686306,12.303285,0,0,16.507614,13.919269,-0.00009,0.10113
0.248,0.000000,6.217685,2.740893,6.072128,2.645269,1,1,18.680370,12.289733,0,0,16.500376,13.912464,0.00021,0.10128
0.249,0.000000,6.214568,2.631322,6.075026,0.320780,0,0,18.674437,12.276181,0,0,16.493137,13.905660,0.00009,0.10092
0.250,0.000000,6.210891,2.514245,6.077458,0.000000,0,0,18.668192,12.278625,0,0,16.486895,13.897431,-0.00004,0.10105
0.251,0.000000,6.207125,2.395050,6.079760,0.000000,0,0,18.661861,12.285582,0,0,16.480934,13.888801,0.00017,0.10128
0.252,0.000000,6.202960,2.275856,6.082061,0.000000,0,0,18.655529,12.292538,0,0,16.474972,13.880171,0.00015,0.10103
0.253,0.000000,6.198732,2.156662,6.084363,0.000000,0,0,18.649199,12.299494,0,0,16.469011,13.871541,0.00000,0.10093
0.254,0.000000,6.194319,2.034999,6.086390,0.000000,0,0,18.642107,12.315143,0,0,16.463907,13.861786,0.00006,0.10112
0.255,0.000000,6.189878,1.912641,6.088341,0.000000,0,0,18.634802,12.333242,0,0,16.459044,13.851713,0.00019,0.10107
0.256,0.000000,6.185287,1.790282,6.090291,0.000000,0,0,18.627497,12.351342,0,0,16.454182,13.841640,0.00021,0.10077
0.257,0.000000,6.180673,1.667924,6.092241,0.000000,0,0,18.620192,12.369443,0,0,16.449320,13.831568,-0.00006,0.10081
0.258,0.000000,6.175843,1.542929,6.093825,0.000000,0,0,18.612352,12.388453,0,0,16.446545,13.820931,0.00015,0.10089
0.259,0.000000,6.170979,1.417191,6.095305,0.000000,0,0,18.604364,12.407721,0,0,16.444359,13.810136,0.00006,0.10071
0.260,0.000000,6.165605,1.291452,6.096785,0.000000,0,0,18.596376,12.426988,0,0,16.442173,13.799341,0.00021,0.10051
0.261,0.000000,6.160150,1.165714,6.098265,0.000000,0,0,18.588387,12.446255,0,0,16.439987,13.788546,0.00000,0.10055
0.262,0.000000,6.153931,1.028331,6.099203,0.000000,0,0,18.579861,12.498085,0,0,16.440216,13.777631,0.00004,0.10057
0.263,0.000000,6.147591,0.887664,6.099988,0.000000,0,0,18.571182,12.559099,0,0,16.441128,13.766683,0.00025,0.10033
0.264,0.000000,6.140722,0.746997,6.100772,0.000000,0,0,18.562506,12.620114,0,0,16.442038,13.755733,0.00013,0.10016
0.265,0.000000,6.133769,0.606330,6.101556,0.000000,0,0,18.553827,12.681129,0,0,16.442949,13.744785,0.00017,0.10027
0.266,0.000000,6.126583,0.461524,6.101987,0.000000,0,0,18.544626,12.749183,0,0,16.447437,13.733747,0.00006,0.10030
0.267,0.000000,6.119359,0.315549,6.102318,0.000000,0,0,18.535276,12.819221,0,0,16.452934,13.722684,0.00000,0.10001
0.268,0.000000,6.111845,0.169575,6.102649,0.000000,0,0,18.525927,12.889261,0,0,16.458429,13.711621,0.00009,0.09995
0.269,0.000000,6.104284,0.023601,6.102980,0.000000,0,0,18.516577,12.959301,0,0,16.463926,13.700558,0.00006,0.10006
0.270,0.000000,6.096291,-0.131906,6.103052,0.000000,0,0,18.506582,13.041100,0,0,16.472940,13.689713,0.00031,0.09987
0.271,0.000000,6.088229,-0.290102,6.103051,0.000000,0,0,18.496403,13.126215,0,0,16.482946,13.678930,0.00013,0.09937
0.272,0.000000,6.079651,-0.448298,6.103049,0.000000,0,0,18.486225,13.211331,0,0,16.492952,13.668148,0.00015,0.09931
0.273,0.000000,6.070990,-0.606493,6.103048,0.000000,0,0,18.476046,13.296447,0,0,16.502958,13.657365,0.00019,0.09937
0.274,0.000000,6.061844,-0.757268,6.101995,0.000000,0,0,18.465557,13.375099,0,0,16.516285,13.646848,0.00025,0.09914
0.275,0.000000,6.052621,-0.905949,6.100645,0.000000,0,0,18.454979,13.451929,0,0,16.530548,13.636406,-0.00009,0.09874
0.276,0.000000,6.043385,-1.054630,6.099296,0.000000,0,0,18.444403,13.528759,0,0,16.544813,13.625963,-0.00006,0.09875
0.277,0.000000,6.034147,-1.203312,6.097946,0.000000,0,0,18.433826,13.605588,0,0,16.559076,13.615521,0.00000,0.09880
0.278,0.000000,6.025357,-1.340544,6.096525,0.000000,0,0,18.422735,13.651581,0,0,16.575871,13.605182,-0.00004,0.09872
0.279,0.000000,6.016639,-1.474548,6.095084,0.000000,0,0,18.411499,13.688876,0,0,16.593380,13.594871,-0.00004,0.09855
0.280,0.000000,6.008200,-1.608552,6.093643,0.000000,0,0,18.400265,13.726171,0,0,16.610889,13.584559,0.00013,0.09862
0.281,0.000000,5.999805,-1.742555,6.092202,0.000000,0,0,18.389029,13.763467,0,0,16.628397,13.574248,0.00028,0.09884
0.282,0.000000,5.991482,-1.857457,6.090164,0.000000,0,0,18.377844,13.789999,0,0,16.647617,13.563664,0.00015,0.09878
0.283,0.000000,5.983171,-1.966970,6.087956,0.000000,0,0,18.366673,13.813494,0,0,16.667320,13.553004,0.00002,0.09860
0.284,0.000000,5.975336,-2.076484,6.085749,0.000000,0,0,18.355501,13.836989,0,0,16.687023,13.542344,-0.00012,0.09875
0.285,0.000000,5.967577,-2.185998,6.083542,0.000000,0,0,18.344330,13.860485,0,0,16.706726,13.531684,0.00021,0.09895
0.286,0.000000,5.960715,-2.268670,6.081204,0.000000,0,0,18.333366,13.879607,0,0,16.729046,13.521007,0.00019,0.09888
0.287,0.000000,5.953995,-2.343772,6.078830,0.000000,0,0,18.322462,13.897495,0,0,16.752104,13.510324,0.00009,0.09888
0.288,0.000000,5.947857,-2.418874,6.076456,0.000000,0,0,18.311558,13.915384,0,0,16.775162,13.499640,-0.00021,0.09922
0.289,0.000000,5.941812,-2.493976,6.074081,0.000000,0,0,18.300655,13.933272,0,0,16.798218,13.488957,0.00009,0.09939
0.290,0.000000,5.935987,-2.548129,6.071320,0.000000,0,0,18.289713,13.963899,0,0,16.823811,13.477996,0.00006,0.09919
0.291,0.000000,5.930196,-2.596374,6.068449,0.000000,0,0,18.278759,13.998116,0,0,16.850115,13.466955,0.00015,0.09948
0.292,0.000000,5.924983,-2.644619,6.065578,0.000000,0,0,18.267805,14.032335,0,0,16.876421,13.455914,-0.00009,0.09985
0.293,0.000000,5.919861,-2.692864,6.062707,0.000000,0,0,18.256851,14.066553,0,0,16.902727,13.444874,0.00004,0.09970
0.294,0.000000,5.915748,-2.712602,6.059889,0.000000,0,0,18.245867,14.117707,0,0,16.931688,13.434409,0.00006,0.09993
0.295,0.000000,5.911796,-2.724299,6.057086,0.000000,0,0,18.234871,14.173638,0,0,16.961397,13.424108,0.00000,0.10032
0.296,0.000000,5.908686,-2.735997,6.054283,0.000000,0,0,18.223877,14.229568,0,0,16.991108,13.413805,0.00015,0.10033
0.297,0.000000,5.905712,-2.747694,6.051479,0.000000,0,0,18.212881,14.285500,0,0,17.020817,13.403503,0.00006,0.10036
0.298,0.000000,5.903313,-2.735590,6.048578,0.000000,0,0,18.201880,14.324243,0,0,17.052919,13.392923,-0.00004,0.10071
0.299,0.000000,5.901006,-2.716772,6.045650,0.000000,0,0,18.190874,14.358138,0,0,17.085695,13.382266,0.00012,0.10082
0.300,0.000000,5.899298,-2.697954,6.042721,0.000000,0,0,18.179869,14.392034,0,0,17.118471,13.371609,0.00021,0.10080
0.301,0.000000,5.897685,-2.679137,6.039792,0.000000,0,0,18.168863,14.425930,0,0,17.151247,13.360951,0.00015,0.10115
0.302,0.000000,5.896745,-2.643338,6.037115,0.000000,0,0,18.157495,14.458340,0,0,17.186110,13.350209,0.00009,0.10130
0.303,0.000000,5.895913,-2.602750,6.034509,0.000000,0,0,18.146025,14.490331,0,0,17.221560,13.339444,0.00009,0.10114
0.304,0.000000,5.895682,-2.562161,6.031903,0.000000,0,0,18.134552,14.522322,0,0,17.257011,13.328679,0.00000,0.10130
0.305,0.000000,5.895548,-2.521573,6.029296,0.000000,0,0,18.123081,14.554313,0,0,17.292463,13.317913,0.00006,0.10143
0.306,0.000000,5.895935,-2.463835,6.026790,0.000000,0,0,18.111376,14.575653,0,0,17.329893,13.307442,-0.00004,0.10126
0.307,0.000000,5.896406,-2.401260,6.024311,0.000000,0,0,18.099606,14.593989,0,0,17.367884,13.297053,-0.00015,0.10127
0.308,0.000000,5.897461,-2.338685,6.021832,0.000000,0,0,18.087833,14.612325,0,0,17.405872,13.286665,0.00009,0.10142
0.309,0.000000,5.898610,-2.276110,6.019353,0.000000,0,0,18.076063,14.630661,0,0,17.443861,13.276277,0.00015,0.10137
0.310,0.000000,5.900394,-2.200125,6.017200,0.000000,0,0,18.064299,14.648746,0,0,17.481672,13.265847,0.00009,0.10117
0.311,0.000000,5.902280,-2.120356,6.015141,0.000000,0,0,18.052536,14.666760,0,0,17.519432,13.255405,0.00013,0.10133
0.312,0.000000,5.904615,-2.040588,6.013080,0.000000,0,0,18.040773,14.684775,0,0,17.557192,13.244964,-0.00006,0.10144
0.313,0.000000,5.907023,-1.960819,6.011020,0.000000,0,0,18.029013,14.702789,0,0,17.594954,13.234522,0.00015,0.10126
0.314,0.000000,5.909739,-1.865290,6.008917,0.000000,0,0,18.017447,14.713983,0,0,17.613228,13.224148,0.00006,0.10125
0.315,0.000000,5.912504,-1.765316,6.006801,0.000000,0,0,18.005936,14.723252,0,0,17.626007,13.213794,0.00006,0.10141
0.316,0.000000,5.915936,-1.665342,6.004686,0.000000,0,0,17.994425,14.732521,0,0,17.638784,13.203440,0.00025,0.10137
0.317,0.000000,5.919473,-1.565367,6.002571,0.000000,0,0,17.982914,14.741791,0,0,17.651564,13.193086,-0.00009,0.10120
0.318,0.000000,5.924003,-1.452391,6.001201,0.000000,0,0,17.971264,14.744418,0,0,17.662487,13.182711,0.00000,0.10136
0.319,0.000000,5.928692,-1.335747,6.000042,0.000000,0,0,17.959578,14.745173,0,0,17.672886,13.172331,0.00012,0.10147
0.320,0.000000,5.933915,-1.219103,5.998883,0.000000,0,0,17.947889,14.745928,0,0,17.683285,13.161951,0.00015,0.10122
0.321,0.000000,5.939223,-1.102459,5.997724,0.000000,0,0,17.936201,14.746682,0,0,17.693684,13.151571,0.00025,0.10125
0.322,0.000000,5.944541,-0.983373,5.996759,0.000000,0,0,17.924349,14.753143,0,0,17.700890,13.141321,0.00009,0.10144
0.323,0.000000,5.949862,-0.863597,5.995849,0.000000,0,0,17.912451,14.761214,0,0,17.707197,13.131108,0.00009,0.10128
0.324,0.000000,5.955369,-0.743822,5.994938,0.000000,0,0,17.900553,14.769284,0,0,17.713503,13.120894,0.00000,0.10123
0.325,0.000000,5.960907,-0.624046,5.994028,0.000000,0,0,17.888655,14.777355,0,0,17.719810,13.110682,0.00006,0.10146
0.326,2.947919,5.966861,-0.505255,5.993611,0.000000,0,0,17.876696,14.785046,0,1,17.723179,13.100288,0.00009,0.10148
0.327,6.367778,5.972882,-0.386741,5.993334,0.000000,0,0,17.864717,14.792628,1,0,17.725719,13.089845,-0.00004,0.10130
0.328,6.841951,5.978878,-0.268227,5.993057,0.000000,0,0,17.852741,14.800211,1,0,17.728260,13.079401,0.00019,0.10160
0.329,6.844542,5.984870,-0.149713,5.992780,0.000000,0,0,17.840763,14.807795,1,0,17.730801,13.068957,0.00012,0.10169
0.330,6.849468,5.990337,-0.050356,5.992822,0.000000,0,0,17.828911,14.820000,1,0,17.735741,13.058790,0.00019,0.10139
0.331,6.854767,5.995720,0.043599,5.992954,0.000000,0,0,17.817091,14.833509,1,0,17.741360,13.048700,0.00009,0.10156
0.332,6.854589,6.000670,0.137553,5.993086,0.000000,0,0,17.805271,14.847018,1,0,17.746977,13.038610,0.00006,0.10182
0.333,6.853534,6.005552,0.231507,5.993217,0.000000,0,0,17.793451,14.860528,1,0,17.752594,13.028521,0.00002,0.10152
0.334,6.840581,6.010165,0.306272,5.993683,0.000000,0,0,17.781488,14.869126,1,0,17.747110,13.018414,0.00021,0.10155
0.335,6.825724,6.014735,0.375625,5.994243,0.000000,0,0,17.769485,14.876340,1,0,17.738495,13.008303,-0.00006,0.10186
0.336,6.810096,6.018773,0.444977,5.994803,0.000000,0,0,17.757483,14.883554,1,0,17.729879,12.998192,0.00015,0.10173
0.337,6.794345,6.022726,0.514330,5.995363,0.000000,0,0,17.745480,14.890768,1,0,17.721264,12.988080,0.00009,0.10164
0.338,6.790085,6.025821,0.552802,5.996119,0.000000,0,0,17.733900,14.893964,1,0,17.710726,12.978354,0.00021,0.10192
0.339,6.787664,6.028778,0.582565,5.996932,0.000000,0,0,17.722441,14.896028,1,0,17.699646,12.968734,0.00025,0.10193
0.340,6.791677,6.030831,0.612327,5.997744,0.000000,0,0,17.710979,14.898090,1,0,17.688564,12.959115,0.00000,0.10174
0.341,6.796721,6.032739,0.642090,5.998556,0.000000,0,0,17.699520,14.900153,1,0,17.677485,12.949496,0.00019,0.10195
0.342,6.800079,6.033762,0.641561,5.999352,0.000000,0,0,17.688099,14.902149,1,0,17.664679,12.939939,0.00012,0.10196
0.343,6.803167,6.034644,0.632489,6.000143,0.000000,0,0,17.676689,14.904126,1,0,17.651386,12.930400,-0.00009,0.10167
0.344,6.804732,6.034615,0.623417,6.000934,0.000000,0,0,17.665281,14.906103,1,0,17.638094,12.920860,-0.00019,0.10175
0.345,6.806053,6.034441,0.614344,6.001726,0.000000,0,0,17.653872,14.908080,1,0,17.624802,12.911322,0.00021,0.10186
0.346,6.807914,6.033334,0.575810,6.002422,0.000000,0,0,17.642414,14.905445,1,0,17.608976,12.901948,0.00015,0.10166
0.347,6.809862,6.032077,0.528965,6.003092,0.000000,0,0,17.630943,14.901509,1,0,17.592436,12.892622,0.00015,0.10146
0.348,6.812419,6.029933,0.482121,6.003762,0.000000,0,0,17.619473,14.897574,1,0,17.575895,12.883296,0.00000,0.10151
0.349,6.815074,6.027648,0.435277,6.004432,0.000000,0,0,17.608002,14.893639,1,0,17.559355,12.873969,-0.00009,0.10150
0.350,6.817908,6.024543,0.364796,6.004877,0.000000,0,0,17.596235,14.887758,1,0,17.540174,12.864816,0.00008,0.10125
0.351,6.820771,6.021307,0.287647,6.005259,0.000000,0,0,17.584385,14.881330,1,0,17.520248,12.855710,0.00009,0.10114
0.352,6.823673,6.017320,0.210499,6.005641,0.000000,0,0,17.572536,14.874901,1,0,17.500322,12.846605,0.00025,0.10118
0.353,6.826581,6.013214,0.133351,6.006023,0.000000,0,0,17.560686,14.868472,1,0,17.480396,12.837500,0.00009,0.10105
0.354,6.829519,6.008464,0.041217,6.006120,0.000000,0,0,17.548798,14.862210,1,0,17.457640,12.828206,0.00009,0.10070
0.355,6.832463,6.003611,-0.055144,6.006136,0.000000,0,0,17.536898,14.855996,1,0,17.434086,12.818860,0.00009,0.10064
0.356,6.835672,5.998378,-0.151505,6.006153,0.000000,0,0,17.524998,14.849781,1,0,17.410530,12.809513,0.00006,0.10070
0.357,6.838924,5.993085,-0.247866,6.006169,0.000000,0,0,17.513100,14.843567,1,0,17.386976,12.800166,0.00002,0.10046
0.358,6.842530,5.987674,-0.342464,6.005796,0.000000,0,0,17.501083,14.829834,1,0,17.388344,12.791138,0.00013,0.10014
0.359,6.846193,5.982244,-0.436565,6.005312,0.000000,0,0,17.489035,14.813982,1,0,17.396742,12.782200,0.00006,0.10032
0.360,6.849345,5.976748,-0.530666,6.004828,0.000000,0,0,17.476986,14.798129,1,0,17.405140,12.773261,0.00000,0.10040
0.361,6.852416,5.971241,-0.624766,6.004344,0.000000,0,0,17.464939,14.782277,1,0,17.413536,12.764322,0.00000,0.10002
0.362,6.854285,5.965712,-0.710404,6.003488,0.000000,0,0,17.453213,14.759589,1,0,17.393196,12.755342,-0.00006,0.09996
0.363,6.855962,5.960178,-0.793654,6.002525,0.000000,0,0,17.441580,14.734974,1,0,17.364750,12.746348,-0.00004,0.10017
0.364,6.857766,5.954896,-0.876904,6.001563,0.000000,0,0,17.429945,14.710359,1,0,17.336304,12.737356,0.00009,0.10005
0.365,6.859590,5.949655,-0.960155,6.000600,0.000000,0,0,17.418312,14.685742,1,0,17.307858,12.728363,-0.00004,0.09968
0.366,6.862760,5.944943,-1.021974,5.999346,0.000000,0,0,17.406652,14.670050,1,0,17.304087,12.719798,0.00002,0.09975
0.367,6.866144,5.940317,-1.077749,5.998010,0.000000,0,0,17.394987,14.656873,1,0,17.307276,12.711353,0.00015,0.09987
0.368,6.869016,5.936223,-1.133524,5.996675,0.000000,0,0,17.383320,14.643696,1,0,17.310463,12.702908,0.00006,0.09972
0.369,6.871806,5.932215,-1.189300,5.995338,0.000000,0,0,17.371655,14.630520,1,0,17.313652,12.694463,-0.00012,0.09960
0.370,6.872027,5.928682,-1.230959,5.994148,0.000000,0,0,17.360390,14.620958,1,0,17.316025,12.686114,0.00019,0.09974
0.371,6.871837,5.925226,-1.268636,5.992998,0.000000,0,0,17.349239,14.612417,1,0,17.318165,12.677793,0.00009,0.09988
0.372,6.870066,5.922262,-1.306314,5.991848,0.000000,0,0,17.338087,14.603876,1,0,17.320307,12.669471,0.00002,0.09975
0.373,6.868042,5.919377,-1.343991,5.990697,0.000000,0,0,17.326937,14.595334,1,0,17.322449,12.661150,0.00006,0.09981
0.374,6.866065,5.917045,-1.355289,5.989200,0.000000,0,0,17.315954,14.586182,1,0,17.342403,12.652982,0.00015,0.10013
0.375,6.864094,5.914802,-1.359146,5.987605,0.000000,0,0,17.305019,14.576858,1,0,17.367382,12.644858,0.00009,0.10017
0.376,6.862792,5.913265,-1.363003,5.986010,0.000000,0,0,17.294085,14.567533,1,0,17.392363,12.636734,0.00009,0.10007
0.377,6.861597,5.911842,-1.366860,5.984414,0.000000,0,0,17.283148,14.558208,1,0,17.417341,12.628610,-0.00004,0.10034
0.378,6.860951,5.911274,-1.346082,5.983001,0.000000,0,0,17.272564,14.547110,1,0,17.442551,12.620242,0.00012,0.10056
0.379,6.860394,5.910844,-1.318356,5.981639,0.000000,0,0,17.262077,14.535511,1,0,17.467825,12.611805,0.00002,0.10040
0.380,6.858196,5.911272,-1.290630,5.980278,0.000000,0,0,17.251591,14.523912,1,0,17.493099,12.603368,0.00021,0.10060
0.381,6.855735,5.911837,-1.262903,5.978916,0.000000,0,0,17.241104,14.512314,1,0,17.518373,12.594931,0.00002,0.10092
0.382,6.850790,5.913275,-1.198989,5.977343,0.000000,0,0,17.230825,14.489129,1,0,17.544359,12.586616,0.00012,0.10083
0.383,6.845447,5.914853,-1.124869,5.975708,0.000000,0,0,17.220608,14.462677,1,0,17.570547,12.578335,0.00019,0.10092
0.384,6.845518,5.917572,-1.050748,5.974075,0.000000,0,0,17.210388,14.436224,1,0,17.596733,12.570054,0.00015,0.10124
