"Time","v2 Right CoP","v3 Left CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.083,4.560955,6.502896,5.753639,5.705184,0.870867,15.874249,5.372711,17.263924,6.627293,17.532986,3.749198,12.691727,6.378499,14.357602,126.244156,174.417084,26.068260,6.155385,8.317059,17.698723,8.274935,13.000611,8.836618,13.011988,9.323175,13.705472,11.554873,16.303289,11.133836,14.683660,11.494473,15.635517
0.084,4.560762,6.506788,5.755061,5.707195,0.860300,15.872670,5.372711,17.253384,6.631105,17.549238,3.748813,12.685949,6.382470,14.348268,125.055489,172.602066,27.109573,7.412028,8.314723,17.688604,8.276931,12.993876,8.837859,13.013070,9.303178,13.726985,11.523344,16.327055,11.133259,14.687619,11.493527,15.636230
0.085,4.560576,6.511983,5.756296,5.709039,0.849364,15.873493,5.372909,17.246872,6.640564,17.570171,3.748244,12.681826,6.383402,14.342915,124.973351,171.821381,27.645514,8.184985,8.312301,17.676954,8.276757,12.988425,8.835189,13.015224,9.291601,13.739901,11.503960,16.339762,11.130776,14.689517,11.492752,15.635725
0.086,4.560390,6.517179,5.757532,5.710882,0.838428,15.874315,5.373107,17.240360,6.650023,17.591106,3.747674,12.677702,6.384335,14.337561,124.891205,171.040710,28.181454,8.957943,8.309879,17.665304,8.276584,12.982975,8.832518,13.017376,9.280025,13.752815,11.484575,16.352468,11.128294,14.691416,11.491978,15.635220
0.087,4.560205,6.522374,5.758767,5.712726,0.827492,15.875138,5.373305,17.233849,6.659481,17.612040,3.747104,12.673578,6.385267,14.332207,124.809067,170.260040,28.717392,9.730900,8.307457,17.653654,8.276410,12.977524,8.829847,13.019529,9.268448,13.765731,11.465191,16.365175,11.125813,14.693314,11.491202,15.634715
0.088,4.560019,6.527570,5.760002,5.714570,0.816556,15.875961,5.373503,17.227337,6.668940,17.632973,3.746534,12.669455,6.386199,14.326854,124.726929,169.479355,29.253332,10.503857,8.305035,17.642004,8.276237,12.972074,8.827177,13.021683,9.256871,13.778646,11.445807,16.377882,11.123330,14.695211,11.490427,15.634210
0.089,4.559700,6.528820,5.760972,5.716178,0.805086,15.873445,5.374796,17.218235,6.674383,17.648052,3.744605,12.664383,6.383256,14.319790,124.919777,169.145615,29.320383,10.731242,8.303019,17.632900,8.278389,12.965484,8.829636,13.020872,9.254671,13.781908,11.436290,16.378201,11.116855,14.690544,11.487707,15.634332
0.090,4.559382,6.530069,5.761943,5.717787,0.793615,15.870928,5.376090,17.209131,6.679826,17.663134,3.742675,12.659311,6.380313,14.312727,125.112625,168.811859,29.387432,10.958628,8.301003,17.623795,8.280540,12.958893,8.832094,13.020061,9.252472,13.785170,11.426773,16.378521,11.110380,14.685877,11.484987,15.634454
0.091,4.559064,6.531319,5.762914,5.719396,0.782145,15.868411,5.377384,17.200027,6.685269,17.678215,3.740745,12.654239,6.377370,14.305664,125.305481,168.478119,29.454483,11.186012,8.298987,17.614691,8.282692,12.952303,8.834554,13.019251,9.250272,13.788432,11.417256,16.378839,11.103905,14.681210,11.482268,15.634576
0.092,4.558746,6.532569,5.763884,5.721004,0.770674,15.865894,5.378677,17.190926,6.690712,17.693295,3.738816,12.649167,6.374426,14.298600,125.498329,168.144379,29.521534,11.413398,8.296971,17.605587,8.284844,12.945713,8.837012,13.018440,9.248072,13.791694,11.407740,16.379158,11.097429,14.676542,11.479548,15.634698
0.093,4.558092,6.534543,5.764871,5.722621,0.759352,15.863391,5.377695,17.184238,6.694415,17.703175,3.738490,12.645983,6.374671,14.285860,126.373688,168.852112,28.758314,10.608956,8.296217,17.597944,8.285266,12.945030,8.843395,13.019152,9.261971,13.780770,11.427423,16.365219,11.093273,14.675812,11.476664,15.633898
0.094,4.557438,6.536516,5.765858,5.724238,0.748029,15.860888,5.376713,17.177549,6.698118,17.713055,3.738164,12.642799,6.374914,14.273119,127.249039,169.559845,27.995094,9.804516,8.295464,17.590302,8.285688,12.944347,8.849777,13.019862,9.275871,13.769847,11.447107,16.351280,11.089117,14.675081,11.473779,15.633097
0.095,4.556785,6.538490,5.766845,5.725855,0.736707,15.858384,5.375731,17.170860,6.701821,17.722937,3.737838,12.639616,6.375158,14.260378,128.124405,170.267578,27.231874,9.000074,8.294710,17.582661,8.286110,12.943665,8.856159,13.020573,9.289772,13.758924,11.466790,16.337343,11.084960,14.674350,11.470894,15.632297
0.096,4.556130,6.540463,5.767832,5.727472,0.725385,15.855881,5.374748,17.164173,6.705524,17.732817,3.737512,12.636432,6.375402,14.247638,128.999756,170.975311,26.468655,8.195633,8.293956,17.575018,8.286531,12.942982,8.862542,13.021284,9.303672,13.748000,11.486474,16.323404,11.080804,14.673619,11.468009,15.631496
0.097,4.556001,6.543344,5.768531,5.728821,0.713695,15.857207,5.374748,17.152351,6.711905,17.742373,3.737254,12.646315,6.374783,14.242197,132.587799,172.910706,24.949154,6.516525,8.295092,17.568029,8.300424,12.952843,8.870863,13.037948,9.334311,13.727371,11.529018,16.294071,11.078575,14.673693,11.467086,15.630492
0.098,4.555872,6.546225,5.769229,5.730170,0.702006,15.858534,5.374748,17.140528,6.718287,17.751928,3.736996,12.656197,6.374163,14.236757,136.175858,174.846100,23.429655,4.837417,8.296228,17.561043,8.314316,12.962704,8.879183,13.054611,9.364950,13.706743,11.571564,16.264740,11.076347,14.673767,11.466164,15.629488
0.099,4.555743,6.549105,5.769928,5.731520,0.690316,15.859860,5.374748,17.128704,6.724667,17.761484,3.736738,12.666079,6.373542,14.231318,139.763916,176.781494,21.910156,3.158309,8.297365,17.554054,8.328208,12.972564,8.887503,13.071274,9.395590,13.686115,11.614108,16.235409,11.074120,14.673841,11.465240,15.628483
0.100,4.555614,6.551985,5.770627,5.732869,0.678626,15.861187,5.374748,17.116882,6.731048,17.771040,3.736480,12.675961,6.372922,14.225877,143.351959,178.716888,20.390656,1.479200,8.298501,17.547066,8.342100,12.982425,8.895823,13.087937,9.426229,13.665486,11.656652,16.206076,11.071891,14.673914,11.464317,15.627479
0.101,4.555220,6.554776,5.771229,5.734172,0.666013,15.859251,5.374748,17.104389,6.739618,17.772364,3.735691,12.704979,6.369933,14.215010,147.965637,174.039062,19.039234,2.344099,8.296684,17.535868,8.339663,13.020204,8.882532,13.120916,9.451963,13.644543,11.690634,16.173773,11.069207,14.669264,11.461808,15.624212
0.102,4.554826,6.557566,5.771831,5.735476,0.653400,15.857315,5.374748,17.091898,6.748189,17.773687,3.734903,12.733997,6.366943,14.204144,152.579315,169.361237,17.687813,3.208998,8.294867,17.524670,8.337225,13.057981,8.869242,13.153896,9.477699,13.623600,11.724615,16.141470,11.066523,14.664614,11.459299,15.620947
0.103,4.554431,6.560356,5.772433,5.736780,0.640787,15.855379,5.374748,17.079407,6.756759,17.775011,3.734115,12.763016,6.363954,14.193277,157.192978,164.683411,16.336391,4.073897,8.293050,17.513470,8.334787,13.095760,8.855950,13.186875,9.503434,13.602657,11.758597,16.109167,11.063839,14.659964,11.456789,15.617681
0.104,4.554037,6.563147,5.773035,5.738083,0.628174,15.853443,5.374748,17.066914,6.765329,17.776335,3.733326,12.792033,6.360964,14.182410,161.806656,160.005585,14.984970,4.938796,8.291233,17.502272,8.332350,13.133539,8.842659,13.219854,9.529169,13.581714,11.792579,16.076864,11.061155,14.655313,11.454280,15.614414
0.105,4.542550,6.568557,5.773585,5.739352,0.615264,15.850717,5.373933,17.056707,6.776822,17.779167,3.711167,12.859317,6.360292,14.169337,165.333817,154.774429,15.154120,4.744622,8.289028,17.492971,8.370934,13.208958,8.878541,13.298366,9.531951,13.586992,11.786388,16.077051,11.059868,14.651275,11.452890,15.611587
0.106,4.531063,6.573967,5.774135,5.740621,0.602353,15.847990,5.373118,17.046501,6.788314,17.781998,3.689008,12.926600,6.359620,14.156263,168.860992,149.543274,15.323271,4.550449,8.286823,17.483673,8.409517,13.284377,8.914423,13.376877,9.534733,13.592270,11.780199,16.077236,11.058579,14.647236,11.451501,15.608759
0.107,4.519575,6.579378,5.774685,5.741889,0.589442,15.845264,5.372303,17.036297,6.799807,17.784828,3.666848,12.993884,6.358948,14.143190,172.388153,144.312119,15.492421,4.356277,8.284619,17.474373,8.448101,13.359797,8.950304,13.455387,9.537514,13.597548,11.774010,16.077423,11.057291,14.643198,11.450111,15.605931
0.108,4.508088,6.584788,5.775235,5.743157,0.576531,15.842538,5.371488,17.026091,6.811299,17.787661,3.644689,13.061168,6.358276,14.130117,175.915314,139.080963,15.661572,4.162103,8.282414,17.465073,8.486685,13.435215,8.986186,13.533898,9.540296,13.602827,11.767819,16.077610,11.056004,14.639159,11.448722,15.603104
0.109,4.494952,6.586606,5.775834,5.744494,0.563268,15.837073,5.370668,17.014189,6.814129,17.792408,3.619236,13.150642,6.359083,14.122944,169.923553,130.570297,15.349836,4.529881,8.280368,17.453072,8.545949,13.518055,9.047227,13.594118,9.550335,13.600979,11.774282,16.068077,11.054759,14.636323,11.446994,15.599701
0.110,4.481816,6.588425,5.776432,5.745831,0.550004,15.831608,5.369849,17.002285,6.816959,17.797153,3.593784,13.240116,6.359890,14.115769,163.931793,122.059639,15.038100,4.897659,8.278321,17.441071,8.605213,13.600895,9.108268,13.654338,9.560375,13.599131,11.780746,16.058546,11.053514,14.633487,11.445265,15.596298
0.111,4.468680,6.590243,5.777030,5.747167,0.536740,15.826143,5.369030,16.990383,6.819789,17.801899,3.568331,13.329591,6.360697,14.108595,157.940018,113.548981,14.726364,5.265437,8.276275,17.429068,8.664478,13.683736,9.169309,13.714558,9.570415,13.597281,11.787210,16.049015,11.052269,14.630651,11.443537,15.592896
0.112,4.455544,6.592061,5.777629,5.748503,0.523476,15.820679,5.368210,16.978481,6.822619,17.806646,3.542879,13.419065,6.361504,14.101421,151.948257,105.038315,14.414629,5.633215,8.274228,17.417067,8.723742,13.766576,9.230350,13.774777,9.580454,13.595433,11.793674,16.039482,11.051024,14.627814,11.441809,15.589493
0.113,4.455277,6.591722,5.778045,5.749707,0.509317,15.822711,5.367675,16.971615,6.825228,17.810295,3.542879,13.518456,6.358215,14.092731,158.619324,103.942780,14.636498,5.382921,8.274456,17.404530,8.715942,13.871195,9.200235,13.810600,9.583599,13.602827,11.786603,16.041233,11.050666,14.625031,11.440438,15.586052
0.114,4.455009,6.591382,5.778461,5.750911,0.495158,15.824743,5.367140,16.964748,6.827838,17.813946,3.542879,13.617846,6.354927,14.084043,165.290375,102.847237,14.858368,5.132627,8.274683,17.391991,8.708141,13.975813,9.170122,13.846423,9.586744,13.610222,11.779532,16.042984,11.050308,14.622248,11.439068,15.582611
0.115,4.454741,6.591043,5.778877,5.752114,0.480999,15.826775,5.366605,16.957884,6.830447,17.817596,3.542879,13.717235,6.351638,14.075354,171.961426,101.751694,15.080236,4.882333,8.274910,17.379454,8.700341,14.080432,9.140008,13.882246,9.589890,13.617616,11.772462,16.044737,11.049950,14.619465,11.437697,15.579171
0.116,4.454474,6.590703,5.779293,5.753318,0.466840,15.828807,5.366069,16.951017,6.833056,17.821245,3.542879,13.816625,6.348350,14.066664,178.632492,100.656158,15.302106,4.632040,8.275138,17.366917,8.692541,14.185051,9.109894,13.918069,9.593036,13.625010,11.765391,16.046488,11.049591,14.616682,11.436327,15.575730
0.117,4.454427,6.591026,5.779652,5.754485,0.452308,15.827302,5.365975,16.943466,6.834477,17.825626,3.542879,13.883137,6.347576,14.060043,176.823410,97.838852,16.671944,4.024531,8.278354,17.361713,8.714211,14.277743,9.111018,13.978825,9.585465,13.661382,11.723339,16.074093,11.048523,14.615700,11.434393,15.573723
0.118,4.454380,6.591350,5.780010,5.755652,0.437777,15.825797,5.365882,16.935917,6.835898,17.830006,3.542879,13.949650,6.346802,14.053423,175.014313,95.021545,18.041782,3.417022,8.281569,17.356508,8.735880,14.370436,9.112143,14.039581,9.577896,13.697754,11.681287,16.101696,11.047455,14.614717,11.432459,15.571714
0.119,4.454333,6.591673,5.780368,5.756819,0.423245,15.824292,5.365788,16.928366,6.837318,17.834385,3.542879,14.016163,6.346027,14.046803,173.205231,92.204247,19.411621,2.809514,8.284785,17.351303,8.757550,14.463129,9.113268,14.100337,9.570326,13.734127,11.639235,16.129299,11.046386,14.613734,11.430526,15.569706
0.120,4.454287,6.591996,5.780726,5.757986,0.408714,15.822787,5.365694,16.920815,6.838739,17.838766,3.542879,14.082675,6.345253,14.040183,171.396149,89.386940,20.781460,2.202005,8.288001,17.346100,8.779220,14.555821,9.114392,14.161093,9.562756,13.770499,11.597182,16.156904,11.045318,14.612752,11.428592,15.567698
0.121,4.465767,6.592652,5.780830,5.758921,0.393771,15.817823,5.365694,16.912685,6.840912,17.838543,3.565840,14.097750,6.344392,14.024340,172.363052,88.216087,21.985117,4.001270,8.286924,17.337927,8.770310,14.581406,9.120604,14.204123,9.561494,13.809684,11.553585,16.178680,11.043535,14.611881,11.427727,15.560046
0.122,4.477248,6.593308,5.780933,5.759856,0.378828,15.812860,5.365694,16.904554,6.843085,17.838318,3.588802,14.112825,6.343532,14.008496,173.329956,87.045235,23.188774,5.800536,8.285849,17.329754,8.761400,14.606991,9.126814,14.247154,9.560232,13.848869,11.509989,16.200459,11.041753,14.611010,11.426861,15.552395
0.123,4.488729,6.593965,5.781037,5.760791,0.363885,15.807897,5.365694,16.896423,6.845259,17.838095,3.611763,14.127900,6.342670,13.992653,174.296875,85.874382,24.392429,7.599802,8.284772,17.321579,8.752491,14.632576,9.133025,14.290186,9.558971,13.888054,11.466392,16.222235,11.039970,14.610139,11.425996,15.544743
0.124,4.500210,6.594621,5.781140,5.761725,0.348942,15.802933,5.365694,16.888294,6.847432,17.837872,3.634725,14.142975,6.341809,13.976810,175.263779,84.703529,25.596087,9.399067,8.283695,17.313406,8.743582,14.658160,9.139236,14.333217,9.557710,13.927238,11.422794,16.244011,11.038188,14.609268,11.425131,15.537090
0.125,4.503579,6.596685,5.781147,5.762572,0.333850,15.796337,5.365788,16.874680,6.851413,17.837370,3.641369,14.169061,6.341957,13.965443,176.323303,84.455673,25.824324,9.825804,8.281954,17.300095,8.740970,14.681913,9.132829,14.342119,9.554565,13.930532,11.411716,16.244226,11.035514,14.605188,11.424213,15.531948
0.126,4.506948,6.598749,5.781154,5.763418,0.318759,15.789741,5.365882,16.861063,6.855394,17.836868,3.648013,14.195147,6.342104,13.954077,177.382812,84.207809,26.052559,10.252542,8.280212,17.286785,8.738358,14.705667,9.126421,14.351021,9.551422,13.933825,11.400640,16.244442,11.032841,14.601108,11.423295,15.526806
0.127,4.510316,6.600814,5.781160,5.764265,0.303667,15.783144,5.365975,16.847446,6.859375,17.836367,3.654657,14.221232,6.342252,13.942710,178.442337,83.959946,26.280796,10.679279,8.278472,17.273476,8.735745,14.729422,9.120012,14.359922,9.548278,13.937118,11.389563,16.244658,11.030167,14.597027,11.422377,15.521664
0.128,4.513685,6.602878,5.781167,5.765111,0.288576,15.776548,5.366069,16.833832,6.863357,17.835865,3.661301,14.247318,6.342400,13.931343,179.501862,83.712090,26.509033,11.106016,8.276731,17.260164,8.733133,14.753175,9.113605,14.368825,9.545134,13.940411,11.378485,16.244873,11.027493,14.592947,11.421459,15.516521
0.129,4.517814,6.602186,5.780864,5.765676,0.272993,15.771252,5.366322,16.824142,6.863357,17.835354,3.669307,14.276310,6.341015,13.923350,173.853119,84.883835,26.889866,11.776458,8.276178,17.249931,8.733463,14.787524,9.082010,14.376642,9.537947,13.945728,11.364655,16.251366,11.026896,14.590199,11.423222,15.511576
0.130,4.521943,6.601494,5.780561,5.766240,0.257410,15.765955,5.366573,16.814453,6.863357,17.834843,3.677313,14.305302,6.339630,13.915358,168.204361,86.055588,27.270699,12.446899,8.275626,17.239698,8.733793,14.821873,9.050416,14.384459,9.530760,13.951046,11.350825,16.257860,11.026300,14.587452,11.424983,15.506631
0.131,4.526073,6.600801,5.780259,5.766804,0.241827,15.760658,5.366825,16.804762,6.863357,17.834330,3.685319,14.334293,6.338246,13.907364,162.555603,87.227333,27.651533,13.117340,8.275074,17.229465,8.734123,14.856222,9.018822,14.392277,9.523574,13.956365,11.336996,16.264355,11.025703,14.584703,11.426744,15.501686
0.132,4.530201,6.600109,5.779956,5.767368,0.226244,15.755362,5.367077,16.795073,6.863357,17.833818,3.693325,14.363285,6.336861,13.899371,156.906860,88.399078,28.032366,13.787782,8.274522,17.219233,8.734453,14.890572,8.987227,14.400094,9.516387,13.961682,11.323166,16.270847,11.025107,14.581956,11.428507,15.496740
0.133,4.531708,6.599297,5.779476,5.767778,0.210236,15.752275,5.367800,16.780815,6.863357,17.830673,3.695615,14.393430,6.335236,13.887728,156.680801,87.771858,29.041306,15.270601,8.270789,17.212893,8.734332,14.907703,8.985150,14.409681,9.496349,13.982162,11.282606,16.292555,11.022841,14.578554,11.428905,15.493386
0.134,4.533214,6.598484,5.778995,5.768188,0.194228,15.749189,5.368523,16.766556,6.863357,17.827526,3.697905,14.423574,6.333610,13.876083,156.454742,87.144638,30.050247,16.753420,8.267056,17.206551,8.734211,14.924835,8.983072,14.419270,9.476311,14.002642,11.242046,16.314262,11.020576,14.575153,11.429302,15.490032
0.135,4.534720,6.597671,5.778514,5.768598,0.178220,15.746104,5.369246,16.752296,6.863357,17.824381,3.700195,14.453718,6.331985,13.864439,156.228683,86.517410,31.059187,18.236240,8.263324,17.200211,8.734089,14.941966,8.980995,14.428858,9.456272,14.023121,11.201488,16.335972,11.018311,14.571753,11.429701,15.486677
0.136,4.536227,6.596858,5.778033,5.769008,0.162211,15.743018,5.369968,16.738039,6.863357,17.821236,3.702485,14.483863,6.330359,13.852796,156.002625,85.890190,32.068127,19.719059,8.259591,17.193871,8.733968,14.959098,8.978918,14.438445,9.436234,14.043601,11.160928,16.357679,11.016045,14.568351,11.430099,15.483323
0.137,4.538452,6.598370,5.777529,5.769437,0.145431,15.740187,5.370338,16.728004,6.862959,17.815998,3.706565,14.524998,6.333780,13.851094,152.421509,87.085747,32.483307,20.486195,8.257090,17.183966,8.743575,14.973200,8.974417,14.420447,9.423526,14.048668,11.141320,16.364889,11.013226,14.564194,11.430878,15.477909
0.138,4.540677,6.599881,5.777024,5.769867,0.128651,15.737356,5.370709,16.717972,6.862561,17.810762,3.710645,14.566132,6.337201,13.849393,148.840393,88.281303,32.898483,21.253330,8.254589,17.174061,8.753181,14.987301,8.969915,14.402450,9.410816,14.053736,11.121712,16.372097,11.010406,14.560036,11.431658,15.472495
0.139,4.542902,6.601392,5.776520,5.770296,0.111870,15.734526,5.371080,16.707939,6.862163,17.805527,3.714725,14.607265,6.340621,13.847692,145.259262,89.476860,33.313663,22.020464,8.252089,17.164156,8.762789,15.001403,8.965414,14.384452,9.398108,14.058803,11.102104,16.379307,11.007587,14.555878,11.432437,15.467081
0.140,4.545127,6.602904,5.776016,5.770725,0.095090,15.731694,5.371450,16.697905,6.861765,17.800289,3.718805,14.648400,6.344042,13.845990,141.678146,90.672417,33.728844,22.787600,8.249587,17.154251,8.772396,15.015505,8.960913,14.366454,9.385399,14.063869,11.082497,16.386517,11.004768,14.551721,11.433216,15.461667
0.141,4.549209,6.602533,5.775200,5.770880,0.077639,15.725982,5.371954,16.691069,6.861765,17.798903,3.726464,14.681445,6.343301,13.832811,139.125076,90.493912,34.135536,23.447155,8.253004,17.141891,8.795580,15.067160,8.958801,14.367522,9.374123,14.071148,11.062501,16.394276,11.002470,14.548459,11.432810,15.458048
