"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","801 toex (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.59,0,0,7.086437,0.972260,4.647567,16.407528,3.303325,16.866056,5.221943,18.760889,3.542165,14.351518,6.253298,13.456196,172.724854,0,42.538269,86.828056,79.623024,7.803969,17.584118,7.896986,-5.916337,14.835439,8.080149,14.344556,8.552715,13.420856,9.032021,15.155819,10.453543,14.676998,10.591271,15.627785,0,-0.01713,0.00204,-0.02117,-0.01575,0.00726,-0.01210,0.00562,0.00233,-1.48714,0.10721,3.27628
0.60,0,0,7.109854,0.968621,4.664073,16.263338,3.300351,16.767086,5.224169,18.639877,3.542788,14.180930,6.261992,13.360148,155.117661,0,49.339386,88.918900,78.924423,7.804376,17.466652,7.903770,-20.477282,14.691273,7.963985,14.126367,8.440466,13.332351,9.007773,15.040613,10.422152,14.541082,10.564362,15.506867,0,-0.01790,0.00396,-0.01995,-0.01604,0.00830,-0.01151,0.00487,0.00239,-1.48499,0.10967,3.27757
0.61,0,0,7.103326,0.956518,4.653164,16.146675,3.305662,16.644672,5.223640,18.519478,3.539459,14.068536,6.269346,13.271381,155.980011,0,50.379658,89.252480,79.641228,7.793503,17.348402,7.890768,-17.119724,14.463092,7.957211,13.950426,8.415894,13.199194,9.001156,14.901378,10.413072,14.395226,10.571422,15.355360,0,-0.01672,0.00336,-0.02177,-0.01299,0.00738,-0.01339,0.00555,0.00310,-1.48713,0.10848,3.27791
0.62,0,0,7.094454,0.965869,4.657320,16.036575,3.313063,16.532358,5.244028,18.404743,3.544632,13.966201,6.261106,13.164159,157.890762,0,50.692493,90.644127,78.218613,7.805413,17.224432,7.886620,-10.860012,14.336490,7.953520,13.842616,8.373462,13.110059,9.014676,14.791975,10.422191,14.273421,10.564729,15.233667,0,-0.01683,0.00339,-0.02190,-0.00933,0.00893,-0.01284,0.00499,0.00294,-1.48692,0.11212,3.27819
0.63,0,0,7.081600,1.054062,4.661752,15.924689,3.328437,16.422993,5.251937,18.283936,3.549143,13.867455,6.252462,13.042475,156.894470,0,50.170414,89.786743,78.609955,7.814903,17.123550,7.903557,-8.630407,14.257675,7.973240,13.752759,8.445240,12.965944,9.037511,14.665705,10.452128,14.166878,10.587553,15.126369,0,-0.01760,0.00461,-0.02086,-0.01402,0.00950,-0.01221,0.00551,0.00254,-1.48680,0.10982,3.27692
0.64,0,0,7.080107,1.082592,4.690156,15.796474,3.332894,16.323034,5.233702,18.181669,3.545256,13.759545,6.251577,12.947301,159.756210,0,49.065304,89.766037,79.389481,7.816447,16.988602,7.909469,-9.714302,14.175902,7.999557,13.647403,8.458990,12.848942,9.049389,14.549362,10.464378,14.051584,10.614174,15.022483,0,-0.01620,0.00266,-0.01913,-0.01067,0.00815,-0.01278,0.00574,0.00233,-1.48622,0.11055,3.27776
0.65,0,0,7.099374,1.035673,4.695459,15.707011,3.332835,16.232990,5.256807,18.088013,3.551231,13.656487,6.235977,12.846757,150.940491,0,55.076973,88.920952,77.731705,7.816742,16.882137,7.906678,-10.124502,14.067217,7.964717,13.524835,8.481601,12.791193,9.094541,14.483619,10.494994,13.946380,10.639780,14.890281,0,-0.01719,0.00358,-0.02064,-0.01344,0.00843,-0.01249,0.00605,0.00253,-1.48672,0.10988,3.27688
0.66,0,0,7.114227,0.977912,4.717091,15.601375,3.336294,16.121035,5.261663,17.978477,3.544421,13.556641,6.235557,12.738059,153.673096,0,54.266296,89.661591,76.986038,7.814433,16.761286,7.920069,-10.552555,13.967441,7.984414,13.429265,8.470883,12.684306,9.119497,14.363383,10.515512,13.814615,10.657032,14.767746,0,-0.01700,0.00401,-0.02120,-0.01375,0.00758,-0.01397,0.00561,0.00288,-1.48707,0.10556,3.27730
0.67,0,0,7.116428,0.999222,4.726136,15.476760,3.343841,16.029623,5.258809,17.886637,3.554822,13.451693,6.232967,12.648700,149.940231,0,57.018494,89.838326,76.107643,7.815644,16.649584,7.912984,-16.167488,13.851328,7.965586,13.283880,8.471036,12.571442,9.135427,14.244332,10.527910,13.686751,10.660263,14.636644,0,-0.01735,0.00265,-0.02102,-0.01189,0.00860,-0.01294,0.00386,0.00264,-1.48542,0.10725,3.27720
0.68,0,0,7.098732,1.042114,4.735377,15.384533,3.357100,15.907619,5.279109,17.811970,3.559013,13.360580,6.245162,12.541371,150.552582,0,60.106480,88.496956,73.882385,7.808529,16.560455,7.891723,-19.403143,13.641875,7.972409,13.119953,8.483922,12.470704,9.154494,14.141134,10.531379,13.546005,10.652756,14.499085,0,-0.01791,0.00277,-0.02062,-0.01097,0.00870,-0.01204,0.00519,0.00270,-1.48641,0.11086,3.27735
0.69,0,0,7.099490,1.055802,4.734304,15.260125,3.366515,15.803725,5.279146,17.714140,3.555891,13.264091,6.256988,12.438160,150.089432,0,60.183430,89.503098,73.249947,7.791031,16.421759,7.887236,-12.757915,13.459764,7.956350,12.975471,8.464723,12.324577,9.144221,13.991262,10.528256,13.412951,10.626280,14.356939,0,-0.01749,0.00439,-0.02030,-0.01364,0.00818,-0.01228,0.00540,0.00117,-1.48817,0.10656,3.27730
0.70,0,0,7.114161,1.040653,4.725255,15.151217,3.356392,15.716642,5.259359,17.615627,3.573121,13.142586,6.254462,12.333976,146.065308,0,61.883835,87.674088,71.034904,7.801879,16.323980,7.886475,-3.707208,13.386059,7.926550,12.892552,8.443640,12.247794,9.151338,13.902836,10.505464,13.257602,10.616565,14.230854,0,-0.01802,0.00294,-0.02109,-0.01436,0.00862,-0.01253,0.00521,0.00268,-1.48532,0.11018,3.27701
0.71,0,0,7.097237,1.030318,4.758160,15.042820,3.380239,15.572866,5.270013,17.525734,3.565996,13.048391,6.262462,12.216561,149.740295,0,57.351559,88.106308,71.470573,7.800616,16.203335,7.893898,-2.850849,13.375207,7.933143,12.846105,8.429220,12.120770,9.131405,13.778140,10.492468,13.147660,10.596921,14.090016,0,-0.01711,0.00354,-0.02092,-0.01282,0.00803,-0.01263,0.00441,0.00255,-1.48620,0.10978,3.27778
0.72,0,0,7.136990,0.972828,4.765475,14.936793,3.383912,15.506438,5.237537,17.419132,3.567080,12.937447,6.270552,12.115376,152.948730,0,55.230301,89.486305,71.612572,7.802719,16.091829,7.901724,-6.365655,13.329651,7.934135,12.788044,8.376498,12.036343,9.130210,13.670929,10.486687,13.030646,10.601377,13.981027,0,-0.01809,0.00331,-0.01885,-0.01131,0.00841,-0.01158,0.00538,0.00352,-1.48622,0.10633,3.27706
0.73,0,0,7.111774,1.101178,4.784191,14.847789,3.385133,15.404286,5.237897,17.349045,3.571219,12.822141,6.278731,12.039680,151.732361,0,54.301418,88.164253,71.809875,7.797505,15.977219,7.909500,-9.254416,13.246892,7.937088,12.681863,8.407470,11.901947,9.117349,13.555866,10.476086,12.920392,10.589383,13.859865,0,-0.01735,0.00348,-0.02080,-0.01285,0.00828,-0.01248,0.00472,0.00301,-1.48906,0.10768,3.27760
0.74,0,0,7.126926,1.056501,4.788059,14.731328,3.384985,15.296688,5.240355,17.234167,3.576728,12.732810,6.273916,11.925698,155.072449,0,54.397511,90.656685,70.340218,7.798222,15.858441,7.898972,-10.998057,13.153177,7.937233,12.586112,8.358492,11.819412,9.136556,13.442553,10.496518,12.809711,10.584229,13.756134,0,-0.01798,0.00306,-0.02058,-0.01343,0.00782,-0.01136,0.00427,0.00251,-1.48544,0.10946,3.27800
0.75,0,0,7.145705,0.961636,4.754911,14.628084,3.382586,15.227244,5.231852,17.125080,3.576148,12.627428,6.262675,11.811646,152.437378,0,54.742218,87.514603,70.758179,7.804962,15.748974,7.906848,-12.057348,13.023034,7.944554,12.451100,8.408313,11.689264,9.123407,13.341120,10.472757,12.686103,10.584267,13.642132,0,-0.01909,0.00212,-0.01930,-0.01738,0.00826,-0.01182,0.00425,0.00231,-1.48549,0.10835,3.27663
0.76,0,0,7.137719,0.948856,4.742513,14.526033,3.382757,15.097478,5.245043,17.006876,3.574778,12.511409,6.273154,11.722947,151.327271,0,54.911674,87.711639,70.130829,7.809660,15.638523,7.918370,-11.107848,12.912446,7.953295,12.317657,8.425968,11.562162,9.125797,13.220518,10.483390,12.582603,10.571744,13.535192,0,-0.01815,0.00194,-0.01950,-0.01175,0.00822,-0.01268,0.00555,0.00267,-1.48566,0.10893,3.27619
0.77,0,0,7.131529,0.943893,4.732819,14.425293,3.375793,15.015950,5.238167,16.903831,3.576885,12.417951,6.286477,11.592372,150.597473,0,56.036957,86.609856,69.156021,7.821829,15.539632,7.913396,-12.872636,12.796000,7.952861,12.214806,8.440248,11.472522,9.136304,13.132491,10.482887,12.471659,10.571950,13.432368,0,-0.01754,0.00315,-0.02068,-0.01325,0.00897,-0.01299,0.00695,0.00349,-1.48633,0.11066,3.27778
0.78,0,0,7.128567,0.958462,4.723430,14.344516,3.376405,14.936040,5.265517,16.804348,3.584187,12.323088,6.294830,11.509988,150.460602,0,54.774433,87.233841,70.838005,7.811916,15.409152,7.921472,-11.225222,12.672008,7.960072,12.081913,8.451950,11.332637,9.111422,13.007465,10.478972,12.391187,10.563488,13.338823,0,-0.01731,0.00296,-0.02078,-0.00988,0.00889,-0.01227,0.00532,0.00257,-1.48515,0.10740,3.27702
0.79,0,0,7.154669,0.958981,4.740963,14.227198,3.388568,14.804644,5.255420,16.711512,3.587992,12.239003,6.288111,11.374723,152.171463,0,54.687019,90.363297,69.808754,7.815533,15.302629,7.923223,-11.062614,12.558920,7.950253,11.990134,8.381195,11.259932,9.117267,12.902525,10.489970,12.297817,10.550100,13.258293,0,-0.01367,0.00720,-0.02077,-0.01571,0.00744,-0.01158,0.00237,0.00366,-1.48682,0.10585,3.27774
0.80,0,0,7.159605,0.964770,4.747709,14.127586,3.394692,14.722881,5.272220,16.619431,3.602791,12.149996,6.303569,11.292079,151.518372,0,54.837315,87.917160,70.213867,7.818477,15.203068,7.915859,-10.566933,12.436992,7.950190,11.896909,8.417302,11.152803,9.112485,12.813120,10.474123,12.183893,10.559478,13.156390,0,-0.01564,0.00313,-0.01937,-0.00961,0.00790,-0.01360,0.00551,0.00329,-1.48480,0.10848,3.27741
0.81,0,0,7.153628,0.996981,4.746432,14.057940,3.395730,14.617705,5.276506,16.521816,3.599590,12.050982,6.296504,11.215197,151.096909,0,54.709820,89.198586,70.551926,7.809383,15.074624,7.924114,-10.769031,12.350154,7.952676,11.783281,8.410440,11.044649,9.111557,12.702383,10.484754,12.098828,10.556728,13.060835,0,-0.01752,0.00428,-0.02018,-0.01404,0.00748,-0.01275,0.00562,0.00222,-1.48555,0.11017,3.27688
0.82,0,0,7.116597,1.112847,4.737483,13.959807,3.395705,14.486754,5.288352,16.405203,3.604546,11.948958,6.297256,11.055099,151.465942,0,55.224068,88.187004,69.585892,7.822360,14.970626,7.918638,-12.261825,12.226090,7.962998,11.669609,8.443172,10.932804,9.121305,12.600174,10.492208,11.991385,10.551377,12.950155,0,-0.01761,0.00251,-0.02145,-0.01099,0.00831,-0.01317,0.00507,0.00327,-1.48249,0.11137,3.27695
0.83,0,0,7.100881,1.111115,4.731761,13.861768,3.408697,14.415524,5.286206,16.268478,3.606029,11.850385,6.307434,11.013224,151.800339,0,54.338459,88.414330,72.185921,7.816340,14.849812,7.911011,-10.921334,12.116708,7.954253,11.552428,8.434153,10.801806,9.101073,12.473648,10.478394,11.879527,10.571383,12.841717,0,-0.01800,0.00306,-0.02144,-0.01393,0.00830,-0.01375,0.00552,0.00334,-1.48380,0.11019,3.27666
0.84,0,0,7.085799,1.090865,4.736885,13.740388,3.402869,14.271678,5.273774,16.164627,3.589334,11.743935,6.296206,10.874351,155.998611,0,53.089188,90.121643,70.916267,7.823675,14.734140,7.911435,-13.549386,12.006038,7.965308,11.446860,8.386970,10.701834,9.107028,12.351521,10.483043,11.754390,10.557511,12.727747,0,-0.01699,0.00421,-0.02095,-0.01221,0.00891,-0.01096,0.00540,0.00307,-1.48622,0.10687,3.27730
0.85,0,0,7.103390,1.049973,4.743267,13.638266,3.405112,14.196074,5.279018,16.052567,3.596989,11.623005,6.303499,10.782157,156.958038,0,52.751831,87.732430,72.286797,7.826204,14.626872,7.897415,-10.364752,11.860597,7.976857,11.307336,8.433199,10.554825,9.093652,12.229114,10.466136,11.623912,10.569818,12.597210,0,-0.01785,0.00359,-0.02027,-0.01526,0.00935,-0.01355,0.00569,0.00335,-1.49330,0.10718,3.27742
0.86,0,0,7.111226,1.039801,4.724438,13.529126,3.402014,14.091745,5.286201,15.955235,3.595831,11.496631,6.299011,10.689929,159.024185,0,51.504410,89.949081,71.210243,7.830543,14.504680,7.908006,-10.242227,11.775023,7.975904,11.214884,8.378166,10.454803,9.099268,12.104031,10.473100,11.501884,10.555611,12.468730,0,-0.02205,0.00078,-0.02202,-0.01478,0.00987,-0.01143,0.00737,-0.00120,-1.48400,0.11165,3.27748
0.87,0,0,7.122756,1.048989,4.732408,13.400285,3.408254,13.965718,5.277719,15.851968,3.595698,11.416103,6.308991,10.558990,161.866760,0,49.773396,89.372002,71.292015,7.829790,14.408360,7.924075,-9.820976,11.664212,7.997516,11.121401,8.370294,10.351561,9.100496,11.996797,10.464747,11.373316,10.564826,12.349879,0,-0.01678,0.00399,-0.02102,-0.01193,0.00999,-0.01260,0.00681,0.00278,-1.48633,0.10982,3.27670
0.88,0,0,7.125670,1.036280,4.716942,13.297099,3.410306,13.889610,5.283580,15.745870,3.602392,11.319262,6.317739,10.474163,157.817947,0,52.129452,89.884514,69.863731,7.823261,14.283901,7.931417,-9.056801,11.580349,7.982713,10.998675,8.361280,10.262749,9.119350,11.895330,10.478555,11.260865,10.561696,12.233366,0,-0.01752,0.00245,-0.02109,-0.01422,0.00898,-0.01451,0.00393,0.00190,-1.48614,0.11106,3.27780
0.89,0,0,7.115801,1.063421,4.709073,13.199946,3.413478,13.767587,5.289686,15.662356,3.600246,11.247632,6.331675,10.384169,158.566833,0,51.487644,88.841240,70.066299,7.833560,14.168347,7.932350,-11.307387,11.479086,7.995857,10.899718,8.396782,10.135711,9.123110,11.782616,10.483016,11.149709,10.568612,12.122717,0,-0.01764,0.00319,-0.01999,-0.01297,0.00839,-0.01264,0.00535,0.00273,-1.48431,0.10964,3.27717
0.90,0,0,7.092171,1.054127,4.717433,13.090876,3.412289,13.661493,5.284036,15.557034,3.608750,11.126607,6.333898,10.254976,155.773483,0,51.602219,88.365334,71.067642,7.832012,14.038103,7.941940,-10.548631,11.361849,7.989202,10.774909,8.410518,10.009427,9.107262,11.669108,10.473205,11.049270,10.564978,12.006728,0,-0.01763,0.00294,-0.02104,-0.01771,0.00948,-0.01176,0.00504,0.00268,-1.48291,0.11058,3.27649
0.91,0,0,7.081291,1.066198,4.714295,12.979801,3.401412,13.566515,5.289015,15.460539,3.604754,11.010461,6.336823,10.161912,159.113586,0,51.810856,89.562630,69.462929,7.841958,13.942405,7.926331,-11.062044,11.269787,7.991334,10.680782,8.376043,9.931726,9.126139,11.567977,10.484870,10.932507,10.561561,11.900949,0,-0.01682,0.00475,-0.01979,-0.01276,0.00696,-0.01353,0.00662,0.00279,-1.48580,0.10691,3.27856
0.92,0,0,7.074755,1.070501,4.727930,12.854715,3.409219,13.451341,5.292078,15.367530,3.610146,10.912983,6.354493,10.055113,158.243057,0,51.084538,87.676437,71.006851,7.846443,13.844648,7.932141,-12.316219,11.121311,7.996646,10.558383,8.409617,9.791216,9.106870,11.450686,10.465067,10.814053,10.569338,11.786366,0,-0.01807,0.00330,-0.02087,-0.01254,0.00885,-0.01200,0.00640,0.00192,-1.48596,0.10844,3.27767
0.93,0,0,7.085584,1.076735,4.732231,12.744847,3.418673,13.357290,5.293181,15.270653,3.616662,10.783012,6.333612,9.953719,158.514984,0,51.792248,89.110176,69.847321,7.849425,13.723191,7.931972,-11.930749,11.016029,7.994002,10.438545,8.388116,9.685632,9.125189,11.327503,10.483908,10.692010,10.566489,11.652771,0,-0.01801,0.00240,-0.02207,-0.00935,0.00803,-0.01273,0.00492,0.00220,-1.48481,0.11071,3.27794
0.94,0,0,7.120510,1.076789,4.756971,12.634460,3.407245,13.254474,5.301135,15.144410,3.612338,10.671128,6.321767,9.865006,157.393387,0,52.908722,88.579018,69.993866,7.858199,13.622548,7.936011,-12.421167,10.890562,7.984820,10.329223,8.361742,9.607630,9.131890,11.234503,10.471300,10.559284,10.587685,11.542995,0,-0.01858,0.00294,-0.01971,-0.01344,0.00740,-0.01273,0.00580,0.00397,-1.48622,0.11221,3.27767
0.95,0,0,7.133568,1.069470,4.771015,12.515014,3.414602,13.129708,5.282754,15.080628,3.627333,10.572458,6.316146,9.739875,156.437866,0,52.895138,88.537506,69.703568,7.854714,13.472930,7.933755,-11.598990,10.776499,7.983210,10.207018,8.393523,9.452129,9.136224,11.091732,10.486337,10.438134,10.580238,11.406834,0,-0.01849,0.00326,-0.02028,-0.01473,0.00916,-0.01153,0.00686,0.00124,-1.48548,0.10860,3.27723
0.96,0,0,7.094622,0.995072,4.801163,12.404202,3.424822,13.035583,5.291746,14.939227,3.630709,10.462554,6.309137,9.646780,157.214630,0,53.196117,88.143044,69.256065,7.844781,13.357759,7.942079,-12.514586,10.652287,7.988464,10.092680,8.368340,9.363712,9.148137,10.986026,10.478300,10.292727,10.595557,11.278236,0,-0.01808,0.00365,-0.02184,-0.01022,0.00790,-0.01304,0.00474,0.00252,-1.48696,0.10967,3.27741
0.97,0,0,7.089945,0.999242,4.827928,12.290633,3.436176,12.908030,5.307106,14.820672,3.621591,10.370084,6.316919,9.537401,155.625122,0,53.355808,88.731461,69.651611,7.847060,13.244721,7.939221,-9.842290,10.539802,7.976404,9.979502,8.384696,9.217424,9.150522,10.846289,10.493504,10.178179,10.597334,11.149225,0,-0.01842,0.00463,-0.02129,-0.01667,0.00827,-0.01455,0.00560,0.00280,-1.47268,0.10896,3.27687
0.98,0,0,7.090942,0.987614,4.841784,12.167196,3.441092,12.810552,5.319035,14.701238,3.640810,10.258641,6.328753,9.420604,159.679092,0,51.824280,89.445274,69.523254,7.854558,13.153957,7.942358,-10.899270,10.445529,7.986687,9.887069,8.339762,9.125027,9.155956,10.729338,10.486227,10.036267,10.608097,11.022750,0,-0.01810,0.00344,-0.01868,-0.01568,0.00795,-0.01336,0.00402,0.00275,-1.40394,0.10604,3.27694
0.99,0,0,7.101950,1.040818,4.807554,12.065429,3.435687,12.764715,5.319130,14.590234,3.637133,10.179951,6.322796,9.342527,160.809753,0,51.944748,88.836563,70.084137,7.873265,13.068830,7.950695,-9.008105,10.321625,8.004096,9.778690,8.343806,9.043893,9.164771,10.645605,10.485435,9.934469,10.628469,10.904810,0,-0.01718,0.00464,-0.01996,-0.01634,0.00775,-0.01139,0.00399,0.00289,-1.28850,0.11268,3.27710
1.00,0,0,7.138667,1.088496,4.753714,11.979495,3.452101,12.689749,5.330965,14.536744,3.641514,10.108357,6.365452,9.259802,163.587418,0,49.738338,89.121834,70.587433,7.909193,12.997236,7.962566,-4.063744,10.263014,8.022904,9.699688,8.330580,8.959834,9.152217,10.561366,10.476171,9.856297,10.622598,10.821621,0,-0.01680,0.00297,-0.01937,-0.01202,0.00885,-0.01273,0.00446,0.00251,-1.10630,0.10750,3.27764
1.01,0,0,7.179134,1.123213,4.754008,11.931969,3.455524,12.703617,5.350189,14.478736,3.660880,10.046247,6.404993,9.216695,165.633438,0,48.630386,87.979156,69.157394,7.976160,12.974379,7.987141,-7.081251,10.240569,8.057674,9.643012,8.334593,8.925298,9.166628,10.521447,10.471475,9.781611,10.622833,10.769639,0,-0.01830,0.00497,-0.02135,-0.01415,0.00847,-0.01158,0.00696,0.00295,-0.88555,0.11154,3.27710
1.02,0,0,7.221442,1.140147,4.744774,11.896544,3.474740,12.831022,5.380000,14.403632,3.679092,9.984668,6.417933,9.167196,161.751511,0,48.714252,86.256035,70.459999,8.063264,12.951259,8.014094,-6.415716,10.119420,8.078628,9.513893,8.405574,8.790916,9.148605,10.430399,10.471492,9.723315,10.622091,10.720918,0,-0.01750,0.00638,-0.02160,-0.01004,0.00701,-0.01387,0.00503,0.00195,-0.63101,0.11210,3.27745
1.03,0,0,7.267207,1.173468,4.710957,11.920067,3.479729,13.152777,5.411335,14.349771,3.701575,9.951318,6.476156,9.081693,159.546997,0,48.465801,85.910751,71.167801,8.149847,13.355812,8.048556,-3.966868,10.111114,8.114831,9.448498,8.469738,8.725258,9.153131,10.390440,10.496613,9.723454,10.628840,10.718280,0,-0.01665,0.00722,-0.01869,-0.01310,0.00771,-0.01380,0.00510,0.00336,-0.36209,0.11043,3.27763
1.04,0,0,7.281701,1.195952,4.654507,11.943009,3.499244,13.725872,5.452775,14.271963,3.726865,9.903498,6.489359,9.021152,156.318375,0,48.490093,84.975540,73.142334,8.201698,13.717977,8.077429,-8.247910,10.051595,8.156157,9.354985,8.576312,8.631150,9.143285,10.339513,10.520068,9.744169,10.632768,10.729215,0,-0.01689,0.00296,-0.02114,-0.01544,0.00729,-0.01396,0.00523,0.00155,-0.05458,0.11263,3.27699
1.05,0,0,7.312791,1.182907,4.652720,11.997566,3.569500,14.124497,5.493804,14.214676,3.737011,9.837331,6.534811,8.956754,159.459534,0,47.698990,88.255432,74.629967,8.217976,14.127841,8.093357,-17.502514,9.922399,8.181964,9.283134,8.541839,8.620906,9.133105,10.321013,10.534163,9.785404,10.629014,10.761222,0,-0.01740,0.00316,-0.02091,-0.01829,0.00834,-0.01324,0.00443,0.00284,0.22638,0.10704,3.27707
1.06,0,0,7.314913,1.216679,4.682062,12.070299,3.714938,14.434210,5.512425,14.110288,3.758983,9.764212,6.558163,8.891314,157.551880,0,49.916378,89.995972,75.621635,8.194113,14.707668,8.114955,-16.167271,9.707434,8.199292,9.171027,8.546186,8.602456,9.118300,10.309060,10.540448,9.832195,10.612535,10.823786,0,-0.01340,0.00136,-0.02090,-0.01572,0.00757,-0.01173,0.00551,0.00526,0.53063,0.10911,3.27662
1.07,0,0,7.337706,1.225374,4.740465,12.167462,3.906498,14.797911,5.527493,14.039910,3.797546,9.657268,6.587446,8.852486,149.936386,0,50.666317,89.165611,81.546883,8.253446,14.928697,8.138810,-6.139185,9.611154,8.238047,9.060178,8.754935,8.451853,9.079674,10.221245,10.550319,9.929136,10.599798,10.947739,0,-0.01522,0.00254,-0.02026,-0.01541,0.00892,-0.01123,0.00535,0.00210,0.78073,0.10918,3.27759
1.08,0,0,7.354588,1.274140,4.798187,12.300509,4.071478,15.042711,5.549860,13.969290,3.797789,9.600511,6.623897,8.805838,142.573868,0,53.866913,87.676491,88.372208,8.284399,15.302885,8.154103,-2.112989,9.586742,8.292068,8.990623,9.003099,8.419369,9.086368,10.217415,10.580658,10.087337,10.639600,11.095147,0,-0.01608,0.00440,-0.01970,-0.02013,0.00807,-0.00976,0.00474,0.00799,1.01065,0.10540,3.27753
1.09,0,0,7.353974,1.288258,4.889729,12.450761,4.266403,15.417042,5.570141,13.873842,3.821246,9.535566,6.667001,8.807671,137.788330,0,57.734585,90.860718,93.639000,8.335514,15.650484,8.138480,-2.939976,9.562259,8.307921,8.971281,9.129024,8.450324,9.132761,10.250211,10.632407,10.269627,10.684877,11.307283,0,-0.01681,0.00593,-0.01844,-0.01306,-0.01624,-0.01399,0.00241,0.00180,1.20723,0.11131,3.27717
