"Time","28 CoMy (cm)","v1 xCOMy","28a CoMy (cm)","v2 Right CoP","v3 Left CoP","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
7.328,3.174150,5.944334,5.776888,6.844015,4.484611,4.681232,6.931187,2.575504,4.374270,3.557651,6.756843,6.602782,4.594952,5.549194,172.356064,163.657257,47.545200,163.789246,8.751493,2.757525,9.334146,4.872978,9.429720,5.529407,9.606878,6.152724,10.961847,8.298977,11.546261,6.168983,11.947474,5.515184
7.329,3.218347,5.949715,5.779938,6.849696,4.484559,4.688226,6.941623,2.588157,4.374270,3.569474,6.757770,6.613304,4.594849,5.525569,171.589081,162.623077,47.406975,162.860168,8.751442,2.768060,9.336041,4.843767,9.416476,5.495555,9.589580,6.123997,10.992682,8.299643,11.547278,6.175808,11.951079,5.523564
7.330,3.262544,5.955096,5.782988,6.855378,4.484508,4.695220,6.952059,2.600810,4.374270,3.581297,6.758697,6.623825,4.594746,5.501944,170.822098,161.588882,47.268753,161.931107,8.751390,2.778595,9.337935,4.814556,9.403234,5.461703,9.572281,6.095271,11.023516,8.300309,11.548296,6.182634,11.954685,5.531944
7.331,3.312017,5.960880,5.786162,6.856712,4.480797,4.697892,6.955865,2.612166,4.374515,3.594274,6.757560,6.632135,4.587080,5.483050,170.838287,160.374863,47.194958,161.134430,8.751389,2.789163,9.335007,4.785139,9.391657,5.428480,9.552584,6.065736,11.044634,8.292490,11.546908,6.184484,11.955132,5.537601
7.332,3.361491,5.966664,5.789336,6.858047,4.477086,4.700564,6.959671,2.623523,4.374759,3.607250,6.756422,6.640445,4.579413,5.464157,170.854477,159.160843,47.121162,160.337738,8.751386,2.799732,9.332079,4.755722,9.380081,5.395257,9.532887,6.036201,11.065753,8.284672,11.545521,6.186335,11.955580,5.543260
7.333,3.410965,5.972449,5.792510,6.859381,4.473375,4.703236,6.963477,2.634880,4.375003,3.620227,6.755284,6.648755,4.571747,5.445263,170.870667,157.946823,47.047367,159.541061,8.751383,2.810300,9.329151,4.726305,9.368505,5.362033,9.513190,6.006667,11.086872,8.276853,11.544132,6.188186,11.956028,5.548917
7.334,3.460439,5.978233,5.795684,6.860715,4.469665,4.705908,6.967282,2.646237,4.375247,3.633204,6.754147,6.657064,4.564081,5.426370,170.886856,156.732803,46.973572,158.744385,8.751381,2.820868,9.326222,4.696889,9.356929,5.328810,9.493493,5.977132,11.107990,8.269033,11.542745,6.190036,11.956475,5.554575
7.335,3.510981,5.984425,5.799210,6.862587,4.469463,4.707322,6.972449,2.659012,4.375011,3.640272,6.752724,6.666902,4.563914,5.405536,172.527252,155.007278,46.975563,158.123489,8.751775,2.831273,9.316298,4.671686,9.351708,5.307182,9.472705,5.946152,11.130700,8.256218,11.544120,6.195350,11.960143,5.559732
7.336,3.561522,5.990616,5.802735,6.864459,4.469261,4.708736,6.977616,2.671788,4.374776,3.647339,6.751301,6.676739,4.563746,5.384702,174.167664,153.281754,46.977554,157.502594,8.752169,2.841679,9.306374,4.646482,9.346488,5.285554,9.451916,5.915171,11.153410,8.243402,11.545495,6.200665,11.963811,5.564890
7.337,3.612064,5.996808,5.806261,6.866330,4.469059,4.710150,6.982782,2.684563,4.374540,3.654407,6.749878,6.686575,4.563579,5.363869,175.808075,151.556229,46.979546,156.881699,8.752563,2.852084,9.296450,4.621280,9.341268,5.263927,9.431128,5.884191,11.176121,8.230586,11.546870,6.205978,11.967479,5.570047
7.338,3.662606,6.002999,5.809786,6.868202,4.468858,4.711564,6.987949,2.697338,4.374304,3.661475,6.748455,6.696413,4.563412,5.343035,177.448471,149.830704,46.981537,156.260803,8.752957,2.862489,9.286526,4.596076,9.336047,5.242299,9.410339,5.853210,11.198831,8.217771,11.548245,6.211292,11.971147,5.575205
7.339,3.708807,6.009257,5.813606,6.870375,4.472148,4.717603,6.993313,2.703126,4.374304,3.669574,6.747437,6.706972,4.569993,5.322979,177.208191,150.246490,46.571899,155.408417,8.752541,2.876504,9.272301,4.569942,9.326502,5.214703,9.408005,5.825409,11.222759,8.202534,11.546527,6.212062,11.971521,5.577476
7.340,3.755009,6.015515,5.817427,6.872548,4.475439,4.723642,6.998677,2.708913,4.374304,3.677674,6.746419,6.717531,4.576573,5.302923,176.967896,150.662277,46.162266,154.556015,8.752125,2.890518,9.258077,4.543806,9.316957,5.187107,9.405670,5.797608,11.246687,8.187297,11.544807,6.212832,11.971895,5.579747
7.341,3.801211,6.021773,5.821248,6.874721,4.478729,4.729681,7.004041,2.714701,4.374304,3.685773,6.745400,6.728090,4.583154,5.282866,176.727600,151.078064,45.752632,153.703613,8.751708,2.904533,9.243853,4.517671,9.307411,5.159512,9.403336,5.769807,11.270615,8.172060,11.543089,6.213602,11.972269,5.582018
7.342,3.847412,6.028031,5.825068,6.876894,4.482019,4.735720,7.009405,2.720489,4.374304,3.693872,6.744382,6.738649,4.589735,5.262811,176.487320,151.493851,45.342995,152.851227,8.751291,2.918548,9.229628,4.491536,9.297866,5.131916,9.401001,5.742006,11.294543,8.156823,11.541370,6.214372,11.972644,5.584289
7.343,3.884579,6.034176,5.829253,6.879302,4.485778,4.743869,7.013204,2.730762,4.374722,3.704453,6.745400,6.746184,4.596834,5.246214,176.420914,151.705475,45.080811,152.139999,8.750244,2.922912,9.218548,4.468778,9.289613,5.102514,9.399513,5.725044,11.311435,8.147313,11.541817,6.218034,11.976291,5.589635
7.344,3.921745,6.040322,5.833438,6.881711,4.489536,4.752018,7.017002,2.741035,4.375141,3.715034,6.746419,6.753718,4.603932,5.229618,176.354523,151.917099,44.818623,151.428772,8.749196,2.927276,9.207468,4.446021,9.281359,5.073112,9.398026,5.708082,11.328326,8.137804,11.542264,6.221697,11.979939,5.594982
7.345,3.958912,6.046467,5.837623,6.884119,4.493295,4.760167,7.020800,2.751309,4.375559,3.725614,6.747437,6.761253,4.611031,5.213022,176.288116,152.128723,44.556435,150.717529,8.748148,2.931640,9.196389,4.423264,9.273106,5.043711,9.396540,5.691121,11.345218,8.128294,11.542711,6.225359,11.983585,5.600328
7.346,3.996078,6.052613,5.841808,6.886527,4.497054,4.768316,7.024599,2.761582,4.375978,3.736195,6.748456,6.768787,4.618129,5.196426,176.221710,152.340347,44.294250,150.006302,8.747101,2.936005,9.185309,4.400506,9.264853,5.014309,9.395052,5.674159,11.362109,8.118784,11.543158,6.229022,11.987232,5.605675
7.347,4.018694,6.058105,5.846107,6.886341,4.503270,4.770825,7.024599,2.782143,4.378227,3.742613,6.748082,6.777504,4.628314,5.189712,176.319443,152.513901,44.202686,149.776947,8.750853,2.943725,9.176008,4.388863,9.259508,5.001816,9.393721,5.664860,11.370537,8.112539,11.544465,6.230814,11.987366,5.609910
7.348,4.041310,6.063599,5.850408,6.886154,4.509487,4.773334,7.024599,2.802703,4.380476,3.749031,6.747709,6.786221,4.638497,5.182998,176.417175,152.687454,44.111122,149.547592,8.754605,2.951446,9.166706,4.377220,9.254163,4.989324,9.392390,5.655562,11.378965,8.106294,11.545773,6.232607,11.987499,5.614145
7.349,4.063926,6.069092,5.854708,6.885967,4.515704,4.775843,7.024599,2.823263,4.382725,3.755449,6.747336,6.794938,4.648682,5.176284,176.514923,152.861008,44.019558,149.318237,8.758358,2.959166,9.157405,4.365577,9.248817,4.976831,9.391060,5.646264,11.387394,8.100048,11.547080,6.234400,11.987634,5.618381
7.350,4.086542,6.074584,5.859007,6.885781,4.521920,4.778352,7.024599,2.843823,4.384974,3.761867,6.746963,6.803654,4.658866,5.169570,176.612656,153.034561,43.927994,149.088882,8.762110,2.966886,9.148104,4.353933,9.243473,4.964338,9.389729,5.636965,11.395822,8.093803,11.548388,6.236193,11.987767,5.622616
7.351,4.091925,6.079196,5.863335,6.886568,4.524839,4.783169,7.024599,2.860295,4.384974,3.771711,6.748537,6.810617,4.664705,5.169570,176.624008,153.247467,43.991291,149.064911,8.760716,2.973804,9.137334,4.346026,9.236324,4.955150,9.387760,5.634410,11.399797,8.091642,11.551394,6.239968,11.992695,5.623914
7.352,4.097307,6.083807,5.867662,6.887355,4.527759,4.787986,7.024599,2.876767,4.384974,3.781555,6.750112,6.817580,4.670544,5.169570,176.635361,153.460358,44.054588,149.040924,8.759323,2.980721,9.126564,4.338119,9.229176,4.945962,9.385792,5.631856,11.403773,8.089481,11.554399,6.243743,11.997622,5.625213
7.353,4.102689,6.088418,5.871990,6.888142,4.530679,4.792803,7.024599,2.893239,4.384974,3.791399,6.751686,6.824543,4.676383,5.169570,176.646713,153.673248,44.117886,149.016937,8.757929,2.987639,9.115793,4.330212,9.222026,4.936774,9.383822,5.629301,11.407749,8.087319,11.557404,6.247518,12.002549,5.626511
7.354,4.108071,6.093030,5.876317,6.888929,4.533598,4.797620,7.024599,2.909711,4.384974,3.801243,6.753260,6.831505,4.682221,5.169570,176.658066,153.886154,44.181183,148.992966,8.756536,2.994557,9.105023,4.322305,9.214877,4.927586,9.381854,5.626746,11.411725,8.085158,11.560410,6.251293,12.007477,5.627809
7.355,4.096280,6.096603,5.880512,6.883639,4.534692,4.801898,7.015316,2.927757,4.384974,3.810137,6.751962,6.839752,4.684410,5.169570,176.601730,154.316788,44.295403,149.158478,8.754076,3.004565,9.088047,4.322305,9.202637,4.923860,9.376276,5.622068,11.413152,8.080058,11.561577,6.254401,12.006532,5.630369
7.356,4.084488,6.100176,5.884707,6.878348,4.535786,4.806177,7.006032,2.945804,4.384974,3.819031,6.750664,6.848000,4.686598,5.169570,176.545410,154.747421,44.409618,149.324005,8.751617,3.014574,9.071072,4.322305,9.190396,4.920134,9.370697,5.617391,11.414577,8.074958,11.562744,6.257509,12.005587,5.632930
7.357,4.072696,6.103749,5.888902,6.873058,4.536880,4.810456,6.996749,2.963850,4.384974,3.827926,6.749366,6.856246,4.688787,5.169570,176.489075,155.178055,44.523834,149.489517,8.749159,3.024583,9.054096,4.322305,9.178156,4.916408,9.365119,5.612713,11.416004,8.069858,11.563910,6.260618,12.004641,5.635490
7.358,4.060904,6.107322,5.893097,6.867767,4.537974,4.814734,6.987466,2.981896,4.384974,3.836820,6.748068,6.864493,4.690975,5.169570,176.432739,155.608688,44.638054,149.655029,8.746699,3.034591,9.037120,4.322305,9.165915,4.912681,9.359541,5.608035,11.417431,8.064757,11.565078,6.263726,12.003695,5.638050
7.359,4.035107,6.110090,5.897226,6.867655,4.542048,4.819583,6.987466,2.991857,4.383898,3.844049,6.747843,6.877519,4.700197,5.173382,176.938629,156.111938,44.754135,149.713608,8.743281,3.046012,9.016508,4.322305,9.156418,4.913901,9.356823,5.607598,11.417272,8.063059,11.566681,6.266015,12.005482,5.640262
7.360,4.009310,6.112858,5.901355,6.867542,4.546121,4.824432,6.987466,3.001818,4.382822,3.851277,6.747618,6.890544,4.709420,5.177194,177.444534,156.615173,44.870216,149.772186,8.739863,3.057433,8.995897,4.322305,9.146919,4.915122,9.354104,5.607162,11.417112,8.061360,11.568283,6.268303,12.007269,5.642473
7.361,3.983514,6.115626,5.905484,6.867430,4.550194,4.829281,6.987466,3.011779,4.381745,3.858505,6.747393,6.903570,4.718642,5.181006,177.950439,157.118408,44.986298,149.830765,8.736445,3.068853,8.975286,4.322305,9.137422,4.916342,9.351385,5.606724,11.416954,8.059662,11.569886,6.270592,12.009056,5.644685
7.362,3.957717,6.118394,5.909613,6.867317,4.554267,4.834130,6.987466,3.021740,4.380669,3.865734,6.747168,6.916595,4.727865,5.184818,178.456329,157.621658,45.102379,149.889343,8.733027,3.080274,8.954675,4.322305,9.127924,4.917562,9.348667,5.606287,11.416795,8.057963,11.571489,6.272880,12.010842,5.646897
7.363,3.920006,6.120454,5.913662,6.867376,4.559685,4.837982,6.987466,3.031657,4.380669,3.874233,6.747286,6.925132,4.738702,5.194834,177.829742,158.664581,45.298546,150.079926,8.731874,3.090665,8.929827,4.326811,9.107075,4.917591,9.342316,5.604903,11.412951,8.054010,11.571309,6.274068,12.009830,5.647919
7.364,3.882295,6.122514,5.917711,6.867436,4.565104,4.841835,6.987466,3.041574,4.380669,3.882733,6.747405,6.933670,4.749538,5.204851,177.203156,159.707489,45.494713,150.270493,8.730721,3.101055,8.904980,4.331318,9.086226,4.917620,9.335964,5.603519,11.409108,8.050058,11.571129,6.275256,12.008818,5.648942
7.365,3.844584,6.124574,5.921761,6.867496,4.570522,4.845687,6.987466,3.051491,4.380669,3.891233,6.747524,6.942207,4.760375,5.214867,176.576584,160.750397,45.690884,150.461060,8.729567,3.111446,8.880132,4.335825,9.065377,4.917649,9.329613,5.602136,11.405265,8.046105,11.570950,6.276443,12.007805,5.649964
7.366,3.806873,6.126634,5.925810,6.867555,4.575941,4.849539,6.987466,3.061408,4.380669,3.899732,6.747643,6.950745,4.771212,5.224884,175.949997,161.793320,45.887051,150.651642,8.728414,3.121837,8.855284,4.340332,9.044528,4.917678,9.323261,5.600751,11.401422,8.042152,11.570769,6.277631,12.006793,5.650986
7.367,3.763552,6.128117,5.929578,6.867086,4.580029,4.850591,6.987045,3.069664,4.380669,3.904257,6.747128,6.959256,4.779390,5.234468,175.623428,162.905457,46.372597,151.153870,8.730172,3.130539,8.824245,4.361381,9.022584,4.939104,9.311832,5.611207,11.383542,8.044943,11.568333,6.277894,12.003227,5.652463
7.368,3.720232,6.129600,5.933346,6.866619,4.584118,4.851643,6.986624,3.077921,4.380669,3.908782,6.746613,6.967768,4.787568,5.244052,175.296860,164.017609,46.858143,151.656097,8.731931,3.139242,8.793206,4.382430,9.000640,4.960530,9.300405,5.621664,11.365663,8.047734,11.565897,6.278157,11.999661,5.653941
7.369,3.676911,6.131082,5.937114,6.866151,4.588207,4.852695,6.986203,3.086177,4.380669,3.913307,6.746098,6.976280,4.795745,5.253636,174.970291,165.129745,47.343689,152.158310,8.733689,3.147945,8.762167,4.403479,8.978696,4.981956,9.288977,5.632120,11.347783,8.050526,11.563461,6.278420,11.996096,5.655418
7.370,3.633590,6.132565,5.940882,6.865683,4.592296,4.853747,6.985782,3.094434,4.380669,3.917832,6.745583,6.984791,4.803923,5.263221,174.643723,166.241882,47.829235,152.660538,8.735448,3.156648,8.731129,4.424528,8.956752,5.003382,9.277548,5.642576,11.329904,8.053316,11.561025,6.278683,11.992530,5.656895
7.371,3.589630,6.133756,5.944392,6.866516,4.592072,4.858360,6.986229,3.105309,4.383094,3.924844,6.746803,6.994270,4.801050,5.276278,173.975449,166.550613,48.115299,152.929153,8.737083,3.163055,8.728749,4.446163,8.948985,5.024712,9.271031,5.660653,11.311539,8.065836,11.556572,6.280307,11.989046,5.659826
7.372,3.545670,6.134946,5.947901,6.867350,4.591847,4.862974,6.986676,3.116184,4.385519,3.931855,6.748024,7.003748,4.798176,5.289336,173.307175,166.859344,48.401363,153.197784,8.738720,3.169462,8.726370,4.467798,8.941219,5.046041,9.264515,5.678729,11.293175,8.078356,11.552118,6.281931,11.985562,5.662756
7.373,3.501709,6.136136,5.951411,6.868184,4.591623,4.867588,6.987123,3.127060,4.387943,3.938866,6.749244,7.013227,4.795302,5.302393,172.638901,167.168076,48.687428,153.466400,8.740355,3.175869,8.723989,4.489434,8.933453,5.067371,9.257999,5.696806,11.274811,8.090876,11.547665,6.283555,11.982079,5.665687
7.374,3.457749,6.137327,5.954920,6.869018,4.591398,4.872201,6.987571,3.137935,4.390368,3.945877,6.750464,7.022706,4.792429,5.315451,171.970627,167.476807,48.973492,153.735016,8.741991,3.182276,8.721610,4.511069,8.925686,5.088701,9.251483,5.714883,11.256446,8.103395,11.543212,6.285178,11.978595,5.668618
7.375,3.416914,6.138460,5.958208,6.869016,4.592459,4.874297,6.987571,3.148081,4.396849,3.951393,6.750461,7.032744,4.788070,5.324080,171.626358,167.640930,48.982128,153.857880,8.746725,3.185333,8.720174,4.523651,8.922514,5.104151,9.245860,5.722934,11.246082,8.110759,11.535892,6.287334,11.971640,5.668980
7.376,3.376079,6.139593,5.961495,6.869014,4.593520,4.876392,6.987571,3.158226,4.403329,3.956908,6.750458,7.042784,4.783710,5.332709,171.282074,167.805054,48.990765,153.980743,8.751460,3.188390,8.718738,4.536233,8.919342,5.119600,9.240237,5.730985,11.235718,8.118122,11.528570,6.289491,11.964685,5.669343
7.377,3.335243,6.140726,5.964782,6.869013,4.594581,4.878488,6.987571,3.168372,4.409810,3.962424,6.750454,7.052823,4.779352,5.341338,170.937805,167.969162,48.999401,154.103607,8.756195,3.191448,8.717301,4.548816,8.916171,5.135049,9.234614,5.739037,11.225353,8.125485,11.521250,6.291648,11.957731,5.669705
7.378,3.294408,6.141860,5.968070,6.869011,4.595641,4.880583,6.987571,3.178518,4.416290,3.967940,6.750451,7.062862,4.774992,5.349967,170.593536,168.133286,49.008038,154.226471,8.760929,3.194505,8.715865,4.561398,8.912999,5.150499,9.228992,5.747087,11.214990,8.132849,11.513929,6.293804,11.950776,5.670067
7.379,3.258918,6.143106,5.971188,6.869046,4.597986,4.883092,6.987629,3.186735,4.423060,3.967940,6.750464,7.071064,4.772912,5.358583,170.778351,168.285934,49.014763,154.523499,8.764289,3.194190,8.712016,4.573267,8.911345,5.160334,9.228640,5.757637,11.207864,8.142319,11.510979,6.296257,11.946212,5.670014
7.380,3.223427,6.144351,5.974306,6.869082,4.600331,4.885600,6.987687,3.194952,4.429831,3.967940,6.750477,7.079267,4.770832,5.367200,170.963181,168.438583,49.021492,154.820541,8.767649,3.193874,8.708166,4.585135,8.909693,5.170168,9.228289,5.768187,11.200738,8.151789,11.508028,6.298710,11.941647,5.669961
7.381,3.187937,6.145597,5.977424,6.869118,4.602676,4.888109,6.987745,3.203169,4.436602,3.967940,6.750490,7.087469,4.768752,5.375817,171.148010,168.591232,49.028221,155.117584,8.771008,3.193559,8.704317,4.597003,8.908039,5.180002,9.227937,5.778736,11.193612,8.161258,11.505077,6.301163,11.937082,5.669908
7.382,3.152446,6.146842,5.980542,6.869153,4.605021,4.890617,6.987803,3.211386,4.443372,3.967940,6.750504,7.095672,4.766672,5.384434,171.332825,168.743881,49.034946,155.414612,8.774367,3.193244,8.700468,4.608871,8.906385,5.189837,9.227585,5.789285,11.186486,8.170728,11.502127,6.303616,11.932518,5.669855
7.383,3.124601,6.148302,5.983469,6.870311,4.606630,4.897814,6.987916,3.219522,4.447762,3.967940,6.752706,7.103174,4.765498,5.393054,171.724152,168.638901,49.138161,155.660431,8.776907,3.195316,8.698125,4.620730,8.905754,5.200084,9.225924,5.802448,11.176370,8.180753,11.499651,6.306452,11.928652,5.673380
7.384,3.096756,6.149760,5.986398,6.871469,4.608239,4.905011,6.988029,3.227659,4.452154,3.967940,6.754908,7.110677,4.764325,5.401675,172.115479,168.533905,49.241375,155.906250,8.779448,3.197387,8.695782,4.632589,8.905122,5.210331,9.224262,5.815612,11.166254,8.190778,11.497175,6.309288,11.924786,5.676906
7.385,3.068910,6.151219,5.989326,6.872626,4.609848,4.912208,6.988143,3.235796,4.456545,3.967940,6.757110,7.118179,4.763151,5.410296,172.506790,168.428925,49.344589,156.152054,8.781988,3.199458,8.693439,4.644448,8.904490,5.220578,9.222602,5.828775,11.156137,8.200803,11.494700,6.312123,11.920920,5.680432
7.386,3.041065,6.152678,5.992253,6.873784,4.611457,4.919404,6.988256,3.243932,4.460936,3.967940,6.759312,7.125681,4.761978,5.418917,172.898117,168.323944,49.447803,156.397873,8.784528,3.201530,8.691096,4.656307,8.903858,5.230825,9.220941,5.841938,11.146021,8.210828,11.492225,6.314959,11.917054,5.683958
7.387,3.021210,6.154591,5.995213,6.873831,4.614688,4.921466,6.988268,3.251975,4.469380,3.953769,6.759395,7.134889,4.759997,5.429177,173.388306,168.269196,49.430466,156.597961,8.790202,3.202115,8.688892,4.665288,8.904621,5.237715,9.220352,5.850423,11.137065,8.217846,11.487715,6.314405,11.911329,5.682544
7.388,3.001356,6.156502,5.998172,6.873878,4.617920,4.923527,6.988280,3.260018,4.477824,3.939599,6.759477,7.144097,4.758016,5.439437,173.878510,168.214447,49.413132,156.798035,8.795877,3.202700,8.686689,4.674269,8.905384,5.244605,9.219765,5.858907,11.128109,8.224863,11.483204,6.313851,11.905605,5.681131
7.389,2.981502,6.158414,6.001131,6.873926,4.621152,4.925589,6.988292,3.268060,4.486269,3.925428,6.759559,7.153305,4.756035,5.449697,174.368713,168.159683,49.395794,156.998123,8.801551,3.203285,8.684485,4.683250,8.906146,5.251494,9.219176,5.867392,11.119152,8.231881,11.478693,6.313298,11.899880,5.679718
7.390,2.961648,6.160326,6.004090,6.873973,4.624383,4.927650,6.988304,3.276103,4.494713,3.911258,6.759642,7.162513,4.754054,5.459957,174.858902,168.104935,49.378456,157.198212,8.807225,3.203871,8.682281,4.692231,8.906909,5.258384,9.218588,5.875876,11.110196,8.238899,11.474183,6.312744,11.894156,5.678305
7.391,2.947443,6.162477,6.006991,6.874246,4.630892,4.928751,6.989027,3.286300,4.508077,3.890041,6.759464,7.171675,4.753708,5.470133,174.288895,168.354874,49.455727,157.550781,8.823441,3.187302,8.685138,4.702665,8.904782,5.268403,9.218861,5.886787,11.100380,8.246170,11.472345,6.312433,11.890814,5.676209
7.392,2.933238,6.164629,6.009892,6.874518,4.637401,4.929852,6.989750,3.296496,4.521441,3.868824,6.759286,7.180836,4.753362,5.480309,173.718872,168.604797,49.532997,157.903336,8.839657,3.170733,8.687994,4.713099,8.902657,5.278422,9.219134,5.897697,11.090565,8.253441,11.470507,6.312122,11.887472,5.674114
7.393,2.919033,6.166781,6.012793,6.874791,4.643910,4.930953,6.990473,3.306693,4.534805,3.847608,6.759109,7.189998,4.753015,5.490485,173.148865,168.854736,49.610268,158.255890,8.855873,3.154165,8.690850,4.723532,8.900530,5.288441,9.219408,5.908608,11.080750,8.260711,11.468668,6.311812,11.884130,5.672019
7.394,2.904828,6.168932,6.015694,6.875064,4.650419,4.932054,6.991197,3.316889,4.548169,3.826391,6.758931,7.199160,4.752669,5.500661,172.578857,169.104675,49.687538,158.608459,8.872088,3.137597,8.693707,4.733965,8.898403,5.298460,9.219681,5.919519,11.070933,8.267982,11.466830,6.311501,11.880789,5.669924
7.395,2.893071,6.171157,6.018538,6.876772,4.657290,4.934203,6.991854,3.325965,4.562838,3.799674,6.761690,7.206171,4.751743,5.507698,172.209564,169.354034,49.837513,158.980591,8.875689,3.117447,8.693922,4.744955,8.895766,5.307910,9.219421,5.929279,11.060875,8.272727,11.466684,6.309958,11.879297,5.667193
7.396,2.881314,6.173381,6.021383,6.878480,4.664163,4.936351,6.992512,3.335041,4.577506,3.772956,6.764449,7.213182,4.750818,5.514735,171.840256,169.603394,49.987488,159.352707,8.879289,3.097297,8.694137,4.755945,8.893129,5.317360,9.219163,5.939038,11.050816,8.277473,11.466537,6.308415,11.877806,5.664463
7.397,2.869557,6.175605,6.024228,6.880189,4.671034,4.938499,6.993170,3.344116,4.592175,3.746238,6.767208,7.220194,4.749893,5.521772,171.470947,169.852768,50.137459,159.724823,8.882889,3.077147,8.694351,4.766934,8.890491,5.326810,9.218904,5.948798,11.040756,8.282219,11.466392,6.306873,11.876315,5.661733
7.398,2.857800,6.177829,6.027072,6.881897,4.677906,4.940648,6.993827,3.353192,4.606844,3.719521,6.769967,7.227206,4.748968,5.528809,171.101654,170.102127,50.287434,160.096954,8.886489,3.056998,8.694567,4.777924,8.887855,5.336259,9.218645,5.958557,11.030698,8.286964,11.466246,6.305330,11.874824,5.659002
7.399,2.844248,6.179966,6.029923,6.880970,4.692334,4.942631,6.993827,3.363444,4.636398,3.686282,6.768112,7.238083,4.748270,5.538167,170.990234,170.292648,50.378582,160.474915,8.902062,3.024463,8.696077,4.787550,8.890161,5.348445,9.220721,5.967650,11.023987,8.292002,11.467308,6.304855,11.874521,5.655659
7.400,2.830696,6.182103,6.032775,6.880042,4.706762,4.944614,6.993827,3.373696,4.665952,3.653042,6.766256,7.248960,4.747572,5.547524,170.878830,170.483154,50.469727,160.852875,8.917635,2.991927,8.697589,4.797177,8.892467,5.360631,9.222797,5.976743,11.017277,8.297040,11.468370,6.304379,11.874218,5.652315
7.401,2.817144,6.184240,6.035627,6.879114,4.721190,4.946597,6.993827,3.383948,4.695505,3.619803,6.764401,7.259836,4.746875,5.556882,170.767426,170.673676,50.560875,161.230820,8.933208,2.959392,8.699100,4.806804,8.894773,5.372818,9.224874,5.985836,11.010567,8.302078,11.469432,6.303904,11.873915,5.648972
7.402,2.803592,6.186377,6.038479,6.878187,4.735618,4.948580,6.993827,3.394200,4.725059,3.586564,6.762546,7.270713,4.746177,5.566240,170.656006,170.864197,50.652023,161.608780,8.948782,2.926857,8.700611,4.816430,8.897079,5.385004,9.226951,5.994929,11.003856,8.307116,11.470494,6.303429,11.873612,5.645628
7.403,2.784194,6.188188,6.041313,6.879765,4.753876,4.948902,6.994203,3.402473,4.759403,3.547059,6.765326,7.279244,4.748349,5.573831,170.405502,171.236816,50.689640,161.901917,8.957734,2.896925,8.701708,4.826346,8.898077,5.392790,9.231296,6.001044,11.002214,8.310740,11.473487,6.303374,11.875073,5.643102
7.404,2.764797,6.189999,6.044147,6.881343,4.772134,4.949224,6.994579,3.410747,4.793746,3.507555,6.768107,7.287776,4.750521,5.581422,170.154999,171.609436,50.727257,162.195068,8.966686,2.866994,8.702805,4.836263,8.899075,5.400577,9.235640,6.007158,11.000572,8.314363,11.476480,6.303320,11.876535,5.640575
7.405,2.745400,6.191810,6.046982,6.882921,4.790391,4.949546,6.994955,3.419020,4.828090,3.468050,6.770887,7.296307,4.752692,5.589013,169.904495,171.982040,50.764877,162.488220,8.975637,2.837062,8.703900,4.846179,8.900072,5.408363,9.239985,6.013273,10.998930,8.317988,11.479472,6.303266,11.877996,5.638049
7.406,2.726002,6.193621,6.049816,6.884500,4.808649,4.949868,6.995331,3.427294,4.862434,3.428545,6.773668,7.304838,4.754864,5.596603,169.653992,172.354660,50.802494,162.781357,8.984590,2.807131,8.704997,4.856096,8.901071,5.416150,9.244329,6.019388,10.997289,8.321612,11.482465,6.303211,11.879457,5.635523
7.407,2.696296,6.194850,6.052613,6.883965,4.830561,4.949868,6.994998,3.437529,4.905558,3.394814,6.772932,7.311926,4.755564,5.608467,169.515594,172.547302,50.878826,163.105072,8.994444,2.777500,8.705125,4.863580,8.900831,5.424191,9.246511,6.029510,10.989352,8.327107,11.482781,6.302945,11.878496,5.633623
7.408,2.666591,6.196080,6.055410,6.883431,4.852472,4.949868,6.994666,3.447764,4.948681,3.361082,6.772196,7.319016,4.756264,5.620331,169.377197,172.739944,50.955158,163.428802,9.004299,2.747869,8.705253,4.871064,8.900592,5.432232,9.248693,6.039631,10.981416,8.332603,11.483098,6.302680,11.877535,5.631723
7.409,2.636885,6.197310,6.058207,6.882897,4.874384,4.949868,6.994334,3.457999,4.991805,3.327350,6.771460,7.326104,4.756963,5.632195,169.238785,172.932587,51.031490,163.752533,9.014153,2.718238,8.705380,4.878548,8.900352,5.440273,9.250875,6.049753,10.973479,8.338098,11.483415,6.302414,11.876574,5.629823
7.410,2.607179,6.198540,6.061004,6.882363,4.896296,4.949868,6.994002,3.468234,5.034929,3.293618,6.770724,7.333193,4.757663,5.644059,169.100388,173.125229,51.107822,164.076248,9.024008,2.688608,8.705508,4.886032,8.900113,5.448315,9.253057,6.059874,10.965543,8.343593,11.483731,6.302148,11.875612,5.627923
