"Time","28 CoMy (cm)","v1 xCOMy","28a CoMy (cm)","v2 Right CoP","v3 Left CoP","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
7.411,2.565219,6.199097,6.063774,6.883233,4.915165,4.949868,6.994334,3.481109,5.073421,3.248904,6.772132,7.342133,4.756910,5.656114,168.924393,173.284256,51.262646,164.441391,9.046527,2.654779,8.706078,4.895507,8.899212,5.455407,9.254168,6.067561,10.960443,8.346519,11.486912,6.302253,11.876709,5.627084
7.412,2.523259,6.199654,6.066544,6.884103,4.934035,4.949868,6.994666,3.493984,5.111912,3.204189,6.773540,7.351072,4.756158,5.668169,168.748413,173.443283,51.417469,164.806519,9.069046,2.620951,8.706646,4.904983,8.898312,5.462500,9.255278,6.075249,10.955343,8.349443,11.490093,6.302359,11.877805,5.626245
7.413,2.481300,6.200210,6.069314,6.884973,4.952905,4.949868,6.994998,3.506858,5.150404,3.159475,6.774947,7.360012,4.755405,5.680225,168.572418,173.602310,51.572292,165.171661,9.091564,2.587123,8.707214,4.914458,8.897410,5.469592,9.256388,6.082936,10.950243,8.352369,11.493274,6.302464,11.878901,5.625405
7.414,2.439340,6.200767,6.072084,6.885843,4.971774,4.949868,6.995331,3.519733,5.188896,3.114760,6.776355,7.368952,4.754653,5.692280,168.396423,173.761337,51.727116,165.536804,9.114083,2.553294,8.707784,4.923934,8.896509,5.476685,9.257498,6.090623,10.945144,8.355295,11.496454,6.302569,11.879997,5.624566
7.415,2.384210,6.200388,6.074614,6.884687,4.990028,4.947723,6.994998,3.527278,5.225862,3.081662,6.774376,7.376147,4.754194,5.704344,168.443756,174.082275,51.769859,165.888718,9.123407,2.529136,8.706157,4.933045,8.897346,5.487196,9.262154,6.104248,10.933420,8.361998,11.495987,6.300842,11.878868,5.620594
7.416,2.329079,6.200009,6.077143,6.883532,5.008282,4.945579,6.994666,3.534823,5.262828,3.048563,6.772396,7.383343,4.753736,5.716407,168.491104,174.403198,51.812599,166.240631,9.132731,2.504978,8.704531,4.942158,8.898184,5.497708,9.266809,6.117873,10.921696,8.368700,11.495519,6.299116,11.877740,5.616621
7.417,2.273949,6.199630,6.079673,6.882375,5.026536,4.943435,6.994334,3.542369,5.299794,3.015465,6.770416,7.390539,4.753277,5.728470,168.538452,174.724136,51.855343,166.592529,9.142056,2.480820,8.702904,4.951270,8.899021,5.508221,9.271465,6.131499,10.909972,8.375403,11.495050,6.297389,11.876612,5.612648
7.418,2.218819,6.199252,6.082202,6.881219,5.044789,4.941290,6.994002,3.549914,5.336760,2.982366,6.768437,7.397735,4.752819,5.740534,168.585785,175.045074,51.898087,166.944443,9.151380,2.456662,8.701277,4.960382,8.899858,5.518733,9.276121,6.145124,10.898249,8.382106,11.494583,6.295662,11.875483,5.608676
7.419,2.154756,6.198066,6.084396,6.882926,5.064904,4.941045,6.994002,3.561320,5.377059,2.957249,6.771852,7.406765,4.752748,5.750546,167.880676,175.402893,52.019428,167.230530,9.173867,2.441330,8.706619,4.971424,8.900442,5.529446,9.279126,6.153050,10.892387,8.384357,11.497862,6.294127,11.877516,5.607022
7.420,2.090693,6.196879,6.086589,6.884634,5.085019,4.940800,6.994002,3.572726,5.417359,2.932132,6.775266,7.415794,4.752678,5.760559,167.175568,175.760727,52.140770,167.516632,9.196355,2.425997,8.711961,4.982466,8.901026,5.540158,9.282131,6.160977,10.886527,8.386609,11.501141,6.292591,11.879549,5.605368
7.421,2.026629,6.195693,6.088783,6.886341,5.105134,4.940555,6.994002,3.584131,5.457659,2.907016,6.778680,7.424825,4.752608,5.770572,166.470459,176.118561,52.262112,167.802719,9.218843,2.410665,8.717302,4.993507,8.901609,5.550871,9.285135,6.168904,10.880667,8.388861,11.504418,6.291056,11.881581,5.603714
7.422,1.962566,6.194508,6.090976,6.888048,5.125248,4.940309,6.994002,3.595537,5.497959,2.881899,6.782095,7.433855,4.752538,5.780585,165.765350,176.476379,52.383453,168.088806,9.241330,2.395332,8.722645,5.004549,8.902193,5.561584,9.288140,6.176831,10.874805,8.391112,11.507697,6.289520,11.883615,5.602060
7.423,1.895010,6.192810,6.092843,6.886992,5.140226,4.939686,6.993029,3.603578,5.528509,2.858019,6.780957,7.440423,4.751944,5.790411,165.224136,176.940643,52.443111,168.366074,9.108836,3.050459,8.723289,5.015049,8.901182,5.572745,9.289841,6.183661,10.867383,8.393026,11.507774,6.287573,11.882421,5.598994
7.424,1.827453,6.191113,6.094709,6.885937,5.155204,4.939063,6.992055,3.611619,5.559058,2.834139,6.779819,7.446991,4.751349,5.800237,164.682922,177.404892,52.502769,168.643341,8.976343,3.705585,8.723935,5.025549,8.900171,5.583906,9.291542,6.190492,10.859961,8.394939,11.507853,6.285625,11.881227,5.595928
7.425,1.759896,6.189416,6.096576,6.884881,5.170181,4.938440,6.991082,3.619659,5.589608,2.810260,6.778680,7.453559,4.750755,5.810062,164.141724,177.869141,52.562424,168.920609,8.843849,4.360712,8.724581,5.036050,8.899160,5.595068,9.293242,6.197322,10.852539,8.396853,11.507930,6.283678,11.880034,5.592862
7.426,1.692339,6.187718,6.098443,6.883825,5.185159,4.937817,6.990109,3.627700,5.620157,2.786380,6.777542,7.460128,4.750161,5.819889,163.600510,178.333405,52.622082,169.197876,8.711355,5.015838,8.725225,5.046550,8.898149,5.606229,9.294943,6.204153,10.845117,8.398767,11.508007,6.281730,11.878841,5.589797
7.427,1.626518,6.185712,6.099909,6.883434,5.196373,4.937465,6.988593,3.636572,5.642800,2.766386,6.778275,7.468562,4.749946,5.829535,163.558807,178.574860,52.754227,169.476974,8.711025,5.022306,8.725245,5.056331,8.899334,5.616043,9.296772,6.211587,10.836931,8.399384,11.510208,6.278584,11.879465,5.588019
7.428,1.560698,6.183706,6.101375,6.883042,5.207587,4.937113,6.987076,3.645444,5.665444,2.746392,6.779009,7.476995,4.749731,5.839180,163.517090,178.816330,52.886368,169.756073,8.710695,5.028773,8.725265,5.066112,8.900518,5.625856,9.298602,6.219021,10.828745,8.400000,11.512409,6.275439,11.880089,5.586243
7.429,1.494878,6.181701,6.102841,6.882651,5.218801,4.936761,6.985559,3.654316,5.688087,2.726398,6.779742,7.485429,4.749516,5.848826,163.475388,179.057800,53.018509,170.035187,8.710364,5.035241,8.725285,5.075892,8.901702,5.635670,9.300432,6.226455,10.820560,8.400615,11.514611,6.272294,11.880713,5.584466
7.430,1.429057,6.179695,6.104308,6.882259,5.230016,4.936409,6.984043,3.663188,5.710731,2.706404,6.780476,7.493863,4.749300,5.858472,163.433685,179.299255,53.150654,170.314285,8.710034,5.041709,8.725304,5.085673,8.902886,5.645484,9.302261,6.233889,10.812374,8.401231,11.516812,6.269148,11.881336,5.582689
7.431,1.371132,6.177776,6.105445,6.879136,5.232233,4.935851,6.982651,3.671909,5.715869,2.671967,6.775620,7.501769,4.748596,5.866704,163.240295,179.217041,53.202183,170.556015,8.708585,5.045571,8.721599,5.090672,8.902665,5.656613,9.303289,6.239712,10.804049,8.401773,11.516054,6.266220,11.880861,5.576652
7.432,1.313208,6.175858,6.106582,6.876012,5.234450,4.935291,6.981259,3.680629,5.721008,2.637530,6.770764,7.509675,4.747891,5.874935,163.046906,179.134842,53.253716,170.797745,8.707135,5.049433,8.717894,5.095672,8.902445,5.667742,9.304317,6.245535,10.795725,8.402317,11.515297,6.263292,11.880387,5.570615
7.433,1.255283,6.173939,6.107719,6.872888,5.236667,4.934732,6.979867,3.689350,5.726147,2.603093,6.765909,7.517580,4.747186,5.883166,162.853531,179.052643,53.305244,171.039474,8.705686,5.053295,8.714188,5.100671,8.902224,5.678871,9.305344,6.251358,10.787399,8.402860,11.514540,6.260364,11.879913,5.564578
7.434,1.197358,6.172021,6.108857,6.869764,5.238884,4.934174,6.978476,3.698071,5.731286,2.568656,6.761053,7.525486,4.746481,5.891398,162.660141,178.970428,53.356773,171.281204,8.704236,5.057157,8.710483,5.105670,8.902002,5.690001,9.306372,6.257181,10.779075,8.403402,11.513782,6.257436,11.879438,5.558541
7.435,1.152177,6.170456,6.109675,6.869022,5.245242,4.934174,6.975579,3.708766,5.744221,2.533567,6.762466,7.535081,4.746264,5.903636,162.455994,178.596985,53.491379,171.448227,8.705101,5.063107,8.711050,5.113862,8.903532,5.698231,9.309801,6.262096,10.772980,8.401167,11.518045,6.252120,11.883657,5.554869
7.436,1.106995,6.168890,6.110493,6.868281,5.251601,4.934174,6.972683,3.719461,5.757155,2.498477,6.763879,7.544677,4.746046,5.915874,162.251831,178.223557,53.625984,171.615234,8.705967,5.069057,8.711617,5.122054,8.905062,5.706461,9.313231,6.267011,10.766885,8.398932,11.522309,6.246803,11.887877,5.551197
7.437,1.061814,6.167325,6.111311,6.867539,5.257959,4.934174,6.969786,3.730156,5.770090,2.463387,6.765292,7.554272,4.745828,5.928111,162.047684,177.850128,53.760590,171.782257,8.706833,5.075007,8.712183,5.130247,8.906592,5.714691,9.316662,6.271926,10.760790,8.396695,11.526573,6.241487,11.892096,5.547524
7.438,1.016633,6.165760,6.112130,6.866797,5.264318,4.934174,6.966890,3.740851,5.783024,2.428298,6.766706,7.563868,4.745610,5.940349,161.843536,177.476685,53.895195,171.949280,8.707698,5.080957,8.712750,5.138439,8.908122,5.722921,9.320091,6.276841,10.754695,8.394460,11.530837,6.236170,11.896315,5.543852
7.439,0.985458,6.164922,6.112936,6.866514,5.269303,4.933711,6.966507,3.747836,5.794860,2.409389,6.766521,7.570478,4.743747,5.949643,161.553040,176.992737,53.978802,172.508286,8.749497,4.622071,8.711070,5.150678,8.906778,5.733055,9.321242,6.282676,10.746079,8.393750,11.531245,6.232388,11.893061,5.535927
7.440,0.954284,6.164084,6.113743,6.866230,5.274290,4.933249,6.966124,3.754822,5.806695,2.390481,6.766337,7.577090,4.741884,5.958938,161.262543,176.508774,54.062408,173.067291,8.791297,4.163184,8.709391,5.162917,8.905436,5.743189,9.322393,6.288511,10.737465,8.393041,11.531653,6.228606,11.889806,5.528002
7.441,0.923110,6.163247,6.114550,6.865946,5.279276,4.932786,6.965740,3.761807,5.818530,2.371574,6.766152,7.583701,4.740021,5.968232,160.972046,176.024811,54.146015,173.626312,8.833097,3.704298,8.707710,5.175157,8.904092,5.753324,9.323544,6.294346,10.728849,8.392331,11.532062,6.224823,11.886551,5.520077
7.442,0.891936,6.162409,6.115356,6.865663,5.284262,4.932323,6.965357,3.768792,5.830366,2.352666,6.765968,7.590312,4.738157,5.977526,160.681549,175.540863,54.229622,174.185318,8.874896,3.245412,8.706030,5.187396,8.902748,5.763457,9.324695,6.300181,10.720234,8.391622,11.532470,6.221041,11.883297,5.512151
7.443,0.873298,6.162215,6.116146,6.866581,5.289782,4.931541,6.965368,3.779299,5.838450,2.346101,6.767796,7.597371,4.741113,5.990012,160.476486,175.016861,54.236588,174.291779,8.832810,3.741174,8.705744,5.199060,8.903233,5.770617,9.329353,6.304598,10.716183,8.391377,11.534422,6.218087,11.885400,5.509144
7.444,0.854661,6.162021,6.116935,6.867500,5.295301,4.930758,6.965378,3.789805,5.846534,2.339537,6.769623,7.604429,4.744068,6.002497,160.271423,174.492859,54.243557,174.398239,8.790725,4.236936,8.705458,5.210725,8.903718,5.777776,9.334011,6.309015,10.712132,8.391134,11.536373,6.215134,11.887503,5.506137
7.445,0.836024,6.161826,6.117723,6.868419,5.300820,4.929976,6.965388,3.800312,5.854619,2.332972,6.771451,7.611487,4.747023,6.014982,160.066345,173.968872,54.250526,174.504700,8.748639,4.732697,8.705171,5.222389,8.904203,5.784935,9.338669,6.313433,10.708082,8.390890,11.538324,6.212180,11.889606,5.503130
7.446,0.817386,6.161632,6.118513,6.869338,5.306340,4.929194,6.965399,3.810819,5.862703,2.326407,6.773278,7.618546,4.749978,6.027468,159.861282,173.444870,54.257492,174.611160,8.706553,5.228459,8.704885,5.234054,8.904688,5.792094,9.343328,6.317850,10.704031,8.390646,11.540277,6.209226,11.891709,5.500124
7.447,0.809410,6.161918,6.119220,6.869488,5.310135,4.929125,6.965399,3.820248,5.869521,2.320415,6.773577,7.623251,4.750751,6.040433,159.542435,173.027100,54.299797,174.991150,8.847764,4.300130,8.706306,5.243835,8.905563,5.801453,9.347231,6.325541,10.696451,8.391280,11.541748,6.206660,11.891223,5.495162
7.448,0.801434,6.162205,6.119926,6.869637,5.313931,4.929056,6.965399,3.829677,5.876338,2.314423,6.773876,7.627956,4.751523,6.053399,159.223602,172.609344,54.342102,175.371140,8.988975,3.371802,8.707728,5.253617,8.906439,5.810811,9.351133,6.333232,10.688870,8.391914,11.543219,6.204095,11.890738,5.490201
7.449,0.793458,6.162491,6.120633,6.869786,5.317726,4.928988,6.965399,3.839107,5.883156,2.308431,6.774175,7.632661,4.752296,6.066364,158.904755,172.191589,54.384407,175.751129,9.130185,2.443474,8.709150,5.263399,8.907315,5.820169,9.355036,6.340923,10.681290,8.392550,11.544690,6.201530,11.890251,5.485239
7.450,0.785482,6.162777,6.121340,6.869936,5.321521,4.928918,6.965399,3.848536,5.889974,2.302438,6.774474,7.637366,4.753068,6.079330,158.585907,171.773819,54.426712,176.131119,9.271396,1.515146,8.710572,5.273180,8.908191,5.829528,9.358939,6.348614,10.673710,8.393184,11.546162,6.198965,11.889765,5.480278
7.451,0.783981,6.163452,6.122094,6.869973,5.326849,4.924385,6.965388,3.859597,5.901044,2.283332,6.774558,7.641728,4.752655,6.089349,158.176712,171.262787,54.455151,176.356827,9.274153,1.489953,8.713154,5.286561,8.909171,5.839360,9.364705,6.356973,10.668506,8.394785,11.549335,6.197779,11.892405,5.478157
7.452,0.782480,6.164126,6.122849,6.870010,5.332177,4.919851,6.965378,3.870658,5.912114,2.264226,6.774642,7.646091,4.752241,6.099368,157.767517,170.751770,54.483589,176.582535,9.276909,1.464760,8.715736,5.299940,8.910151,5.849193,9.370472,6.365333,10.663301,8.396385,11.552507,6.196593,11.895045,5.476035
7.453,0.780979,6.164802,6.123603,6.870047,5.337505,4.915318,6.965368,3.881719,5.923184,2.245121,6.774726,7.650454,4.751827,6.109387,157.358322,170.240753,54.512032,176.808243,9.279666,1.439567,8.718318,5.313320,8.911132,5.859025,9.376238,6.373692,10.658096,8.397986,11.555680,6.195408,11.897686,5.473914
7.454,0.779478,6.165476,6.124357,6.870084,5.342834,4.910784,6.965357,3.892780,5.934254,2.226015,6.774810,7.654816,4.751413,6.119406,156.949127,169.729721,54.540470,177.033951,9.282423,1.414375,8.720900,5.326700,8.912112,5.868858,9.382004,6.382051,10.652892,8.399588,11.558853,6.194222,11.900326,5.471793
7.455,0.782446,6.166348,6.125072,6.870622,5.342638,4.908028,6.964753,3.899992,5.934254,2.222604,6.776489,7.655861,4.751021,6.128541,155.699936,168.718491,54.493515,177.044724,9.279639,1.396031,8.722369,5.336023,8.911663,5.883071,9.386300,6.385408,10.650845,8.400242,11.559613,6.193353,11.902398,5.469386
7.456,0.785414,6.167219,6.125786,6.871160,5.342442,4.905272,6.964149,3.907203,5.934254,2.219193,6.778169,7.656907,4.750630,6.137676,154.450745,167.707245,54.446560,177.055481,9.276855,1.377687,8.723839,5.345345,8.911213,5.897285,9.390596,6.388765,10.648796,8.400896,11.560373,6.192483,11.904470,5.466978
7.457,0.788383,6.168090,6.126501,6.871697,5.342246,4.902515,6.963546,3.914415,5.934254,2.215782,6.779849,7.657953,4.750238,6.146811,153.201553,166.696014,54.399605,177.066254,9.274073,1.359343,8.725308,5.354668,8.910763,5.911499,9.394892,6.392123,10.646749,8.401549,11.561134,6.191614,11.906542,5.464571
7.458,0.791351,6.168962,6.127215,6.872235,5.342051,4.899759,6.962942,3.921627,5.934254,2.212371,6.781528,7.658999,4.749847,6.155945,151.952362,165.684784,54.352650,177.077026,9.271289,1.340999,8.726778,5.363990,8.910314,5.925712,9.399188,6.395480,10.644701,8.402204,11.561894,6.190745,11.908614,5.462163
7.459,0.795962,6.169981,6.127992,6.872250,5.341610,4.899759,6.962942,3.933406,5.934254,2.208978,6.781557,7.654132,4.748966,6.163893,151.943420,165.313965,54.392410,177.280121,9.129466,2.338670,8.725599,5.373948,8.911691,5.935116,9.401881,6.401898,10.638251,8.402351,11.563097,6.188920,11.909407,5.459451
7.460,0.800574,6.171000,6.128768,6.872264,5.341170,4.899759,6.962942,3.945186,5.934254,2.205586,6.781586,7.649265,4.748085,6.171841,151.934479,164.943146,54.432175,177.483215,8.987642,3.336340,8.724421,5.383905,8.913068,5.944519,9.404575,6.408316,10.631802,8.402498,11.564301,6.187094,11.910199,5.456739
7.461,0.805185,6.172020,6.129544,6.872278,5.340730,4.899759,6.962942,3.956966,5.934254,2.202194,6.781615,7.644399,4.747205,6.179789,151.925552,164.572342,54.471935,177.686325,8.845819,4.334011,8.723241,5.393863,8.914445,5.953923,9.407269,6.414734,10.625353,8.402646,11.565504,6.185268,11.910992,5.454027
7.462,0.809797,6.173039,6.130320,6.872293,5.340289,4.899759,6.962942,3.968745,5.934254,2.198801,6.781644,7.639532,4.746324,6.187736,151.916611,164.201523,54.511696,177.889420,8.703997,5.331682,8.722062,5.403820,8.915822,5.963326,9.409962,6.421152,10.618903,8.402794,11.566707,6.183443,11.911784,5.451315
7.463,0.815016,6.174222,6.131227,6.873333,5.333616,4.899691,6.962785,3.977373,5.921157,2.196347,6.783880,7.626932,4.746076,6.197730,151.925735,164.070374,54.641541,178.050247,7.697996,5.530366,8.721419,5.416068,8.915213,5.971906,9.406576,6.425403,10.611420,8.401730,11.566372,6.181612,11.911374,5.449223
7.464,0.820235,6.175404,6.132133,6.874372,5.326943,4.899624,6.962627,3.986001,5.908060,2.193892,6.786116,7.614332,4.745828,6.207725,151.934875,163.939209,54.771389,178.211060,6.691995,5.729049,8.720776,5.428317,8.914602,5.980484,9.403192,6.429654,10.603936,8.400665,11.566038,6.179780,11.910963,5.447129
7.465,0.825455,6.176585,6.133040,6.875411,5.320271,4.899556,6.962471,3.994628,5.894963,2.191438,6.788352,7.601732,4.745579,6.217719,151.944000,163.808044,54.901237,178.371887,5.685994,5.927732,8.720133,5.440565,8.913992,5.989063,9.399807,6.433906,10.596453,8.399600,11.565704,6.177948,11.910553,5.445036
7.466,0.830674,6.177767,6.133947,6.876451,5.313598,4.899488,6.962314,4.003255,5.881866,2.188983,6.790587,7.589132,4.745331,6.227713,151.953125,163.676895,55.031082,178.532715,4.679993,6.126416,8.719490,5.452813,8.913383,5.997643,9.396421,6.438157,10.588969,8.398536,11.565370,6.176116,11.910143,5.442943
7.467,0.833390,6.178819,6.134856,6.883166,5.313533,4.899488,6.961098,4.010671,5.881866,2.188478,6.805233,7.554630,4.745201,6.237288,152.342758,163.737549,55.133785,178.734451,4.680029,6.135366,8.719137,5.463044,8.914377,6.003349,9.395047,6.443320,10.581922,8.397824,11.565656,6.174415,11.909582,5.441263
7.468,0.836106,6.179872,6.135764,6.889881,5.313468,4.899488,6.959882,4.018085,5.881866,2.187974,6.819880,7.520128,4.745071,6.246861,152.732391,163.798218,55.236488,178.936188,4.680066,6.144316,8.718783,5.473276,8.915371,6.009056,9.393673,6.448483,10.574874,8.397114,11.565941,6.172714,11.909022,5.439583
7.469,0.838822,6.180923,6.136673,6.896596,5.313403,4.899488,6.958667,4.025500,5.881866,2.187469,6.834526,7.485626,4.744941,6.256436,153.122009,163.858887,55.339195,179.137924,4.680102,6.153265,8.718430,5.483507,8.916365,6.014762,9.392298,6.453647,10.567826,8.396402,11.566227,6.171013,11.908463,5.437903
7.470,0.841538,6.181975,6.137582,6.903311,5.313338,4.899488,6.957451,4.032916,5.881866,2.186964,6.849172,7.451125,4.744812,6.266010,153.511642,163.919540,55.441898,179.339661,4.680139,6.162215,8.718077,5.493738,8.917359,6.020469,9.390924,6.458810,10.560779,8.395691,11.566513,6.169312,11.907902,5.436223
7.471,0.843613,6.182857,6.138353,6.908503,5.313612,4.895726,6.954683,4.045788,5.881866,2.186964,6.862323,7.415725,4.745359,6.276958,153.503418,163.593491,55.376919,179.500946,4.678308,6.169478,8.716001,5.500718,8.915733,6.025383,9.394108,6.466166,10.550743,8.396025,11.563936,6.167148,11.904884,5.433845
7.472,0.845689,6.183738,6.139125,6.913695,5.313887,4.891963,6.951916,4.058661,5.881866,2.186964,6.875474,7.380325,4.745908,6.287906,153.495178,163.267456,55.311943,179.662231,4.676476,6.176741,8.713924,5.507698,8.914108,6.030297,9.397293,6.473522,10.540708,8.396358,11.561360,6.164984,11.901867,5.431466
7.473,0.847764,6.184619,6.139897,6.918887,5.314161,4.888200,6.949148,4.071533,5.881866,2.186964,6.888626,7.344925,4.746456,6.298853,153.486954,162.941406,55.246964,179.823517,4.674644,6.184004,8.711849,5.514677,8.912483,6.035212,9.400477,6.480878,10.530672,8.396691,11.558784,6.162820,11.898850,5.429087
7.474,0.849839,6.185501,6.140669,6.924079,5.314435,4.884438,6.946380,4.084405,5.881866,2.186964,6.901777,7.309525,4.747004,6.309801,153.478729,162.615356,55.181984,179.984802,4.672813,6.191267,8.709773,5.521657,8.910857,6.040126,9.403662,6.488234,10.520637,8.397025,11.556208,6.160656,11.895833,5.426708
7.475,0.851600,6.186461,6.141537,6.930246,5.349005,4.883045,6.946160,4.095125,5.949632,2.070431,6.914332,7.271850,4.748376,6.321047,153.998047,162.323502,55.194992,179.408875,5.671395,6.026434,8.710508,5.533424,8.916415,6.051548,9.412755,6.503653,10.505215,8.395266,11.559470,6.155345,11.895447,5.421864
