"Time","v1 xCoMy","v2 Right CoP","v3 Left CoP","28a CoMy","28 CoMy","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
2.883,6.297856,6.964192,5.426271,6.361521,-1.125303,,6.660542,,5.600212,,7.267842,,5.252330,,,,,,,,,,,,9.963022,,,,12.152120,,,5.718636
2.884,6.295117,6.962483,5.421293,6.359272,-1.133951,,6.659850,,5.598997,,7.265117,,5.243589,,,,,,,,,,,,9.959829,,,,12.154988,,,5.711946
2.885,6.292378,6.960774,5.416315,6.357022,-1.142600,,6.659158,,5.597781,,7.262391,,5.234848,,,,,,,,,,,,9.956636,,,,12.157858,,,5.705256
2.886,6.289640,6.959065,5.411336,6.354773,-1.151248,,6.658465,,5.596565,,7.259665,,5.226107,,,,,,,,,,,,9.953444,,,,12.160727,,,5.698566
2.887,6.286901,6.957356,5.406358,6.352523,-1.159896,,6.657773,,5.595350,,7.256939,,5.217365,,,,,,,,,,,,9.950252,,,,12.163595,,,5.691876
2.888,6.284323,6.958615,5.401859,6.350390,-1.167760,,6.661315,,5.592921,,7.255916,,5.210796,,,,,,,,,,,,9.947358,,,,12.167686,,,5.685184
2.889,6.281745,6.959875,5.397360,6.348257,-1.175624,,6.664857,,5.590492,,7.254892,,5.204227,,,,,,,,,,,,9.944464,,,,12.171778,,,5.678492
2.890,6.279167,6.961134,5.392861,6.346123,-1.183488,,6.668399,,5.588063,,7.253868,,5.197659,,,,,,,,,,,,9.941570,,,,12.175870,,,5.671800
2.891,6.276588,6.962393,5.388362,6.343990,-1.191352,,6.671941,,5.585634,,7.252845,,5.191090,,,,,,,,,,,,9.938677,,,,12.179961,,,5.665107
2.892,6.274255,6.962783,5.382327,6.342082,-1.198877,,6.673295,,5.581978,,7.252272,,5.182675,,,,,,,,,,,,9.935737,,,,12.182566,,,5.655236
2.893,6.271921,6.963174,5.376291,6.340175,-1.206401,,6.674648,,5.578321,,7.251698,,5.174261,,,,,,,,,,,,9.932796,,,,12.185171,,,5.645365
2.894,6.269588,6.963564,5.370256,6.338267,-1.213926,,6.676003,,5.574666,,7.251126,,5.165846,,,,,,,,,,,,9.929856,,,,12.187777,,,5.635494
2.895,6.267254,6.963954,5.364221,6.336359,-1.221450,,6.677356,,5.571009,,7.250553,,5.157432,,,,,,,,,,,,9.926916,,,,12.190381,,,5.625623
2.896,6.265030,6.959582,5.362990,6.334479,-1.227548,,6.669584,,5.570325,,7.249580,,5.155655,,,,,,,,,,,,9.919374,,,,12.193474,,,5.618832
2.897,6.262805,6.955211,5.361760,6.332600,-1.233645,,6.661813,,5.569641,,7.248608,,5.153878,,,,,,,,,,,,9.911831,,,,12.196568,,,5.612041
2.898,6.260580,6.950839,5.360529,6.330719,-1.239742,,6.654041,,5.568957,,7.247635,,5.152101,,,,,,,,,,,,9.904289,,,,12.199660,,,5.605249
2.899,6.258356,6.946466,5.359299,6.328840,-1.245839,,6.646269,,5.568274,,7.246663,,5.150323,,,,,,,,,,,,9.896747,,,,12.202753,,,5.598458
2.900,6.256314,6.944384,5.361154,6.327084,-1.250889,,6.643168,,5.565323,,7.245599,,5.156984,,,,,,,,,,,,9.890701,,,,12.207055,,,5.587679
2.901,6.254272,6.942302,5.363008,6.325328,-1.255939,,6.640068,,5.562372,,7.244535,,5.163644,,,,,,,,,,,,9.884657,,,,12.211357,,,5.576901
2.902,6.252230,6.940220,5.364863,6.323572,-1.260990,,6.636968,,5.559421,,7.243472,,5.170305,,,,,,,,,,,,9.878613,,,,12.215659,,,5.566123
2.903,6.250188,6.938138,5.366718,6.321815,-1.266040,,6.633867,,5.556470,,7.242408,,5.176965,,,,,,,,,,,,9.872567,,,,12.219961,,,5.555344
2.904,6.248099,6.937641,5.367652,6.319983,-1.270591,,6.632720,,5.553666,,7.242561,,5.181638,,,,,,,,,,,,9.864854,,,,12.225378,,,5.547289
2.905,6.246010,6.937143,5.368586,6.318151,-1.275143,,6.631574,,5.550861,,7.242713,,5.186311,,,,,,,,,,,,9.857141,,,,12.230795,,,5.539233
2.906,6.243920,6.936646,5.369520,6.316320,-1.279694,,6.630427,,5.548057,,7.242866,,5.190983,,,,,,,,,,,,9.849427,,,,12.236212,,,5.531178
2.907,6.241831,6.936150,5.370454,6.314488,-1.284246,,6.629281,,5.545252,,7.243019,,5.195656,,,,,,,,,,,,9.841714,,,,12.241629,,,5.523122
2.908,6.239933,6.933362,5.372470,6.312806,-1.288063,,6.626416,,5.543601,,7.240309,,5.201341,,,,,,,,,,,,9.835531,,,,12.242185,,,5.512606
2.909,6.238034,6.930574,5.374487,6.311124,-1.291880,,6.623550,,5.541948,,7.237598,,5.207025,,,,,,,,,,,,9.829350,,,,12.242741,,,5.502090
2.910,6.236136,6.927787,5.376503,6.309442,-1.295696,,6.620685,,5.540297,,7.234888,,5.212709,,,,,,,,,,,,9.823167,,,,12.243296,,,5.491574
2.911,6.234238,6.924999,5.378520,6.307759,-1.299513,,6.617820,,5.538645,,7.232178,,5.218394,,,,,,,,,,,,9.816984,,,,12.243852,,,5.481058
2.912,6.232246,6.924574,5.380418,6.305970,-1.303092,,6.618002,,5.537756,,7.231145,,5.223080,,,,,,,,,,,,9.813807,,,,12.250609,,,5.465527
2.913,6.230254,6.924149,5.382316,6.304180,-1.306671,,6.618184,,5.536868,,7.230113,,5.227765,,,,,,,,,,,,9.810629,,,,12.257366,,,5.449996
2.914,6.228262,6.923723,5.384214,6.302391,-1.310249,,6.618365,,5.535979,,7.229080,,5.232450,,,,,,,,,,,,9.807451,,,,12.264124,,,5.434464
2.915,6.226270,6.923297,5.386113,6.300601,-1.313828,,6.618547,,5.535090,,7.228047,,5.237135,,,,,,,,,,,,9.804274,,,,12.270882,,,5.418933
2.916,6.224008,6.923558,5.391597,6.298539,-1.317366,,6.619238,,5.540416,,7.227877,,5.242779,,,,,,,,,,,,9.796733,,,,12.273360,,,5.408867
2.917,6.221745,6.923818,5.397082,6.296476,-1.320904,,6.619929,,5.545741,,7.227707,,5.248423,,,,,,,,,,,,9.789192,,,,12.275839,,,5.398801
2.918,6.219483,6.924078,5.402567,6.294415,-1.324442,,6.620621,,5.551067,,7.227536,,5.254066,,,,,,,,,,,,9.781651,,,,12.278317,,,5.388734
2.919,6.217221,6.924339,5.408051,6.292352,-1.327980,,6.621312,,5.556392,,7.227366,,5.259710,,,,,,,,,,,,9.774110,,,,12.280796,,,5.378668
2.920,6.214881,6.924850,5.411397,6.290215,-1.331574,,6.621942,,5.556827,,7.227757,,5.265968,,,,,,,,,,,,9.766273,,,,12.283269,,,5.371533
2.921,6.212541,6.925361,5.414743,6.288079,-1.335168,,6.622572,,5.557261,,7.228149,,5.272225,,,,,,,,,,,,9.758438,,,,12.285742,,,5.364398
2.922,6.210201,6.925872,5.418090,6.285943,-1.338762,,6.623203,,5.557696,,7.228541,,5.278483,,,,,,,,,,,,9.750602,,,,12.288214,,,5.357264
2.923,6.207861,6.926383,5.421436,6.283806,-1.342356,,6.623833,,5.558131,,7.228932,,5.284741,,,,,,,,,,,,9.742765,,,,12.290687,,,5.350129
2.924,6.205419,6.925886,5.421885,6.281546,-1.345585,,6.622487,,5.558480,,7.229284,,5.285289,,,,,,,,,,,,9.732132,,,,12.287765,,,5.337638
2.925,6.202975,6.925389,5.422334,6.279285,-1.348814,,6.621140,,5.558829,,7.229637,,5.285838,,,,,,,,,,,,9.721499,,,,12.284842,,,5.325147
2.926,6.200532,6.924891,5.422782,6.277025,-1.352043,,6.619794,,5.559179,,7.229989,,5.286386,,,,,,,,,,,,9.710867,,,,12.281919,,,5.312656
2.927,6.198089,6.924395,5.423231,6.274765,-1.355272,,6.618448,,5.559528,,7.230341,,5.286934,,,,,,,,,,,,9.700233,,,,12.278997,,,5.300165
2.928,6.195577,6.926868,5.425984,6.272457,-1.358884,,6.620659,,5.563796,,7.233078,,5.288172,,,,,,,,,,,,9.695184,,,,12.273247,,,5.293445
2.929,6.193066,6.929342,5.428737,6.270149,-1.362495,,6.622869,,5.568064,,7.235814,,5.289410,,,,,,,,,,,,9.690134,,,,12.267495,,,5.286725
2.930,6.190554,6.931815,5.431490,6.267842,-1.366107,,6.625081,,5.572332,,7.238550,,5.290648,,,,,,,,,,,,9.685083,,,,12.261744,,,5.280005
2.931,6.188042,6.934289,5.434243,6.265534,-1.369719,,6.627291,,5.576600,,7.241287,,5.291886,,,,,,,,,,,,9.680034,,,,12.255993,,,5.273286
2.932,6.185695,6.935573,5.437588,6.263394,-1.373368,,6.626863,,5.577666,,7.244283,,5.297510,,,,,,,,,,,,9.678543,,,,12.250225,,,5.270291
2.933,6.183349,6.936857,5.440933,6.261254,-1.377018,,6.626435,,5.578733,,7.247279,,5.303134,,,,,,,,,,,,9.677053,,,,12.244458,,,5.267296
2.934,6.181002,6.938141,5.444279,6.259114,-1.380668,,6.626007,,5.579800,,7.250276,,5.308758,,,,,,,,,,,,9.675564,,,,12.238691,,,5.264300
2.935,6.178655,6.939425,5.447624,6.256974,-1.384317,,6.625578,,5.580866,,7.253272,,5.314382,,,,,,,,,,,,9.674073,,,,12.232924,,,5.261305
2.936,6.176406,6.940589,5.445566,6.254924,-1.387847,,6.623712,,5.575786,,7.257465,,5.315345,,,,,,,,,,,,9.678107,,,,12.226114,,,5.256537
2.937,6.174156,6.941752,5.443507,6.252874,-1.391378,,6.621846,,5.570706,,7.261659,,5.316308,,,,,,,,,,,,9.682142,,,,12.219305,,,5.251770
2.938,6.171906,6.942916,5.441449,6.250825,-1.394908,,6.619980,,5.565627,,7.265851,,5.317272,,,,,,,,,,,,9.686176,,,,12.212497,,,5.247003
2.939,6.169657,6.944079,5.439391,6.248775,-1.398438,,6.618114,,5.560547,,7.270045,,5.318235,,,,,,,,,,,,9.690210,,,,12.205688,,,5.242235
2.940,6.167551,6.946652,5.430866,6.246843,-1.401530,,6.617609,,5.545621,,7.275696,,5.316110,,,,,,,,,,,,9.692663,,,,12.200194,,,5.238745
2.941,6.165444,6.949226,5.422340,6.244912,-1.404622,,6.617104,,5.530696,,7.281348,,5.313984,,,,,,,,,,,,9.695117,,,,12.194701,,,5.235255
2.942,6.163338,6.951799,5.413815,6.242980,-1.407714,,6.616599,,5.515771,,7.286999,,5.311859,,,,,,,,,,,,9.697571,,,,12.189208,,,5.231766
2.943,6.161232,6.954372,5.405289,6.241049,-1.410806,,6.616094,,5.500845,,7.292651,,5.309733,,,,,,,,,,,,9.700024,,,,12.183715,,,5.228276
2.944,6.159261,6.956716,5.395386,6.239231,-1.413501,,6.613802,,5.483026,,7.299629,,5.307745,,,,,,,,,,,,9.701040,,,,12.176960,,,5.225720
2.945,6.157291,6.959059,5.385482,6.237413,-1.416196,,6.611510,,5.465206,,7.306608,,5.305758,,,,,,,,,,,,9.702057,,,,12.170206,,,5.223166
2.946,6.155321,6.961403,5.375578,6.235595,-1.418891,,6.609219,,5.447387,,7.313587,,5.303771,,,,,,,,,,,,9.703073,,,,12.163451,,,5.220610
2.947,6.153350,6.963746,5.365675,6.233778,-1.421586,,6.606926,,5.429567,,7.320566,,5.301784,,,,,,,,,,,,9.704089,,,,12.156696,,,5.218055
2.948,6.151560,6.965960,5.346514,6.232101,-1.423609,,6.608095,,5.391009,,7.323824,,5.302019,,,,,,,,,,,,9.703878,,,,12.148609,,,5.214943
2.949,6.149769,6.968174,5.327353,6.230425,-1.425632,,6.609263,,5.352452,,7.327084,,5.302255,,,,,,,,,,,,9.703667,,,,12.140521,,,5.211831
2.950,6.147979,6.970387,5.308193,6.228749,-1.427654,,6.610432,,5.313895,,7.330342,,5.302491,,,,,,,,,,,,9.703456,,,,12.132433,,,5.208719
2.951,6.146188,6.972601,5.289032,6.227073,-1.429677,,6.611601,,5.275337,,7.333601,,5.302727,,,,,,,,,,,,9.703245,,,,12.124346,,,5.205607
2.952,6.144555,6.974978,5.279281,6.225556,-1.431735,,6.607141,,5.254259,,7.342815,,5.304303,,,,,,,,,,,,9.704300,,,,12.116486,,,5.204568
2.953,6.142920,6.977355,5.269530,6.224039,-1.433792,,6.602681,,5.233181,,7.352030,,5.305880,,,,,,,,,,,,9.705355,,,,12.108625,,,5.203528
2.954,6.141287,6.979733,5.259780,6.222521,-1.435850,,6.598221,,5.212103,,7.361245,,5.307456,,,,,,,,,,,,9.706409,,,,12.100766,,,5.202489
2.955,6.139653,6.982110,5.250029,6.221004,-1.437907,,6.593761,,5.191025,,7.370459,,5.309033,,,,,,,,,,,,9.707463,,,,12.092906,,,5.201450
2.956,6.138127,6.987210,5.243966,6.219469,-1.437760,,6.594422,,5.179986,,7.379999,,5.307947,,,,,,,,,,,,9.709249,,,,12.085316,,,5.198692
2.957,6.136600,6.992311,5.237904,6.217935,-1.437612,,6.595082,,5.168946,,7.389539,,5.306860,,,,,,,,,,,,9.711037,,,,12.077726,,,5.195933
2.958,6.135074,6.997411,5.231841,6.216400,-1.437464,,6.595743,,5.157907,,7.399078,,5.305774,,,,,,,,,,,,9.712824,,,,12.070136,,,5.193175
2.959,6.133548,7.002511,5.225778,6.214865,-1.437317,,6.596404,,5.146868,,7.408618,,5.304688,,,,,,,,,,,,9.714610,,,,12.062546,,,5.190416
2.960,6.132041,7.009496,5.222830,6.213264,-1.435654,,6.598547,,5.140100,,7.420445,,5.305560,,,,,,,,,,,,9.711232,,,,12.057753,,,5.188700
2.961,6.130534,7.016480,5.219882,6.211664,-1.433991,,6.600689,,5.133332,,7.432272,,5.306433,,,,,,,,,,,,9.707855,,,,12.052959,,,5.186983
2.962,6.129028,7.023465,5.216935,6.210063,-1.432329,,6.602831,,5.126564,,7.444098,,5.307305,,,,,,,,,,,,9.704477,,,,12.048165,,,5.185267
2.963,6.127521,7.030449,5.213987,6.208462,-1.430666,,6.604974,,5.119796,,7.455925,,5.308178,,,,,,,,,,,,9.701099,,,,12.043372,,,5.183550
2.964,6.126021,7.032494,5.215156,6.206751,-1.426923,,6.599171,,5.125336,,7.465816,,5.304975,,,,,,,,,,,,9.695856,,,,12.037857,,,5.181783
2.965,6.124522,7.034538,5.216324,6.205039,-1.423180,,6.593369,,5.130877,,7.475708,,5.301772,,,,,,,,,,,,9.690613,,,,12.032343,,,5.180015
2.966,6.123022,7.036583,5.217493,6.203328,-1.419436,,6.587565,,5.136416,,7.485600,,5.298569,,,,,,,,,,,,9.685370,,,,12.026828,,,5.178246
2.967,6.121522,7.038628,5.218661,6.201616,-1.415693,,6.581763,,5.141957,,7.495492,,5.295365,,,,,,,,,,,,9.680127,,,,12.021313,,,5.176479
2.968,6.120313,7.035455,5.223842,6.200080,-1.409924,,6.579769,,5.153381,,7.491141,,5.294301,,,,,,,,,,,,9.679284,,,,12.017334,,,5.173738
2.969,6.119102,7.032283,5.229022,6.198544,-1.404154,,6.577775,,5.164806,,7.486791,,5.293237,,,,,,,,,,,,9.678442,,,,12.013356,,,5.170996
2.970,6.117893,7.029111,5.234201,6.197008,-1.398384,,6.575782,,5.176231,,7.482440,,5.292172,,,,,,,,,,,,9.677599,,,,12.009378,,,5.168254
2.971,6.116683,7.025939,5.239382,6.195471,-1.392615,,6.573788,,5.187655,,7.478089,,5.291108,,,,,,,,,,,,9.676756,,,,12.005400,,,5.165513
2.972,6.115323,7.022968,5.237014,6.193739,-1.386045,,6.573802,,5.186393,,7.472134,,5.287634,,,,,,,,,,,,9.682899,,,,12.005745,,,5.162749
2.973,6.113962,7.019998,5.234646,6.192007,-1.379476,,6.573817,,5.185131,,7.466179,,5.284160,,,,,,,,,,,,9.689043,,,,12.006089,,,5.159986
2.974,6.112602,7.017028,5.232277,6.190275,-1.372906,,6.573832,,5.183869,,7.460224,,5.280686,,,,,,,,,,,,9.695186,,,,12.006433,,,5.157222
2.975,6.111241,7.014058,5.229909,6.188543,-1.366337,,6.573846,,5.182607,,7.454269,,5.277212,,,,,,,,,,,,9.701329,,,,12.006779,,,5.154458
2.976,6.109747,7.011205,5.232900,6.186668,-1.359604,,6.575324,,5.189123,,7.447085,,5.276677,,,,,,,,,,,,9.709249,,,,12.005552,,,5.152079
2.977,6.108253,7.008352,5.235891,6.184793,-1.352872,,6.576802,,5.195640,,7.439902,,5.276142,,,,,,,,,,,,9.717168,,,,12.004326,,,5.149699
2.978,6.106759,7.005499,5.238882,6.182918,-1.346140,,6.578279,,5.202156,,7.432718,,5.275608,,,,,,,,,,,,9.725087,,,,12.003100,,,5.147320
2.979,6.105265,7.002646,5.241872,6.181043,-1.339407,,6.579758,,5.208672,,7.425534,,5.275073,,,,,,,,,,,,9.733006,,,,12.001874,,,5.144941
2.980,6.103963,6.999018,5.240901,6.179301,-1.331642,,6.579793,,5.208680,,7.418242,,5.273122,,,,,,,,,,,,9.740800,,,,12.000965,,,5.143513
2.981,6.102661,6.995389,5.239929,6.177560,-1.323876,,6.579829,,5.208687,,7.410950,,5.271172,,,,,,,,,,,,9.748594,,,,12.000055,,,5.142086
2.982,6.101358,6.991761,5.238958,6.175818,-1.316111,,6.579865,,5.208695,,7.403657,,5.269221,,,,,,,,,,,,9.756388,,,,11.999146,,,5.140658
2.983,6.100057,6.988132,5.237987,6.174077,-1.308345,,6.579901,,5.208703,,7.396365,,5.267271,,,,,,,,,,,,9.764181,,,,11.998238,,,5.139231
2.984,6.098825,6.984050,5.241111,6.172366,-1.299870,,6.579213,,5.215981,,7.388887,,5.266242,,,,,,,,,,,,9.776509,,,,11.998339,,,5.137464
2.985,6.097593,6.979967,5.244236,6.170654,-1.291395,,6.578526,,5.223258,,7.381409,,5.265214,,,,,,,,,,,,9.788837,,,,11.998440,,,5.135696
2.986,6.096361,6.975884,5.247361,6.168943,-1.282920,,6.577837,,5.230536,,7.373931,,5.264186,,,,,,,,,,,,9.801166,,,,11.998541,,,5.133929
2.987,6.095129,6.971802,5.250486,6.167232,-1.274445,,6.577150,,5.237814,,7.366453,,5.263157,,,,,,,,,,,,9.813494,,,,11.998642,,,5.132162
2.988,6.094281,6.971477,5.251659,6.165880,-1.265550,,6.577794,,5.242454,,7.365159,,5.260865,,,,,,,,,,,,9.822659,,,,12.000882,,,5.132160
2.989,6.093432,6.971151,5.252832,6.164528,-1.256655,,6.578438,,5.247093,,7.363864,,5.258572,,,,,,,,,,,,9.831823,,,,12.003122,,,5.132158
2.990,6.092584,6.970826,5.254006,6.163177,-1.247760,,6.579082,,5.251733,,7.362570,,5.256279,,,,,,,,,,,,9.840988,,,,12.005363,,,5.132156
2.991,6.091735,6.970500,5.255179,6.161825,-1.238865,,6.579725,,5.256372,,7.361276,,5.253986,,,,,,,,,,,,9.850153,,,,12.007604,,,5.132154
2.992,6.090774,6.969861,5.247931,6.160357,-1.229901,,6.580722,,5.244764,,7.358999,,5.251098,,,,,,,,,,,,9.853845,,,,12.007133,,,5.129808
2.993,6.089813,6.969221,5.240683,6.158889,-1.220937,,6.581719,,5.233155,,7.356723,,5.248210,,,,,,,,,,,,9.857536,,,,12.006662,,,5.127462
2.994,6.088852,6.968581,5.233434,6.157421,-1.211973,,6.582716,,5.221546,,7.354447,,5.245322,,,,,,,,,,,,9.861229,,,,12.006191,,,5.125116
2.995,6.087891,6.967941,5.226186,6.155952,-1.203009,,6.583713,,5.209938,,7.352170,,5.242434,,,,,,,,,,,,9.864921,,,,12.005721,,,5.122771
2.996,6.087297,6.969722,5.219712,6.154808,-1.193274,,6.584127,,5.198780,,7.355318,,5.240644,,,,,,,,,,,,9.860548,,,,12.007736,,,5.121386
2.997,6.086704,6.971503,5.213238,6.153664,-1.183540,,6.584541,,5.187623,,7.358466,,5.238853,,,,,,,,,,,,9.856176,,,,12.009750,,,5.120000
2.998,6.086111,6.973284,5.206764,6.152520,-1.173805,,6.584955,,5.176465,,7.361613,,5.237063,,,,,,,,,,,,9.851805,,,,12.011765,,,5.118615
2.999,6.085517,6.975065,5.200291,6.151375,-1.164070,,6.585370,,5.165308,,7.364761,,5.235273,,,,,,,,,,,,9.847432,,,,12.013780,,,5.117230
3.000,6.085403,6.976149,5.198146,6.150688,-1.153929,,6.586077,,5.161965,,7.366220,,5.234326,,,,,,,,,,,,9.840991,,,,12.015003,,,5.116282
3.001,6.085289,6.977232,5.196002,6.150000,-1.143789,,6.586785,,5.158624,,7.367680,,5.233379,,,,,,,,,,,,9.834551,,,,12.016227,,,5.115334
3.002,6.085175,6.978316,5.193857,6.149312,-1.133648,,6.587493,,5.155282,,7.369139,,5.232432,,,,,,,,,,,,9.828110,,,,12.017450,,,5.114386
3.003,6.085061,6.979400,5.191712,6.148624,-1.123507,,6.588201,,5.151940,,7.370598,,5.231485,,,,,,,,,,,,9.821669,,,,12.018674,,,5.113438
3.004,6.085216,6.982183,5.190908,6.148181,-1.112939,,6.587996,,5.151502,,7.376369,,5.230316,,,,,,,,,,,,9.830324,,,,12.019085,,,5.112553
3.005,6.085371,6.984966,5.190104,6.147738,-1.102371,,6.587792,,5.151063,,7.382140,,5.229146,,,,,,,,,,,,9.838980,,,,12.019495,,,5.111668
3.006,6.085526,6.987750,5.189301,6.147295,-1.091802,,6.587588,,5.150624,,7.387911,,5.227976,,,,,,,,,,,,9.847635,,,,12.019905,,,5.110783
3.007,6.085681,6.990533,5.188497,6.146852,-1.081234,,6.587384,,5.150186,,7.393682,,5.226807,,,,,,,,,,,,9.856291,,,,12.020316,,,5.109898
3.008,6.086056,6.991230,5.190550,6.146639,-1.070836,,6.587324,,5.154515,,7.395135,,5.226585,,,,,,,,,,,,9.863849,,,,12.021424,,,5.113646
3.009,6.086431,6.991926,5.192604,6.146426,-1.060439,,6.587264,,5.158843,,7.396588,,5.226363,,,,,,,,,,,,9.871407,,,,12.022532,,,5.117393
3.010,6.086806,6.992623,5.194657,6.146213,-1.050042,,6.587204,,5.163172,,7.398042,,5.226142,,,,,,,,,,,,9.878965,,,,12.023641,,,5.121140
3.011,6.087181,6.993320,5.196711,6.146000,-1.039644,,6.587144,,5.167500,,7.399495,,5.225920,,,,,,,,,,,,9.886523,,,,12.024749,,,5.124887
3.012,6.087647,6.991922,5.194863,6.145866,-1.029040,,6.587328,,5.163742,,7.396517,,5.225984,,,,,,,,,,,,9.889858,,,,12.023937,,,5.127491
3.013,6.088114,6.990525,5.193015,6.145733,-1.018435,,6.587513,,5.159984,,7.393538,,5.226047,,,,,,,,,,,,9.893193,,,,12.023126,,,5.130095
3.014,6.088581,6.989128,5.191167,6.145599,-1.007831,,6.587697,,5.156225,,7.390559,,5.226110,,,,,,,,,,,,9.896528,,,,12.022314,,,5.132700
3.015,6.089047,6.987731,5.189320,6.145466,-0.997226,,6.587881,,5.152467,,7.387581,,5.226173,,,,,,,,,,,,9.899863,,,,12.021502,,,5.135304
3.016,6.089560,6.987471,5.190659,6.145393,-0.986888,,6.591499,,5.154723,,7.383442,,5.226594,,,,,,,,,,,,9.901677,,,,12.020130,,,5.140079
3.017,6.090072,6.987210,5.191997,6.145321,-0.976550,,6.595118,,5.156979,,7.379303,,5.227016,,,,,,,,,,,,9.903491,,,,12.018759,,,5.144855
3.018,6.090585,6.986950,5.193336,6.145249,-0.966212,,6.598736,,5.159235,,7.375165,,5.227437,,,,,,,,,,,,9.905305,,,,12.017386,,,5.149629
3.019,6.091097,6.986690,5.194674,6.145176,-0.955874,,6.602354,,5.161490,,7.371026,,5.227859,,,,,,,,,,,,9.907119,,,,12.016014,,,5.154404
3.020,6.091602,6.986848,5.195867,6.145078,-0.945213,,6.601785,,5.164974,,7.371911,,5.226760,,,,,,,,,,,,9.910862,,,,12.017512,,,5.159668
3.021,6.092106,6.987006,5.197059,6.144979,-0.934553,,6.601215,,5.168458,,7.372797,,5.225661,,,,,,,,,,,,9.914605,,,,12.019011,,,5.164932
3.022,6.092611,6.987164,5.198252,6.144881,-0.923893,,6.600646,,5.171941,,7.373682,,5.224562,,,,,,,,,,,,9.918348,,,,12.020509,,,5.170196
3.023,6.093115,6.987323,5.199444,6.144782,-0.913233,,6.600077,,5.175425,,7.374568,,5.223463,,,,,,,,,,,,9.922091,,,,12.022007,,,5.175459
3.024,6.093667,6.987428,5.203779,6.144727,-0.902503,,6.599627,,5.183048,,7.375228,,5.224511,,,,,,,,,,,,9.926464,,,,12.021997,,,5.177861
3.025,6.094218,6.987533,5.208115,6.144671,-0.891773,,6.599178,,5.190672,,7.375888,,5.225558,,,,,,,,,,,,9.930837,,,,12.021988,,,5.180263
3.026,6.094769,6.987638,5.212451,6.144615,-0.881043,,6.598729,,5.198296,,7.376548,,5.226605,,,,,,,,,,,,9.935209,,,,12.021978,,,5.182664
3.027,6.095321,6.987743,5.216786,6.144560,-0.870313,,6.598279,,5.205920,,7.377208,,5.227653,,,,,,,,,,,,9.939582,,,,12.021969,,,5.185066
3.028,6.095794,6.988899,5.218916,6.144455,-0.860117,,6.598135,,5.210089,,7.379664,,5.227744,,,,,,,,,,,,9.939388,,,,12.021926,,,5.188948
3.029,6.096266,6.990056,5.221046,6.144351,-0.849921,,6.597991,,5.214258,,7.382121,,5.227835,,,,,,,,,,,,9.939196,,,,12.021883,,,5.192830
3.030,6.096738,6.991212,5.223176,6.144246,-0.839725,,6.597847,,5.218428,,7.384577,,5.227925,,,,,,,,,,,,9.939002,,,,12.021841,,,5.196712
3.031,6.097210,6.992368,5.225307,6.144142,-0.829529,,6.597703,,5.222597,,7.387033,,5.228016,,,,,,,,,,,,9.938808,,,,12.021798,,,5.200593
3.032,6.097552,6.993002,5.223798,6.143918,-0.819529,,6.598312,,5.220072,,7.387691,,5.227524,,,,,,,,,,,,9.939304,,,,12.021267,,,5.204307
3.033,6.097894,6.993636,5.222289,6.143693,-0.809528,,6.598922,,5.217547,,7.388350,,5.227031,,,,,,,,,,,,9.939800,,,,12.020737,,,5.208021
3.034,6.098235,6.994269,5.220779,6.143469,-0.799528,,6.599532,,5.215022,,7.389008,,5.226538,,,,,,,,,,,,9.940296,,,,12.020205,,,5.211735
3.035,6.098577,6.994904,5.219271,6.143245,-0.789527,,6.600142,,5.212497,,7.389666,,5.226045,,,,,,,,,,,,9.940792,,,,12.019674,,,5.215448
3.036,6.098858,6.996435,5.220453,6.142970,-0.779686,,6.601917,,5.214741,,7.390954,,5.226165,,,,,,,,,,,,9.942327,,,,12.020020,,,5.219156
3.037,6.099140,6.997967,5.221635,6.142694,-0.769845,,6.603693,,5.216986,,7.392241,,5.226284,,,,,,,,,,,,9.943863,,,,12.020365,,,5.222863
3.038,6.099421,6.999499,5.222817,6.142419,-0.760004,,6.605469,,5.219230,,7.393529,,5.226403,,,,,,,,,,,,9.945399,,,,12.020711,,,5.226570
3.039,6.099702,7.001031,5.223999,6.142143,-0.750163,,6.607245,,5.221475,,7.394817,,5.226523,,,,,,,,,,,,9.946935,,,,12.021056,,,5.230278
3.040,6.099985,6.999400,5.226626,6.141873,-0.740394,,6.605602,,5.225780,,7.393198,,5.227472,,,,,,,,,,,,9.950005,,,,12.020391,,,5.232964
3.041,6.100266,6.997769,5.229254,6.141603,-0.730626,,6.603960,,5.230086,,7.391579,,5.228422,,,,,,,,,,,,9.953075,,,,12.019727,,,5.235649
3.042,6.100549,6.996138,5.231882,6.141332,-0.720857,,6.602317,,5.234393,,7.389959,,5.229372,,,,,,,,,,,,9.956146,,,,12.019062,,,5.238335
3.043,6.100831,6.994507,5.234509,6.141061,-0.711089,,6.600675,,5.238698,,7.388340,,5.230321,,,,,,,,,,,,9.959216,,,,12.018397,,,5.241021
