"Time","v1 xCoMy","v2 Right CoP","v3 Left CoP","28a CoMy","28 CoMy","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
2.042,6.193036,6.894620,5.114362,6.245744,-0.931642,,6.602023,,4.977736,,7.187218,,5.250988,,,,,,,,,,,,9.508413,,,,11.898547,,,5.273920
2.043,6.190050,6.893641,5.092484,6.243017,-0.936213,,6.597411,,4.936591,,7.189870,,5.248377,,,,,,,,,,,,9.508105,,,,11.890518,,,5.280941
2.044,6.186776,6.896095,5.078996,6.239899,-0.938972,,6.596704,,4.909827,,7.195485,,5.248165,,,,,,,,,,,,9.507219,,,,11.883649,,,5.282849
2.045,6.183502,6.898549,5.065508,6.236781,-0.941730,,6.595999,,4.883063,,7.201099,,5.247953,,,,,,,,,,,,9.506333,,,,11.876780,,,5.284757
2.046,6.180228,6.901003,5.052020,6.233664,-0.944489,,6.595293,,4.856298,,7.206714,,5.247741,,,,,,,,,,,,9.505447,,,,11.869911,,,5.286664
2.047,6.176954,6.903458,5.038531,6.230546,-0.947247,,6.594586,,4.829535,,7.212328,,5.247529,,,,,,,,,,,,9.504561,,,,11.863042,,,5.288571
2.048,6.173770,6.903506,5.030814,6.227427,-0.948388,,6.593716,,4.817908,,7.213296,,5.243721,,,,,,,,,,,,9.503158,,,,11.854141,,,5.290024
2.049,6.170587,6.903554,5.023098,6.224307,-0.949530,,6.592844,,4.806281,,7.214264,,5.239914,,,,,,,,,,,,9.501753,,,,11.845240,,,5.291477
2.050,6.167403,6.903603,5.015381,6.221188,-0.950671,,6.591973,,4.794654,,7.215232,,5.236107,,,,,,,,,,,,9.500349,,,,11.836338,,,5.292930
2.051,6.164219,6.903651,5.007664,6.218069,-0.951812,,6.591103,,4.783027,,7.216199,,5.232300,,,,,,,,,,,,9.498945,,,,11.827437,,,5.294383
2.052,6.161074,6.904246,5.015663,6.214883,-0.951092,,6.590623,,4.795008,,7.217869,,5.236318,,,,,,,,,,,,9.499284,,,,11.824379,,,5.294453
2.053,6.157929,6.904841,5.023663,6.211698,-0.950371,,6.590143,,4.806990,,7.219539,,5.240335,,,,,,,,,,,,9.499622,,,,11.821320,,,5.294523
2.054,6.154785,6.905436,5.031662,6.208512,-0.949651,,6.589664,,4.818971,,7.221208,,5.244353,,,,,,,,,,,,9.499961,,,,11.818261,,,5.294594
2.055,6.151640,6.906031,5.039661,6.205327,-0.948930,,6.589184,,4.830952,,7.222878,,5.248371,,,,,,,,,,,,9.500299,,,,11.815203,,,5.294664
2.056,6.148607,6.903428,5.043055,6.202129,-0.946024,,6.587917,,4.843117,,7.218938,,5.242991,,,,,,,,,,,,9.497995,,,,11.812873,,,5.293492
2.057,6.145574,6.900825,5.046448,6.198932,-0.943118,,6.586651,,4.855283,,7.214998,,5.237612,,,,,,,,,,,,9.495691,,,,11.810543,,,5.292319
2.058,6.142541,6.898221,5.049841,6.195734,-0.940212,,6.585384,,4.867449,,7.211059,,5.232233,,,,,,,,,,,,9.493386,,,,11.808213,,,5.291147
2.059,6.139508,6.895618,5.053234,6.192536,-0.937306,,6.584117,,4.879614,,7.207119,,5.226854,,,,,,,,,,,,9.491082,,,,11.805883,,,5.289975
2.060,6.136594,6.893624,5.061559,6.189345,-0.932407,,6.583553,,4.900147,,7.203695,,5.222971,,,,,,,,,,,,9.492872,,,,11.805857,,,5.290186
2.061,6.133680,6.891629,5.069884,6.186154,-0.927509,,6.582989,,4.920681,,7.200270,,5.219088,,,,,,,,,,,,9.494661,,,,11.805830,,,5.290397
2.062,6.130766,6.889635,5.078209,6.182964,-0.922610,,6.582424,,4.941214,,7.196845,,5.215204,,,,,,,,,,,,9.496450,,,,11.805804,,,5.290608
2.063,6.127852,6.887640,5.086534,6.179773,-0.917712,,6.581860,,4.961747,,7.193420,,5.211321,,,,,,,,,,,,9.498240,,,,11.805778,,,5.290819
2.064,6.125335,6.889211,5.090450,6.176903,-0.911494,,6.585328,,4.974259,,7.193095,,5.206641,,,,,,,,,,,,9.500075,,,,11.806363,,,5.290924
2.065,6.122817,6.890782,5.094366,6.174034,-0.905276,,6.588796,,4.986772,,7.192770,,5.201960,,,,,,,,,,,,9.501911,,,,11.806950,,,5.291028
2.066,6.120299,6.892354,5.098282,6.171165,-0.899058,,6.592263,,4.999284,,7.192444,,5.197279,,,,,,,,,,,,9.503746,,,,11.807535,,,5.291133
2.067,6.117782,6.893925,5.102198,6.168295,-0.892840,,6.595731,,5.011796,,7.192119,,5.192598,,,,,,,,,,,,9.505581,,,,11.808121,,,5.291237
2.068,6.115662,6.891649,5.103303,6.165765,-0.885597,,6.592945,,5.016279,,7.190353,,5.190327,,,,,,,,,,,,9.511214,,,,11.810953,,,5.291514
2.069,6.113542,6.889373,5.104409,6.163235,-0.878355,,6.590158,,5.020762,,7.188588,,5.188056,,,,,,,,,,,,9.516848,,,,11.813785,,,5.291791
2.070,6.111422,6.887097,5.105515,6.160706,-0.871113,,6.587372,,5.025245,,7.186822,,5.185784,,,,,,,,,,,,9.522481,,,,11.816616,,,5.292068
2.071,6.109302,6.884821,5.106620,6.158175,-0.863870,,6.584586,,5.029727,,7.185056,,5.183513,,,,,,,,,,,,9.528114,,,,11.819448,,,5.292345
2.072,6.107398,6.882824,5.107480,6.155819,-0.855870,,6.585201,,5.034254,,7.180447,,5.180706,,,,,,,,,,,,9.533035,,,,11.817982,,,5.293070
2.073,6.105494,6.880827,5.108339,6.153462,-0.847869,,6.585817,,5.038781,,7.175838,,5.177898,,,,,,,,,,,,9.537956,,,,11.816515,,,5.293796
2.074,6.103589,6.878831,5.109199,6.151105,-0.839869,,6.586432,,5.043308,,7.171229,,5.175090,,,,,,,,,,,,9.542876,,,,11.815047,,,5.294521
2.075,6.101685,6.876834,5.110059,6.148748,-0.831868,,6.587048,,5.047835,,7.166620,,5.172283,,,,,,,,,,,,9.547797,,,,11.813581,,,5.295247
2.076,6.100032,6.873900,5.113680,6.146578,-0.822730,,6.587795,,5.059469,,7.160004,,5.167892,,,,,,,,,,,,9.549403,,,,11.815159,,,5.295941
2.077,6.098379,6.870966,5.117301,6.144408,-0.813593,,6.588543,,5.071103,,7.153389,,5.163500,,,,,,,,,,,,9.551008,,,,11.816736,,,5.296635
2.078,6.096725,6.868032,5.120923,6.142238,-0.804455,,6.589291,,5.082737,,7.146773,,5.159109,,,,,,,,,,,,9.552614,,,,11.818314,,,5.297328
2.079,6.095072,6.865098,5.124544,6.140068,-0.795318,,6.590038,,5.094371,,7.140157,,5.154717,,,,,,,,,,,,9.554220,,,,11.819892,,,5.298022
2.080,6.093723,6.862506,5.124655,6.138162,-0.785470,,6.590159,,5.096560,,7.134853,,5.152750,,,,,,,,,,,,9.555661,,,,11.822188,,,5.296864
2.081,6.092375,6.859915,5.124765,6.136256,-0.775623,,6.590281,,5.098748,,7.129550,,5.150783,,,,,,,,,,,,9.557102,,,,11.824485,,,5.295706
2.082,6.091026,6.857324,5.124876,6.134350,-0.765775,,6.590402,,5.100936,,7.124246,,5.148815,,,,,,,,,,,,9.558544,,,,11.826781,,,5.294548
2.083,6.089677,6.854733,5.124986,6.132444,-0.755928,,6.590523,,5.103125,,7.118942,,5.146848,,,,,,,,,,,,9.559985,,,,11.829078,,,5.293390
2.084,6.088514,6.854013,5.123712,6.130682,-0.745342,,6.591856,,5.101617,,7.116171,,5.145808,,,,,,,,,,,,9.558419,,,,11.832089,,,5.292329
2.085,6.087351,6.853294,5.122438,6.128920,-0.734755,,6.593188,,5.100109,,7.113400,,5.144768,,,,,,,,,,,,9.556854,,,,11.835100,,,5.291268
2.086,6.086187,6.852574,5.121164,6.127158,-0.724169,,6.594521,,5.098601,,7.110629,,5.143727,,,,,,,,,,,,9.555288,,,,11.838112,,,5.290208
2.087,6.085024,6.851855,5.119890,6.125396,-0.713583,,6.595854,,5.097094,,7.107857,,5.142687,,,,,,,,,,,,9.553722,,,,11.841124,,,5.289147
2.088,6.084158,6.849602,5.118691,6.123890,-0.702277,,6.593750,,5.095830,,7.105454,,5.141554,,,,,,,,,,,,9.562149,,,,11.842980,,,5.289716
2.089,6.083292,6.847348,5.117493,6.122384,-0.690970,,6.591646,,5.094566,,7.103051,,5.140420,,,,,,,,,,,,9.570577,,,,11.844837,,,5.290285
2.090,6.082426,6.845095,5.116294,6.120878,-0.679664,,6.589542,,5.093302,,7.100648,,5.139287,,,,,,,,,,,,9.579004,,,,11.846695,,,5.290854
2.091,6.081560,6.842842,5.115096,6.119372,-0.668357,,6.587438,,5.092038,,7.098245,,5.138153,,,,,,,,,,,,9.587431,,,,11.848552,,,5.291422
2.092,6.081187,6.848770,5.113226,6.118311,-0.656197,,6.588018,,5.089091,,7.109522,,5.137362,,,,,,,,,,,,9.599327,,,,11.852026,,,5.286377
2.093,6.080813,6.854699,5.111358,6.117250,-0.644036,,6.588598,,5.086144,,7.120799,,5.136571,,,,,,,,,,,,9.611222,,,,11.855499,,,5.281333
2.094,6.080441,6.860627,5.109488,6.116189,-0.631875,,6.589179,,5.083197,,7.132076,,5.135780,,,,,,,,,,,,9.623117,,,,11.858974,,,5.276288
2.095,6.080068,6.866556,5.107619,6.115129,-0.619714,,6.589759,,5.080250,,7.143353,,5.134989,,,,,,,,,,,,9.635014,,,,11.862448,,,5.271243
2.096,6.080083,6.869791,5.105525,6.114435,-0.607194,,6.589400,,5.077196,,7.150181,,5.133854,,,,,,,,,,,,9.644530,,,,11.864568,,,5.270536
2.097,6.080098,6.873026,5.103430,6.113742,-0.594673,,6.589042,,5.074142,,7.157010,,5.132720,,,,,,,,,,,,9.654047,,,,11.866688,,,5.269829
2.098,6.080113,6.876261,5.101336,6.113050,-0.582152,,6.588684,,5.071087,,7.163838,,5.131585,,,,,,,,,,,,9.663563,,,,11.868807,,,5.269122
2.099,6.080129,6.879496,5.099241,6.112356,-0.569631,,6.588326,,5.068032,,7.170667,,5.130450,,,,,,,,,,,,9.673079,,,,11.870927,,,5.268415
2.100,6.080585,6.885077,5.099737,6.112084,-0.556756,,6.588663,,5.071795,,7.181493,,5.127680,,,,,,,,,,,,9.681479,,,,11.871805,,,5.267451
2.101,6.081042,6.890659,5.100233,6.111813,-0.543882,,6.589000,,5.075558,,7.192318,,5.124909,,,,,,,,,,,,9.689880,,,,11.872684,,,5.266487
2.102,6.081499,6.896241,5.100729,6.111541,-0.531007,,6.589337,,5.079320,,7.203144,,5.122138,,,,,,,,,,,,9.698280,,,,11.873564,,,5.265523
2.103,6.081956,6.901823,5.101225,6.111269,-0.518132,,6.589675,,5.083083,,7.213970,,5.119368,,,,,,,,,,,,9.706680,,,,11.874442,,,5.264559
2.104,6.082624,6.906934,5.107507,6.111212,-0.505304,,6.590594,,5.097976,,7.223274,,5.117038,,,,,,,,,,,,9.717228,,,,11.876038,,,5.264368
2.105,6.083292,6.912045,5.113789,6.111154,-0.492475,,6.591514,,5.112869,,7.232577,,5.114708,,,,,,,,,,,,9.727776,,,,11.877634,,,5.264177
2.106,6.083960,6.917157,5.120070,6.111096,-0.479647,,6.592434,,5.127762,,7.241880,,5.112379,,,,,,,,,,,,9.738323,,,,11.879230,,,5.263986
2.107,6.084628,6.922269,5.126352,6.111038,-0.466819,,6.593353,,5.142655,,7.251184,,5.110049,,,,,,,,,,,,9.748871,,,,11.880825,,,5.263795
2.108,6.085534,6.925382,5.132214,6.111252,-0.454579,,6.595659,,5.154874,,7.255104,,5.109554,,,,,,,,,,,,9.753411,,,,11.882116,,,5.266211
2.109,6.086441,6.928495,5.138076,6.111466,-0.442338,,6.597965,,5.167092,,7.259025,,5.109059,,,,,,,,,,,,9.757952,,,,11.883408,,,5.268627
2.110,6.087347,6.931608,5.143938,6.111680,-0.430098,,6.600272,,5.179310,,7.262945,,5.108565,,,,,,,,,,,,9.762491,,,,11.884698,,,5.271042
2.111,6.088253,6.934721,5.149799,6.111894,-0.417858,,6.602578,,5.191528,,7.266865,,5.108070,,,,,,,,,,,,9.767032,,,,11.885989,,,5.273458
2.112,6.089135,6.939474,5.154271,6.112130,-0.406444,,6.603967,,5.198281,,7.274981,,5.110260,,,,,,,,,,,,9.764968,,,,11.884710,,,5.277011
2.113,6.090016,6.944226,5.158742,6.112366,-0.395029,,6.605356,,5.205033,,7.283097,,5.112450,,,,,,,,,,,,9.762905,,,,11.883430,,,5.280565
2.114,6.090898,6.948979,5.163213,6.112601,-0.383615,,6.606745,,5.211786,,7.291213,,5.114640,,,,,,,,,,,,9.760841,,,,11.882151,,,5.284118
2.115,6.091779,6.953732,5.167684,6.112837,-0.372200,,6.608134,,5.218538,,7.299329,,5.116830,,,,,,,,,,,,9.758778,,,,11.880872,,,5.287672
2.116,6.092992,6.955907,5.167697,6.113402,-0.360750,,6.604689,,5.219325,,7.307127,,5.116069,,,,,,,,,,,,9.750740,,,,11.878527,,,5.287388
2.117,6.094206,6.958083,5.167710,6.113968,-0.349300,,6.601243,,5.220112,,7.314924,,5.115308,,,,,,,,,,,,9.742702,,,,11.876181,,,5.287104
2.118,6.095419,6.960259,5.167723,6.114533,-0.337849,,6.597797,,5.220898,,7.322721,,5.114548,,,,,,,,,,,,9.734665,,,,11.873836,,,5.286819
2.119,6.096632,6.962435,5.167736,6.115098,-0.326399,,6.594351,,5.221685,,7.330519,,5.113787,,,,,,,,,,,,9.726627,,,,11.871490,,,5.286536
2.120,6.098080,6.966365,5.167911,6.115938,-0.315647,,6.595265,,5.221433,,7.337465,,5.114388,,,,,,,,,,,,9.735733,,,,11.870304,,,5.287776
2.121,6.099528,6.970295,5.168085,6.116778,-0.304894,,6.596180,,5.221181,,7.344411,,5.114989,,,,,,,,,,,,9.744839,,,,11.869119,,,5.289017
2.122,6.100977,6.974226,5.168260,6.117619,-0.294142,,6.597094,,5.220929,,7.351357,,5.115590,,,,,,,,,,,,9.753943,,,,11.867933,,,5.290257
2.123,6.102425,6.978156,5.168434,6.118458,-0.283389,,6.598008,,5.220677,,7.358304,,5.116191,,,,,,,,,,,,9.763049,,,,11.866747,,,5.291497
2.124,6.103877,6.981164,5.164253,6.119321,-0.272980,,6.598089,,5.214912,,7.364240,,5.113594,,,,,,,,,,,,9.769085,,,,11.862715,,,5.292743
2.125,6.105329,6.984172,5.160072,6.120184,-0.262571,,6.598170,,5.209148,,7.370175,,5.110997,,,,,,,,,,,,9.775120,,,,11.858684,,,5.293989
2.126,6.106781,6.987181,5.155892,6.121047,-0.252162,,6.598250,,5.203383,,7.376111,,5.108400,,,,,,,,,,,,9.781155,,,,11.854652,,,5.295236
2.127,6.108232,6.990189,5.151711,6.121910,-0.241753,,6.598331,,5.197619,,7.382046,,5.105803,,,,,,,,,,,,9.787190,,,,11.850620,,,5.296482
2.128,6.109903,6.996948,5.151246,6.122984,-0.231213,,6.598280,,5.196740,,7.395617,,5.105752,,,,,,,,,,,,9.786865,,,,11.848368,,,5.296453
2.129,6.111573,7.003708,5.150782,6.124058,-0.220674,,6.598229,,5.195861,,7.409188,,5.105702,,,,,,,,,,,,9.786539,,,,11.846114,,,5.296423
2.130,6.113243,7.010468,5.150317,6.125132,-0.210134,,6.598178,,5.194982,,7.422759,,5.105651,,,,,,,,,,,,9.786213,,,,11.843861,,,5.296393
2.131,6.114913,7.017228,5.149852,6.126206,-0.199595,,6.598127,,5.194103,,7.436329,,5.105601,,,,,,,,,,,,9.785888,,,,11.841608,,,5.296364
2.132,6.116295,7.019866,5.151984,6.127015,-0.189471,,6.597085,,5.197696,,7.442647,,5.106271,,,,,,,,,,,,9.787285,,,,11.838234,,,5.295743
2.133,6.117677,7.022503,5.154116,6.127824,-0.179348,,6.596042,,5.201290,,7.448964,,5.106941,,,,,,,,,,,,9.788682,,,,11.834860,,,5.295120
2.134,6.119059,7.025140,5.156247,6.128633,-0.169224,,6.594999,,5.204884,,7.455282,,5.107611,,,,,,,,,,,,9.790079,,,,11.831487,,,5.294498
2.135,6.120440,7.027778,5.158379,6.129442,-0.159100,,6.593956,,5.208477,,7.461599,,5.108281,,,,,,,,,,,,9.791476,,,,11.828113,,,5.293877
2.136,6.121634,7.031663,5.161994,6.130124,-0.150056,,6.595754,,5.215171,,7.467573,,5.108818,,,,,,,,,,,,9.791497,,,,11.825752,,,5.295438
2.137,6.122828,7.035548,5.165609,6.130806,-0.141012,,6.597550,,5.221865,,7.473546,,5.109354,,,,,,,,,,,,9.791518,,,,11.823393,,,5.296999
2.138,6.124022,7.039433,5.169225,6.131488,-0.131968,,6.599348,,5.228559,,7.479519,,5.109890,,,,,,,,,,,,9.791539,,,,11.821033,,,5.298561
2.139,6.125215,7.043319,5.172840,6.132170,-0.122924,,6.601145,,5.235253,,7.485493,,5.110427,,,,,,,,,,,,9.791560,,,,11.818672,,,5.300122
2.140,6.126268,7.043742,5.180595,6.132757,-0.114688,,6.600334,,5.248102,,7.487149,,5.113088,,,,,,,,,,,,9.796160,,,,11.819748,,,5.299654
2.141,6.127322,7.044165,5.188351,6.133345,-0.106451,,6.599524,,5.260952,,7.488806,,5.115749,,,,,,,,,,,,9.800758,,,,11.820823,,,5.299187
2.142,6.128376,7.044588,5.196105,6.133933,-0.098214,,6.598714,,5.273801,,7.490462,,5.118411,,,,,,,,,,,,9.805357,,,,11.821898,,,5.298719
2.143,6.129429,7.045011,5.203861,6.134520,-0.089977,,6.597903,,5.286650,,7.492118,,5.121072,,,,,,,,,,,,9.809957,,,,11.822973,,,5.298252
2.144,6.130508,7.043969,5.207121,6.135106,-0.081257,,6.598133,,5.294818,,7.489806,,5.119425,,,,,,,,,,,,9.810080,,,,11.820487,,,5.299013
2.145,6.131588,7.042928,5.210382,6.135692,-0.072536,,6.598362,,5.302986,,7.487494,,5.117778,,,,,,,,,,,,9.810204,,,,11.818001,,,5.299774
2.146,6.132668,7.041886,5.213643,6.136278,-0.063815,,6.598591,,5.311155,,7.485182,,5.116131,,,,,,,,,,,,9.810327,,,,11.815515,,,5.300536
2.147,6.133747,7.040845,5.216904,6.136864,-0.055094,,6.598821,,5.319323,,7.482870,,5.114484,,,,,,,,,,,,9.810450,,,,11.813028,,,5.301297
2.148,6.134369,7.040618,5.220508,6.137033,-0.047090,,6.598738,,5.327291,,7.482499,,5.113725,,,,,,,,,,,,9.813531,,,,11.811906,,,5.298635
2.149,6.134991,7.040391,5.224113,6.137202,-0.039087,,6.598655,,5.335259,,7.482128,,5.112966,,,,,,,,,,,,9.816612,,,,11.810783,,,5.295972
2.150,6.135612,7.040164,5.227716,6.137371,-0.031084,,6.598572,,5.343227,,7.481757,,5.112206,,,,,,,,,,,,9.819694,,,,11.809661,,,5.293310
2.151,6.136235,7.039937,5.231321,6.137540,-0.023080,,6.598489,,5.351195,,7.481386,,5.111447,,,,,,,,,,,,9.822775,,,,11.808538,,,5.290648
2.152,6.136592,7.039468,5.234075,6.137453,-0.015225,,6.601118,,5.353395,,7.477818,,5.114755,,,,,,,,,,,,9.824011,,,,11.808187,,,5.289610
2.153,6.136949,7.039000,5.236829,6.137365,-0.007370,,6.603747,,5.355595,,7.474252,,5.118063,,,,,,,,,,,,9.825247,,,,11.807836,,,5.288573
2.154,6.137306,7.038531,5.239583,6.137278,0.000485,,6.606377,,5.357795,,7.470685,,5.121371,,,,,,,,,,,,9.826483,,,,11.807484,,,5.287536
2.155,6.137663,7.038062,5.242337,6.137191,0.008340,,6.609006,,5.359995,,7.467118,,5.124679,,,,,,,,,,,,9.827719,,,,11.807133,,,5.286498
2.156,6.137828,7.035230,5.240446,6.136919,0.016060,,6.607736,,5.354864,,7.462725,,5.126029,,,,,,,,,,,,9.829856,,,,11.806067,,,5.283985
2.157,6.137993,7.032398,5.238555,6.136647,0.023779,,6.606464,,5.349732,,7.458333,,5.127378,,,,,,,,,,,,9.831993,,,,11.805000,,,5.281473
2.158,6.138158,7.029567,5.236665,6.136376,0.031499,,6.605193,,5.344601,,7.453940,,5.128728,,,,,,,,,,,,9.834130,,,,11.803934,,,5.278960
2.159,6.138323,7.026735,5.234774,6.136104,0.039218,,6.603922,,5.339469,,7.449547,,5.130078,,,,,,,,,,,,9.836267,,,,11.802868,,,5.276447
2.160,6.138500,7.025044,5.233734,6.135878,0.046353,,6.603151,,5.338589,,7.446938,,5.128881,,,,,,,,,,,,9.837803,,,,11.803079,,,5.276553
2.161,6.138678,7.023354,5.232695,6.135652,0.053487,,6.602380,,5.337708,,7.444328,,5.127683,,,,,,,,,,,,9.839338,,,,11.803289,,,5.276658
2.162,6.138855,7.021663,5.231656,6.135426,0.060622,,6.601608,,5.336827,,7.441719,,5.126485,,,,,,,,,,,,9.840875,,,,11.803499,,,5.276763
2.163,6.139032,7.019973,5.230617,6.135199,0.067757,,6.600837,,5.335946,,7.439109,,5.125288,,,,,,,,,,,,9.842410,,,,11.803710,,,5.276869
2.164,6.139010,7.019677,5.231551,6.134775,0.074857,,6.602695,,5.337387,,7.436660,,5.125715,,,,,,,,,,,,9.843760,,,,11.803184,,,5.274247
2.165,6.138988,7.019382,5.232485,6.134352,0.081958,,6.604552,,5.338827,,7.434212,,5.126143,,,,,,,,,,,,9.845110,,,,11.802656,,,5.271626
2.166,6.138967,7.019086,5.233418,6.133928,0.089058,,6.606409,,5.340268,,7.431763,,5.126570,,,,,,,,,,,,9.846460,,,,11.802130,,,5.269003
2.167,6.138945,7.018790,5.234353,6.133504,0.096159,,6.608266,,5.341708,,7.429315,,5.126997,,,,,,,,,,,,9.847811,,,,11.801603,,,5.266382
2.168,6.138952,7.015441,5.233560,6.133130,0.102908,,6.609276,,5.342809,,7.421607,,5.124311,,,,,,,,,,,,9.849563,,,,11.802345,,,5.266197
2.169,6.138960,7.012093,5.232768,6.132756,0.109657,,6.610286,,5.343910,,7.413899,,5.121626,,,,,,,,,,,,9.851315,,,,11.803087,,,5.266012
2.170,6.138968,7.008744,5.231976,6.132382,0.116406,,6.611296,,5.345011,,7.406192,,5.118941,,,,,,,,,,,,9.853065,,,,11.803828,,,5.265827
2.171,6.138976,7.005395,5.231183,6.132008,0.123155,,6.612306,,5.346111,,7.398484,,5.116255,,,,,,,,,,,,9.854817,,,,11.804570,,,5.265642
2.172,6.139057,7.000151,5.232300,6.131677,0.130449,,6.611077,,5.349111,,7.389224,,5.115489,,,,,,,,,,,,9.856985,,,,11.802292,,,5.264659
2.173,6.139138,6.994906,5.233416,6.131345,0.137744,,6.609849,,5.352110,,7.379963,,5.114722,,,,,,,,,,,,9.859154,,,,11.800014,,,5.263675
2.174,6.139219,6.989661,5.234532,6.131013,0.145038,,6.608621,,5.355110,,7.370702,,5.113956,,,,,,,,,,,,9.861322,,,,11.797736,,,5.262691
2.175,6.139300,6.984417,5.235649,6.130682,0.152333,,6.607392,,5.358109,,7.361441,,5.113190,,,,,,,,,,,,9.863490,,,,11.795458,,,5.261708
2.176,6.139414,6.981075,5.238120,6.130349,0.160235,,6.606699,,5.363019,,7.355452,,5.113221,,,,,,,,,,,,9.865818,,,,11.796160,,,5.261773
2.177,6.139529,6.977734,5.240591,6.130016,0.168137,,6.606006,,5.367930,,7.349462,,5.113252,,,,,,,,,,,,9.868146,,,,11.796862,,,5.261838
2.178,6.139644,6.974393,5.243062,6.129684,0.176040,,6.605313,,5.372840,,7.343472,,5.113283,,,,,,,,,,,,9.870474,,,,11.797565,,,5.261903
2.179,6.139758,6.971051,5.245533,6.129352,0.183942,,6.604620,,5.377751,,7.337482,,5.113314,,,,,,,,,,,,9.872802,,,,11.798266,,,5.261968
2.180,6.139916,6.970219,5.243051,6.129046,0.192144,,6.605262,,5.376745,,7.335176,,5.109356,,,,,,,,,,,,9.876867,,,,11.797137,,,5.263242
2.181,6.140075,6.969387,5.240568,6.128740,0.200347,,6.605903,,5.375739,,7.332870,,5.105398,,,,,,,,,,,,9.880934,,,,11.796007,,,5.264516
2.182,6.140234,6.968555,5.238086,6.128435,0.208550,,6.606544,,5.374732,,7.330564,,5.101440,,,,,,,,,,,,9.884999,,,,11.794878,,,5.265790
2.183,6.140392,6.967723,5.235604,6.128129,0.216752,,6.607186,,5.373726,,7.328259,,5.097482,,,,,,,,,,,,9.889065,,,,11.793749,,,5.267064
2.184,6.140538,6.965740,5.237820,6.127821,0.224789,,6.606352,,5.377728,,7.325127,,5.097912,,,,,,,,,,,,9.890152,,,,11.793003,,,5.270074
2.185,6.140684,6.963757,5.240035,6.127512,0.232825,,6.605518,,5.381728,,7.321996,,5.098341,,,,,,,,,,,,9.891238,,,,11.792257,,,5.273085
2.186,6.140830,6.961774,5.242249,6.127203,0.240861,,6.604684,,5.385729,,7.318864,,5.098771,,,,,,,,,,,,9.892324,,,,11.791512,,,5.276095
2.187,6.140976,6.959791,5.244465,6.126894,0.248897,,6.603849,,5.389730,,7.315732,,5.099200,,,,,,,,,,,,9.893412,,,,11.790766,,,5.279105
2.188,6.141263,6.955396,5.243443,6.126730,0.256869,,6.601580,,5.389644,,7.309212,,5.097244,,,,,,,,,,,,9.891036,,,,11.789097,,,5.284977
2.189,6.141549,6.951001,5.242422,6.126565,0.264840,,6.599310,,5.389557,,7.302691,,5.095287,,,,,,,,,,,,9.888660,,,,11.787428,,,5.290850
2.190,6.141835,6.946606,5.241401,6.126401,0.272811,,6.597041,,5.389471,,7.296171,,5.093330,,,,,,,,,,,,9.886284,,,,11.785759,,,5.296722
2.191,6.142122,6.942211,5.240379,6.126236,0.280783,,6.594771,,5.389385,,7.289651,,5.091374,,,,,,,,,,,,9.883908,,,,11.784090,,,5.302595
2.192,6.142479,6.934573,5.241273,6.126105,0.289428,,6.592767,,5.389898,,7.276379,,5.092649,,,,,,,,,,,,9.882236,,,,11.781334,,,5.314610
2.193,6.142837,6.926935,5.242167,6.125974,0.298074,,6.590763,,5.390410,,7.263107,,5.093924,,,,,,,,,,,,9.880564,,,,11.778578,,,5.326626
2.194,6.143195,6.919297,5.243061,6.125842,0.306719,,6.588758,,5.390924,,7.249835,,5.095199,,,,,,,,,,,,9.878891,,,,11.775821,,,5.338642
2.195,6.143552,6.911659,5.243955,6.125710,0.315364,,6.586754,,5.391437,,7.236563,,5.096473,,,,,,,,,,,,9.877218,,,,11.773065,,,5.350657
2.196,6.144176,6.905273,5.243579,6.125838,0.324134,,6.584992,,5.392301,,7.225554,,5.094857,,,,,,,,,,,,9.876063,,,,11.773444,,,5.355439
2.197,6.144800,6.898889,5.243203,6.125966,0.332903,,6.583231,,5.393165,,7.214546,,5.093241,,,,,,,,,,,,9.874908,,,,11.773825,,,5.360220
2.198,6.145424,6.892504,5.242826,6.126094,0.341672,,6.581470,,5.394028,,7.203538,,5.091625,,,,,,,,,,,,9.873753,,,,11.774204,,,5.365001
2.199,6.146049,6.886118,5.242451,6.126222,0.350442,,6.579708,,5.394892,,7.192529,,5.090009,,,,,,,,,,,,9.872598,,,,11.774584,,,5.369782
2.200,6.146794,6.882507,5.243726,6.126471,0.359232,,6.577140,,5.397178,,7.187873,,5.090273,,,,,,,,,,,,9.868884,,,,11.773434,,,5.375172
2.201,6.147540,6.878895,5.245001,6.126719,0.368021,,6.574573,,5.399463,,7.183217,,5.090538,,,,,,,,,,,,9.865170,,,,11.772284,,,5.380562
2.202,6.148286,6.875283,5.246275,6.126967,0.376811,,6.572006,,5.401748,,7.178561,,5.090803,,,,,,,,,,,,9.861456,,,,11.771133,,,5.385952
